area_id,area_name,b19025a001,b19025a001_moe
BK09,Brooklyn Heights-Cobble Hill,1747240600,161552878
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1377323000,65084367
BK19,Brighton Beach,611397800,46388819
BK21,Seagate-Coney Island,237862500,28042093
BK23,West Brighton,430431900,41628410
BK25,Homecrest,884566400,52924898
BK26,Gravesend,404839400,34398110
BK27,Bath Beach,506492900,56692199
BK28,Bensonhurst West,1114107700,50060832
BK29,Bensonhurst East,795283800,44550137
BK30,Dyker Heights,804404100,46521146
BK31,Bay Ridge,2276824100,90619462
BK32,Sunset Park West,512132300,38326059
BK33,Carroll Gardens-Columbia Street-Red Hook,1616411300,111998469
BK34,Sunset Park East,417126700,33599343
BK35,Stuyvesant Heights,145503500,24305669
BK37,Park Slope-Gowanus,3430787600,161229645
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1242447600,107604861
BK40,Windsor Terrace,758300100,59298888
BK41,Kensington-Ocean Parkway,428741600,35998639
BK42,Flatbush,746270300,52005412
BK43,Midwood,1126235300,63883961
BK44,Madison,861747400,46145969
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1253749000,69117436
BK46,Ocean Parkway South,438482300,35298872
BK50,Canarsie,147731500,20983628
BK58,Flatlands,383983500,31751700
BK60,Prospect Lefferts Gardens-Wingate,189269500,29761029
BK61,Crown Heights North,367677400,41139938
BK63,Crown Heights South,181822200,25139606
BK64,Prospect Heights,653052900,57400649
BK68,Fort Greene,494351400,59000432
BK69,Clinton Hill,576019300,57090949
BK72,Williamsburg,258160300,26808287
BK73,North Side-South Side,1221268600,84722718
BK75,Bedford,335572000,40050407
BK76,Greenpoint,1042532100,82390089
BK77,Bushwick North,398519900,40087821
BK78,Bushwick South,501493900,42031963
BK79,Ocean Hill,19771100,9766874
BK81,Brownsville,22203200,5397564
BK82,East New York,189721600,24986470
BK83,Cypress Hills-City Line,354167500,34879865
BK85,East New York (Pennsylvania Ave),36513900,8946613
BK88,Borough Park,1291105700,62473911
BK90,East Williamsburg,705488400,42612872
BK91,East Flatbush-Farragut,16742600,8262784
BK93,Starrett City,66749500,15197802
BK95,Erasmus,12504000,7867179
BK96,Rugby-Remsen Village,11609900,5994566
BK99,park-cemetery-etc-Brooklyn,5595300,4170939
BX01,Claremont-Bathgate,22387700,5904917
BX03,Eastchester-Edenwald-Baychester,47579400,12297151
BX05,Bedford Park-Fordham North,148868100,30436481
BX06,Belmont,57236300,9095265
BX07,Bronxdale,154885900,21092055
BX08,West Farms-Bronx River,89138200,18709543
BX09,Soundview-Castle Hill-Clason Point-Harding Park,173835000,41661082
BX10,Pelham Bay-Country Club-City Island,618991400,54890791
BX13,Co-op City,230478000,63245840
BX14,East Concourse-Concourse Village,108555400,21528324
BX17,East Tremont,85629600,25135875
BX22,North Riverdale-Fieldston-Riverdale,1023865900,95621292
BX26,Highbridge,54421900,12006426
BX27,Hunts Point,78986800,10924053
BX28,Van Cortlandt Village,252756500,29525236
BX29,Spuyten Duyvil-Kingsbridge,785272100,56913350
BX30,Kingsbridge Heights,58156800,12982779
BX31,Allerton-Pelham Gardens,314736200,31079205
BX33,Longwood,56261200,12327714
BX34,Melrose South-Mott Haven North,93818600,17322683
BX35,Morrisania-Melrose,36211000,7678177
BX36,University Heights-Morris Heights,70265600,14067872
BX37,Van Nest-Morris Park-Westchester Square,247111500,22848756
BX39,Mott Haven-Port Morris,187102500,21483044
BX40,Fordham South,44630600,20241494
BX41,Mount Hope,95093700,22376576
BX43,Norwood,205163900,31611011
BX44,Williamsbridge-Olinville,74120900,15709364
BX46,Parkchester,86703100,17179983
BX49,Pelham Parkway,335386100,29503099
BX52,Schuylerville-Throgs Neck-Edgewater Park,845770600,54640802
BX55,Soundview-Bruckner,97644200,18670187
BX59,Westchester-Unionport,86441200,15097920
BX62,Woodlawn-Wakefield,274705700,22482833
BX63,West Concourse,74138100,13741038
BX75,Crotona Park East,32580800,10683410
BX99,park-cemetery-etc-Bronx,5966600,2878465
MN01,Marble Hill-Inwood,515997600,44435418
MN03,Central Harlem North-Polo Grounds,363929300,55837666
MN04,Hamilton Heights,341576700,49076691
MN06,Manhattanville,78409200,17943300
MN09,Morningside Heights,1350541700,103091499
MN11,Central Harlem South,473329100,55733065
MN12,Upper West Side,9623873400,469213746
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,5710592100,386182953
MN14,Lincoln Square,5256039200,319601496
MN15,Clinton,1940376000,143914557
MN17,Midtown-Midtown South,2272812300,206988779
MN19,Turtle Bay-East Midtown,4689708500,330966967
MN20,Murray Hill-Kips Bay,3002420700,224239461
MN21,Gramercy,1756029500,142447541
MN22,East Village,1762973400,133040478
MN23,West Village,5935323200,344857934
MN24,SoHo-TriBeCa-Civic Center-Little Italy,3227702400,281624231
MN25,Battery Park City-Lower Manhattan,2715561600,231516571
MN27,Chinatown,470248800,57418552
MN28,Lower East Side,1187357700,104503101
MN31,Lenox Hill-Roosevelt Island,6229029500,405806878
MN32,Yorkville,5481651500,302806949
MN33,East Harlem South,873793300,89436750
MN34,East Harlem North,275572100,43241834
MN35,Washington Heights North,1021612500,74347365
MN36,Washington Heights South,531340800,49701909
MN40,Upper East Side-Carnegie Hill,8175340000,456103520
MN50,Stuyvesant Town-Cooper Village,1064073100,120070362
QN01,South Jamaica,16755900,7647728
QN02,Springfield Gardens North,3968700,2642158
QN03,Springfield Gardens South-Brookville,15995000,8271760
QN05,Rosedale,61179100,15357698
QN06,Jamaica Estates-Holliswood,390240900,77490031
QN07,Hollis,29173400,11056473
QN08,St. Albans,7093700,3626433
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,949331200,56777162
QN12,Hammels-Arverne-Edgemere,177292100,25006448
QN15,Far Rockaway-Bayswater,356013800,37445657
QN17,Forest Hills,2481978700,135440140
QN18,Rego Park,558138100,54144917
QN19,Glendale,749921400,41661387
QN20,Ridgewood,1164468400,53220234
QN21,Middle Village,1084342300,50004399
QN22,Flushing,285147400,31550191
QN23,College Point,333077500,39159711
QN25,Corona,397286100,39645871
QN26,North Corona,302877100,34798408
QN27,East Elmhurst,80658200,17249607
QN28,Jackson Heights,1271131600,71813056
QN29,Elmhurst,681781800,61164399
QN30,Maspeth,590489600,31910855
QN31,Hunters Point-Sunnyside-West Maspeth,1369697300,71910494
QN33,Cambria Heights,7558800,4439162
QN34,Queens Village,200375800,23367447
QN35,Briarwood-Jamaica Hills,294994800,33617185
QN37,Kew Gardens Hills,641492300,58357868
QN38,Pomonok-Flushing Heights-Hillcrest,412881200,40803440
QN41,Fresh Meadows-Utopia,247215900,28899723
QN42,Oakland Gardens,591118100,41904987
QN43,Bellerose,403264000,38613278
QN44,Glen Oaks-Floral Park-New Hyde Park,567331100,52682259
QN45,Douglas Manor-Douglaston-Little Neck,700223400,57021241
QN46,Bayside-Bayside Hills,932947400,53788577
QN47,Ft. Totten-Bay Terrace-Clearview,696355500,60448755
QN48,Auburndale,319133100,26394475
QN49,Whitestone,909907100,55535062
QN50,Elmhurst-Maspeth,238589600,33057331
QN51,Murray Hill,589965800,44587364
QN52,East Flushing,262891700,27528500
QN53,Woodhaven,519470900,43957956
QN54,Richmond Hill,388142400,33817372
QN55,South Ozone Park,302320200,32672916
QN56,Ozone Park,267659600,29539126
QN57,Lindenwood-Howard Beach,823946600,61733767
QN60,Kew Gardens,498872900,41281222
QN61,Jamaica,100566900,17743607
QN62,Queensboro Hill,138535000,21381195
QN63,Woodside,554818100,43021988
QN66,Laurelton,13212100,5796779
QN68,Queensbridge-Ravenswood-Long Island City,145822900,20232177
QN70,Astoria,1714688600,79371273
QN71,Old Astoria,472196800,46612749
QN72,Steinway,1214000300,57187716
QN76,Baisley Park,10424500,4799508
QN99,park-cemetery-etc-Queens,4975600,2703369
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,1002222800,64880938
SI05,New Springville-Bloomfield-Travis,972414200,65309553
SI07,Westerleigh,796266700,45874509
SI08,Grymes Hill-Clifton-Fox Hills,275319400,34157484
SI11,Charleston-Richmond Valley-Tottenville,756484900,70827735
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,315741000,32921048
SI14,Grasmere-Arrochar-Ft. Wadsworth,393884700,35599438
SI22,West New Brighton-New Brighton-St. George,377965200,34215214
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,979937100,62764592
SI25,Oakwood-Oakwood Beach,714618100,52833915
SI28,Port Richmond,316334200,30525243
