area_id,area_name,b25045001,b25045001_moe,b25045002,b25045002_moe,b25045003,b25045003_moe,b25045004,b25045004_moe,b25045005,b25045005_moe,b25045006,b25045006_moe,b25045007,b25045007_moe,b25045008,b25045008_moe,b25045009,b25045009_moe,b25045010,b25045010_moe,b25045011,b25045011_moe,b25045012,b25045012_moe,b25045013,b25045013_moe,b25045014,b25045014_moe,b25045015,b25045015_moe,b25045016,b25045016_moe,b25045017,b25045017_moe,b25045018,b25045018_moe,b25045019,b25045019_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,2853,306,640,163,1597,243,616,145,2104,251,212,103,1460,222,432,128,6389,393,5341,390,2462,296,2065,313,814,191,1048,226,365,132,532,169,151,88
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,2351,267,85,71,1016,192,1250,190,10332,475,907,203,7167,440,2258,226,12387,499,6944,454,956,255,3423,328,2565,278,5443,454,1437,261,3329,388,677,152
BK19,Brighton Beach,13764,343,4047,321,1199,195,88,62,608,151,503,138,2848,291,289,124,2102,253,457,103,9717,388,7337,414,1017,218,2879,360,3441,281,2380,319,404,148,1642,275,334,103
BK21,Seagate-Coney Island,11215,272,1856,212,385,118,3,37,163,84,219,93,1471,210,43,49,1125,190,303,118,9359,314,7453,345,728,205,3927,364,2798,275,1906,265,264,127,1263,242,379,119
BK23,West Brighton,8026,219,3044,303,1078,226,28,36,466,164,584,157,1966,297,66,53,1285,279,615,160,4982,323,3096,304,193,115,797,224,2106,300,1886,253,167,88,1039,184,680,191
BK25,Homecrest,15435,318,6287,358,1450,215,180,77,560,144,710,155,4837,342,476,142,3248,306,1113,171,9148,407,5323,382,1018,210,2154,284,2151,260,3825,354,1149,223,2263,289,413,101
BK26,Gravesend,11068,297,4005,333,1082,221,95,80,394,124,593,168,2923,320,308,117,1844,261,771,180,7063,382,4605,358,445,192,2108,271,2052,270,2458,328,591,191,1428,247,439,149
BK27,Bath Beach,10726,270,4473,303,969,198,69,49,399,129,501,140,3504,293,367,108,2295,256,842,139,6253,335,3668,348,928,214,1462,256,1278,204,2585,293,514,145,1673,263,398,111
BK28,Bensonhurst West,29717,419,10532,482,2956,303,229,105,1180,200,1547,226,7576,435,724,167,5176,386,1676,202,19185,553,12722,573,3032,377,6138,476,3552,326,6463,450,1727,281,4236,380,500,117
BK29,Bensonhurst East,21737,342,7875,417,1979,256,183,84,878,166,918,181,5896,397,518,133,4034,354,1344,190,13862,481,9096,492,2183,323,4100,392,2813,274,4766,400,1032,219,3253,352,481,120
BK30,Dyker Heights,14966,279,7063,343,1357,195,139,86,486,112,732,148,5706,338,514,135,3596,303,1596,204,7903,361,4345,345,992,215,2358,281,995,181,3558,337,1190,226,1986,278,382,119
BK31,Bay Ridge,34990,426,12404,491,2800,292,169,79,1313,208,1318,203,9604,460,934,173,6387,417,2283,240,22586,572,13715,577,3665,387,6586,476,3464,299,8871,526,2586,329,5480,443,805,153
BK32,Sunset Park West,17023,319,3977,331,1385,220,86,75,734,163,565,138,2592,287,336,123,1831,249,425,116,13046,412,9733,458,3694,350,4705,407,1334,219,3313,350,1106,208,2013,291,194,82
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,4668,357,1551,237,89,59,866,173,596,160,3117,323,243,96,2265,272,609,163,12960,472,8932,496,3268,383,4452,394,1212,237,4028,416,1575,289,2205,312,248,95
BK34,Sunset Park East,20544,327,4197,330,1762,225,122,70,1104,198,536,122,2435,277,301,110,1659,243,475,114,16347,431,11895,490,3443,357,6780,458,1672,222,4452,402,1266,241,2949,346,237,107
BK35,Stuyvesant Heights,24360,452,5608,430,1740,247,120,83,1061,207,559,134,3868,383,323,121,2892,347,653,152,18752,557,14499,566,3874,422,7827,519,2798,291,4253,437,1300,268,2573,348,380,128
BK37,Park Slope-Gowanus,31068,489,12042,567,4549,393,698,166,2900,330,951,186,7493,494,565,159,5599,448,1329,214,19026,673,13161,640,6629,503,5229,472,1303,227,5865,513,2428,343,3076,384,361,125
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,3675,281,1781,210,345,100,1147,176,289,91,1894,219,207,76,1440,200,247,79,11410,359,9087,384,3616,328,4203,350,1268,180,2323,289,707,161,1375,237,241,103
BK40,Windsor Terrace,9510,205,4287,308,1269,194,163,71,724,157,382,111,3018,286,176,75,2364,266,478,118,5223,326,2960,313,1140,204,1188,224,632,138,2263,299,669,205,1359,249,235,85
BK41,Kensington-Ocean Parkway,12037,287,3441,326,1204,212,144,72,811,182,249,91,2237,271,244,103,1652,247,341,95,8596,397,5748,410,1596,286,2988,346,1164,211,2848,310,630,162,1908,256,310,106
BK42,Flatbush,37482,454,6585,413,1597,233,224,106,970,184,403,118,4988,376,338,117,3415,354,1235,178,30897,551,20898,711,4552,497,12850,654,3496,311,9999,621,2439,341,6823,548,737,166
BK43,Midwood,18430,320,6436,342,1184,208,69,70,483,148,632,142,5252,320,433,143,3738,289,1081,162,11994,412,7570,422,1440,250,3791,365,2339,238,4424,374,1446,244,2502,306,476,117
BK44,Madison,15022,240,6796,324,1136,185,124,72,445,132,567,126,5660,315,453,141,4287,293,920,155,8226,335,4586,330,955,205,2155,280,1476,173,3640,338,769,189,2497,291,374,102
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,12144,371,1235,212,50,63,342,125,843,166,10909,377,1157,213,7373,386,2379,247,4288,372,1444,240,286,131,764,193,394,129,2844,339,850,210,1661,288,333,110
BK46,Ocean Parkway South,6607,235,2897,247,494,120,59,50,208,80,227,80,2403,238,272,114,1535,201,596,113,3710,270,1915,231,459,142,811,176,645,121,1795,224,498,127,1011,187,286,78
BK50,Canarsie,27669,396,13555,522,2045,260,149,94,1204,214,692,140,11510,527,871,204,9046,489,1593,215,14114,543,7348,457,1490,252,4726,408,1132,166,6766,488,1960,311,4272,405,534,141
