area_id,area_name,b25032001,b25032001_moe,b25032002,b25032002_moe,b25032003,b25032003_moe,b25032004,b25032004_moe,b25032005,b25032005_moe,b25032006,b25032006_moe,b25032007,b25032007_moe,b25032008,b25032008_moe,b25032009,b25032009_moe,b25032010,b25032010_moe,b25032011,b25032011_moe,b25032012,b25032012_moe,b25032013,b25032013_moe,b25032014,b25032014_moe,b25032015,b25032015_moe,b25032016,b25032016_moe,b25032017,b25032017_moe,b25032018,b25032018_moe,b25032019,b25032019_moe,b25032020,b25032020_moe,b25032021,b25032021_moe,b25032022,b25032022_moe,b25032023,b25032023_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,75,65,371,143,193,75,411,138,332,110,365,114,708,139,2502,277,0,29,0,29,6389,393,23,46,40,44,204,116,703,190,1233,224,1008,208,1134,224,2044,255,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,2936,290,3269,312,2272,281,431,142,122,76,106,69,722,145,2789,273,19,57,17,55,12387,499,496,156,632,166,2538,362,1258,240,534,140,316,137,2414,236,4194,370,5,54,0,55
BK19,Brighton Beach,13764,343,4047,321,538,155,420,124,457,122,286,101,23,43,42,40,490,133,1791,230,0,38,0,38,9717,388,228,108,154,85,832,205,1104,233,502,144,234,90,1458,230,5205,350,0,38,0,38
BK21,Seagate-Coney Island,11215,272,1856,212,368,124,1016,158,274,110,45,52,12,41,3,37,0,38,138,88,0,38,0,38,9359,314,167,100,214,98,331,118,554,169,465,162,148,78,832,151,6624,284,24,55,0,38
BK23,West Brighton,8026,219,3044,303,32,55,0,27,11,29,0,27,16,34,13,33,95,59,2877,299,0,27,0,27,4982,323,9,29,9,28,8,27,81,74,0,27,18,33,274,120,4583,327,0,27,0,27
BK25,Homecrest,15435,318,6287,358,1612,216,1251,185,1620,241,370,117,50,55,26,50,350,97,981,162,19,50,8,48,9148,407,353,133,311,124,1401,238,1240,231,503,146,408,130,1231,182,3701,279,0,48,0,48
BK26,Gravesend,11068,297,4005,333,453,118,547,141,1062,212,693,176,129,79,63,48,49,54,1000,182,9,36,0,36,7063,382,187,80,183,82,860,215,1261,245,178,90,190,105,767,222,3429,309,8,36,0,36
BK27,Bath Beach,10726,270,4473,303,399,117,1147,177,1679,225,878,172,136,71,151,67,37,41,27,41,19,40,0,40,6253,335,252,114,253,95,1405,230,1265,223,596,168,403,111,1298,210,781,145,0,40,0,40
BK28,Bensonhurst West,29717,419,10532,482,1439,214,2654,270,3365,316,2236,282,384,129,83,64,74,73,279,104,18,66,0,64,19185,553,255,93,456,129,3433,362,5404,436,2281,284,1065,199,3728,340,2546,240,17,64,0,64
BK29,Bensonhurst East,21737,342,7875,417,1005,167,1849,223,2960,309,1344,231,127,71,119,73,266,104,171,81,34,58,0,51,13862,481,246,96,362,108,2456,293,3856,381,1347,227,468,128,2859,273,2235,241,29,64,4,50
BK30,Dyker Heights,14966,279,7063,343,1219,189,2310,227,2016,237,1103,198,218,94,89,57,16,51,60,63,32,57,0,51,7903,361,235,99,369,103,1878,267,2659,318,1097,187,681,161,628,131,356,105,0,51,0,51
