area_id,area_name,b25113001,b25113001_moe,b25113002,b25113002_moe,b25113003,b25113003_moe,b25113004,b25113004_moe,b25113005,b25113005_moe,b25113006,b25113006_moe,b25113007,b25113007_moe
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,5327,238,5169,1479,5457,357,5187,1024,5657,1158,3675,889,3456,1630
BK19,Brighton Beach,2781,166,3211,1025,3030,290,1960,358,2270,830,2694,753,2866,498
BK21,Seagate-Coney Island,1002,86,1188,718,886,226,884,235,1432,298,1135,398,823,153
BK23,West Brighton,1058,81,1070,1061,1171,121,897,260,731,145,702,248,1036,210
BK25,Homecrest,6650,269,7275,497,7106,370,5998,783,5847,1548,4955,775,5625,823
BK26,Gravesend,2019,139,2345,452,2394,177,1796,261,1896,487,1667,407,1862,219
BK27,Bath Beach,4529,257,5204,544,4726,518,4054,642,3725,669,3280,820,5018,2922
BK28,Bensonhurst West,3247,161,3196,1475,3588,177,2873,933,2506,345,2618,594,2086,717
BK29,Bensonhurst East,2205,85,2201,160,2353,135,2089,334,1824,627,1695,187,1087,774
BK30,Dyker Heights,3525,218,3456,630,3766,214,3227,682,2623,443,2334,875,2447,263
BK31,Bay Ridge,13873,369,15379,917,14607,511,12737,1049,11229,1141,10208,1959,9945,1835
BK32,Sunset Park West,4559,261,5670,715,4876,281,3653,816,3417,907,3109,1277,2778,1378
BK33,Carroll Gardens-Columbia Street-Red Hook,409,62,278,353,415,60,409,289,324,310,391,339,574,166
BK34,Sunset Park East,4288,186,4754,531,4512,240,4263,350,3337,1683,3560,460,3975,1977
BK35,Stuyvesant Heights,4316,276,5003,628,4775,321,3757,822,3242,1121,3243,1365,3835,1303
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2490,169,3951,2254,2636,225,1577,319,1524,281,1394,375,1677,1028
BK40,Windsor Terrace,1312,88,1537,1908,1400,128,1308,83,970,176,1044,263,1038,1109
BK41,Kensington-Ocean Parkway,3562,163,3673,665,3996,243,3154,251,2591,955,2437,411,2209,1612
BK42,Flatbush,2191,72,3171,519,2237,115,1934,212,1614,209,1930,381,1522,538
BK43,Midwood,9072,325,10542,1960,9909,436,7995,531,8648,1693,6153,1988,7866,1336
BK44,Madison,3222,148,3325,749,3446,169,2916,319,2721,1334,2062,608,2464,442
BK46,Ocean Parkway South,1256,112,1450,184,1429,163,1042,243,1094,286,863,533,941,24
BK50,Canarsie,1077,75,865,438,1098,126,940,231,1051,268,1281,213,1212,808
BK58,Flatlands,478,75,430,298,397,220,510,62,323,99,756,459,675,147
BK60,Prospect Lefferts Gardens-Wingate,5475,186,6432,717,5819,273,4784,339,4918,905,3926,549,4128,1194
BK61,Crown Heights North,11042,334,12850,1004,11807,414,10563,941,8728,1299,9157,1288,8183,1835
BK63,Crown Heights South,7481,200,8370,1122,8184,278,7164,395,6627,578,6017,354,4771,843
BK64,Prospect Heights,4354,343,5439,455,5169,384,3238,684,3284,492,3146,507,2557,637
BK68,Fort Greene,4297,301,5211,944,4421,468,4201,593,3877,822,3626,867,2768,658
BK69,Clinton Hill,2471,211,3459,379,2825,454,2105,393,2353,1097,1905,216,1656,353
