area_id,area_name,b23003001,b23003001_moe,b23003002,b23003002_moe,b23003003,b23003003_moe,b23003004,b23003004_moe,b23003005,b23003005_moe,b23003006,b23003006_moe,b23003007,b23003007_moe,b23003008,b23003008_moe,b23003009,b23003009_moe,b23003010,b23003010_moe,b23003011,b23003011_moe,b23003012,b23003012_moe,b23003013,b23003013_moe,b23003014,b23003014_moe,b23003015,b23003015_moe,b23003016,b23003016_moe,b23003017,b23003017_moe,b23003018,b23003018_moe,b23003019,b23003019_moe,b23003020,b23003020_moe,b23003021,b23003021_moe,b23003022,b23003022_moe,b23003023,b23003023_moe,b23003024,b23003024_moe,b23003025,b23003025_moe,b23003026,b23003026_moe,b23003027,b23003027_moe,b23003028,b23003028_moe,b23003029,b23003029_moe,b23003030,b23003030_moe
BK09,Brooklyn Heights-Cobble Hill,7781,418,1743,210,882,168,636,157,0,29,636,157,622,155,14,35,246,88,265,101,158,82,0,29,158,82,158,82,0,29,107,63,596,162,480,149,0,29,480,149,427,126,53,80,116,65,6038,391,5303,385,0,29,5303,385,5009,391,294,134,735,176
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,19859,749,6325,474,1703,296,1154,247,0,55,1154,247,1048,237,106,85,549,181,1076,277,759,247,0,55,759,247,683,234,76,85,317,135,3546,390,2515,328,0,55,2515,328,2373,321,142,94,1031,257,13534,761,9144,646,0,55,9144,646,8363,606,781,212,4390,482
BK19,Brighton Beach,9787,573,2868,329,725,204,490,165,0,38,490,165,467,162,23,50,235,118,609,177,361,138,0,38,361,138,283,124,78,75,248,121,1534,260,1015,206,0,38,1015,206,1002,205,13,42,519,169,6919,546,4585,453,0,38,4585,453,4320,426,265,114,2334,377
BK21,Seagate-Coney Island,8751,554,3091,349,536,175,277,119,0,38,277,119,137,79,140,98,259,130,708,187,506,161,10,39,496,161,431,149,65,69,202,95,1847,288,1484,265,0,38,1484,265,1271,254,213,102,363,136,5660,507,3697,445,0,38,3697,445,2896,393,801,228,1963,276
BK23,West Brighton,4656,474,984,195,254,128,148,101,0,27,148,101,148,101,0,27,106,82,59,51,51,49,0,27,51,49,51,49,0,27,8,28,671,179,515,162,0,27,515,162,456,154,59,68,156,95,3672,426,2789,398,0,27,2789,398,2675,390,114,90,883,211
BK25,Homecrest,11748,511,4306,354,835,184,398,122,0,48,398,122,317,107,81,77,437,148,1296,226,449,142,0,48,449,142,409,135,40,66,847,177,2175,265,1352,220,0,48,1352,220,1247,218,105,76,823,169,7442,485,5187,427,0,48,5187,427,4559,416,628,172,2255,298
BK26,Gravesend,8438,524,2784,322,699,183,369,129,0,36,369,129,356,127,13,38,330,139,504,176,300,145,0,36,300,145,224,117,76,96,204,109,1581,262,1028,219,0,36,1028,219,870,207,158,117,553,167,5654,493,3895,432,0,36,3895,432,3487,412,408,123,1759,289
BK27,Bath Beach,8938,537,3126,313,827,188,283,103,0,40,283,103,260,99,23,45,544,160,694,161,269,96,0,40,269,96,247,95,22,38,425,139,1605,255,1106,210,0,40,1106,210,1036,204,70,72,499,157,5812,514,3885,445,0,40,3885,445,3588,424,297,111,1927,287
BK28,Bensonhurst West,26530,859,9499,522,2517,316,1012,188,0,64,1012,188,979,185,33,67,1505,267,1811,278,713,169,0,64,713,169,648,161,65,80,1098,228,5171,429,3280,359,0,64,3280,359,3054,350,226,101,1891,284,17031,813,11350,693,0,64,11350,693,10431,673,919,191,5681,466
BK29,Bensonhurst East,19178,772,6469,419,1704,263,885,197,0,51,885,197,762,183,123,83,819,183,1207,238,419,140,0,51,419,140,393,138,26,56,788,199,3558,343,2420,295,0,51,2420,295,2140,285,280,113,1138,218,12709,736,8407,617,0,51,8407,617,7603,576,804,197,4302,427
BK30,Dyker Heights,13826,635,5063,386,1283,242,876,190,0,51,876,190,819,185,57,65,407,157,913,187,532,150,0,51,532,150,517,149,15,52,381,120,2867,306,1998,265,0,51,1998,265,1875,259,123,68,869,190,8763,589,5964,524,0,51,5964,524,5586,516,378,121,2799,338
BK31,Bay Ridge,27044,800,9092,529,2641,321,1431,233,21,69,1410,233,1247,219,163,100,1210,241,1831,277,836,186,0,66,836,186,688,157,148,118,995,226,4620,429,2994,333,15,69,2979,332,2849,326,130,90,1626,290,17952,787,13190,661,8,66,13182,661,11947,632,1235,228,4762,498
BK32,Sunset Park West,15803,642,6120,439,1751,281,1099,224,0,49,1099,224,835,197,264,120,652,172,1571,260,846,198,0,49,846,198,779,191,67,72,725,185,2798,322,2099,293,0,49,2099,293,1846,272,253,122,699,173,9683,613,7126,551,0,49,7126,551,6303,526,823,179,2557,332
BK33,Carroll Gardens-Columbia Street-Red Hook,14460,704,4198,374,1453,228,1131,213,0,45,1131,213,1021,201,110,79,322,101,663,186,491,166,0,45,491,166,419,148,72,89,172,88,2082,297,1631,259,0,45,1631,259,1507,249,124,86,451,153,10262,727,8387,661,0,45,8387,661,7810,630,577,192,1875,328
BK34,Sunset Park East,22452,800,8065,485,2216,305,1200,239,0,59,1200,239,1174,239,26,57,1016,213,1689,257,828,177,0,59,828,177,798,176,30,60,861,202,4160,386,2972,335,0,59,2972,335,2642,321,330,122,1188,220,14387,814,9391,670,0,59,9391,670,8314,614,1077,238,4996,515
BK35,Stuyvesant Heights,22018,844,7433,529,1827,286,1324,244,0,51,1324,244,1026,214,298,128,503,158,1911,300,1294,264,0,51,1294,264,985,233,309,133,617,180,3695,408,2737,357,0,51,2737,357,2362,331,375,149,958,227,14585,778,9794,675,0,51,9794,675,8871,638,923,219,4791,465
BK37,Park Slope-Gowanus,27409,903,7283,495,2820,343,2303,312,0,58,2303,312,2207,304,96,86,517,146,1186,224,802,195,0,58,802,195,792,196,10,57,384,127,3277,360,2622,310,0,58,2622,310,2467,300,155,100,655,191,20126,893,17301,838,0,58,17301,838,16408,821,893,220,2825,362
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,12301,538,3556,308,1238,215,828,165,0,42,828,165,756,157,72,66,410,152,639,158,517,155,0,42,517,155,393,131,124,95,122,77,1679,255,1224,232,0,42,1224,232,1117,229,107,80,455,124,8745,494,7282,449,0,42,7282,449,6672,444,610,169,1463,255
