area_id,area_name,b18107001,b18107001_moe,b18107002,b18107002_moe,b18107003,b18107003_moe,b18107004,b18107004_moe,b18107005,b18107005_moe,b18107006,b18107006_moe,b18107007,b18107007_moe,b18107008,b18107008_moe,b18107009,b18107009_moe,b18107010,b18107010_moe,b18107011,b18107011_moe,b18107012,b18107012_moe,b18107013,b18107013_moe,b18107014,b18107014_moe,b18107015,b18107015_moe,b18107016,b18107016_moe,b18107017,b18107017_moe,b18107018,b18107018_moe,b18107019,b18107019_moe,b18107020,b18107020_moe,b18107021,b18107021_moe,b18107022,b18107022_moe,b18107023,b18107023_moe,b18107024,b18107024_moe,b18107025,b18107025_moe,b18107026,b18107026_moe,b18107027,b18107027_moe
BK09,Brooklyn Heights-Cobble Hill,20492,965,10230,663,3953,461,25,52,3928,457,4948,433,35,39,4913,432,845,173,62,62,783,170,484,147,91,61,393,131,10262,563,4051,418,99,95,3952,408,4659,404,99,82,4560,399,765,171,44,41,721,167,787,217,166,106,621,187
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,50004,1222,22772,775,5822,525,70,68,5752,524,12460,565,488,146,11972,558,2281,282,250,99,2031,271,2209,269,878,171,1331,210,27232,821,6662,543,109,94,6553,540,13848,597,636,164,13212,596,2956,299,491,138,2465,276,3766,377,1819,280,1947,246
BK19,Brighton Beach,26276,980,11829,658,3586,463,43,58,3543,462,5774,438,237,110,5537,429,1026,187,218,77,808,173,1443,223,891,197,552,132,14447,616,3141,392,1,36,3140,392,7007,442,237,117,6770,434,1745,246,600,135,1145,220,2554,288,1827,277,727,172
BK21,Seagate-Coney Island,22951,917,10363,729,3303,541,42,44,3261,537,4764,447,318,124,4446,439,1281,240,326,138,955,195,1015,226,526,185,489,137,12588,568,2737,388,29,57,2708,391,6490,419,659,163,5831,421,1744,270,313,99,1431,262,1617,236,860,173,757,183
BK23,West Brighton,14123,557,5829,398,796,198,54,57,742,188,2624,353,138,80,2486,350,1364,264,111,68,1253,260,1045,198,364,117,681,158,8294,424,1069,234,0,27,1069,234,3668,366,277,122,3391,357,1707,276,358,120,1349,249,1850,266,896,218,954,208
BK25,Homecrest,31757,940,15610,623,4748,480,49,53,4699,479,7879,444,355,141,7524,442,1642,242,214,92,1428,229,1341,196,498,134,843,158,16147,529,4641,391,3,47,4638,391,7521,422,324,108,7197,426,2117,259,213,90,1904,251,1868,231,854,166,1014,173
BK26,Gravesend,22556,896,10315,575,2827,386,24,37,2803,385,4724,377,221,105,4503,369,1527,284,93,74,1434,277,1237,229,609,184,628,158,12241,551,2912,356,29,38,2883,352,5852,390,330,109,5522,393,1976,293,269,114,1707,271,1501,239,787,189,714,161
BK27,Bath Beach,23410,923,11304,609,3578,471,36,44,3542,469,5525,391,257,99,5268,384,1237,203,69,53,1168,197,964,176,265,97,699,149,12106,524,3361,386,34,50,3327,380,5894,417,250,94,5644,411,1511,225,170,94,1341,209,1340,206,657,153,683,147
BK28,Bensonhurst West,68284,1632,32994,1067,10932,848,51,71,10881,846,16655,679,542,166,16113,663,3018,324,347,119,2671,303,2389,305,679,198,1710,234,35290,946,10816,670,100,84,10716,669,16779,635,719,159,16060,630,3837,342,517,137,3320,313,3858,397,1522,290,2336,274
BK29,Bensonhurst East,49441,1236,24097,783,7184,616,29,53,7155,615,12295,565,293,100,12002,566,2595,293,191,81,2404,285,2023,261,649,154,1374,217,25344,770,7251,563,43,63,7208,561,12514,598,548,136,11966,597,2828,291,386,104,2442,276,2751,280,1224,197,1527,217
BK30,Dyker Heights,35641,1083,17400,745,5870,588,94,74,5776,584,8451,460,281,110,8170,449,1631,233,51,58,1580,229,1448,212,261,105,1187,186,18241,657,5089,478,29,50,5060,478,9202,475,356,118,8846,472,1929,231,65,52,1864,231,2021,241,725,153,1296,197
BK31,Bay Ridge,66421,1338,31012,937,9743,663,40,68,9703,662,16951,675,670,173,16281,669,2364,268,112,66,2252,266,1954,228,487,129,1467,195,35409,862,10739,635,129,98,10610,627,17254,655,618,185,16636,634,3552,317,308,101,3244,310,3864,341,1316,214,2548,282
BK32,Sunset Park West,39660,1238,20575,961,9910,752,67,74,9843,750,8968,577,320,128,8648,573,979,211,136,87,843,190,718,165,212,100,506,133,19085,715,7782,565,111,72,7671,560,8695,464,281,102,8414,459,1291,196,221,89,1070,181,1317,232,602,176,715,164
BK33,Carroll Gardens-Columbia Street-Red Hook,31271,986,14267,754,5117,552,27,52,5090,549,7655,541,76,56,7579,542,875,210,171,117,704,176,620,168,99,78,521,150,17004,720,6512,629,34,50,6478,628,8208,496,241,107,7967,494,1102,195,121,83,981,184,1182,245,414,159,768,198
BK34,Sunset Park East,53777,1550,27057,1061,11699,806,91,81,11608,806,12917,642,444,151,12473,642,1281,230,256,114,1025,214,1160,199,344,122,816,164,26720,831,9953,656,84,82,9869,652,13449,584,538,141,12911,584,1638,245,130,66,1508,244,1680,234,652,144,1028,196
BK35,Stuyvesant Heights,47979,1451,20925,1058,7760,701,257,134,7503,692,11027,735,561,175,10466,715,1510,255,179,95,1331,240,628,157,147,71,481,142,27054,917,9841,676,23,61,9818,676,13141,590,903,205,12238,573,2451,292,257,91,2194,283,1621,239,704,156,917,186
BK37,Park Slope-Gowanus,59735,1380,28374,975,11386,794,13,60,11373,794,14306,693,161,80,14145,694,1653,236,75,67,1578,232,1029,212,171,108,858,185,31361,952,12976,800,123,87,12853,796,15076,640,253,137,14823,630,1870,261,158,89,1712,254,1439,237,644,171,795,174
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28340,990,13189,713,5522,529,115,80,5407,525,6581,479,272,113,6309,471,647,146,84,73,563,133,439,127,132,83,307,100,15151,649,6243,488,78,60,6165,485,6991,444,312,122,6679,429,1088,169,180,76,908,160,829,184,525,173,304,91
BK40,Windsor Terrace,18380,684,8627,475,2687,362,29,41,2658,365,4964,344,158,84,4806,342,583,149,9,33,574,148,393,108,141,71,252,89,9753,459,3215,390,0,32,3215,390,4944,310,112,62,4832,317,678,149,147,67,531,137,916,160,343,96,573,136
BK41,Kensington-Ocean Parkway,26364,952,12753,667,4680,512,57,56,4623,507,6503,484,250,106,6253,486,886,186,136,82,750,182,684,170,207,103,477,139,13611,602,5001,475,8,40,4993,475,6570,421,390,134,6180,416,1046,190,197,88,849,175,994,194,480,146,514,132
BK42,Flatbush,79206,1802,35496,1254,13067,889,163,105,12904,879,18808,855,665,184,18143,842,2468,295,107,75,2361,289,1153,202,309,116,844,174,43710,1173,15092,860,147,110,14945,854,22577,789,573,149,22004,792,3442,341,450,124,2992,330,2599,283,1160,201,1439,215
BK43,Midwood,37987,999,18297,720,6368,538,100,63,6268,539,9249,498,457,141,8792,504,1446,195,143,76,1303,181,1234,185,349,99,885,163,19690,644,5885,487,50,61,5835,487,9621,447,331,119,9290,440,1680,214,185,78,1495,200,2504,260,1180,179,1324,204
BK44,Madison,31646,892,15175,616,4437,451,27,51,4410,449,8296,427,283,121,8013,416,1025,167,124,65,901,156,1417,200,489,129,928,172,16471,586,4042,390,52,55,3990,389,8915,409,298,113,8617,410,1247,159,314,86,933,146,2267,253,792,140,1475,227
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,36108,978,16608,623,4864,455,43,62,4821,453,9075,444,207,105,8868,440,1386,225,94,62,1292,222,1283,192,231,86,1052,185,19500,690,5271,482,31,59,5240,481,10274,469,363,129,9911,452,1655,213,108,61,1547,209,2300,272,721,173,1579,225
BK46,Ocean Parkway South,13951,672,6910,425,2435,321,0,36,2435,321,3305,282,48,41,3257,281,582,123,56,35,526,121,588,118,201,67,387,104,7041,384,2226,273,10,38,2216,272,3353,282,80,50,3273,284,595,118,91,56,504,105,867,143,429,109,438,104
BK50,Canarsie,64409,1544,27960,993,10045,678,112,95,9933,680,15076,685,324,120,14752,679,1733,259,149,97,1584,242,1106,214,280,128,826,164,36449,998,11111,707,147,93,10964,701,20620,650,709,174,19911,651,2750,295,408,130,2342,274,1968,277,780,197,1188,190
BK58,Flatlands,53970,1268,24225,850,8782,637,182,95,8600,632,12270,561,372,115,11898,556,2019,257,118,74,1901,250,1154,188,335,110,819,158,29745,817,8312,570,86,85,8226,567,16180,561,442,120,15738,561,3047,287,273,106,2774,274,2206,254,848,157,1358,210
BK60,Prospect Lefferts Gardens-Wingate,53576,1675,23098,1113,8923,713,235,125,8688,704,10999,719,460,196,10539,706,2043,331,277,151,1766,308,1133,228,230,102,903,204,30478,1088,10130,816,99,78,10031,817,15278,698,472,172,14806,686,2855,334,281,105,2574,319,2215,352,812,234,1403,251
