area_id,area_name,b07007001,b07007001_moe,b07007002,b07007002_moe,b07007003,b07007003_moe,b07007004,b07007004_moe,b07007005,b07007005_moe,b07007006,b07007006_moe,b07007007,b07007007_moe,b07007008,b07007008_moe,b07007009,b07007009_moe,b07007010,b07007010_moe,b07007011,b07007011_moe,b07007012,b07007012_moe,b07007013,b07007013_moe,b07007014,b07007014_moe,b07007015,b07007015_moe,b07007016,b07007016_moe,b07007017,b07007017_moe,b07007018,b07007018_moe,b07007019,b07007019_moe,b07007020,b07007020_moe,b07007021,b07007021_moe,b07007022,b07007022_moe,b07007023,b07007023_moe,b07007024,b07007024_moe,b07007025,b07007025_moe,b07007026,b07007026_moe,b07007027,b07007027_moe,b07007028,b07007028_moe,b07007029,b07007029_moe,b07007030,b07007030_moe
BK09,Brooklyn Heights-Cobble Hill,23112,1177,18602,1048,4510,552,2278,390,2232,361,19228,1192,15591,1055,3637,516,2030,374,1607,323,1352,330,905,242,447,180,164,114,283,141,1287,321,1148,308,139,74,34,37,105,66,959,248,857,246,102,70,38,43,64,61,286,168,101,98,185,110,12,35,173,102
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,60854,1583,33346,1430,27508,1228,21826,1107,5682,717,57412,1604,31809,1398,25603,1217,20739,1102,4864,651,2486,480,1115,285,1371,339,884,236,487,221,462,184,274,114,188,152,123,115,65,113,171,108,105,85,66,75,54,66,12,56,323,173,43,76,280,164,26,57,254,164
BK19,Brighton Beach,31323,1299,9545,882,21778,1019,14321,816,7457,861,28256,1242,8552,769,19704,972,13527,795,6177,779,2053,576,776,409,1277,361,614,199,663,296,335,238,104,79,231,190,83,75,148,179,116,92,67,64,49,75,41,75,8,38,563,294,46,50,517,288,56,61,461,276
BK21,Seagate-Coney Island,29691,1249,19338,1250,10353,792,6891,606,3462,535,27297,1272,17939,1214,9358,764,6390,606,2968,489,2036,598,1149,517,887,254,494,148,393,162,114,114,87,110,27,48,7,38,20,43,154,219,154,219,0,38,0,38,0,38,90,103,9,41,81,102,0,38,81,102
BK23,West Brighton,15342,681,6165,607,9177,714,8253,693,924,315,14753,696,6020,597,8733,710,7991,697,742,261,356,191,44,45,312,186,173,96,139,156,121,106,76,91,45,57,45,57,0,27,24,37,0,27,24,37,23,39,1,24,88,72,25,38,63,65,21,42,42,54
BK25,Homecrest,41341,1435,23251,1244,18090,1046,11968,825,6122,723,38462,1448,22317,1249,16145,968,11025,773,5120,664,2014,462,814,256,1200,327,727,247,473,196,228,145,74,65,154,117,100,104,54,64,140,130,16,48,124,130,41,80,83,113,497,234,30,53,467,232,75,74,392,224
BK26,Gravesend,27541,1235,14678,1118,12863,956,9216,781,3647,623,26088,1244,14049,1120,12039,951,8680,755,3359,613,1073,352,494,223,579,237,474,211,105,68,112,94,108,93,4,35,0,36,4,35,99,83,11,38,88,80,34,45,54,75,169,169,16,46,153,151,28,50,125,134
BK27,Bath Beach,28930,1235,16143,994,12787,937,7916,663,4871,763,26546,1226,14969,966,11577,911,7458,653,4119,715,1604,445,890,342,714,247,370,154,344,154,195,85,114,66,81,63,81,63,0,40,145,117,133,116,12,43,0,40,12,43,440,256,37,56,403,252,7,40,396,252
BK28,Bensonhurst West,85613,2121,38955,1607,46658,1767,24993,1184,21665,1488,80366,2149,37064,1587,43302,1724,23870,1161,19432,1427,3665,673,1596,409,2069,441,905,265,1164,313,238,136,94,118,144,90,109,78,35,74,390,236,116,107,274,210,109,108,165,146,954,344,85,78,869,336,0,64,869,336
BK29,Bensonhurst East,60452,1622,25344,1118,35108,1400,20100,1053,15008,1241,55701,1694,23837,1110,31864,1374,19076,1042,12788,1121,3092,636,1131,333,1961,465,866,268,1095,360,355,190,175,95,180,135,50,62,130,129,192,110,64,63,128,101,85,82,43,62,1112,394,137,151,975,366,23,55,952,364
