area_id,area_name,b05001001,b05001001_moe,b05001002,b05001002_moe,b05001003,b05001003_moe,b05001004,b05001004_moe,b05001005,b05001005_moe,b05001006,b05001006_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,18550,1019,100,71,338,122,2278,390,2232,361
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61584,1613,33097,1428,574,213,405,146,21826,1107,5682,717
BK19,Brighton Beach,31584,1327,9277,883,220,124,309,148,14321,816,7457,861
BK21,Seagate-Coney Island,30018,1278,18112,1242,1413,341,140,74,6891,606,3462,535
BK23,West Brighton,15472,690,6166,623,13,33,116,66,8253,693,924,315
BK25,Homecrest,41899,1458,23066,1272,235,149,508,146,11968,825,6122,723
BK26,Gravesend,27759,1258,14210,1102,507,213,179,97,9216,781,3647,623
BK27,Bath Beach,29311,1246,15857,958,314,178,335,134,7934,665,4871,763
BK28,Bensonhurst West,86592,2144,38292,1621,697,210,945,246,24993,1184,21665,1488
BK29,Bensonhurst East,61066,1648,25349,1113,267,161,333,127,20109,1054,15008,1241
BK30,Dyker Heights,45216,1499,24453,1028,314,139,699,252,9882,759,9868,1093
BK31,Bay Ridge,83821,1989,53342,1608,1122,278,1090,266,17796,1038,10471,1048
BK32,Sunset Park West,54932,1698,26375,1168,4004,519,587,192,7883,682,16083,1246
BK33,Carroll Gardens-Columbia Street-Red Hook,39422,1320,30194,1200,1807,372,458,145,3446,515,3517,690
BK34,Sunset Park East,71460,2069,27260,1340,2321,346,496,168,12361,966,29022,1698
BK35,Stuyvesant Heights,64331,2086,48180,1922,2027,368,525,177,6651,702,6948,850
BK37,Park Slope-Gowanus,72864,1877,57584,1757,1489,319,1119,271,6425,604,6247,716
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35373,1285,26636,1149,1990,364,555,183,3182,365,3010,444
BK40,Windsor Terrace,22571,968,16709,944,178,83,360,168,3057,433,2267,422
BK41,Kensington-Ocean Parkway,36199,1490,17716,1106,433,172,756,307,9832,845,7462,940
BK42,Flatbush,105094,2591,51903,2136,1217,281,1118,296,24632,1242,26224,1859
BK43,Midwood,51514,1626,30068,1468,237,108,896,282,13184,828,7129,732
BK44,Madison,40001,1278,19912,1065,218,136,493,171,13254,810,6124,738
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48351,1473,35322,1498,271,122,317,115,9777,746,2664,461
BK46,Ocean Parkway South,19541,1096,13224,1028,278,199,312,172,3650,373,2077,445
BK50,Canarsie,86160,2076,44094,1585,1254,292,498,171,26123,1138,14191,1040
BK58,Flatlands,70872,1716,39236,1454,647,187,459,177,21262,991,9268,818
BK60,Prospect Lefferts Gardens-Wingate,69397,2189,35363,1710,617,212,803,270,18481,1115,14133,1124
BK61,Crown Heights North,100130,2390,64325,2054,1178,287,970,257,16536,1025,17121,1387
BK63,Crown Heights South,41243,1615,25005,1461,376,173,717,302,7781,624,7364,868
BK64,Prospect Heights,20449,952,15146,928,279,147,343,150,2864,449,1817,359
BK68,Fort Greene,26982,1086,19653,958,955,263,302,131,3164,488,2908,491
BK69,Clinton Hill,36413,1446,28511,1294,394,119,364,144,3629,474,3515,519
BK72,Williamsburg,32828,1532,27767,1567,773,204,460,172,2584,352,1244,284
BK73,North Side-South Side,46070,1505,31443,1427,2700,377,840,217,4902,522,6185,684
BK75,Bedford,70095,2012,53937,1861,2080,410,665,209,6427,640,6986,854
BK76,Greenpoint,31522,1172,19245,998,469,157,374,125,5348,557,6086,675
BK77,Bushwick North,61817,1931,28995,1331,4061,508,940,228,6413,609,21408,1584
BK78,Bushwick South,71247,2234,42369,1804,6131,624,938,286,8832,784,12977,1278
BK79,Ocean Hill,31831,1395,22581,1217,761,222,80,58,4672,612,3737,577
