area_id,area_name,b25017001,b25017001_moe,b25017002,b25017002_moe,b25017003,b25017003_moe,b25017004,b25017004_moe,b25017005,b25017005_moe,b25017006,b25017006_moe,b25017007,b25017007_moe,b25017008,b25017008_moe,b25017009,b25017009_moe,b25017010,b25017010_moe
BK09,Brooklyn Heights-Cobble Hill,12735,227,1529,292,2435,292,3392,370,2358,316,1038,223,629,166,453,128,256,107,645,182
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,27414,276,830,206,1124,211,6475,491,7623,490,4908,425,3166,350,1336,210,942,192,1010,195
BK19,Brighton Beach,15273,248,1790,299,1678,242,5721,429,3037,335,1676,269,575,152,335,125,217,96,244,89
BK21,Seagate-Coney Island,12177,192,564,169,624,146,2940,326,3753,398,2438,320,1031,207,330,122,147,90,350,100
BK23,West Brighton,8564,84,159,116,793,217,2859,307,2601,301,1519,269,618,197,15,33,0,27,0,27
BK25,Homecrest,16879,245,749,187,739,155,4156,375,4195,359,2513,306,1872,268,927,183,522,127,1206,187
BK26,Gravesend,11490,266,601,198,557,147,2362,332,3714,398,2339,316,977,194,257,83,243,105,440,111
BK27,Bath Beach,11640,187,421,141,364,89,2419,265,3065,324,2433,296,1329,222,580,135,318,102,711,173
BK28,Bensonhurst West,31897,314,708,178,1242,215,7540,487,9409,533,5950,473,3470,358,1232,199,758,163,1588,207
BK29,Bensonhurst East,23270,249,650,178,1111,198,5415,408,6875,478,4727,411,2088,261,1069,187,501,122,834,141
BK30,Dyker Heights,16052,198,299,129,350,120,3114,312,3459,352,3269,317,2540,272,1158,197,702,147,1161,179
BK31,Bay Ridge,37125,309,1717,266,1982,236,9918,528,9086,552,5553,445,3690,356,1949,265,1110,208,2120,260
BK32,Sunset Park West,18372,233,1098,226,907,183,4093,385,6273,443,3274,355,1283,226,263,110,288,109,893,168
BK33,Carroll Gardens-Columbia Street-Red Hook,19399,222,1057,234,1343,258,4123,402,5928,465,3669,410,1369,239,678,180,469,139,763,169
