area_id,area_name,b19025i001,b19025i001_moe
BK09,Brooklyn Heights-Cobble Hill,88607000,43000128
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,62959500,14260170
BK19,Brighton Beach,47774800,13351127
BK21,Seagate-Coney Island,98505200,20518445
BK25,Homecrest,37994200,11631633
BK26,Gravesend,69604400,28166104
BK27,Bath Beach,57582200,16747549
BK28,Bensonhurst West,178123400,26060524
BK29,Bensonhurst East,110479300,17879142
BK30,Dyker Heights,77564800,17380396
BK31,Bay Ridge,327349000,41888060
BK32,Sunset Park West,492364000,37248112
BK33,Carroll Gardens-Columbia Street-Red Hook,182692800,31806715
BK34,Sunset Park East,308371200,27419021
BK35,Stuyvesant Heights,181964500,25231816
BK37,Park Slope-Gowanus,333578700,52358399
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,163816700,33316134
BK40,Windsor Terrace,80215000,18556364
BK41,Kensington-Ocean Parkway,100811100,24268785
BK42,Flatbush,313270200,32703606
BK43,Midwood,47983900,12427369
BK44,Madison,44129100,13735598
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,90477300,23078827
BK46,Ocean Parkway South,27265400,11186978
BK50,Canarsie,114665100,22874598
BK58,Flatlands,118399400,20136502
BK60,Prospect Lefferts Gardens-Wingate,88618100,16217336
BK61,Crown Heights North,172475600,25140892
BK63,Crown Heights South,50477800,11819776
BK64,Prospect Heights,83569000,24095151
BK68,Fort Greene,96621900,30888617
BK69,Clinton Hill,117012100,22167227
BK72,Williamsburg,51702300,12101721
BK73,North Side-South Side,286489400,33204229
BK75,Bedford,192357400,31760179
BK76,Greenpoint,92433000,18934138
BK77,Bushwick North,588435900,42801673
BK78,Bushwick South,595540100,42499794
BK79,Ocean Hill,97708100,22098579
BK81,Brownsville,92057200,21254374
BK82,East New York,314345500,30386850
BK83,Cypress Hills-City Line,411066800,35521929
BK85,East New York (Pennsylvania Ave),92934200,15807120
BK88,Borough Park,150443400,21729892
BK90,East Williamsburg,222321200,32306067
BK91,East Flatbush-Farragut,56538500,13463674
BK93,Starrett City,39911200,12664143
BK95,Erasmus,36244100,10952899
BK96,Rugby-Remsen Village,33585800,11228455
BX01,Claremont-Bathgate,158860500,16237345
BX03,Eastchester-Edenwald-Baychester,125658600,20528328
BX05,Bedford Park-Fordham North,482451700,45764909
BX06,Belmont,141862900,17092915
BX07,Bronxdale,238202400,25432728
BX08,West Farms-Bronx River,316528200,29096499
BX09,Soundview-Castle Hill-Clason Point-Harding Park,540408100,38661527
BX10,Pelham Bay-Country Club-City Island,206212600,35649010
BX13,Co-op City,299694200,46964736
BX14,East Concourse-Concourse Village,405891700,34354690
BX17,East Tremont,300891200,33049602
BX22,North Riverdale-Fieldston-Riverdale,124692300,23407460
BX26,Highbridge,240220000,25541134
BX27,Hunts Point,202574000,15778132
BX28,Van Cortlandt Village,451956200,36273372
BX29,Spuyten Duyvil-Kingsbridge,246415500,34824360
BX30,Kingsbridge Heights,249745700,23538413
BX31,Allerton-Pelham Gardens,198321300,29020616
BX33,Longwood,202437100,19104728
BX34,Melrose South-Mott Haven North,278275900,23067932
BX35,Morrisania-Melrose,234978500,21275513
BX36,University Heights-Morris Heights,373409600,28062597
BX37,Van Nest-Morris Park-Westchester Square,265950200,27806376
BX39,Mott Haven-Port Morris,391090300,28449381
BX40,Fordham South,172956300,25829809
BX41,Mount Hope,400645300,47751868
BX43,Norwood,331591600,44530047
BX44,Williamsbridge-Olinville,171634600,21345012
BX46,Parkchester,237722700,26189935
BX49,Pelham Parkway,213438200,26500318
BX52,Schuylerville-Throgs Neck-Edgewater Park,425149800,46790487
BX55,Soundview-Bruckner,296932300,28536512
BX59,Westchester-Unionport,288474400,26440217
BX62,Woodlawn-Wakefield,112987300,20481058
BX63,West Concourse,298300300,25100669
BX75,Crotona Park East,145662500,14816543
BX99,park-cemetery-etc-Bronx,15591000,7041470
MN01,Marble Hill-Inwood,495159900,37779367
MN03,Central Harlem North-Polo Grounds,234950700,33840938
MN04,Hamilton Heights,298008300,39132608
MN06,Manhattanville,128798600,15969162
MN09,Morningside Heights,168057000,27918683
MN11,Central Harlem South,178785400,57873810
MN12,Upper West Side,590226800,88936108
