area_id,area_name,b24091001,b24091001_moe,b24091002,b24091002_moe,b24091003,b24091003_moe,b24091004,b24091004_moe,b24091005,b24091005_moe,b24091006,b24091006_moe,b24091007,b24091007_moe,b24091008,b24091008_moe,b24091009,b24091009_moe
BK09,Brooklyn Heights-Cobble Hill,163764,25258,174279,28061,169615,30196,226939,207245,134975,51512,161068,24575,122860,116536,217896,101806,179183,240819
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,289406,26222,274510,33432,265563,33256,308229,98647,363692,65819,302846,32350,390469,94143,311884,77635,245768,141198
BK19,Brighton Beach,51051,7178,49844,14483,48177,12214,79318,233176,42321,37612,50708,11308,61333,19370,140188,192716,50536,53842
BK23,West Brighton,52001,2001,51756,6932,51576,7378,60625,43562,43864,15876,61250,35984,78750,84417,52434,78621,126071,98158
BK25,Homecrest,44567,9808,42986,10420,42168,10398,49773,216981,52500,77476,58571,28798,53405,6856,77656,30241,8929,33648
BK26,Gravesend,77763,15966,64216,14845,66371,11433,50859,264953,90368,27396,121059,41255,125985,39595,104170,165633,154745,137027
BK28,Bensonhurst West,140750,15709,131184,16242,129578,14559,228551,98100,193874,54230,189108,44394,246213,83175,246974,46038,123895,62186
BK29,Bensonhurst East,127507,17847,110967,18400,108814,17560,107497,74875,131417,38586,149291,35882,128250,142799,171251,35316,98010,137139
BK31,Bay Ridge,487557,29624,469049,44869,462029,45645,519520,177360,412380,104373,558100,73585,539316,181136,673087,132475,321206,141331
BK33,Carroll Gardens-Columbia Street-Red Hook,222712,21396,250251,27540,256813,38739,194109,149849,183937,94687,204324,21514,150473,239417,333368,115108,85086,101241
BK34,Sunset Park East,32330,2806,29154,6208,28346,6564,72500,97007,34487,4470,38837,16462,58375,60993,43147,58874,27500,11778
BK35,Stuyvesant Heights,148617,16332,135539,23003,131059,20347,283973,446367,147802,29936,156334,33743,274527,159102,189997,50433,70518,77239
BK37,Park Slope-Gowanus,864443,44766,918029,69826,910717,80483,1135993,310069,842425,101772,855449,65663,1040082,352976,1082417,256558,555554,211700
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,162150,7358,164238,18085,162823,14740,152735,19144,173133,59128,126458,109342,219395,53302,210905,67513,212239,76975
BK40,Windsor Terrace,148579,16360,136339,17295,140161,24864,75560,30270,161364,33851,153911,21517,140695,40948,205902,81735,101324,54633
BK41,Kensington-Ocean Parkway,51250,19813,36500,12918,37389,16459,33621,35396,53846,48763,75673,42015,73125,64596,85104,420,24476,165004
BK42,Flatbush,163573,15522,158904,15865,159884,15234,302692,152060,190026,89708,193792,62986,255906,141811,248485,126512,115211,77518
BK44,Madison,137671,24339,127425,14248,127214,15565,144567,246291,178679,78406,186227,87643,239250,117725,226527,166438,99322,212747
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,218203,19075,212176,35267,215288,37656,240743,149150,283043,111731,248805,34044,261794,155365,294366,44980,111946,175277
BK46,Ocean Parkway South,57550,18153,59850,18082,57850,15949,83707,931,32813,6591,52344,86542,75208,77558,105556,71442,39167,4565
BK50,Canarsie,121469,7986,116712,11867,116478,12291,88903,282137,148754,49816,137843,24242,127547,47529,163645,39235,99525,81701
BK58,Flatlands,86342,8608,84090,15579,83758,15559,111178,101562,75297,22108,113396,25422,80984,58436,129517,53013,54161,44322
BK60,Prospect Lefferts Gardens-Wingate,74714,10556,72548,19137,74050,22326,38398,23364,65348,32701,87021,25734,87140,64923,98342,22709,31544,38781
BK61,Crown Heights North,41740,5300,30069,13644,26500,13181,64688,24725,44009,9477,43589,8756,41786,17971,50109,45504,56563,3805
BK64,Prospect Heights,238534,16905,263859,23944,263358,26704,287748,147379,223479,27484,243729,33456,282483,96409,374484,133224,152974,86087
BK68,Fort Greene,134934,11677,138361,23867,136959,25686,157570,410821,125383,12619,134583,21542,135811,25231,224000,21144,84594,25143
BK69,Clinton Hill,57378,8352,61781,13173,62500,10287,31131,49865,56471,28228,57415,24867,57833,10006,115938,50258,45350,18542
BK73,North Side-South Side,136031,12748,134849,15859,138758,14440,142632,43668,127491,64484,174772,90878,168370,69850,199928,62478,86148,44386
BK75,Bedford,88548,7634,87366,11713,87597,12157,70938,25141,83474,21681,81888,18729,150488,58576,112649,90397,65116,84220
BK76,Greenpoint,50941,4921,51512,8432,51991,12164,25139,9993,52333,20209,48977,81808,21563,108535,77625,1940,44235,4776
BK78,Bushwick South,68458,6545,57367,10632,59012,11452,29150,19645,73756,18270,105366,82769,79756,49870,95966,34334,57438,37313
BK79,Ocean Hill,31598,1911,30075,8850,27226,7710,71328,519,41806,48120,48854,10879,61771,11803,62708,82341,33625,22002
BK85,East New York (Pennsylvania Ave),37484,7437,32210,9290,32455,9404,26442,53344,40625,32088,53797,9740,54118,40796,58098,39873,17569,16548
BK91,East Flatbush-Farragut,40066,5890,31377,4297,31483,5142,24306,98785,42578,2069,40208,8005,42361,49007,53958,932,53125,48905
BX03,Eastchester-Edenwald-Baychester,50000,4843,45401,7890,45731,7399,18906,67864,39273,9037,65972,8946,61681,44275,56379,3667,36974,24082
BX05,Bedford Park-Fordham North,40655,5945,37181,8117,37059,7658,42879,34121,41350,11100,52083,11405,34712,78900,24444,61167,14421,6139
BX07,Bronxdale,79738,12262,71242,14904,67791,17466,114671,92215,67844,11520,114965,22605,130940,103739,100500,25241,53081,21478
BX09,Soundview-Castle Hill-Clason Point-Harding Park,41763,5138,37072,7079,37850,6848,26612,52874,26250,25912,77578,57693,53938,5957,53508,10750,92563,31374
BX10,Pelham Bay-Country Club-City Island,91334,7999,88938,9516,90626,8023,221727,238748,76993,18165,131040,29529,165210,72942,286418,251835,29390,11954
BX13,Co-op City,49404,4064,42091,7237,40674,7400,90985,33166,47486,6891,54429,5579,71313,34345,55346,2312,22625,24952
BX17,East Tremont,27347,5451,26939,4298,29000,5011,17097,8280,30139,37458,65417,49034,54167,3073,34904,90012,13929,9355
BX22,North Riverdale-Fieldston-Riverdale,372370,29094,367739,50544,372429,52470,308348,201634,342470,96789,394594,89098,431792,160473,488000,132814,200599,153524
BX26,Highbridge,30795,5979,27447,5634,27841,5590,23672,28194,24872,10641,55275,2820,71188,48798,53664,27605,12768,30014
BX27,Hunts Point,25250,7260,24543,7221,25164,7668,21310,9455,21940,20842,25179,24210,49107,49954,50469,98,13859,1163
BX29,Spuyten Duyvil-Kingsbridge,337357,36782,308246,65589,325293,80451,265631,219615,358288,92422,347036,49901,427156,65803,523282,142292,308213,275092
BX31,Allerton-Pelham Gardens,59896,10216,57619,18565,54018,17718,73950,35163,71080,18389,77600,2615,26906,5031,62500,13754,53466,57440
BX36,University Heights-Morris Heights,25726,4421,23590,3431,23686,3304,19605,20028,29226,11535,48100,18541,40893,10440,46442,67894,16250,2087
BX37,Van Nest-Morris Park-Westchester Square,32133,3959,30925,2106,31082,2012,23917,34795,39750,10921,60068,31615,26806,42201,56563,2191,20357,8754
BX43,Norwood,70543,8776,63646,11908,60717,11459,89563,45078,74141,10078,77041,30723,75087,37490,108810,37813,52488,19363
BX44,Williamsbridge-Olinville,75521,11094,66623,9450,66889,10153,49089,81091,67947,54421,170707,53559,93428,23043,115056,34905,48878,34530
BX49,Pelham Parkway,136451,10823,125992,9635,128196,9744,89885,181581,140648,35752,157922,25509,116715,32608,154057,105553,153316,207190
MN01,Marble Hill-Inwood,37092,12140,27135,7304,27063,6016,52981,50995,44212,4644,47305,4801,29464,61891,51214,11504,15096,23509
MN03,Central Harlem North-Polo Grounds,108179,19074,120910,28246,102999,43000,137625,193329,93701,45309,94531,51785,103588,34639,74940,53544,75302,90082
MN04,Hamilton Heights,91571,14405,85960,17988,82317,23048,114779,48011,110221,30126,93865,34741,101582,14348,115857,153226,136898,86565
MN09,Morningside Heights,93971,15317,92353,21375,92059,19091,135625,149370,95991,29080,94844,39293,245114,340113,49722,111528,77300,97170
MN11,Central Harlem South,285952,15506,291566,27285,299053,30082,279989,69701,307092,53651,265077,21502,337381,75358,348214,388139,372473,392639
MN12,Upper West Side,654875,37398,715889,73462,735214,80194,794028,239867,586635,145581,598965,111492,691886,260169,566757,200744,463428,197114
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,191600,30972,210144,28894,211576,29145,153492,171982,129227,62595,163967,93506,202115,152559,162599,44443,128472,167181
