area_id,area_name,b02001001,b02001001_moe,b02001002,b02001002_moe,b02001003,b02001003_moe,b02001004,b02001004_moe,b02001005,b02001005_moe,b02001006,b02001006_moe,b02001007,b02001007_moe,b02001008,b02001008_moe,b02001009,b02001009_moe,b02001010,b02001010_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,18810,996,1282,346,80,72,1713,400,0,29,682,272,931,314,102,71,829,303
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61584,1613,45514,1475,4584,737,25,61,9815,1118,112,185,958,440,576,385,126,134,450,362
BK19,Brighton Beach,31584,1327,25322,1243,526,262,74,76,4171,738,0,38,691,421,800,360,187,126,613,345
BK21,Seagate-Coney Island,30018,1278,12724,1095,10739,1065,187,151,3113,598,21,49,2612,669,622,350,157,122,465,334
BK23,West Brighton,15472,690,15109,711,168,112,0,27,110,99,0,27,1,24,84,74,50,57,34,55
BK25,Homecrest,41899,1458,35395,1414,484,272,55,62,4336,805,0,48,1067,443,562,432,27,50,535,432
BK26,Gravesend,27759,1258,16699,988,2338,580,107,107,6585,924,0,36,1673,581,357,168,172,127,185,122
BK27,Bath Beach,29311,1246,17345,1079,641,407,74,119,9224,1059,0,40,1709,653,318,150,86,67,232,143
BK28,Bensonhurst West,86592,2144,48060,1805,769,248,621,434,32319,1827,0,64,4116,1058,707,223,170,114,537,192
BK29,Bensonhurst East,61066,1648,33602,1352,628,246,58,80,23673,1641,18,58,2223,639,864,393,151,119,713,379
BK30,Dyker Heights,45216,1499,26407,1163,505,231,94,127,16739,1425,21,59,1024,421,426,203,122,79,304,189
BK31,Bay Ridge,83821,1989,63389,1932,1769,483,419,259,11661,1109,88,154,4607,887,1888,497,352,140,1536,481
BK32,Sunset Park West,54932,1698,24381,1601,2766,463,817,432,8749,1029,0,49,16638,1548,1581,402,648,255,933,308
BK33,Carroll Gardens-Columbia Street-Red Hook,39422,1320,25764,1093,4793,639,12,45,2348,571,0,45,4879,899,1626,452,729,371,897,242
BK34,Sunset Park East,71460,2069,21965,1499,1955,541,974,472,35196,1808,56,95,10220,1323,1094,321,389,200,705,242
BK35,Stuyvesant Heights,64331,2086,7778,1084,48310,2031,101,84,1880,547,10,52,5049,888,1203,360,373,187,830,307
BK37,Park Slope-Gowanus,72864,1877,53183,1714,5138,830,406,201,4678,634,0,58,6597,1087,2862,430,679,231,2183,354
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35373,1285,18073,935,8643,812,64,72,3016,478,0,42,4106,745,1471,292,587,214,884,208
BK40,Windsor Terrace,22571,968,16664,940,1490,475,165,114,2208,511,0,32,1323,506,721,236,204,131,517,202
BK41,Kensington-Ocean Parkway,36199,1490,20243,1340,2904,669,101,116,8825,1194,0,40,3176,945,950,303,155,119,795,280
BK42,Flatbush,105094,2591,28856,1755,53608,2184,284,201,8834,1076,99,99,11039,1664,2374,565,608,258,1766,493
BK43,Midwood,51514,1626,41195,1575,2654,554,36,62,5166,804,0,51,1807,633,656,238,82,68,574,232
BK44,Madison,40001,1278,30103,1274,402,223,74,80,8472,942,0,46,640,326,310,142,38,59,272,128
