area_id,area_name,b25026001,b25026001_moe,b25026002,b25026002_moe,b25026003,b25026003_moe,b25026004,b25026004_moe,b25026005,b25026005_moe,b25026006,b25026006_moe,b25026007,b25026007_moe,b25026008,b25026008_moe,b25026009,b25026009_moe,b25026010,b25026010_moe,b25026011,b25026011_moe,b25026012,b25026012_moe,b25026013,b25026013_moe,b25026014,b25026014_moe,b25026015,b25026015_moe
BK09,Brooklyn Heights-Cobble Hill,21368,1058,10993,1056,867,335,5739,840,1816,431,1267,389,933,336,371,142,10375,777,1678,355,6194,678,960,333,414,188,650,221,479,197
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,60448,1572,33946,1663,839,394,14017,1331,10247,1221,4324,734,2574,443,1945,324,26502,1453,2322,563,15690,1463,5365,876,1652,500,659,184,814,250
BK19,Brighton Beach,31180,1312,10086,982,325,264,4638,690,3157,612,1134,367,515,257,317,158,21094,1324,1783,554,13440,1312,3777,614,1056,328,510,203,528,216
BK21,Seagate-Coney Island,28427,1222,6013,832,31,48,2648,764,1778,460,1224,374,226,134,106,77,22414,1283,1419,553,9769,1250,6312,941,3094,726,1532,493,288,168
BK23,West Brighton,15467,689,6090,754,138,120,2250,672,1831,465,622,264,441,179,808,273,9377,703,144,113,3463,660,3342,588,782,264,746,263,900,262
BK25,Homecrest,41794,1455,20678,1450,616,426,8671,1136,5946,1022,2884,598,1254,304,1307,300,21116,1289,2581,604,12640,1182,3356,568,1258,406,853,240,428,158
BK26,Gravesend,27696,1257,11433,1138,567,304,4704,834,2883,638,1216,331,1095,400,968,271,16263,1186,1555,563,8876,1069,3175,603,929,306,1088,461,640,216
BK27,Bath Beach,29084,1245,13592,1110,645,246,5401,861,3210,704,2039,442,1084,308,1213,297,15492,1171,2282,701,8992,1067,2297,496,1076,395,533,177,312,107
BK28,Bensonhurst West,85747,2129,35051,1898,1037,390,13292,1411,10528,1206,4305,708,2453,443,3436,610,50696,2069,5935,1023,32411,1930,7943,1028,2328,467,1252,328,827,263
BK29,Bensonhurst East,60877,1648,25228,1552,729,315,10881,1237,5912,872,3959,762,1823,411,1924,371,35649,1727,3929,799,21451,1607,6170,927,2482,541,919,276,698,263
BK30,Dyker Heights,44833,1495,22280,1381,905,360,7825,968,6747,1050,2474,488,2111,499,2218,410,22553,1533,3268,790,14977,1442,2899,640,538,200,417,164,454,150
BK31,Bay Ridge,83429,1976,32854,1613,1235,347,13461,1247,8499,1009,4256,694,2684,474,2719,494,50575,2010,6543,976,31249,1918,7023,952,2937,651,1482,313,1341,276
BK32,Sunset Park West,52237,1668,12559,1197,487,216,4475,768,2822,674,2148,565,1578,431,1049,337,39678,1697,5335,984,24285,1810,6273,942,2259,551,1010,335,516,218
BK33,Carroll Gardens-Columbia Street-Red Hook,38785,1303,11908,1066,494,204,4915,687,2766,583,1477,494,786,297,1470,406,26877,1275,3479,612,14974,1253,4210,868,2264,637,861,282,1089,303
BK34,Sunset Park East,71400,2068,15137,1481,540,276,5137,954,5652,1061,1669,472,1284,378,855,282,56263,2123,8686,1285,33432,2100,9651,1292,2979,723,1187,368,328,141
BK35,Stuyvesant Heights,63637,2070,18180,1725,667,333,6157,1039,4657,954,2587,725,1698,610,2414,703,45457,1871,5618,994,26875,1832,6481,910,3024,700,2034,558,1425,576
BK37,Park Slope-Gowanus,72272,1866,31795,1791,1223,318,14234,1320,6876,883,3760,744,3346,686,2356,715,40477,1823,7777,885,22568,1511,5302,929,2085,567,1731,508,1014,342
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,32891,1117,8691,813,590,219,5129,683,1392,339,832,228,573,287,175,101,24200,1085,3800,493,12808,1165,3018,648,1821,472,1482,406,1271,281
BK40,Windsor Terrace,22514,967,11259,1014,416,195,5257,833,2649,589,1021,389,853,293,1063,268,11255,938,1529,514,6577,786,1901,493,820,304,278,136,150,79
BK41,Kensington-Ocean Parkway,35794,1487,11175,1359,277,286,5675,1124,3139,704,1138,429,491,302,455,206,24619,1616,2900,801,15110,1535,4529,761,1234,386,636,214,210,95
BK42,Flatbush,104387,2577,20831,1897,627,279,7980,1350,5654,1046,3193,678,2579,661,798,239,83556,2418,6030,1109,45431,2574,19339,1800,8652,1096,3656,645,448,204
BK43,Midwood,51062,1617,22635,1480,699,423,9276,1192,6176,1043,3604,640,2044,419,836,221,28427,1459,2862,609,15687,1324,5985,847,2155,512,1127,420,611,178
BK44,Madison,39916,1277,20976,1317,627,273,8458,1079,5906,850,3468,665,1282,386,1235,267,18940,1118,2145,632,10597,947,4028,665,1315,401,580,201,275,98
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48331,1473,37425,1459,1130,370,15998,1429,10577,1156,4290,685,2588,479,2842,457,10906,1254,1747,585,7239,1068,1417,488,361,171,63,65,79,69
BK46,Ocean Parkway South,19528,1096,10108,1077,266,192,4007,899,2886,693,1372,339,804,216,773,278,9420,925,1250,396,4951,780,1708,424,686,264,458,149,367,173
BK50,Canarsie,84640,2062,45809,2201,892,320,17739,1659,22157,1784,2739,616,1184,371,1098,265,38831,1845,4387,792,24139,1681,7065,1034,1656,431,1093,331,491,197
BK58,Flatlands,70740,1717,45631,1880,1385,468,17589,1551,14192,1377,8893,982,2542,514,1030,213,25109,1561,3207,683,14493,1368,5383,837,1308,391,434,199,284,134
BK60,Prospect Lefferts Gardens-Wingate,67361,2121,13657,1662,665,499,4769,969,3106,1150,2293,612,1900,568,924,310,53704,1941,6417,1075,23735,1835,11913,1346,7016,1155,4090,956,533,276
BK61,Crown Heights North,97630,2327,17416,1618,528,276,5893,979,4305,987,3026,671,1791,500,1873,486,80214,2241,8113,1069,44670,2165,14533,1406,6767,1063,4449,748,1682,349
BK63,Crown Heights South,41040,1608,9375,1297,359,225,3901,1001,2641,847,773,391,1189,407,512,230,31665,1451,2470,608,14891,1417,6638,1137,4117,669,2694,557,855,303
BK64,Prospect Heights,20289,940,7761,828,348,163,3876,596,1745,479,652,233,638,278,502,361,12528,938,2013,443,6279,770,1410,415,1327,433,1047,366,452,396
BK68,Fort Greene,24716,1015,6461,911,312,150,2614,638,1980,549,660,285,670,341,225,208,18255,1066,3128,517,9120,843,2938,622,1490,452,981,515,598,184
BK69,Clinton Hill,34559,1410,12857,1282,772,330,5481,830,2625,701,1101,452,1422,424,1456,577,21702,1268,3801,769,12354,1063,3178,620,850,283,903,260,616,238
BK72,Williamsburg,32563,1528,5388,932,0,36,2680,792,1424,551,879,319,133,103,272,153,27175,1598,1068,383,17277,1601,4448,1061,1975,491,2051,399,356,136
BK73,North Side-South Side,45874,1498,7124,943,664,184,3569,670,1410,472,753,400,209,158,519,252,38750,1503,6076,839,18482,1402,7846,1077,3299,682,2289,583,758,241
BK75,Bedford,69294,1997,15414,1634,423,227,7954,1262,2586,621,2047,726,803,397,1601,499,53880,1970,5871,895,32371,1841,9700,1287,3055,600,1888,456,995,327
BK76,Greenpoint,31307,1169,6768,870,368,210,2121,524,1823,540,1109,363,571,213,776,221,24539,1153,3141,605,14112,1044,4097,700,1833,429,943,301,413,129
BK77,Bushwick North,61303,1889,6438,945,339,261,2080,598,1807,635,1102,371,763,282,347,185,54865,1929,6348,1040,33456,2106,9727,1300,3563,760,1497,465,274,123
BK78,Bushwick South,70273,2194,14763,1627,240,179,7029,1198,3359,851,1849,603,1010,415,1276,433,55510,2141,7034,1037,33876,2196,7952,1242,3427,713,2099,609,1122,405
BK79,Ocean Hill,31422,1379,8526,1127,48,69,3815,840,2311,620,1109,379,493,234,750,349,22896,1333,2403,573,15134,1355,3586,788,893,281,641,232,239,122
BK81,Brownsville,53544,1731,9193,960,138,151,3204,666,2016,576,2921,508,444,253,470,210,44351,1755,4467,896,23947,1828,7648,1140,4635,852,2969,599,685,247
BK82,East New York,90173,2391,23894,1850,708,346,10051,1323,6224,1060,2999,624,2392,583,1520,482,66279,2303,6744,1135,40876,2316,10654,1257,3873,780,3287,640,845,259
BK83,Cypress Hills-City Line,47377,1748,16920,1584,377,253,7504,1234,4326,841,2630,572,1678,592,405,188,30457,1814,3726,762,20758,1750,4202,792,1094,386,554,269,123,100
BK85,East New York (Pennsylvania Ave),29146,1175,6767,938,132,130,3201,778,2103,527,469,236,472,217,390,159,22379,1190,2448,599,14437,1246,3171,643,1344,544,741,237,238,198
