area_id,area_name,b17001g001,b17001g001_moe,b17001g002,b17001g002_moe,b17001g003,b17001g003_moe,b17001g004,b17001g004_moe,b17001g005,b17001g005_moe,b17001g006,b17001g006_moe,b17001g007,b17001g007_moe,b17001g008,b17001g008_moe,b17001g009,b17001g009_moe,b17001g010,b17001g010_moe,b17001g011,b17001g011_moe,b17001g012,b17001g012_moe,b17001g013,b17001g013_moe,b17001g014,b17001g014_moe,b17001g015,b17001g015_moe,b17001g016,b17001g016_moe,b17001g017,b17001g017_moe,b17001g018,b17001g018_moe,b17001g019,b17001g019_moe,b17001g020,b17001g020_moe,b17001g021,b17001g021_moe,b17001g022,b17001g022_moe,b17001g023,b17001g023_moe,b17001g024,b17001g024_moe,b17001g025,b17001g025_moe,b17001g026,b17001g026_moe,b17001g027,b17001g027_moe,b17001g028,b17001g028_moe,b17001g029,b17001g029_moe,b17001g030,b17001g030_moe,b17001g031,b17001g031_moe,b17001g032,b17001g032_moe,b17001g033,b17001g033_moe,b17001g034,b17001g034_moe,b17001g035,b17001g035_moe,b17001g036,b17001g036_moe,b17001g037,b17001g037_moe,b17001g038,b17001g038_moe,b17001g039,b17001g039_moe,b17001g040,b17001g040_moe,b17001g041,b17001g041_moe,b17001g042,b17001g042_moe,b17001g043,b17001g043_moe,b17001g044,b17001g044_moe,b17001g045,b17001g045_moe,b17001g046,b17001g046_moe,b17001g047,b17001g047_moe,b17001g048,b17001g048_moe,b17001g049,b17001g049_moe,b17001g050,b17001g050_moe,b17001g051,b17001g051_moe,b17001g052,b17001g052_moe,b17001g053,b17001g053_moe,b17001g054,b17001g054_moe,b17001g055,b17001g055_moe,b17001g056,b17001g056_moe,b17001g057,b17001g057_moe,b17001g058,b17001g058_moe,b17001g059,b17001g059_moe
BK30,Dyker Heights,421,200,50,69,18,51,5,50,0,51,0,51,0,51,13,52,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,32,59,0,51,0,51,12,52,0,51,0,51,14,53,0,51,6,50,0,51,0,51,0,51,0,51,0,51,371,194,184,131,16,52,0,51,28,53,0,51,0,51,0,51,54,95,44,49,6,51,0,51,5,50,26,59,5,50,187,107,13,51,6,51,28,54,18,53,0,51,5,51,8,51,42,69,22,53,13,53,28,60,0,51,4,50
BK31,Bay Ridge,1860,492,379,270,174,139,6,66,9,66,49,76,0,66,0,66,10,66,20,73,2,65,0,66,36,73,33,75,9,66,0,66,205,158,29,74,0,66,47,91,11,67,21,74,0,66,27,67,25,71,23,68,22,74,0,66,0,66,0,66,1481,419,683,237,142,98,36,77,93,89,19,67,0,66,26,77,17,66,156,96,148,97,14,66,28,66,4,65,0,66,798,264,163,94,22,73,93,91,120,97,71,86,29,74,80,86,99,81,55,68,45,76,21,64,0,66,0,66
BK32,Sunset Park West,1362,388,297,178,152,132,0,49,0,49,17,54,34,69,0,49,30,57,34,69,4,49,0,49,17,55,8,50,0,49,8,50,145,85,0,49,0,49,0,49,0,49,0,49,0,49,3,48,65,67,17,54,21,52,21,58,0,49,18,50,1065,341,623,209,85,77,15,54,57,71,9,48,33,57,0,49,146,109,151,100,35,66,62,64,8,50,0,49,22,53,442,176,26,55,24,56,122,84,0,49,0,49,45,66,26,52,74,66,40,57,40,62,18,51,8,49,19,52
BK33,Carroll Gardens-Columbia Street-Red Hook,1618,452,238,179,140,122,0,45,0,45,60,82,26,58,0,45,0,45,31,65,23,50,0,45,0,45,0,45,0,45,0,45,98,88,0,45,0,45,0,45,0,45,0,45,0,45,78,91,14,47,0,45,0,45,0,45,6,44,0,45,1380,434,573,218,129,107,28,49,127,94,44,82,0,45,0,45,34,51,116,82,65,63,5,47,14,45,11,47,0,45,807,302,130,83,89,79,115,97,17,50,30,54,5,44,51,91,179,89,111,89,34,51,35,52,11,46,0,45
BK34,Sunset Park East,1085,320,296,192,127,117,22,62,0,59,22,63,22,63,4,58,8,58,13,60,13,61,23,64,0,59,0,59,0,59,0,59,169,108,12,58,11,61,12,60,0,59,0,59,0,59,28,60,53,65,17,62,19,59,10,60,0,59,7,57,789,257,405,188,6,57,0,59,48,64,43,66,22,60,24,60,37,60,93,109,26,66,28,59,47,67,31,70,0,59,384,142,30,66,10,59,27,64,0,59,18,63,43,67,62,73,18,59,62,70,44,72,54,70,16,59,0,59
BK35,Stuyvesant Heights,1203,360,294,220,183,147,16,57,0,51,32,60,17,56,15,54,0,51,55,72,18,57,7,51,23,57,0,51,0,51,0,51,111,102,16,54,0,51,17,56,27,57,0,51,0,51,0,51,0,51,17,57,13,53,5,50,1,51,15,53,909,286,412,156,50,67,29,60,47,66,0,51,0,51,0,51,8,51,95,84,42,59,116,90,13,53,12,53,0,51,497,178,138,90,0,51,19,58,42,66,0,51,0,51,67,67,77,74,51,63,36,55,44,66,0,51,23,55
BK37,Park Slope-Gowanus,2861,430,117,94,35,70,0,58,0,58,0,58,0,58,0,58,9,59,0,58,13,60,0,58,13,60,0,58,0,58,0,58,82,84,8,58,0,58,0,58,0,58,0,58,0,58,13,60,5,57,4,55,8,58,44,84,0,58,0,58,2744,430,1430,290,284,115,50,67,290,137,63,74,8,58,7,57,71,74,314,139,222,125,84,69,31,61,0,58,6,58,1314,265,243,110,34,60,206,107,97,80,7,57,34,67,127,117,154,84,226,105,53,63,8,58,85,72,40,61
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1441,291,191,108,81,60,32,53,0,42,0,42,0,42,0,42,11,45,0,42,0,42,0,42,13,41,17,47,0,42,8,42,110,94,26,56,0,42,20,45,0,42,0,42,0,42,9,42,25,55,8,42,0,42,22,45,0,42,0,42,1250,269,633,170,182,78,4,40,91,76,0,42,0,42,0,42,50,60,97,58,76,72,10,43,68,60,0,42,55,62,617,177,45,47,6,41,30,53,9,43,26,55,0,42,81,71,206,102,102,78,22,46,54,57,28,46,8,42
BK40,Windsor Terrace,717,236,112,124,46,62,10,33,0,32,0,32,18,40,0,32,0,32,18,39,0,32,0,32,0,32,0,32,0,32,0,32,66,79,0,32,0,32,0,32,0,32,0,32,0,32,21,43,27,55,18,41,0,32,0,32,0,32,0,32,605,204,258,127,46,46,0,32,18,36,23,37,6,31,15,37,42,58,35,49,16,36,31,43,0,32,26,39,0,32,347,134,82,68,9,33,67,50,18,33,12,33,29,46,6,31,67,74,36,47,2,30,0,32,19,35,0,32
BK41,Kensington-Ocean Parkway,948,303,107,90,48,52,40,52,0,40,0,40,0,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,59,60,22,42,0,40,7,40,7,40,0,40,0,40,0,40,0,40,15,39,0,40,8,39,0,40,0,40,841,296,430,165,90,68,9,40,26,43,34,51,13,42,0,40,60,53,87,86,34,52,52,49,25,44,0,40,0,40,411,158,68,60,12,43,19,41,27,45,24,52,0,40,43,53,94,91,54,58,28,46,24,45,9,40,9,40
BK42,Flatbush,2373,565,683,365,358,209,84,97,0,68,100,111,47,80,0,68,6,67,0,68,70,92,20,74,12,69,6,67,13,70,0,68,325,192,21,74,27,75,39,79,70,99,0,68,0,68,48,75,20,74,5,67,31,74,33,72,9,67,22,70,1690,435,729,242,50,84,10,68,66,76,78,94,0,68,25,77,44,75,147,118,103,91,71,84,47,79,67,82,21,69,961,267,122,90,15,70,100,80,33,73,34,77,9,69,132,103,189,110,78,83,107,94,112,100,19,69,11,69
BK43,Midwood,650,237,22,50,1,50,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,1,50,0,51,0,51,0,51,0,51,21,51,0,51,0,51,9,51,0,51,0,51,0,51,0,51,0,51,6,50,0,51,0,51,0,51,6,50,628,236,316,124,24,52,0,51,17,52,4,50,0,51,14,55,28,57,55,70,56,75,31,56,50,66,22,54,15,55,312,140,66,90,0,51,0,51,4,50,0,51,0,51,63,67,35,57,22,57,42,56,42,62,16,55,22,61
BK44,Madison,310,142,99,98,55,71,0,46,0,46,17,48,0,46,0,46,0,46,11,48,0,46,15,47,12,49,0,46,0,46,0,46,44,58,6,46,0,46,5,46,0,46,0,46,0,46,0,46,6,46,27,52,0,46,0,46,0,46,0,46,211,113,113,78,0,46,0,46,0,46,31,50,11,48,8,46,0,46,8,45,16,51,12,48,22,49,0,46,5,46,98,82,16,51,0,46,38,63,13,50,0,46,0,46,0,46,6,46,10,47,0,46,5,46,10,47,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,745,243,14,58,14,58,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,14,58,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,731,242,412,159,80,74,11,54,44,60,21,58,41,60,30,57,88,78,24,59,37,61,0,55,24,58,0,55,12,56,319,135,43,63,19,57,56,65,0,55,20,58,0,55,24,65,73,79,20,56,42,69,13,57,9,56,0,55
BK46,Ocean Parkway South,131,82,42,48,14,38,0,36,4,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,10,38,28,43,0,36,14,40,0,36,0,36,0,36,0,36,0,36,0,36,4,35,0,36,10,37,0,36,0,36,89,73,29,40,4,34,0,36,11,38,0,36,0,36,0,36,0,36,4,35,0,36,0,36,10,37,0,36,0,36,60,68,0,36,5,35,0,36,0,36,0,36,22,48,0,36,18,40,0,36,15,40,0,36,0,36,0,36
BK50,Canarsie,670,229,175,116,19,72,0,70,0,70,0,70,0,70,0,70,10,70,9,71,0,70,0,70,0,70,0,70,0,70,0,70,156,106,18,71,0,70,0,70,10,71,0,70,0,70,38,77,17,72,44,84,9,70,8,71,0,70,12,72,495,209,351,163,14,74,13,74,60,83,0,70,0,70,8,69,28,72,80,82,62,81,21,73,58,86,7,70,0,70,144,92,0,70,24,81,0,70,0,70,0,70,0,70,12,72,31,75,16,71,4,69,52,71,5,69,0,70
BK58,Flatlands,1040,320,86,79,54,75,22,70,0,62,0,62,6,62,0,62,12,64,0,62,0,62,0,62,8,62,0,62,6,62,0,62,32,64,0,62,0,62,0,62,0,62,0,62,0,62,7,62,0,62,0,62,0,62,9,63,0,62,16,64,954,312,410,146,20,65,7,62,59,67,5,62,0,62,0,62,41,70,32,66,55,73,100,80,23,64,68,85,0,62,544,198,50,71,0,62,70,76,66,69,0,62,17,66,75,78,36,69,44,76,50,67,98,82,34,66,4,65
BK60,Prospect Lefferts Gardens-Wingate,1376,466,287,237,129,122,55,76,0,58,13,59,0,58,0,58,0,58,47,69,0,58,14,60,0,58,0,58,0,58,0,58,158,138,55,75,8,57,0,58,0,58,0,58,0,58,0,58,46,75,14,59,0,58,35,64,0,58,0,58,1089,404,484,245,136,105,8,58,40,64,0,58,13,60,0,58,64,86,108,106,61,79,20,64,19,63,15,58,0,58,605,233,91,83,0,58,36,63,9,58,0,58,91,98,95,96,121,101,39,66,62,84,16,57,45,80,0,58
BK61,Crown Heights North,1914,384,568,218,331,166,89,94,0,67,30,73,34,82,0,67,0,67,50,73,80,114,3,66,45,81,0,67,0,67,0,67,237,111,23,67,0,67,10,67,0,67,0,67,0,67,13,69,73,78,46,84,8,67,20,67,17,68,27,68,1346,313,592,219,63,80,0,67,105,98,27,70,0,67,17,70,120,135,150,111,25,68,24,70,49,78,12,68,0,67,754,202,48,83,0,67,49,76,48,74,0,67,15,70,85,82,182,108,96,80,80,77,102,106,24,67,25,70
BK63,Crown Heights South,295,177,57,54,27,46,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,27,46,0,40,0,40,0,40,30,46,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,30,46,0,40,0,40,0,40,238,173,105,101,27,49,0,40,47,69,0,40,0,40,0,40,8,40,0,40,13,43,0,40,10,41,0,40,0,40,133,91,0,40,0,40,53,71,28,48,0,40,0,40,8,40,0,40,0,40,36,51,0,40,8,40,0,40
BK64,Prospect Heights,766,218,98,91,54,65,11,34,0,32,0,32,0,32,10,33,0,32,17,37,0,32,0,32,16,37,0,32,0,32,0,32,44,47,0,32,0,32,0,32,0,32,0,32,0,32,16,36,0,32,19,40,0,32,0,32,0,32,9,33,668,199,263,101,74,51,8,30,11,35,21,36,0,32,16,39,0,32,87,61,16,39,21,36,0,32,0,32,9,33,405,148,112,87,15,37,69,62,32,39,0,32,9,33,0,32,79,57,35,38,18,33,14,35,22,45,0,32
BK68,Fort Greene,1283,317,248,212,68,64,0,38,0,38,0,38,29,58,0,38,0,38,0,38,0,38,0,38,21,43,18,40,0,38,0,38,180,172,0,38,30,60,0,38,30,60,0,38,12,41,30,55,31,60,12,41,26,51,0,38,0,38,9,38,1035,239,473,143,75,54,0,38,31,50,10,36,16,44,7,37,16,40,100,76,122,73,20,38,54,71,11,36,11,40,562,165,151,79,5,37,12,41,12,37,0,38,27,46,16,40,171,110,77,55,38,46,32,54,5,37,16,45
BK69,Clinton Hill,1506,370,168,98,75,85,0,40,0,40,0,40,0,40,0,40,0,40,0,40,40,74,0,40,26,58,9,41,0,40,0,40,93,61,15,45,0,40,0,40,0,40,0,40,0,40,21,44,19,42,16,46,13,43,0,40,9,40,0,40,1338,361,794,271,118,78,0,40,83,80,0,40,0,40,0,40,115,143,122,70,200,125,30,49,73,60,13,41,40,65,544,170,79,64,59,68,33,54,9,41,0,40,0,40,0,40,151,70,61,58,42,50,63,59,24,45,23,44
BK72,Williamsburg,312,189,129,89,44,47,17,38,0,36,0,36,0,36,0,36,0,36,5,35,22,43,0,36,0,36,0,36,0,36,0,36,85,73,6,35,5,35,6,35,0,36,0,36,0,36,6,35,0,36,21,48,0,36,0,36,0,36,41,60,183,170,134,128,0,36,0,36,67,65,12,38,0,36,21,47,0,36,0,36,0,36,11,37,23,51,0,36,0,36,49,53,11,38,0,36,0,36,5,35,0,36,0,36,0,36,0,36,21,47,8,36,0,36,4,34,0,36
BK73,North Side-South Side,1336,368,329,229,123,121,0,48,0,48,34,58,0,48,0,48,0,48,33,70,0,48,24,54,0,48,32,69,0,48,0,48,206,151,0,48,0,48,0,48,32,71,0,48,0,48,45,61,0,48,59,73,11,52,41,67,6,48,12,48,1007,291,444,153,23,49,0,48,14,47,42,66,0,48,19,47,65,78,101,91,115,75,36,56,19,54,10,49,0,48,563,190,118,74,37,66,37,58,0,48,0,48,0,48,70,76,114,76,107,72,45,53,0,48,23,53,12,50
BK75,Bedford,1414,351,432,218,161,125,35,63,0,56,33,65,28,67,0,56,0,56,3,56,9,55,51,73,0,56,0,56,2,56,0,56,271,137,11,58,0,56,27,62,18,61,0,56,31,69,45,65,46,61,60,69,20,58,0,56,0,56,13,56,982,287,508,178,118,91,0,56,59,69,0,56,11,58,22,66,56,79,121,90,35,63,70,66,0,56,10,57,6,55,474,166,107,85,24,61,50,60,0,56,0,56,0,56,26,69,141,89,54,62,45,66,15,59,7,55,5,54
BK76,Greenpoint,684,238,111,98,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,111,98,12,45,0,42,0,42,0,42,0,42,0,42,11,44,65,90,0,42,10,43,0,42,13,45,0,42,573,219,232,122,34,49,20,51,13,45,0,42,0,42,0,42,0,42,120,95,0,42,22,48,23,49,0,42,0,42,341,143,32,63,0,42,32,54,0,42,0,42,22,48,35,51,165,94,15,42,20,51,20,41,0,42,0,42
BK77,Bushwick North,1500,415,372,178,213,107,41,59,0,54,11,53,0,54,0,54,15,61,35,65,23,59,50,62,20,56,11,54,0,54,7,54,159,107,34,63,0,54,20,61,15,56,0,54,0,54,10,53,20,54,34,60,17,53,0,54,9,55,0,54,1128,367,599,219,37,61,8,53,58,65,30,58,11,55,12,54,105,91,119,104,78,68,56,60,55,60,7,52,23,56,529,185,27,60,0,54,32,54,8,53,18,59,9,53,56,66,84,89,58,58,142,88,47,59,26,57,22,56
BK78,Bushwick South,2184,555,755,311,361,170,6,57,10,57,123,119,37,64,0,56,0,56,21,59,46,78,30,66,53,75,0,56,35,64,0,56,394,204,46,75,0,56,51,73,0,56,18,62,0,56,60,84,60,76,53,66,36,72,31,61,16,58,23,60,1429,462,765,286,80,75,6,56,131,112,6,58,0,56,12,58,94,91,244,171,80,72,52,68,30,63,22,59,8,57,664,231,69,77,0,56,24,67,10,57,46,77,0,56,95,91,173,103,63,65,53,66,88,91,43,57,0,56
BK79,Ocean Hill,344,160,137,115,90,114,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,1,38,89,109,0,38,0,38,0,38,47,42,8,39,0,38,0,38,0,38,0,38,0,38,0,38,8,38,10,39,12,38,0,38,0,38,9,39,207,110,118,79,0,38,0,38,0,38,22,52,0,38,0,38,0,38,15,42,0,38,45,51,15,43,15,42,6,38,89,60,0,38,0,38,0,38,0,38,0,38,21,42,0,38,0,38,0,38,31,46,25,44,6,37,6,38
BK81,Brownsville,864,291,473,254,224,139,118,118,0,51,0,51,0,51,5,50,0,51,13,54,16,59,12,53,9,53,34,57,0,51,17,54,249,141,90,115,11,52,14,55,4,50,0,51,0,51,0,51,43,66,16,54,20,53,20,53,0,51,31,59,391,144,180,87,23,53,0,51,29,59,27,57,0,51,0,51,24,62,6,51,0,51,8,51,0,51,24,52,39,54,211,102,0,51,0,51,21,60,13,54,0,51,0,51,0,51,32,62,0,51,32,62,46,62,32,53,35,58
BK82,East New York,1261,363,255,196,119,131,16,73,15,70,0,65,53,92,8,65,8,65,10,63,0,65,9,64,0,65,0,65,0,65,0,65,136,102,0,65,0,65,15,71,31,72,0,65,0,65,31,71,8,65,45,68,0,65,0,65,0,65,6,64,1006,308,455,162,80,85,27,70,53,75,1,64,16,68,28,74,13,67,56,80,72,88,42,70,56,71,11,65,0,65,551,197,65,98,0,65,40,77,66,84,0,65,4,64,109,99,55,78,27,64,56,69,57,72,54,73,18,65
BK83,Cypress Hills-City Line,712,219,163,118,34,55,19,55,0,49,4,48,3,48,0,49,0,49,0,49,0,49,0,49,3,48,0,49,5,49,0,49,129,96,0,49,0,49,36,61,0,49,0,49,5,49,23,55,17,52,24,46,0,49,24,57,0,49,0,49,549,198,270,119,0,49,4,48,6,49,4,48,0,49,6,49,23,52,87,76,35,54,45,56,47,56,9,48,4,49,279,120,26,52,0,49,0,49,0,49,0,49,5,49,10,51,55,60,65,59,26,50,40,52,26,50,26,53
BK85,East New York (Pennsylvania Ave),348,195,168,131,136,114,27,54,0,36,25,52,6,35,0,36,18,38,10,38,25,53,11,40,1,34,0,36,13,38,0,36,32,43,0,36,0,36,0,36,0,36,0,36,7,36,0,36,0,36,5,36,9,37,0,36,11,38,0,36,180,144,104,76,18,39,0,36,0,36,9,37,0,36,0,36,0,36,12,39,0,36,42,44,7,36,16,38,0,36,76,79,9,38,0,36,0,36,8,37,0,36,0,36,0,36,21,50,15,38,6,35,13,40,0,36,4,35
BK88,Borough Park,378,197,45,78,19,69,0,68,0,68,0,68,9,68,0,68,0,68,0,68,0,68,0,68,10,69,0,68,0,68,0,68,26,68,0,68,0,68,4,67,0,68,0,68,9,69,0,68,0,68,2,67,11,69,0,68,0,68,0,68,333,193,252,158,0,68,0,68,14,69,0,68,0,68,0,68,57,89,118,108,13,70,15,69,35,73,0,68,0,68,81,81,13,71,0,68,0,68,0,68,0,68,0,68,16,70,5,67,15,69,0,68,19,69,0,68,13,70
BK90,East Williamsburg,585,187,98,65,14,44,0,40,0,40,0,40,0,40,0,40,0,40,14,44,0,40,0,40,0,40,0,40,0,40,0,40,84,61,0,40,0,40,0,40,0,40,0,40,0,40,21,50,22,44,0,40,0,40,26,46,0,40,15,41,487,178,251,112,45,61,0,40,0,40,0,40,0,40,15,44,55,55,38,57,50,47,8,42,0,40,23,46,17,46,236,99,50,64,0,40,9,40,0,40,0,40,11,41,0,40,24,44,48,52,47,53,0,40,31,47,16,41
BK91,East Flatbush-Farragut,924,264,83,73,33,59,0,54,0,54,6,53,0,54,0,54,0,54,0,54,3,53,7,53,14,56,3,52,0,54,0,54,50,62,0,54,0,54,0,54,0,54,0,54,7,53,0,54,8,54,6,53,17,58,12,55,0,54,0,54,841,254,333,130,12,55,27,61,7,53,16,56,0,54,0,54,9,55,62,69,24,55,89,97,17,55,64,58,6,53,508,174,39,63,50,75,21,56,0,54,0,54,26,58,30,61,84,75,58,56,53,65,90,67,38,59,19,55
BK93,Starrett City,271,165,143,115,17,33,0,24,0,24,17,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,126,96,17,34,16,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,10,25,69,66,128,118,105,107,0,24,0,24,0,24,0,24,0,24,14,28,13,29,17,32,18,34,15,31,28,36,0,24,0,24,23,29,9,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24
