area_id,area_name,b07201001,b07201001_moe,b07201002,b07201002_moe,b07201003,b07201003_moe,b07201004,b07201004_moe,b07201005,b07201005_moe,b07201006,b07201006_moe,b07201007,b07201007_moe,b07201008,b07201008_moe,b07201009,b07201009_moe,b07201010,b07201010_moe,b07201011,b07201011_moe,b07201012,b07201012_moe,b07201013,b07201013_moe,b07201014,b07201014_moe
BX29,Spuyten Duyvil-Kingsbridge,29332,1047,25852,1106,3196,613,2792,586,2482,570,310,148,371,172,103,84,268,145,33,49,5,37,28,50,0,38,284,174
BX30,Kingsbridge Heights,30210,1401,25533,1294,4095,868,3863,850,3814,849,49,53,220,133,107,68,113,123,0,38,0,38,0,38,12,44,582,296
BX31,Allerton-Pelham Gardens,33134,1393,30384,1411,2538,595,2382,581,2219,569,163,103,51,56,13,43,38,55,82,81,17,42,65,80,23,51,212,118
BX33,Longwood,25154,1296,21294,1184,3625,837,3429,826,3403,826,26,49,187,87,159,86,28,39,0,36,0,36,0,36,9,37,235,118
BX34,Melrose South-Mott Haven North,38425,1684,33383,1716,4539,847,4001,787,3982,787,19,49,533,327,294,282,239,169,5,39,0,42,5,39,0,42,503,460
BX35,Morrisania-Melrose,37311,1469,34031,1564,3099,588,2628,499,2609,497,19,43,450,318,424,316,26,45,21,44,0,40,21,44,0,40,181,111
BX36,University Heights-Morris Heights,53021,1820,44490,1688,7639,1031,6955,993,6799,994,156,139,673,251,477,229,196,120,11,55,0,51,11,55,0,51,892,363
BX37,Van Nest-Morris Park-Westchester Square,29680,1252,25251,1286,4107,725,3722,710,3493,700,229,169,353,171,106,85,247,153,32,62,0,42,32,62,0,42,322,128
BX39,Mott Haven-Port Morris,51099,1603,45770,1700,4950,769,4507,743,4458,744,49,61,390,224,280,208,110,91,43,79,0,50,43,79,10,50,379,205
BX40,Fordham South,25981,1304,21864,1340,3671,789,3491,784,3350,762,141,156,180,134,139,117,41,70,0,32,0,32,0,32,0,32,446,226
BX41,Mount Hope,51385,1698,44279,1668,6535,968,5903,899,5897,899,6,51,613,324,321,180,292,237,5,51,0,51,5,51,14,53,571,240
BX43,Norwood,40371,1997,35950,2024,3780,758,3498,744,3287,713,211,173,280,156,201,134,79,85,0,41,0,41,0,41,2,36,641,321
BX44,Williamsbridge-Olinville,60451,1904,54002,1886,5952,929,5731,913,5537,907,194,125,152,119,106,108,46,71,0,54,0,54,0,54,69,84,497,189
BX46,Parkchester,29960,1109,27492,1207,2390,621,2088,608,1994,598,94,78,240,125,73,67,167,110,62,72,41,55,21,47,0,36,78,62
BX49,Pelham Parkway,29703,1228,26431,1213,2761,626,2380,577,2171,567,209,110,345,254,311,251,34,45,36,52,0,38,36,52,0,38,511,250
BX52,Schuylerville-Throgs Neck-Edgewater Park,45697,1658,41465,1660,4056,742,3091,629,2744,603,347,170,928,409,672,384,256,151,31,62,0,52,31,62,6,52,176,132
BX55,Soundview-Bruckner,35296,1403,29040,1455,5713,1044,5262,992,5145,987,117,150,427,287,318,262,109,122,24,45,0,40,24,45,0,40,543,246
BX59,Westchester-Unionport,27081,1452,23523,1466,3252,731,3033,727,2919,724,114,88,215,198,209,198,6,36,0,36,0,36,0,36,4,33,306,178
BX62,Woodlawn-Wakefield,45334,1652,42093,1716,2984,629,2598,605,2293,586,305,155,386,191,229,148,157,115,0,48,0,48,0,48,0,48,257,147
BX63,West Concourse,38937,1523,35214,1549,3133,666,2802,649,2785,650,17,45,284,172,224,156,60,81,47,67,0,42,47,67,0,42,590,241
BX75,Crotona Park East,19945,1056,17793,1060,2080,624,1843,594,1768,596,75,73,237,187,157,161,80,95,0,29,0,29,0,29,0,29,72,77
BX98,Rikers Island,9741,583,1643,224,8098,529,7798,491,7619,499,179,82,279,115,120,52,159,88,14,17,0,17,14,17,7,12,0,17
BX99,park-cemetery-etc-Bronx,1377,246,996,204,377,209,340,204,325,198,15,37,37,56,23,36,14,43,0,32,0,32,0,32,0,32,4,30
MN01,Marble Hill-Inwood,49647,1938,43436,1997,5188,947,4627,888,4389,880,238,143,539,265,398,202,141,130,22,52,0,41,22,52,0,41,1023,427
MN03,Central Harlem North-Polo Grounds,77202,2247,68480,2251,8089,1035,7314,1004,7085,999,229,161,690,220,458,189,232,108,52,74,45,73,7,57,33,67,633,228
MN04,Hamilton Heights,50834,1950,43880,1998,6419,1185,5373,1125,5143,1111,230,157,930,336,476,219,454,246,116,120,0,46,116,120,0,46,535,246
MN06,Manhattanville,23582,1203,21582,1208,1576,423,1364,389,1351,389,13,33,206,111,147,94,59,50,6,33,6,33,0,34,0,34,424,325
MN09,Morningside Heights,53928,2130,40798,1575,10516,1262,6516,874,5545,800,971,243,3770,690,2199,481,1571,377,135,77,15,43,120,75,95,106,2614,601
MN11,Central Harlem South,45886,1648,41316,1663,4204,577,3083,485,2704,428,379,251,1019,269,697,221,322,130,60,66,3,42,57,64,42,56,366,178
MN12,Upper West Side,134115,2884,114964,2979,16931,1503,12873,1334,11760,1287,1113,334,3951,677,2772,580,1179,363,68,79,50,76,18,73,39,78,2220,571
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,68574,1792,55149,1682,12222,1194,8732,1047,7636,936,1096,407,3370,714,2075,502,1295,409,88,94,7,54,81,93,32,69,1203,336
MN14,Lincoln Square,59211,2196,50699,2149,7472,1019,5621,964,4484,768,1137,680,1588,354,1122,302,466,172,234,182,0,48,234,182,29,52,1040,320
MN15,Clinton,42641,1428,33193,1419,8609,972,6447,854,5534,820,913,278,2113,437,1301,341,812,286,49,60,3,42,46,61,0,43,839,281
MN17,Midtown-Midtown South,27999,1117,20133,1053,6482,756,4208,650,3154,498,1054,325,2110,437,1293,318,817,248,144,122,13,54,131,120,20,62,1384,354
MN19,Turtle Bay-East Midtown,47697,1633,39432,1505,7537,1090,5712,996,4588,901,1124,374,1741,392,1012,304,729,237,84,96,0,48,84,96,0,48,728,237
MN20,Murray Hill-Kips Bay,49060,1920,36623,1716,10814,1289,7008,1112,5775,1011,1233,422,3614,701,2071,463,1543,512,179,170,82,78,97,156,13,49,1623,506
MN21,Gramercy,25844,1239,19970,1097,5118,786,3645,659,3375,623,270,153,1344,430,814,311,530,224,98,121,69,108,29,63,31,47,756,306
MN22,East Village,43607,1950,31795,1424,10482,1303,7065,939,5900,817,1165,362,3222,712,2026,531,1196,328,123,79,47,62,76,61,72,76,1330,489
MN23,West Village,66528,1936,51636,1795,12883,1147,8997,879,8133,848,864,263,3754,668,2351,460,1403,378,89,79,19,58,70,76,43,67,2009,418
MN24,SoHo-TriBeCa-Civic Center-Little Italy,39524,1606,30935,1492,7821,1004,5884,835,5221,782,663,269,1790,523,1186,335,604,312,120,134,96,126,24,61,27,61,768,336
MN25,Battery Park City-Lower Manhattan,36856,1580,25550,1503,10258,1220,7155,1027,6095,992,1060,343,2954,704,1536,462,1418,461,97,98,23,48,74,96,52,79,1048,320
MN27,Chinatown,46345,1786,40703,1759,4793,764,4094,728,3811,712,283,130,596,197,392,161,204,100,84,68,61,61,23,51,19,56,849,276
MN28,Lower East Side,73701,2022,66785,2095,6175,920,5030,854,4746,845,284,132,1125,331,777,267,348,219,20,62,0,56,20,62,0,56,741,244
MN31,Lenox Hill-Roosevelt Island,80128,2492,64479,2416,13163,1374,9887,1194,8582,1107,1305,501,3138,666,1784,492,1354,410,135,102,42,67,93,99,3,47,2486,776
MN32,Yorkville,77089,2036,63692,2074,12326,1322,9435,1214,8050,1163,1385,383,2862,641,1809,447,1053,355,29,59,29,59,0,50,0,50,1071,352
MN33,East Harlem South,59287,1919,50901,1835,7405,1075,6135,1020,5603,990,532,230,1169,291,737,247,432,157,49,70,9,50,40,70,52,74,981,340
MN34,East Harlem North,59557,2140,54124,2125,4955,758,4201,712,3987,698,214,120,701,198,481,164,220,108,36,59,21,58,15,50,17,50,478,262
MN35,Washington Heights North,70264,2163,61179,2223,8208,1224,6755,1071,6333,1064,422,152,1408,459,723,259,685,384,10,53,0,52,10,53,35,71,877,277
MN36,Washington Heights South,88817,2886,76749,2805,10305,1277,8200,1181,8012,1173,188,93,1883,374,1100,280,783,241,222,174,166,170,56,64,0,56,1763,527
MN40,Upper East Side-Carnegie Hill,58365,1744,52856,1745,4807,703,3538,625,3025,600,513,192,1230,323,703,240,527,207,39,58,17,56,22,54,0,52,702,295
MN50,Stuyvesant Town-Cooper Village,21804,1100,17396,1187,3993,835,2643,679,2436,660,207,176,1190,446,691,297,499,348,99,120,30,49,69,111,61,102,415,264
MN99,park-cemetery-etc-Manhattan,1483,509,604,321,860,345,721,322,687,298,34,47,101,69,33,37,68,66,27,49,5,30,22,47,11,36,19,45
QN01,South Jamaica,36303,1555,32070,1529,4036,820,3430,763,3201,744,229,171,543,282,358,265,185,100,63,102,5,46,58,102,0,46,197,105
QN02,Springfield Gardens North,26781,1540,23696,1392,2649,890,2219,816,1938,679,281,281,393,347,236,280,157,203,37,57,37,57,0,31,0,31,436,360
QN03,Springfield Gardens South-Brookville,19608,1110,17331,1102,2194,578,2014,570,1955,554,59,90,180,103,82,66,98,85,0,29,0,29,0,29,0,29,83,69
QN05,Rosedale,27763,1364,25084,1335,2408,631,2206,608,2019,590,187,161,157,117,117,102,40,58,16,41,16,41,0,35,29,57,271,197
QN06,Jamaica Estates-Holliswood,24803,947,22894,960,1751,426,1531,397,1416,391,115,64,219,108,111,79,108,79,0,36,0,36,0,36,1,34,158,110
QN07,Hollis,21314,1020,19689,998,1521,403,1252,379,1215,381,37,63,266,132,103,93,163,99,3,34,1,34,2,34,0,36,104,86
QN08,St. Albans,50763,1587,46778,1553,3730,672,3436,661,3397,659,39,59,259,119,43,65,216,114,35,71,26,71,9,59,0,59,255,134
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,29251,1227,27179,1244,1920,415,1800,407,1728,419,72,69,115,77,80,75,35,38,5,35,5,35,0,36,0,36,152,140
QN12,Hammels-Arverne-Edgemere,34952,1583,31278,1569,3462,724,3230,690,3088,687,142,80,189,147,66,96,123,113,0,38,0,38,0,38,43,86,212,186
QN15,Far Rockaway-Bayswater,49345,2101,43390,2048,5323,1095,4924,1092,4798,1089,126,107,390,244,265,228,125,95,0,46,0,46,0,46,9,43,632,357
QN17,Forest Hills,83750,1903,75314,1931,7553,987,6645,895,6014,874,631,203,881,460,573,434,308,163,27,69,0,64,27,69,0,64,883,284
QN18,Rego Park,27179,896,25286,966,1499,361,1386,350,1347,347,39,42,111,76,33,42,78,71,2,32,2,32,0,34,0,34,394,248
QN19,Glendale,31367,1273,28711,1287,2502,598,2299,576,2276,576,23,43,203,180,144,133,59,70,0,43,0,43,0,43,0,43,154,163
QN20,Ridgewood,68923,1855,62052,1972,5965,935,5521,906,5376,892,145,137,333,144,250,138,83,68,93,88,68,86,25,58,18,59,906,313
QN21,Middle Village,38763,1255,35961,1250,2423,535,2306,528,2248,521,58,88,117,79,14,52,103,72,0,51,0,51,0,51,0,51,379,251
QN22,Flushing,68871,2098,59227,2071,7900,1131,6927,1043,6214,958,713,406,749,353,554,311,195,130,141,125,66,92,75,100,83,89,1744,475
QN23,College Point,23903,1274,20687,1327,2883,646,2670,643,2627,642,43,61,213,132,168,113,45,50,0,34,0,34,0,34,0,34,333,251
QN25,Corona,53126,2178,46969,2114,5490,1217,5220,1212,5166,1210,54,83,270,174,190,163,80,72,0,44,0,44,0,44,0,44,667,352
QN26,North Corona,49512,2335,42398,2216,6218,1157,5948,1129,5847,1122,101,100,192,110,146,100,46,56,0,45,0,45,0,45,78,128,896,337
QN27,East Elmhurst,22833,1249,20428,1270,2258,553,1964,508,1933,510,31,45,294,180,193,119,101,138,0,34,0,34,0,34,0,34,147,83
QN28,Jackson Heights,104008,2708,94602,2746,8175,1367,7676,1347,7508,1343,168,127,473,182,250,154,223,117,18,68,0,66,18,68,8,67,1231,379
QN29,Elmhurst,83863,2448,77033,2447,5477,988,4987,979,4824,978,163,94,423,181,348,169,75,84,24,63,24,63,0,60,43,69,1353,483
QN30,Maspeth,27328,1107,25304,1119,1890,387,1761,363,1702,355,59,65,129,95,34,58,95,86,0,45,0,45,0,45,0,45,134,118
QN31,Hunters Point-Sunnyside-West Maspeth,59915,1816,52638,1831,6491,801,5484,761,4822,718,662,250,976,252,555,193,421,162,13,57,6,57,7,57,18,57,786,258
QN33,Cambria Heights,20024,868,18814,821,1007,329,934,327,735,274,199,187,50,51,34,53,16,41,14,46,14,46,0,43,9,44,203,136
QN34,Queens Village,56980,1644,51794,1775,4693,759,4155,711,3812,676,343,203,394,168,261,137,133,109,50,97,50,97,0,56,94,161,493,200
QN35,Briarwood-Jamaica Hills,37879,1440,33172,1534,4141,645,3615,588,3334,586,281,139,517,272,367,211,150,179,9,46,0,47,9,46,0,47,566,278
QN37,Kew Gardens Hills,35875,1611,32858,1593,2563,556,2141,518,1987,495,154,92,407,170,227,141,180,90,0,40,0,40,0,40,15,50,454,320
QN38,Pomonok-Flushing Heights-Hillcrest,33064,1320,28682,1321,3800,778,2926,664,2613,650,313,193,862,378,266,139,596,329,6,37,6,37,0,37,6,37,582,350
QN41,Fresh Meadows-Utopia,17941,872,15817,1008,1807,486,1631,466,1489,447,142,122,163,134,70,102,93,91,13,32,13,32,0,27,0,27,317,210
QN42,Oakland Gardens,27804,941,24957,999,2580,744,2381,721,1895,676,486,299,176,148,15,37,161,146,23,49,23,49,0,34,0,34,267,175
QN43,Bellerose,25665,1165,23167,1168,2356,653,1978,562,1558,511,420,244,378,354,56,52,322,352,0,34,0,34,0,34,0,34,142,140
QN44,Glen Oaks-Floral Park-New Hyde Park,22208,1025,20762,1046,1387,379,1288,357,925,292,363,194,86,68,66,66,20,37,13,36,0,32,13,36,0,32,59,81
QN45,Douglas Manor-Douglaston-Little Neck,25335,1040,23101,1059,2127,580,1912,568,1491,493,421,290,193,136,3,32,190,136,22,46,22,46,0,34,0,34,107,114
QN46,Bayside-Bayside Hills,45066,1247,40832,1263,3863,631,3422,592,2806,562,616,199,400,179,184,125,216,135,8,51,0,51,8,51,33,69,371,207
QN47,Ft. Totten-Bay Terrace-Clearview,22660,1187,20574,1257,1889,725,1817,723,1141,493,676,522,72,56,56,49,16,42,0,34,0,34,0,34,0,34,197,252
QN48,Auburndale,20483,859,18656,914,1723,472,1613,467,1507,462,106,65,103,63,35,40,68,57,5,30,0,32,5,30,2,30,104,72
QN49,Whitestone,31839,1217,29567,1251,2170,613,1761,519,1620,503,141,99,409,343,320,330,89,102,0,38,0,38,0,38,0,38,102,150
QN50,Elmhurst-Maspeth,24854,1118,22717,1196,1633,440,1519,434,1503,434,16,37,114,78,66,67,48,51,0,34,0,34,0,34,0,34,504,273
QN51,Murray Hill,50795,1615,45550,1623,4584,812,4156,784,3889,781,267,151,386,196,290,189,96,72,0,50,0,50,0,50,42,67,661,272
QN52,East Flushing,27680,1081,25444,1077,1821,475,1727,464,1626,454,101,110,74,59,39,52,35,50,20,50,0,42,20,50,0,42,415,156
QN53,Woodhaven,58631,1823,51215,1820,6609,985,6202,971,5924,939,278,219,407,211,281,154,126,153,0,54,0,54,0,54,0,54,807,440
QN54,Richmond Hill,64500,1928,58842,1983,4977,793,4467,746,4316,742,151,133,484,216,222,155,262,160,26,81,26,81,0,60,0,60,681,251
QN55,South Ozone Park,79018,2332,72581,2376,5949,1035,5577,1021,5344,1001,233,190,372,190,254,163,118,96,0,62,0,62,0,62,0,62,488,251
QN56,Ozone Park,21870,1319,19569,1216,2258,602,1849,515,1842,515,7,36,248,149,121,101,127,115,161,267,0,36,161,267,0,36,43,40
QN57,Lindenwood-Howard Beach,28511,1196,26632,1162,1879,654,1768,654,1601,636,167,138,111,106,54,72,57,81,0,34,0,34,0,34,0,34,0,34
QN60,Kew Gardens,22644,1073,20263,1111,2179,561,1904,548,1728,525,176,122,257,128,109,68,148,112,0,34,0,34,0,34,18,42,202,86
QN61,Jamaica,50269,1721,44385,1725,5064,710,4843,688,4648,669,195,154,209,145,131,134,78,72,4,50,0,51,4,50,8,51,820,353
QN62,Queensboro Hill,20798,1033,19296,1071,1370,463,1343,463,1215,432,128,131,26,38,12,33,14,35,1,27,1,27,0,29,0,29,132,80
QN63,Woodside,44571,1744,40745,1729,3157,678,2697,655,2578,645,119,79,439,231,200,125,239,196,0,50,0,50,0,50,21,58,669,278
QN66,Laurelton,24945,1079,22481,1116,2272,462,1958,435,1704,412,254,157,257,148,88,53,169,142,41,53,41,53,0,40,16,45,192,148
QN68,Queensbridge-Ravenswood-Long Island City,18230,920,16063,913,1940,445,1636,382,1572,375,64,52,276,134,192,113,84,81,23,40,0,38,23,40,5,38,227,110
QN70,Astoria,74691,1979,65312,1996,8723,905,7073,798,6156,756,917,219,1531,378,736,280,795,251,116,97,41,71,75,91,3,59,656,235
QN71,Old Astoria,26151,1242,22497,1271,3337,529,2900,495,2340,413,560,228,413,132,300,117,113,60,24,39,0,34,24,39,0,34,317,157
QN72,Steinway,48400,1486,43278,1545,4578,598,3749,545,3216,514,533,173,750,214,312,129,438,174,79,80,25,64,54,70,0,51,544,215
QN76,Baisley Park,34005,1313,30826,1275,2773,614,2538,595,2370,580,168,118,222,140,81,71,141,121,11,47,11,47,0,48,2,47,406,264
