area_id,area_name,b06009001,b06009001_moe,b06009002,b06009002_moe,b06009003,b06009003_moe,b06009004,b06009004_moe,b06009005,b06009005_moe,b06009006,b06009006_moe,b06009007,b06009007_moe,b06009008,b06009008_moe,b06009009,b06009009_moe,b06009010,b06009010_moe,b06009011,b06009011_moe,b06009012,b06009012_moe,b06009013,b06009013_moe,b06009014,b06009014_moe,b06009015,b06009015_moe,b06009016,b06009016_moe,b06009017,b06009017_moe,b06009018,b06009018_moe,b06009019,b06009019_moe,b06009020,b06009020_moe,b06009021,b06009021_moe,b06009022,b06009022_moe,b06009023,b06009023_moe,b06009024,b06009024_moe,b06009025,b06009025_moe,b06009026,b06009026_moe,b06009027,b06009027_moe,b06009028,b06009028_moe,b06009029,b06009029_moe,b06009030,b06009030_moe
BK09,Brooklyn Heights-Cobble Hill,18297,814,326,115,1396,373,1923,348,6387,509,8265,628,7053,578,94,67,543,182,900,228,2267,323,3249,423,6755,595,24,39,440,246,312,124,2688,339,3291,381,344,119,14,34,58,52,42,59,30,31,200,92,4145,506,194,90,355,149,669,229,1402,276,1525,309
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,45539,1085,6094,587,13371,820,9331,690,11247,773,5496,572,18031,960,1762,301,7097,594,4387,466,2742,375,2043,300,1536,278,264,148,521,157,332,119,253,105,166,89,760,224,290,130,212,139,112,86,111,81,35,59,25212,1119,3778,483,5541,572,4500,506,8141,720,3252,492
BK19,Brighton Beach,23652,846,3127,422,6067,588,5153,528,6491,584,2814,382,3629,461,356,118,1079,249,1033,239,620,171,541,166,454,146,36,51,107,64,70,55,132,69,109,88,439,164,120,96,101,74,30,45,99,80,89,76,19130,825,2615,400,4780,543,4020,477,5640,567,2075,316
BK21,Seagate-Coney Island,20455,828,6461,593,6428,679,3982,486,2231,354,1353,269,7448,740,1850,340,3028,572,1614,311,648,186,308,127,1967,311,734,198,618,193,379,143,154,98,82,55,1397,317,776,224,393,162,149,101,38,47,41,58,9643,702,3101,443,2389,353,1840,312,1391,291,922,212
BK23,West Brighton,13418,507,1272,291,3846,448,2887,372,3603,493,1810,295,4323,550,251,188,1940,348,1005,251,529,163,598,167,303,109,13,26,34,42,147,89,42,44,67,46,100,63,13,33,0,27,19,31,25,38,43,46,8692,663,995,249,1872,363,1716,300,3007,466,1102,236
BK25,Homecrest,28097,815,4726,527,9237,686,5638,520,5691,498,2805,321,10641,761,658,149,4974,570,2467,395,1586,265,956,176,1220,244,42,50,396,119,288,117,358,131,136,71,461,169,112,90,144,107,123,81,13,51,69,62,15775,854,3914,511,3723,445,2760,340,3734,429,1644,261
BK26,Gravesend,20397,781,5272,548,6709,628,3706,430,2954,403,1756,301,7510,644,1096,235,3437,474,1747,306,656,181,574,163,603,184,136,69,140,82,200,97,88,75,39,48,597,223,346,141,168,112,58,77,7,36,18,38,11687,872,3694,517,2964,502,1701,313,2203,363,1125,263
BK27,Bath Beach,21251,807,5036,561,7147,612,3601,398,3517,450,1950,291,8816,654,1037,207,3814,478,1732,270,1304,284,929,201,628,173,148,85,102,69,208,105,131,91,39,48,423,181,108,64,200,127,61,63,50,53,4,39,11384,795,3743,510,3031,441,1600,281,2032,339,978,208
BK28,Bensonhurst West,60636,1400,18869,1128,19727,947,10078,714,8012,633,3950,396,17906,944,2433,359,7834,652,3927,452,2432,333,1280,221,1356,243,240,123,440,138,283,110,235,122,158,86,1045,228,353,143,255,112,282,136,97,90,58,76,40329,1459,15843,1075,11198,781,5586,506,5248,521,2454,315
BK29,Bensonhurst East,44527,1125,13766,955,13729,855,6950,554,6498,566,3584,410,12577,772,1948,291,5840,576,2279,288,1506,239,1004,197,897,209,124,83,177,86,299,111,216,125,81,67,380,123,124,77,161,80,52,58,30,53,13,50,30673,1186,11570,928,7551,663,4320,470,4746,497,2486,355
BK30,Dyker Heights,31799,962,9343,781,9337,669,5504,467,4662,439,2953,341,12865,693,1099,236,4950,474,3058,389,2242,300,1516,236,1315,247,81,70,243,101,332,106,423,156,236,99,719,188,127,76,248,116,233,107,84,65,27,55,16900,994,8036,747,3896,513,1881,277,1913,312,1174,217
BK31,Bay Ridge,60139,1157,8827,730,13975,843,11471,697,15323,768,10543,622,28182,1035,1974,366,7484,612,6400,505,7081,531,5243,436,5452,521,263,110,753,171,1216,280,1997,277,1223,208,1616,306,424,196,400,141,337,137,261,115,194,105,24889,1130,6166,626,5338,561,3518,415,5984,555,3883,438
