area_id,area_name,b17021001,b17021001_moe,b17021002,b17021002_moe,b17021003,b17021003_moe,b17021004,b17021004_moe,b17021005,b17021005_moe,b17021006,b17021006_moe,b17021007,b17021007_moe,b17021008,b17021008_moe,b17021009,b17021009_moe,b17021010,b17021010_moe,b17021011,b17021011_moe,b17021012,b17021012_moe,b17021013,b17021013_moe,b17021014,b17021014_moe,b17021015,b17021015_moe,b17021016,b17021016_moe,b17021017,b17021017_moe,b17021018,b17021018_moe,b17021019,b17021019_moe,b17021020,b17021020_moe,b17021021,b17021021_moe,b17021022,b17021022_moe,b17021023,b17021023_moe,b17021024,b17021024_moe,b17021025,b17021025_moe,b17021026,b17021026_moe,b17021027,b17021027_moe,b17021028,b17021028_moe,b17021029,b17021029_moe,b17021030,b17021030_moe,b17021031,b17021031_moe,b17021032,b17021032_moe,b17021033,b17021033_moe,b17021034,b17021034_moe,b17021035,b17021035_moe
BK09,Brooklyn Heights-Cobble Hill,22622,1151,2214,557,286,184,193,172,193,172,0,29,93,74,22,35,13,35,9,30,71,71,71,71,0,29,1928,529,642,164,553,154,89,65,1286,494,20408,1074,13265,1162,11889,1089,11874,1087,15,35,1376,453,767,360,742,358,25,29,609,277,604,277,5,28,7143,517,5920,403,4887,388,1033,211,1223,226
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61232,1613,9866,1074,6699,1030,2487,540,2442,538,45,67,4212,901,1380,699,1229,667,151,113,2832,677,2780,676,52,66,3167,398,2413,298,2226,289,187,92,754,247,51366,1656,44282,1776,34904,1791,34860,1790,44,67,9378,1221,2663,675,2516,637,147,113,6715,1028,6614,1017,101,76,7084,560,6134,448,5577,431,557,159,950,277
BK19,Brighton Beach,31461,1318,8477,1023,5080,927,3543,814,3486,814,57,50,1537,497,389,249,368,248,21,42,1148,433,1080,429,68,57,3397,447,2759,327,2546,315,213,100,638,273,22984,1362,19317,1406,14688,1322,14655,1322,33,43,4629,730,1507,518,1464,512,43,54,3122,606,3010,598,112,91,3667,411,3160,339,2862,326,298,112,507,187
BK21,Seagate-Coney Island,29391,1273,9549,1144,6580,1102,2443,617,2378,595,65,74,4137,973,432,343,403,342,29,47,3705,953,3516,897,189,125,2969,444,2101,277,2007,273,94,71,868,331,19842,1272,17698,1297,10711,1244,10676,1242,35,51,6987,1051,842,444,842,444,0,38,6145,1007,5905,982,240,127,2144,358,1687,266,1592,258,95,70,457,225
BK23,West Brighton,15472,690,1820,320,710,259,449,202,449,202,0,27,261,158,17,38,17,38,0,27,244,155,218,147,26,48,1110,209,1057,206,965,197,92,74,53,37,13652,785,11198,880,8560,918,8560,918,0,27,2638,574,419,199,419,199,0,27,2219,558,2199,556,20,29,2454,303,2320,296,2250,299,70,45,134,86
BK25,Homecrest,41755,1455,5853,918,4538,909,3153,725,3114,722,39,54,1385,569,240,145,196,134,44,71,1145,550,1074,553,71,65,1315,217,1143,199,990,178,153,102,172,84,35902,1436,31573,1528,26934,1493,26856,1488,78,77,4639,744,1603,457,1554,449,49,74,3036,604,2943,594,93,71,4329,456,3703,337,3293,312,410,133,626,249
BK26,Gravesend,27710,1254,5556,842,4200,837,2482,651,2404,646,78,58,1718,666,66,72,56,71,10,38,1652,665,1576,661,76,63,1356,255,1255,244,1225,244,30,39,101,70,22154,1251,19696,1363,15291,1353,15219,1349,72,56,4405,719,1027,346,993,334,34,43,3378,626,3259,605,119,75,2458,365,2336,326,2210,307,126,105,122,99
BK27,Bath Beach,29100,1245,4542,776,3569,757,2635,683,2607,682,28,48,934,350,86,76,67,75,19,41,848,343,781,327,67,63,973,212,715,152,597,133,118,77,258,127,24558,1286,21391,1396,17381,1341,17315,1335,66,59,4010,703,1320,392,1275,376,45,65,2690,589,2523,555,167,110,3167,425,2560,285,2156,257,404,135,607,259
BK28,Bensonhurst West,86400,2162,15495,1494,12378,1449,9512,1318,9368,1308,144,102,2866,643,1049,370,784,321,265,122,1817,535,1714,513,103,94,3117,480,2030,269,1714,247,316,128,1087,360,70905,2176,62889,2320,50399,2211,49988,2180,411,223,12490,1325,4380,864,4142,823,238,135,8110,1084,7882,1069,228,111,8016,667,6261,438,5223,398,1038,216,1755,397
BK29,Bensonhurst East,60961,1647,9822,1121,8061,1107,6094,1007,5976,999,118,92,1967,505,629,233,515,225,114,78,1338,456,1241,450,97,76,1761,277,1407,209,1219,188,188,102,354,143,51139,1692,45701,1833,36158,1862,35827,1849,331,174,9543,1163,3335,701,3273,689,62,59,6208,944,5917,915,291,136,5438,537,4541,391,3960,370,581,166,897,290
BK30,Dyker Heights,44872,1501,6448,1005,5616,994,4114,864,3965,845,149,89,1502,481,411,239,251,187,160,109,1091,415,1034,403,57,55,832,181,560,133,491,127,69,56,272,128,38424,1578,33801,1690,27281,1694,27113,1680,168,122,6520,920,2368,630,2309,615,59,62,4152,727,3975,709,177,89,4623,541,3467,323,2560,278,907,207,1156,321
BK31,Bay Ridge,83650,1986,12890,1417,9516,1372,7173,1246,7011,1234,162,112,2343,615,509,238,297,209,212,131,1834,569,1695,555,139,119,3374,395,2386,283,2084,267,302,109,988,237,70760,1997,55336,2214,42683,2118,42573,2108,110,95,12653,1342,3403,717,3326,711,77,84,9250,1157,8905,1135,345,145,15424,728,13155,560,11114,532,2041,272,2269,343
BK32,Sunset Park West,52400,1674,13848,1378,10981,1346,5937,1077,5619,1078,318,134,5044,983,1405,587,1049,513,356,128,3639,789,3529,781,110,84,2867,463,1565,245,1199,214,366,131,1302,354,38552,1719,32292,1834,21364,1797,20848,1781,516,258,10928,1316,3851,845,3576,805,275,140,7077,1045,6604,995,473,156,6260,637,4074,367,2528,307,1546,235,2186,400
BK33,Carroll Gardens-Columbia Street-Red Hook,38926,1305,5814,810,3910,817,790,316,736,313,54,63,3120,749,865,499,797,491,68,60,2255,666,2226,663,29,50,1904,313,1413,250,1197,236,216,107,491,171,33112,1348,23318,1497,17125,1323,17102,1324,23,49,6193,999,1028,357,937,333,91,73,5165,986,5070,970,95,81,9794,754,7073,478,4800,421,2273,309,2721,423
BK34,Sunset Park East,71000,2035,22037,1653,19431,1675,12927,1475,11718,1421,1209,316,6504,1020,2207,675,1785,635,422,173,4297,802,3906,775,391,155,2606,406,1896,282,1464,246,432,144,710,235,48963,2069,44538,2117,31322,2145,30065,2071,1257,337,13216,1386,5665,1000,4985,892,680,267,7551,1056,7101,1024,450,178,4425,507,3052,326,2232,292,820,179,1373,308
BK35,Stuyvesant Heights,64019,2068,17983,1603,13819,1595,2839,787,2613,771,226,163,10980,1428,1311,470,1079,422,232,113,9669,1374,9200,1345,469,161,4164,451,3073,341,2812,328,261,114,1091,277,46036,2096,37694,2193,15540,1696,15394,1683,146,95,22154,1810,3958,767,3799,750,159,90,18196,1742,17529,1708,667,247,8342,675,6630,481,5399,449,1231,236,1712,367
BK37,Park Slope-Gowanus,72623,1872,5347,790,2579,701,1117,481,986,466,131,111,1462,503,487,237,361,222,126,95,975,451,839,432,136,97,2768,390,1467,269,1095,242,372,134,1301,266,67276,1883,46620,2133,37224,1955,37113,1953,111,76,9396,1255,2893,694,2637,651,256,117,6503,1074,6134,1022,369,129,20656,1112,13657,642,8068,547,5589,470,6999,672
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34501,1222,7401,900,4163,750,667,310,626,307,41,59,3496,707,167,140,157,139,10,44,3329,698,3316,697,13,42,3238,529,1517,234,1245,214,272,97,1721,461,27100,1251,18004,1308,11870,1135,11835,1133,35,46,6134,887,881,286,836,270,45,51,5253,861,5109,847,144,84,9096,652,6176,384,4053,340,2123,274,2920,413
BK40,Windsor Terrace,22554,968,2793,711,2004,696,1093,578,1061,574,32,43,911,449,344,223,256,214,88,69,567,396,536,392,31,58,789,206,560,165,475,153,85,60,229,95,19761,863,15183,1008,11876,978,11807,977,69,71,3307,652,1044,406,921,347,123,94,2263,570,2010,475,253,161,4578,464,3483,311,2591,285,892,175,1095,258
BK41,Kensington-Ocean Parkway,35970,1493,9475,1363,8059,1344,6613,1159,6560,1162,53,57,1446,705,310,171,285,170,25,43,1136,682,1106,682,30,48,1416,286,926,190,820,187,106,67,490,219,26495,1571,22525,1657,17298,1599,17228,1595,70,85,5227,970,1975,617,1857,597,118,78,3252,783,3142,755,110,123,3970,466,3085,346,2333,309,752,186,885,219
BK42,Flatbush,104640,2567,23628,1975,18673,1941,9412,1464,9150,1460,262,131,9261,1349,1472,550,1219,502,253,141,7789,1228,7331,1189,458,188,4955,576,3580,398,3107,371,473,162,1375,338,81012,2619,68253,2842,38761,2565,38450,2550,311,209,29492,2161,7401,1292,7098,1226,303,144,22091,1884,21275,1825,816,246,12759,948,10137,618,8242,569,1895,322,2622,552
BK43,Midwood,51101,1607,10600,1265,7945,1282,5770,1113,5646,1117,124,121,2175,637,220,163,174,157,46,65,1955,620,1848,600,107,97,2655,329,2216,274,2067,265,149,93,439,160,40501,1631,35857,1708,30102,1645,30005,1640,97,74,5755,924,2253,734,2218,731,35,63,3502,644,3438,638,64,84,4644,466,3914,350,3348,331,566,161,730,219
BK44,Madison,39967,1276,4638,650,3293,631,2434,576,2422,573,12,48,859,309,297,224,240,219,57,67,562,223,519,223,43,53,1345,253,1053,171,946,158,107,83,292,167,35329,1357,31502,1492,26349,1506,26344,1506,5,46,5153,778,1551,434,1473,412,78,83,3602,666,3543,658,59,77,3827,368,3504,323,3217,306,287,105,323,132
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48349,1473,3805,866,3018,851,2120,791,2089,790,31,61,898,332,336,231,264,229,72,65,562,248,496,237,66,67,787,178,686,157,617,148,69,72,101,93,44544,1464,41214,1596,33285,1608,33155,1606,130,91,7929,1091,1890,482,1843,480,47,71,6039,1000,5801,965,238,121,3330,351,3133,335,2941,331,192,100,197,90
BK46,Ocean Parkway South,19516,1095,2618,597,1995,593,1622,578,1615,578,7,35,373,156,102,94,69,87,33,52,271,128,258,127,13,39,623,157,548,134,471,125,77,60,75,58,16898,1132,15449,1177,12752,1131,12734,1132,18,42,2697,555,900,353,846,326,54,91,1797,427,1763,421,34,41,1449,211,1319,181,1218,177,101,67,130,78
BK50,Canarsie,85589,2075,12573,1258,10032,1187,2199,628,2064,627,135,104,7833,1015,1144,462,1060,454,84,83,6689,925,6417,924,272,121,2541,453,1319,216,1140,194,179,114,1222,407,73016,2178,67158,2326,39501,2255,39368,2251,133,86,27657,1852,5742,1002,5460,962,282,124,21915,1611,21371,1572,544,162,5858,511,4789,394,4246,378,543,142,1069,280
BK58,Flatlands,70673,1710,7947,1088,6770,1078,2701,714,2576,704,125,90,4069,839,421,192,289,170,132,91,3648,822,3306,781,342,168,1177,202,896,181,762,166,134,91,281,97,62726,1763,57607,1912,34334,1915,34248,1911,86,81,23273,1621,4125,815,4004,801,121,84,19148,1482,18821,1464,327,122,5119,413,4608,370,4203,361,405,116,511,145
BK60,Prospect Lefferts Gardens-Wingate,68604,2199,14732,1596,10771,1475,2706,919,2563,894,143,120,8065,1285,1019,451,869,405,150,134,7046,1201,6567,1180,479,203,3961,573,2357,347,1893,310,464,157,1604,443,53872,2322,44274,2481,21337,2120,21236,2114,101,87,22937,1870,4664,929,4436,887,228,116,18273,1764,17783,1741,490,173,9598,746,7640,555,6476,527,1164,258,1958,406
