area_id,area_name,b08009001,b08009001_moe,b08009002,b08009002_moe,b08009003,b08009003_moe,b08009004,b08009004_moe,b08009005,b08009005_moe,b08009006,b08009006_moe,b08009007,b08009007_moe,b08009008,b08009008_moe,b08009009,b08009009_moe,b08009010,b08009010_moe,b08009011,b08009011_moe,b08009012,b08009012_moe,b08009013,b08009013_moe,b08009014,b08009014_moe,b08009015,b08009015_moe
BK09,Brooklyn Heights-Cobble Hill,13874,749,13874,749,4235,485,9639,636,0,29,7141,518,7141,518,2094,339,5047,430,0,29,6733,437,6733,437,2141,309,4592,384,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,26453,977,26453,977,14853,868,11600,787,0,55,13498,614,13498,614,7041,546,6457,534,0,55,12955,686,12955,686,7812,595,5143,474,0,55
BK19,Brighton Beach,12761,756,12761,756,7563,662,5198,516,0,38,6586,538,6586,538,3615,462,2971,362,0,38,6175,476,6175,476,3948,434,2227,306,0,38
BK21,Seagate-Coney Island,9500,713,9500,713,6571,626,2929,384,0,38,4623,492,4623,492,3221,410,1402,281,0,38,4877,463,4877,463,3350,401,1527,264,0,38
BK23,West Brighton,6090,648,6090,648,3380,453,2710,396,0,27,2643,381,2643,381,1267,272,1376,291,0,27,3447,418,3447,418,2113,357,1334,270,0,27
BK25,Homecrest,16159,803,16159,803,9606,691,6553,528,0,48,9518,550,9518,550,5367,482,4151,414,0,48,6641,480,6641,480,4239,413,2402,292,0,48
BK26,Gravesend,10448,693,10448,693,5877,573,4571,450,0,36,5274,461,5274,461,2915,378,2359,330,0,36,5174,452,5174,452,2962,357,2212,295,0,36
BK27,Bath Beach,12087,821,12087,821,6699,623,5388,566,0,40,6838,553,6838,553,3626,430,3212,398,0,40,5249,464,5249,464,3073,368,2176,285,0,40
BK28,Bensonhurst West,35692,1257,35692,1257,19163,995,16529,857,0,64,20431,911,20431,911,11093,758,9338,614,0,64,15261,745,15261,745,8070,580,7191,535,0,64
BK29,Bensonhurst East,26066,1044,26066,1044,14447,837,11619,704,0,51,15107,702,15107,702,8167,584,6940,532,0,51,10959,654,10959,654,6280,529,4679,407,0,51
BK30,Dyker Heights,19282,889,19282,889,10268,702,9014,634,0,51,10623,645,10623,645,5328,518,5295,438,0,51,8659,565,8659,565,4940,458,3719,391,0,51
BK31,Bay Ridge,38152,1038,38152,1038,17785,862,20367,840,0,66,20914,776,20914,776,9324,596,11590,664,0,66,17238,698,17238,698,8461,554,8777,529,0,66
BK32,Sunset Park West,24481,1068,24481,1068,12683,847,11798,767,0,49,14733,882,14733,882,7320,668,7413,624,0,49,9748,599,9748,599,5363,468,4385,415,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,20902,852,20902,852,8297,659,12605,647,0,45,9997,607,9997,607,4131,445,5866,454,0,45,10905,660,10905,660,4166,439,6739,506,0,45
BK34,Sunset Park East,30563,1195,30563,1195,16184,941,14379,885,0,59,18115,927,18115,927,9011,722,9104,692,0,59,12448,634,12448,634,7173,516,5275,445,0,59
BK35,Stuyvesant Heights,24863,1124,24863,1124,12055,785,12808,819,0,51,11309,767,11309,767,5228,550,6081,562,0,51,13554,728,13554,728,6827,550,6727,539,0,51
BK37,Park Slope-Gowanus,44495,1267,44495,1267,15179,877,29316,1111,0,58,22218,924,22218,924,7234,605,14984,820,0,58,22277,876,22277,876,7945,603,14332,737,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,17780,739,17780,739,6019,558,11761,621,0,42,8708,526,8708,526,3082,384,5626,417,0,42,9072,510,9072,510,2937,361,6135,430,0,42
BK40,Windsor Terrace,12724,622,12724,622,4938,475,7786,583,0,32,6462,410,6462,410,2360,305,4102,388,0,32,6262,418,6262,418,2578,310,3684,382,0,32
BK41,Kensington-Ocean Parkway,15029,757,15029,757,7631,581,7398,613,0,40,8334,592,8334,592,3892,401,4442,485,0,40,6695,504,6695,504,3739,420,2956,377,0,40
BK42,Flatbush,46652,1474,46652,1474,25425,1197,21227,1076,0,68,23154,1082,23154,1082,12446,840,10708,793,0,68,23498,911,23498,911,12979,765,10519,704,0,68
BK43,Midwood,19836,826,19836,826,11674,659,8162,607,0,51,10648,571,10648,571,5692,440,4956,437,0,51,9188,518,9188,518,5982,447,3206,366,0,51
BK44,Madison,17314,691,17314,691,9831,619,7483,540,0,46,9629,513,9629,513,5159,458,4470,402,0,46,7685,457,7685,457,4672,376,3013,352,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,20634,784,20634,784,13134,718,7500,566,0,55,10849,528,10849,528,6446,472,4403,398,0,55,9785,560,9785,560,6688,514,3097,351,0,55
BK46,Ocean Parkway South,7274,510,7274,510,4300,434,2974,331,0,36,4295,377,4295,377,2288,323,2007,250,0,36,2979,301,2979,301,2012,249,967,189,0,36
BK50,Canarsie,39874,1205,39874,1205,21856,1001,18018,865,0,70,17466,807,17466,807,9065,640,8401,587,0,70,22408,783,22408,783,12791,683,9617,580,0,70
BK58,Flatlands,32795,1056,32795,1056,19130,866,13665,768,0,62,15359,734,15359,734,8521,591,6838,519,0,62,17436,690,17436,690,10609,610,6827,501,0,62
BK60,Prospect Lefferts Gardens-Wingate,30733,1183,30733,1183,15676,912,15057,906,0,58,13501,810,13501,810,6566,593,6935,639,0,58,17232,846,17232,846,9110,691,8122,631,0,58
BK61,Crown Heights North,42278,1383,42278,1383,20425,1047,21853,1002,0,67,18816,1023,18816,1023,9254,774,9562,705,0,67,23462,936,23462,936,11171,682,12291,750,0,67
BK63,Crown Heights South,16453,832,16453,832,9039,602,7414,654,0,40,7720,597,7720,597,4069,424,3651,483,0,40,8733,557,8733,557,4970,438,3763,415,0,40
BK64,Prospect Heights,12764,709,12764,709,3942,449,8822,612,0,32,6022,437,6022,437,1780,272,4242,362,0,32,6742,556,6742,556,2162,352,4580,459,0,32
BK68,Fort Greene,13156,682,13156,682,4973,519,8183,553,0,38,5758,546,5758,546,2123,389,3635,404,0,38,7398,442,7398,442,2850,333,4548,395,0,38
BK69,Clinton Hill,18744,978,18744,978,7054,614,11690,824,0,40,9234,676,9234,676,3261,403,5973,570,0,40,9510,593,9510,593,3793,406,5717,464,0,40
BK72,Williamsburg,7885,468,7885,468,5919,412,1966,308,0,36,4878,360,4878,360,3692,336,1186,233,0,36,3007,308,3007,308,2227,274,780,188,0,36
BK73,North Side-South Side,24791,997,24791,997,9330,698,15461,869,0,48,12928,736,12928,736,4857,514,8071,606,0,48,11863,724,11863,724,4473,447,7390,609,0,48
BK75,Bedford,26767,1099,26767,1099,13734,801,13033,811,0,56,13409,805,13409,805,7059,601,6350,567,0,56,13358,699,13358,699,6675,517,6683,516,0,56
BK76,Greenpoint,19586,865,19586,865,6950,580,12636,769,0,42,10209,624,10209,624,4013,440,6196,526,0,42,9377,570,9377,570,2937,359,6440,524,0,42
BK77,Bushwick North,27048,1208,27048,1208,13142,929,13906,928,0,54,15949,979,15949,979,7893,749,8056,720,0,54,11099,644,11099,644,5249,486,5850,514,0,54
BK78,Bushwick South,29114,1275,29114,1275,13947,950,15167,941,0,56,15008,969,15008,969,6677,655,8331,739,0,56,14106,750,14106,750,7270,617,6836,547,0,56
BK79,Ocean Hill,12065,728,12065,728,6024,532,6041,509,0,38,5197,479,5197,479,2295,352,2902,347,0,38,6868,533,6868,533,3729,395,3139,382,0,38
BK81,Brownsville,17560,883,17560,883,9911,687,7649,587,0,51,6120,544,6120,544,3304,405,2816,372,0,51,11440,660,11440,660,6607,544,4833,442,0,51
BK82,East New York,31629,1265,31629,1265,15962,921,15667,918,0,65,13644,844,13644,844,6801,629,6843,596,0,65,17985,824,17985,824,9161,635,8824,628,0,65
BK83,Cypress Hills-City Line,18767,953,18767,953,8290,684,10477,757,0,49,10046,675,10046,675,4298,503,5748,494,0,49,8721,544,8721,544,3992,395,4729,458,0,49
BK85,East New York (Pennsylvania Ave),10354,680,10354,680,5424,516,4930,497,0,36,4544,477,4544,477,2216,328,2328,353,0,36,5810,438,5810,438,3208,365,2602,319,0,36
BK88,Borough Park,34527,1194,34527,1194,24999,1105,9528,693,0,68,20317,881,20317,881,13815,812,6502,532,0,68,14210,723,14210,723,11184,666,3026,360,0,68
BK90,East Williamsburg,17790,858,17790,858,5739,569,12051,745,0,40,8751,659,8751,659,2777,412,5974,548,0,40,9039,553,9039,553,2962,360,6077,487,0,40
BK91,East Flatbush-Farragut,24537,965,24537,965,13000,762,11537,750,0,54,10644,626,10644,626,5082,480,5562,497,0,54,13893,686,13893,686,7918,564,5975,496,0,54
BK93,Starrett City,4138,466,4138,466,2538,345,1600,376,0,24,1128,310,1128,310,688,221,440,197,0,24,3010,355,3010,355,1850,296,1160,326,0,24
BK95,Erasmus,12764,755,12764,755,6572,579,6192,548,0,36,5516,526,5516,526,2843,392,2673,362,0,36,7248,518,7248,518,3729,395,3519,399,0,36
BK96,Rugby-Remsen Village,24971,1047,24971,1047,13226,814,11745,748,0,54,10586,683,10586,683,5462,538,5124,506,0,54,14385,731,14385,731,7764,581,6621,510,0,54
BK99,park-cemetery-etc-Brooklyn,211,117,211,117,102,77,109,94,0,40,107,73,107,73,63,65,44,57,0,40,104,76,104,76,39,58,65,64,0,40
BX01,Claremont-Bathgate,8314,691,8314,691,4081,481,4233,506,0,40,3882,476,3882,476,1491,268,2391,383,0,40,4432,426,4432,426,2590,347,1842,291,0,40
BX03,Eastchester-Edenwald-Baychester,14477,961,14477,961,7149,751,7328,761,0,40,6030,623,6030,623,2904,469,3126,467,0,40,8447,693,8447,693,4245,532,4202,535,0,40
