GEOID10,TRBL_10,TRBL_STR_10,TRACT_10,BLOCK_10,BG,TRBG_10,WATER,URBAN_VILLAGE_NUMBER,URBAN_VILLAGE_NAME,URBAN_VILLAGE_TYPE,CRA_NO,CRA_NAME,NEIGHBORHOODS_INCLUDED,NEIGHBORHOOD_DISTRICT_NUMBER,NEIGHBORHOOD_DISTRICT_NAME
530330054001006,5400.1006,5400.1006,5400,1006,1,5400.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054001015,5400.1015,5400.1015,5400,1015,1,5400.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054001007,5400.1007,5400.1007,5400,1007,1,5400.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330051003006,5100.3006,5100.3006,5100,3006,3,5100.3,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330051001008,5100.1008,5100.1008,5100,1008,1,5100.1,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330051001023,5100.1023,5100.1023,5100,1023,1,5100.1,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330051001010,5100.101,5100.1010,5100,1010,1,5100.1,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330051002019,5100.2019,5100.2019,5100,2019,2,5100.2,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330051003008,5100.3008,5100.3008,5100,3008,3,5100.3,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330054001013,5400.1013,5400.1013,5400,1013,1,5400.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054001018,5400.1018,5400.1018,5400,1018,1,5400.1,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054003025,5400.3025,5400.3025,5400,3025,3,5400.3,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054002024,5400.2024,5400.2024,5400,2024,2,5400.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330051001000,5100.1,5100.1000,5100,1000,1,5100.1,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330054002018,5400.2018,5400.2018,5400,2018,2,5400.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330052004006,5200.4006,5200.4006,5200,4006,4,5200.4,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330052004010,5200.401,5200.4010,5200,4010,4,5200.4,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330041004016,4100.4016,4100.4016,4100,4016,4,4100.4,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330063004008,6300.4008,6300.4008,6300,4008,4,6300.4,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330063003015,6300.3015,6300.3015,6300,3015,3,6300.3,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330063002016,6300.2016,6300.2016,6300,2016,2,6300.2,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330063002021,6300.2021,6300.2021,6300,2021,2,6300.2,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330063002032,6300.2032,6300.2032,6300,2032,2,6300.2,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330078004015,7800.4015,7800.4015,7800,4015,4,7800.4,0,0,Outside Villages,Outside Villages,5.1,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",5,Central
530330057001043,5700.1043,5700.1043,5700,1043,1,5700.1,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330099004045,9900.4045,9900.4045,9900,4045,4,9900.4,0,502,Greater Duwamish,Manufacturing Industrial,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330049002037,4900.2037,4900.2037,4900,2037,2,4900.2,0,302,Fremont,Hub Urban Village,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330114021031,11402.1031,11402.1031,11402,1031,1,11402.1,0,127,Westwood-Highland Park,Residential Urban Village,2.4,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",2,Delridge Neighborhoods
530330045002017,4500.2017,4500.2017,4500,2017,2,4500.2,0,0,Outside Villages,Outside Villages,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330093003130,9300.313,9300.3130,9300,3130,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330070003015,7000.3015,7000.3015,7000,3015,3,7000.3,0,412,Uptown,Urban Center,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330099002026,9900.2026,9900.2026,9900,2026,2,9900.2,0,0,Outside Villages,Outside Villages,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330093002072,9300.2072,9300.2072,9300,2072,2,9300.2,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330093003019,9300.3019,9300.3019,9300,3019,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330119005005,11900.5005,11900.5005,11900,5005,5,11900.5,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330119004014,11900.4014,11900.4014,11900,4014,4,11900.4,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330015001021,1500.1021,1500.1021,1500,1021,1,1500.1,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330016002010,1600.201,1600.2010,1600,2010,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330016001021,1600.1021,1600.1021,1600,1021,1,1600.1,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330031003003,3100.3003,3100.3003,3100,3003,3,3100.3,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330031001001,3100.1001,3100.1001,3100,1001,1,3100.1,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330031001014,3100.1014,3100.1014,3100,1014,1,3100.1,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330063001003,6300.1003,6300.1003,6300,1003,1,6300.1,1,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330097014028,9701.4028,9701.4028,9701,4028,4,9701.4,0,0,Outside Villages,Outside Villages,1.4,Alki/Admiral,"Alki, Admiral",1,Southwest
530330081002020,8100.202,8100.2020,8100,2020,2,8100.2,0,413.3,Commercial Core,Urban Center Village,13.2,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",13,Downtown
530330083002009,8300.2009,8300.2009,8300,2009,2,8300.2,0,414.2,Pike/Pine,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330099004051,9900.4051,9900.4051,9900,4051,4,9900.4,0,0,Outside Villages,Outside Villages,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330099004079,9900.4079,9900.4079,9900,4079,4,9900.4,0,502,Greater Duwamish,Manufacturing Industrial,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330099004078,9900.4078,9900.4078,9900,4078,4,9900.4,1,502,Greater Duwamish,Manufacturing Industrial,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330093002062,9300.2062,9300.2062,9300,2062,2,9300.2,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330050003013,5000.3013,5000.3013,5000,3013,3,5000.3,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330050003001,5000.3001,5000.3001,5000,3001,3,5000.3,0,203,Wallingford,Residential Urban Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330054004006,5400.4006,5400.4006,5400,4006,4,5400.4,0,203,Wallingford,Residential Urban Village,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054004017,5400.4017,5400.4017,5400,4017,4,5400.4,0,302,Fremont,Hub Urban Village,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330049002035,4900.2035,4900.2035,4900,2035,2,4900.2,0,302,Fremont,Hub Urban Village,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330060002010,6000.201,6000.2010,6000,2010,2,6000.2,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330039002019,3900.2019,3900.2019,3900,2019,2,3900.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330042003001,4200.3001,4200.3001,4200,3001,3,4200.3,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042001019,4200.1019,4200.1019,4200,1019,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042002017,4200.2017,4200.2017,4200,2017,2,4200.2,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330022004009,2200.4009,2200.4009,2200,4009,4,2200.4,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330065001022,6500.1022,6500.1022,6500,1022,1,6500.1,0,0,Outside Villages,Outside Villages,6.3,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",6,East
530330065001023,6500.1023,6500.1023,6500,1023,1,6500.1,0,0,Outside Villages,Outside Villages,6.3,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",6,East
530330065001028,6500.1028,6500.1028,6500,1028,1,6500.1,0,0,Outside Villages,Outside Villages,6.3,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",6,East
530330065002006,6500.2006,6500.2006,6500,2006,2,6500.2,0,414.1,Capitol Hill,Urban Center Village,6.3,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",6,East
530330073001023,7300.1023,7300.1023,7300,1023,1,7300.1,0,312,South Lake Union,Urban Center,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330073001024,7300.1024,7300.1024,7300,1024,1,7300.1,0,312,South Lake Union,Urban Center,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330083002006,8300.2006,8300.2006,8300,2006,2,8300.2,0,413.2,Denny Triangle,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330082001024,8200.1024,8200.1024,8200,1024,1,8200.1,0,414.3,First Hill,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330082001025,8200.1025,8200.1025,8200,1025,1,8200.1,0,414.3,First Hill,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330082002003,8200.2003,8200.2003,8200,2003,2,8200.2,0,414.3,First Hill,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330082001031,8200.1031,8200.1031,8200,1031,1,8200.1,0,413.3,Commercial Core,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330083001002,8300.1002,8300.1002,8300,1002,1,8300.1,0,414.3,First Hill,Urban Center Village,6.1,First Hill,"First Hill, Yesler Terrace, Squire Park",6,East
530330081002024,8100.2024,8100.2024,8100,2024,2,8100.2,0,413.3,Commercial Core,Urban Center Village,13.2,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",13,Downtown
530330092002022,9200.2022,9200.2022,9200,2022,2,9200.2,0,413.4,Pioneer Square,Urban Center Village,13.3,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",13,Downtown
530330093002007,9300.2007,9300.2007,9300,2007,2,9300.2,0,413.4,Pioneer Square,Urban Center Village,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330092002003,9200.2003,9200.2003,9200,2003,2,9200.2,0,413.4,Pioneer Square,Urban Center Village,13.3,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",13,Downtown
530330094002027,9400.2027,9400.2027,9400,2027,2,9400.2,0,0,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",3,Greater Duwamish
530330110021008,11002.1008,11002.1008,11002,1008,1,11002.1,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330059001010,5900.101,5900.1010,5900,1010,1,5900.1,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330081001022,8100.1022,8100.1022,8100,1022,1,8100.1,0,413.3,Commercial Core,Urban Center Village,13.2,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",13,Downtown
530330032006008,3200.6008,3200.6008,3200,6008,6,3200.6,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330107011003,10701.1003,10701.1003,10701,1003,1,10701.1,0,0,Outside Villages,Outside Villages,2.2,High Point,"High Point, Delridge",2,Delridge Neighborhoods
530330095001027,9500.1027,9500.1027,9500,1027,1,9500.1,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330060001007,6000.1007,6000.1007,6000,1007,1,6000.1,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330080013011,8001.3011,8001.3011,8001,3011,3,8001.3,0,413.1,Belltown,Urban Center Village,13.1,Belltown,"Belltown, Denny Regrade",13,Downtown
530330093003095,9300.3095,9300.3095,9300,3095,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330073002027,7300.2027,7300.2027,7300,2027,2,7300.2,0,413.2,Denny Triangle,Urban Center Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330041005009,4100.5009,4100.5009,4100,5009,5,4100.5,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330006004008,600.4008,600.4008,600,4008,4,600.4,0,301,Northgate,Urban Center,9.5,Haller Lake,"Haller Lake, Pinehurst",9,Northwest
530330071001005,7100.1005,7100.1005,7100,1005,1,7100.1,0,412,Uptown,Urban Center,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330101004007,10100.4007,10100.4007,10100,4007,4,10100.4,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330060003004,6000.3004,6000.3004,6000,3004,3,6000.3,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330031003013,3100.3013,3100.3013,3100,3013,3,3100.3,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330032001008,3200.1008,3200.1008,3200,1008,1,3200.1,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330032002009,3200.2009,3200.2009,3200,2009,2,3200.2,0,303,Ballard,Hub Urban Village,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330047004010,4700.401,4700.4010,4700,4010,4,4700.4,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330033004000,3300.4,3300.4000,3300,4000,4,3300.4,0,0,Outside Villages,Outside Villages,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330033005009,3300.5009,3300.5009,3300,5009,5,3300.5,0,0,Outside Villages,Outside Villages,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330033003020,3300.302,3300.3020,3300,3020,3,3300.3,0,303,Ballard,Hub Urban Village,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330047004008,4700.4008,4700.4008,4700,4008,4,4700.4,0,303,Ballard,Hub Urban Village,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330047004012,4700.4012,4700.4012,4700,4012,4,4700.4,0,303,Ballard,Hub Urban Village,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330047004004,4700.4004,4700.4004,4700,4004,4,4700.4,0,303,Ballard,Hub Urban Village,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330047003004,4700.3004,4700.3004,4700,3004,3,4700.3,0,303,Ballard,Hub Urban Village,10.4,Ballard,"Ballard, West Woodland, Adams",10,Ballard
530330030002005,3000.2005,3000.2005,3000,2005,2,3000.2,0,103,Crown Hill,Residential Urban Village,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330030004016,3000.4016,3000.4016,3000,4016,4,3000.4,0,0,Outside Villages,Outside Villages,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330030004010,3000.401,3000.4010,3000,4010,4,3000.4,0,0,Outside Villages,Outside Villages,10.2,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",10,Ballard
530330022004004,2200.4004,2200.4004,2200,4004,4,2200.4,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330022004002,2200.4002,2200.4002,2200,4002,4,2200.4,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330040002001,4000.2001,4000.2001,4000,2001,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330040002006,4000.2006,4000.2006,4000,2006,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330040002007,4000.2007,4000.2007,4000,2007,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330040002008,4000.2008,4000.2008,4000,2008,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330040001018,4000.1018,4000.1018,4000,1018,1,4000.1,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330040001022,4000.1022,4000.1022,4000,1022,1,4000.1,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330042001013,4200.1013,4200.1013,4200,1013,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330039002008,3900.2008,3900.2008,3900,2008,2,3900.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330041004012,4100.4012,4100.4012,4100,4012,4,4100.4,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330041002028,4100.2028,4100.2028,4100,2028,2,4100.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330041002020,4100.202,4100.2020,4100,2020,2,4100.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330112002018,11200.2018,11200.2018,11200,2018,2,11200.2,0,502,Greater Duwamish,Manufacturing Industrial,3.1,South Park,South Park,3,Greater Duwamish
530330112002021,11200.2021,11200.2021,11200,2021,2,11200.2,0,502,Greater Duwamish,Manufacturing Industrial,3.1,South Park,South Park,3,Greater Duwamish
530330112002054,11200.2054,11200.2054,11200,2054,2,11200.2,0,128,South Park,Residential Urban Village,3.1,South Park,South Park,3,Greater Duwamish
530330112002056,11200.2056,11200.2056,11200,2056,2,11200.2,0,128,South Park,Residential Urban Village,3.1,South Park,South Park,3,Greater Duwamish
530330075004019,7500.4019,7500.4019,7500,4019,4,7500.4,0,414.2,Pike/Pine,Urban Center Village,6.2,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",6,East
530330001002004,100.2004,100.2004,100,2004,2,100.2,0,0,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,North
530330089003003,8900.3003,8900.3003,8900,3003,3,8900.3,0,0,Outside Villages,Outside Villages,5.1,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",5,Central
530330028004001,2800.4001,2800.4001,2800,4001,4,2800.4,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330029002025,2900.2025,2900.2025,2900,2025,2,2900.2,0,102,Greenwood-Phinney Ridge,Residential Urban Village,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330028003012,2800.3012,2800.3012,2800,3012,3,2800.3,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330028003007,2800.3007,2800.3007,2800,3007,3,2800.3,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330028001007,2800.1007,2800.1007,2800,1007,1,2800.1,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330027004017,2700.4017,2700.4017,2700,4017,4,2700.4,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330035001010,3500.101,3500.1010,3500,1010,1,3500.1,0,102,Greenwood-Phinney Ridge,Residential Urban Village,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330035002036,3500.2036,3500.2036,3500,2036,2,3500.2,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330035001026,3500.1026,3500.1026,3500,1026,1,3500.1,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330035002032,3500.2032,3500.2032,3500,2032,2,3500.2,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330035002005,3500.2005,3500.2005,3500,2005,2,3500.2,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330035002019,3500.2019,3500.2019,3500,2019,2,3500.2,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330074013009,7401.3009,7401.3009,7401,3009,3,7401.3,0,414.1,Capitol Hill,Urban Center Village,6.2,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",6,East
530330066001016,6600.1016,6600.1016,6600,1016,1,6600.1,0,414.1,Capitol Hill,Urban Center Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330074014003,7401.4003,7401.4003,7401,4003,4,7401.4,0,414.1,Capitol Hill,Urban Center Village,6.2,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",6,East
