GEOID10,TRBL_10,TRBL_STR_10,TRACT_10,BLOCK_10,BG,TRBG_10,WATER,URBAN_VILLAGE_NUMBER,URBAN_VILLAGE_NAME,URBAN_VILLAGE_TYPE,CRA_NO,CRA_NAME,NEIGHBORHOODS_INCLUDED,NEIGHBORHOOD_DISTRICT_NUMBER,NEIGHBORHOOD_DISTRICT_NAME
530330069001009,6900.1009,6900.1009,6900,1009,1,6900.1,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330116003013,11600.3013,11600.3013,11600,3013,3,11600.3,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330116005021,11600.5021,11600.5021,11600,5021,5,11600.5,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330120003019,12000.3019,12000.3019,12000,3019,3,12000.3,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330115002007,11500.2007,11500.2007,11500,2007,2,11500.2,0,0,Outside Villages,Outside Villages,2.4,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",2,Delridge Neighborhoods
530330115002009,11500.2009,11500.2009,11500,2009,2,11500.2,0,0,Outside Villages,Outside Villages,2.4,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",2,Delridge Neighborhoods
530330120002009,12000.2009,12000.2009,12000,2009,2,12000.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330121002005,12100.2005,12100.2005,12100,2005,2,12100.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330120002020,12000.202,12000.2020,12000,2020,2,12000.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330121002014,12100.2014,12100.2014,12100,2014,2,12100.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330121002012,12100.2012,12100.2012,12100,2012,2,12100.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330121002006,12100.2006,12100.2006,12100,2006,2,12100.2,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330120001017,12000.1017,12000.1017,12000,1017,1,12000.1,0,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330011001021,1100.1021,1100.1021,1100,1021,1,1100.1,0,0,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",8,North
530330041006021,4100.6021,4100.6021,4100,6021,6,4100.6,1,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330066002013,6600.2013,6600.2013,6600,2013,2,6600.2,0,107,Eastlake,Residential Urban Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330067001014,6700.1014,6700.1014,6700,1014,1,6700.1,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330015002013,1500.2013,1500.2013,1500,2013,2,1500.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330032006000,3200.6,3200.6000,3200,6000,6,3200.6,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330097024013,9702.4013,9702.4013,9702,4013,4,9702.4,0,0,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330032004017,3200.4017,3200.4017,3200,4017,4,3200.4,0,303,Ballard,Hub Urban Village,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330016002005,1600.2005,1600.2005,1600,2005,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330015001011,1500.1011,1500.1011,1500,1011,1,1500.1,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330056003018,5600.3018,5600.3018,5600,3018,3,5600.3,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330056004014,5600.4014,5600.4014,5600,4014,4,5600.4,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330056001005,5600.1005,5600.1005,5600,1005,1,5600.1,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330058014038,5801.4038,5801.4038,5801,4038,4,5801.4,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330057006009,5700.6009,5700.6009,5700,6009,6,5700.6,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330056005039,5600.5039,5600.5039,5600,5039,5,5600.5,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330116006005,11600.6005,11600.6005,11600,6005,6,11600.6,1,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330058021000,5802.1,5802.1000,5802,1000,1,5802.1,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330058021008,5802.1008,5802.1008,5802,1008,1,5802.1,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330103001006,10300.1006,10300.1006,10300,1006,1,10300.1,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330103002006,10300.2006,10300.2006,10300,2006,2,10300.2,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330111014002,11101.4002,11101.4002,11101,4002,4,11101.4,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330101001028,10100.1028,10100.1028,10100,1028,1,10100.1,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330102001002,10200.1002,10200.1002,10200,1002,1,10200.1,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330102004022,10200.4022,10200.4022,10200,4022,4,10200.4,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330102003005,10200.3005,10200.3005,10200,3005,3,10200.3,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330042005021,4200.5021,4200.5021,4200,5021,5,4200.5,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330008002010,800.201,800.2010,800,2010,2,800.2,0,0,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,North
530330009001011,900.1011,900.1011,900,1011,1,900.1,0,0,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,North
530330024002002,2400.2002,2400.2002,2400,2002,2,2400.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330039001013,3900.1013,3900.1013,3900,1013,1,3900.1,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330042001018,4200.1018,4200.1018,4200,1018,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330022004014,2200.4014,2200.4014,2200,4014,4,2200.4,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330058014013,5801.4013,5801.4013,5801,4013,4,5801.4,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330101001016,10100.1016,10100.1016,10100,1016,1,10100.1,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330016002020,1600.202,1600.2020,1600,2020,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330016002002,1600.2002,1600.2002,1600,2002,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330058013004,5801.3004,5801.3004,5801,3004,3,5801.3,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330056001003,5600.1003,5600.1003,5600,1003,1,5600.1,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330121001003,12100.1003,12100.1003,12100,1003,1,12100.1,1,0,Outside Villages,Outside Villages,1.1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,Southwest
530330056002006,5600.2006,5600.2006,5600,2006,2,5600.2,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330093003166,9300.3166,9300.3166,9300,3166,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330093003165,9300.3165,9300.3165,9300,3165,3,9300.3,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330102001043,10200.1043,10200.1043,10200,1043,1,10200.1,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330102001038,10200.1038,10200.1038,10200,1038,1,10200.1,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330102002013,10200.2013,10200.2013,10200,2013,2,10200.2,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330103002010,10300.201,10300.2010,10300,2010,2,10300.2,0,0,Outside Villages,Outside Villages,4.2,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",4,Southeast
530330102003008,10200.3008,10200.3008,10200,3008,3,10200.3,0,0,Outside Villages,Outside Villages,4.3,Seward Park,"Seward Park, Hillman City",4,Southeast
530330040001036,4000.1036,4000.1036,4000,1036,1,4000.1,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330058023039,5802.3039,5802.3039,5802,3039,3,5802.3,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330022002003,2200.2003,2200.2003,2200,2003,2,2200.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330042004029,4200.4029,4200.4029,4200,4029,4,4200.4,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042002002,4200.2002,4200.2002,4200,2002,2,4200.2,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042002010,4200.201,4200.2010,4200,2010,2,4200.2,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330039002012,3900.2012,3900.2012,3900,2012,2,3900.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330022004023,2200.4023,2200.4023,2200,4023,4,2200.4,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330054002034,5400.2034,5400.2034,5400,2034,2,5400.2,0,302,Fremont,Hub Urban Village,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330054002032,5400.2032,5400.2032,5400,2032,2,5400.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330093001029,9300.1029,9300.1029,9300,1029,1,9300.1,0,0,Outside Villages,Outside Villages,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330070001006,7000.1006,7000.1006,7000,1006,1,7000.1,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330093001037,9300.1037,9300.1037,9300,1037,1,9300.1,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330044003009,4400.3009,4400.3009,4400,3009,3,4400.3,0,0,Outside Villages,Outside Villages,7.2,University District,"University District, Cowen Park, Ravenna",7,Northeast
530330117004001,11700.4001,11700.4001,11700,4001,4,11700.4,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330058022004,5802.2004,5802.2004,5802,2004,2,5802.2,0,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330058023054,5802.3054,5802.3054,5802,3054,3,5802.3,1,501,Ballard-Interbay-Northend,Manufacturing Industrial,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330052002020,5200.202,5200.2020,5200,2020,2,5200.2,1,401.4,University Campus,Urban Center Village,11.2,Wallingford,"Wallingford, Meridian, Northlake, University District",11,Lake Union
530330058022012,5802.2012,5802.2012,5802,2012,2,5802.2,0,0,Outside Villages,Outside Villages,12.2,Interbay,Interbay,12,Magnolia/Queen Anne
530330110011000,11001.1,11001.1000,11001,1000,1,11001.1,0,123,MLK at Holly St,Residential Urban Village,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330016002012,1600.2012,1600.2012,1600,2012,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330016002000,1600.2,1600.2000,1600,2000,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330016002008,1600.2008,1600.2008,1600,2008,2,1600.2,0,0,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330056004003,5600.4003,5600.4003,5600,4003,4,5600.4,0,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330108002010,10800.201,10800.2010,10800,2010,2,10800.2,0,0,Outside Villages,Outside Villages,2.3,Riverview,"Riverview, Delridge",2,Delridge Neighborhoods
530330073003034,7300.3034,7300.3034,7300,3034,3,7300.3,0,413.2,Denny Triangle,Urban Center Village,11.3,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",11,Lake Union
530330093002017,9300.2017,9300.2017,9300,2017,2,9300.2,0,413.4,Pioneer Square,Urban Center Village,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330044003001,4400.3001,4400.3001,4400,3001,3,4400.3,0,0,Outside Villages,Outside Villages,7.2,University District,"University District, Cowen Park, Ravenna",7,Northeast
530330022002014,2200.2014,2200.2014,2200,2014,2,2200.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330022001016,2200.1016,2200.1016,2200,1016,1,2200.1,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330109002004,10900.2004,10900.2004,10900,2004,2,10900.2,0,502,Greater Duwamish,Manufacturing Industrial,3.2,Georgetown,Georgetown,3,Greater Duwamish
530330109002058,10900.2058,10900.2058,10900,2058,2,10900.2,0,502,Greater Duwamish,Manufacturing Industrial,3.2,Georgetown,Georgetown,3,Greater Duwamish
530330040002005,4000.2005,4000.2005,4000,2005,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330039002009,3900.2009,3900.2009,3900,2009,2,3900.2,0,0,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",7,Northeast
530330042001011,4200.1011,4200.1011,4200,1011,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330054003026,5400.3026,5400.3026,5400,3026,3,5400.3,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330057001020,5700.102,5700.1020,5700,1020,1,5700.1,1,0,Outside Villages,Outside Villages,12.1,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",12,Magnolia/Queen Anne
530330005003015,500.3015,500.3015,500,3015,3,500.3,0,0,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,"Broadview, Bitter Lake",9,Northwest
530330054002004,5400.2004,5400.2004,5400,2004,2,5400.2,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330064002009,6400.2009,6400.2009,6400,2009,2,6400.2,0,0,Outside Villages,Outside Villages,6.4,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",6,East
530330117002013,11700.2013,11700.2013,11700,2013,2,11700.2,0,0,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330110022020,11002.202,11002.2020,11002,2020,2,11002.2,0,123,MLK at Holly St,Residential Urban Village,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330110022018,11002.2018,11002.2018,11002,2018,2,11002.2,0,123,MLK at Holly St,Residential Urban Village,3.4,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",3,Greater Duwamish
530330116001016,11600.1016,11600.1016,11600,1016,1,11600.1,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330099001015,9900.1015,9900.1015,9900,1015,1,9900.1,0,0,Outside Villages,Outside Villages,2.1,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",2,Delridge Neighborhoods
530330112001012,11200.1012,11200.1012,11200,1012,1,11200.1,0,502,Greater Duwamish,Manufacturing Industrial,3.1,South Park,South Park,3,Greater Duwamish
530330119005002,11900.5002,11900.5002,11900,5002,5,11900.5,0,0,Outside Villages,Outside Villages,4.1,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",4,Southeast
530330035001016,3500.1016,3500.1016,3500,1016,1,3500.1,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330016003016,1600.3016,1600.3016,1600,3016,3,1600.3,0,103,Crown Hill,Residential Urban Village,10.1,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",10,Ballard
530330031001012,3100.1012,3100.1012,3100,1012,1,3100.1,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330031002015,3100.2015,3100.2015,3100,2015,2,3100.2,0,0,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",10,Ballard
530330064002005,6400.2005,6400.2005,6400,2005,2,6400.2,0,0,Outside Villages,Outside Villages,6.4,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",6,East
530330063003004,6300.3004,6300.3004,6300,3004,3,6300.3,0,0,Outside Villages,Outside Villages,6.5,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",6,East
530330067001013,6700.1013,6700.1013,6700,1013,1,6700.1,0,312,South Lake Union,Urban Center,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330043013009,4301.3009,4301.3009,4301,3009,3,4301.3,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330008002019,800.2019,800.2019,800,2019,2,800.2,0,0,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,North
530330043013018,4301.3018,4301.3018,4301,3018,3,4301.3,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330025002008,2500.2008,2500.2008,2500,2008,2,2500.2,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330038002005,3800.2005,3800.2005,3800,2005,2,3800.2,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330093003111,9300.3111,9300.3111,9300,3111,3,9300.3,0,0,Outside Villages,Outside Villages,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330104021009,10402.1009,10402.1009,10402,1009,1,10402.1,0,502,Greater Duwamish,Manufacturing Industrial,3.5,Beacon Hill,Beacon Hill,3,Greater Duwamish
530330109002063,10900.2063,10900.2063,10900,2063,2,10900.2,0,502,Greater Duwamish,Manufacturing Industrial,3.2,Georgetown,Georgetown,3,Greater Duwamish
530330040002017,4000.2017,4000.2017,4000,2017,2,4000.2,0,0,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",7,Northeast
530330042001006,4200.1006,4200.1006,4200,1006,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330042001005,4200.1005,4200.1005,4200,1005,1,4200.1,0,0,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",7,Northeast
530330116003000,11600.3,11600.3000,11600,3000,3,11600.3,0,0,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,Southwest
530330094002053,9400.2053,9400.2053,9400,2053,2,9400.2,0,305,North Rainier,Hub Urban Village,3.6,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",3,Greater Duwamish
530330067004026,6700.4026,6700.4026,6700,4026,4,6700.4,0,0,Outside Villages,Outside Villages,12.3,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",12,Magnolia/Queen Anne
530330012004003,1200.4003,1200.4003,1200,4003,4,1200.4,0,301,Northgate,Urban Center,8.1,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",8,North
530330036002000,3600.2,3600.2000,3600,2000,2,3600.2,0,0,Outside Villages,Outside Villages,9.4,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",9,Northwest
530330095003029,9500.3029,9500.3029,9500,3029,3,9500.3,0,0,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",4,Southeast
530330035002002,3500.2002,3500.2002,3500,2002,2,3500.2,0,0,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",9,Northwest
530330114011008,11401.1008,11401.1008,11401,1008,1,11401.1,0,0,Outside Villages,Outside Villages,2.4,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",2,Delridge Neighborhoods
530330112002048,11200.2048,11200.2048,11200,2048,2,11200.2,0,128,South Park,Residential Urban Village,3.1,South Park,South Park,3,Greater Duwamish
530330093001019,9300.1019,9300.1019,9300,1019,1,9300.1,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330093001014,9300.1014,9300.1014,9300,1014,1,9300.1,0,502,Greater Duwamish,Manufacturing Industrial,3.3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",3,Greater Duwamish
530330097022012,9702.2012,9702.2012,9702,2012,2,9702.2,0,0,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,Southwest
530330049005018,4900.5018,4900.5018,4900,5018,5,4900.5,0,0,Outside Villages,Outside Villages,11.1,Fremont,"Fremont, Wallingford, Northlake",11,Lake Union
530330087001025,8700.1025,8700.1025,8700,1025,1,8700.1,0,109,23rd & Union-Jackson,Residential Urban Village,5.3,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",5,Central
