area_id,area_name,b15003001,b15003001_moe,b15003002,b15003002_moe,b15003003,b15003003_moe,b15003004,b15003004_moe,b15003005,b15003005_moe,b15003006,b15003006_moe,b15003007,b15003007_moe,b15003008,b15003008_moe,b15003009,b15003009_moe,b15003010,b15003010_moe,b15003011,b15003011_moe,b15003012,b15003012_moe,b15003013,b15003013_moe,b15003014,b15003014_moe,b15003015,b15003015_moe,b15003016,b15003016_moe,b15003017,b15003017_moe,b15003018,b15003018_moe,b15003019,b15003019_moe,b15003020,b15003020_moe,b15003021,b15003021_moe,b15003022,b15003022_moe,b15003023,b15003023_moe,b15003024,b15003024_moe,b15003025,b15003025_moe
1,Rogers Park,37621,1332,950,335,0,48,42,78,37,77,19,49,399,198,198,146,236,166,1421,369,180,121,796,252,726,283,632,209,611,189,585,195,5598,616,1140,307,1372,276,5512,565,1972,342,8846,669,4631,481,864,223,854,202
2,West Ridge,48008,1521,2528,547,20,57,0,51,71,100,333,231,127,107,409,241,332,154,1280,368,239,136,642,197,804,245,791,236,715,227,1672,341,8516,797,1309,298,1912,329,6383,651,2747,451,11191,906,4374,462,1022,262,591,167
3,Uptown,43905,1298,552,182,27,63,0,48,38,53,77,86,122,132,64,75,228,129,665,246,207,141,707,228,693,243,498,183,747,213,569,196,6104,712,823,220,1469,284,5272,583,2212,474,13535,801,6542,562,2017,338,737,185
4,Lincoln Square,30006,909,405,201,54,88,1,39,0,40,51,48,135,76,97,80,13,44,866,347,125,96,569,193,351,158,452,175,395,144,503,177,3311,454,465,153,821,214,3658,466,1419,282,10084,661,4590,425,930,181,711,309
5,North Center,24963,744,71,57,20,46,0,43,0,43,37,71,62,67,26,51,0,43,50,55,12,45,122,71,107,78,186,100,125,72,316,123,2733,366,354,132,669,164,2175,316,890,194,10623,590,4275,400,1662,260,448,142
6,Lake View,72670,1436,192,131,0,66,0,66,0,66,2,65,32,70,104,95,34,73,129,105,54,73,203,117,96,90,407,165,237,113,391,132,3706,441,688,215,1578,286,5892,586,2464,370,33713,1298,14894,841,6067,523,1787,315
7,Lincoln Park,44220,1165,133,90,0,51,0,51,0,51,21,55,41,60,86,92,12,55,116,79,63,68,404,146,87,73,262,101,144,76,238,110,1629,298,189,96,818,184,2656,402,973,213,18733,947,10684,681,5140,506,1791,330
8,Near North Side,66874,1503,123,76,0,54,0,54,0,54,8,55,33,65,0,54,22,56,126,147,3,54,273,167,93,78,272,127,415,164,294,126,3913,551,247,140,1678,296,6203,679,1990,339,28166,1347,12322,830,8082,726,2611,430
9,Edison Park,8242,341,73,55,0,25,0,25,0,25,0,25,0,25,11,26,0,25,13,29,0,25,92,55,22,34,71,58,192,116,137,96,1410,249,156,106,695,166,1170,197,736,210,2270,303,816,175,284,111,94,58
10,Norwood Park,27459,769,336,137,0,39,12,42,0,39,116,88,27,43,43,50,83,78,151,87,136,91,615,183,149,77,421,122,382,132,680,215,6972,565,547,174,1969,283,4158,489,2103,362,5755,524,2147,317,398,127,259,119
11,Jefferson Park,18827,791,166,86,0,29,0,29,12,32,0,29,6,30,35,39,33,45,125,87,85,58,594,210,115,85,319,128,528,180,512,180,4637,488,628,217,1155,231,2921,434,1439,292,3814,481,1354,263,227,108,122,77
12,Forest Glen,12767,394,179,88,0,29,0,29,0,29,0,29,0,29,6,27,8,30,67,66,0,29,76,71,44,45,60,53,101,76,85,66,1916,264,205,91,562,145,1569,246,683,168,3926,346,2266,289,667,157,347,117
13,North Park,12674,678,229,119,0,27,0,27,0,27,0,27,84,80,13,30,77,82,252,130,21,33,264,120,267,148,198,113,89,69,327,119,1970,321,229,110,522,152,2132,322,650,178,3048,371,1323,220,522,159,457,146
14,Albany Park,34748,1285,1511,374,67,115,0,45,64,78,239,143,334,150,285,135,128,90,2393,556,361,177,762,209,2394,490,1146,349,790,270,949,246,5988,635,767,214,1252,290,4671,634,1444,291,5666,589,2393,323,840,247,304,126
15,Portage Park,43619,1140,723,207,10,48,12,49,24,52,187,104,248,134,202,183,147,92,898,270,317,138,1331,328,1087,287,1154,249,992,252,1090,224,11552,797,1856,299,2419,339,5904,544,3573,481,6451,560,2851,388,284,102,307,141
16,Irving Park,38872,1296,522,179,0,47,0,47,59,78,191,125,154,102,238,128,178,106,1816,425,292,141,913,240,1224,405,992,300,810,252,1316,284,7202,704,1213,279,1452,267,5542,573,2102,342,8575,668,2964,368,849,191,268,97
17,Dunning,30515,866,471,132,0,40,0,40,106,69,107,65,108,61,34,47,319,115,384,163,186,129,697,182,295,109,505,142,593,169,1124,239,9139,666,879,193,1727,254,3868,432,2659,414,4762,515,2123,293,260,99,169,92
18,Montclare,8352,537,214,123,0,23,0,23,0,23,15,21,77,88,75,58,110,72,264,127,67,68,306,156,172,90,138,79,219,120,308,117,2310,352,295,100,692,193,1052,246,519,163,1060,260,381,149,61,47,17,31
19,Belmont Cragin,46082,1380,1505,304,25,64,1,50,20,55,383,157,647,204,318,138,545,192,3920,524,421,155,1842,364,2820,440,1718,333,1449,289,1592,304,12659,913,1634,296,1800,304,5231,557,2640,411,3552,432,1118,261,184,98,58,70
20,Hermosa,14747,812,527,182,0,29,29,53,94,76,122,79,270,122,152,88,187,100,1444,356,238,117,764,208,795,236,479,178,728,237,309,120,3825,539,651,182,522,163,1880,305,653,194,906,213,149,72,23,37,0,29
