area_id,area_name,b17003001,b17003001_moe,b17003002,b17003002_moe,b17003003,b17003003_moe,b17003004,b17003004_moe,b17003005,b17003005_moe,b17003006,b17003006_moe,b17003007,b17003007_moe,b17003008,b17003008_moe,b17003009,b17003009_moe,b17003010,b17003010_moe,b17003011,b17003011_moe,b17003012,b17003012_moe,b17003013,b17003013_moe,b17003014,b17003014_moe,b17003015,b17003015_moe,b17003016,b17003016_moe,b17003017,b17003017_moe,b17003018,b17003018_moe,b17003019,b17003019_moe,b17003020,b17003020_moe,b17003021,b17003021_moe,b17003022,b17003022_moe,b17003023,b17003023_moe
1,Rogers Park,36635,1311,7699,862,3522,505,1083,280,887,255,767,233,785,214,4177,573,1376,383,1082,276,1162,272,557,160,28936,1251,15270,836,2301,516,2502,402,3574,426,6893,537,13666,788,1786,353,1939,322,3088,415,6853,509
2,West Ridge,47071,1502,7361,947,3329,530,1021,303,823,239,623,186,862,303,4032,590,1407,370,1082,310,766,219,777,215,39710,1516,19097,871,3131,512,3531,477,4852,557,7583,574,20613,968,4155,559,4016,491,4619,495,7823,604
3,Uptown,42618,1289,9742,972,5056,724,1263,304,1646,384,1230,317,917,237,4686,558,1234,313,1086,252,1377,353,989,242,32876,1158,17356,863,1069,294,2210,388,3527,547,10550,668,15520,748,1168,306,1570,357,2555,369,10227,622
4,Lincoln Square,29537,909,3056,507,1266,298,505,201,225,158,311,121,225,99,1790,328,506,200,334,137,373,191,577,155,26481,939,13456,625,1491,286,1577,302,2722,385,7666,477,13025,593,1313,268,1485,275,2415,358,7812,485
5,North Center,24963,744,1416,289,670,186,52,47,131,93,239,110,248,95,746,181,164,82,180,114,156,81,246,92,23547,739,11669,507,388,136,1487,244,1749,270,8045,441,11878,499,530,185,1289,225,1590,234,8469,454
6,Lake View,72585,1430,5631,608,2640,417,298,133,331,144,680,214,1331,291,2991,412,229,123,396,141,734,219,1632,317,66954,1462,33966,1101,635,189,1966,322,4759,491,26606,1033,32988,1069,687,181,1658,279,3758,419,26885,1019
7,Lincoln Park,43579,1146,3478,416,1514,277,351,135,236,119,275,117,652,176,1964,292,345,128,209,88,479,158,931,203,40101,1134,20216,813,335,141,651,186,1718,285,17512,806,19885,745,288,110,549,157,1893,295,17155,715
8,Near North Side,66602,1499,6680,730,2500,442,295,176,460,201,543,193,1202,330,4180,548,438,156,620,222,1039,278,2083,408,59922,1511,28147,1032,501,185,1260,334,3133,465,23253,1006,31775,1094,358,143,1713,305,5109,579,24595,1016
9,Edison Park,8242,341,265,127,125,97,47,54,8,25,59,79,11,28,140,64,36,32,41,37,10,26,53,38,7977,327,3858,262,224,93,658,165,1368,242,1608,202,4119,227,304,95,859,165,1164,178,1792,215
10,Norwood Park,26970,742,1402,309,493,148,89,90,152,92,75,60,177,92,909,222,240,105,208,97,299,130,162,93,25568,796,12090,547,1061,222,3226,364,4256,428,3547,352,13478,490,1575,279,3787,394,3539,388,4577,409
11,Jefferson Park,18827,791,1280,270,558,174,203,114,165,108,123,74,67,45,722,178,84,50,334,138,215,107,89,56,17547,822,8647,523,1202,264,2283,323,2679,386,2483,327,8900,521,1041,218,2483,348,2498,353,2878,330
12,Forest Glen,12767,394,808,239,310,122,27,33,97,76,119,76,67,49,498,164,18,39,130,69,80,59,270,129,11959,470,5800,293,339,132,834,197,1285,198,3342,298,6159,317,242,92,1060,195,1330,211,3527,282
13,North Park,12482,671,1503,350,634,218,199,128,162,99,187,125,86,59,869,225,172,106,207,100,276,137,214,110,10979,706,5238,402,512,155,774,207,1495,273,2457,315,5741,423,869,216,992,192,1327,259,2553,309
14,Albany Park,34340,1281,5902,787,2679,443,1574,354,546,207,276,138,283,125,3223,489,1701,373,682,210,494,172,346,144,28438,1323,15232,927,4683,664,3079,450,3486,512,3984,387,13206,735,3305,496,2316,353,3038,477,4547,389
15,Portage Park,43503,1140,4300,573,1695,312,466,169,656,205,319,126,254,133,2605,409,1019,272,700,195,533,214,353,137,39203,1231,18899,742,3446,426,6281,528,5254,497,3918,398,20304,804,3456,436,5700,487,5780,518,5368,486
16,Irving Park,38621,1289,4488,572,2096,338,859,217,599,184,438,158,200,95,2392,354,808,214,702,184,490,170,392,151,34133,1334,17741,933,4469,702,3638,459,4322,447,5312,456,16392,720,2518,396,3353,428,3800,418,6721,519
17,Dunning,30417,865,2485,433,931,208,208,94,331,125,231,111,161,90,1554,307,421,157,455,156,307,127,371,130,27932,945,13456,586,2091,313,4607,461,3878,393,2880,338,14476,578,2165,278,4601,417,3835,428,3875,390
18,Montclare,8230,534,1014,284,435,156,137,87,177,107,71,61,50,41,579,164,183,88,169,88,115,60,112,90,7216,577,3503,362,850,187,1024,209,989,225,640,168,3713,333,767,182,1197,215,1046,219,703,208
19,Belmont Cragin,45839,1376,7336,795,2680,402,1539,321,587,177,411,151,143,99,4656,530,2662,410,1132,262,684,183,178,102,38503,1505,19738,971,7036,635,6658,610,3875,489,2169,328,18765,824,5863,538,5835,525,4654,476,2413,325
20,Hermosa,14747,812,2395,429,919,242,634,225,175,83,101,66,9,31,1476,278,734,195,386,139,251,111,105,78,12352,877,6343,548,2421,367,2222,366,1297,259,403,130,6009,489,2349,353,1693,304,1406,280,561,164
21,Avondale,26889,1156,3739,669,1719,392,566,190,733,274,319,129,101,75,2020,408,962,298,625,200,236,125,197,113,23150,1190,12081,779,2638,468,4265,541,2643,373,2535,339,11069,695,2463,367,3323,478,2400,361,2883,333
22,Logan Square,50830,1284,8012,788,3443,465,1039,242,1238,325,625,187,541,142,4569,487,1358,261,1824,306,779,200,608,151,42818,1271,22607,843,2484,351,5117,548,3924,448,11082,561,20211,786,2569,341,3532,446,3728,439,10382,550
23,Humboldt Park,31705,1217,8653,785,3142,415,1556,301,854,207,580,195,152,91,5511,544,2292,367,1715,301,1259,258,245,132,23052,1277,11430,804,4091,482,3542,475,2500,373,1297,285,11622,751,3291,433,3514,454,3092,416,1725,267
24,West Town,61970,1381,8156,735,3610,475,1087,264,757,209,640,168,1126,296,4546,463,1492,272,1129,241,769,182,1156,243,53814,1314,28317,917,2671,414,3039,402,4489,436,18118,773,25497,863,2652,339,2330,315,3789,365,16726,753
25,Austin,60529,1618,15612,1186,6381,709,2290,406,2500,383,1380,291,211,106,9231,753,3244,436,3507,454,2254,333,226,101,44917,1607,19860,964,4610,546,7199,671,5868,557,2183,315,25057,1047,4559,507,8121,668,8290,619,4087,407
26,West Garfield Park,10231,672,3910,481,1538,272,615,181,613,183,258,101,52,57,2372,324,745,182,783,181,763,194,81,54,6321,604,3083,378,588,154,1471,267,796,181,228,96,3238,335,560,143,1164,205,1155,194,359,115
27,East Garfield Park,11318,671,4358,507,1503,313,478,172,498,157,447,190,80,54,2855,328,771,156,1230,265,657,152,197,101,6960,599,2884,374,442,136,1142,234,885,208,415,118,4076,365,691,162,897,186,1523,247,965,203
28,Near West Side,37268,1119,6571,658,3259,491,957,218,537,171,975,304,790,188,3312,371,871,183,824,190,828,192,789,203,30697,1000,15403,670,791,167,1514,301,2280,327,10818,563,15294,664,900,195,1464,266,2328,302,10602,586
29,North Lawndale,18976,947,7025,608,2485,380,751,214,1045,232,574,160,115,75,4540,413,1734,275,1477,242,1199,226,130,77,11951,835,5034,520,1286,270,1907,323,1245,267,596,151,6917,551,1414,236,2295,332,2182,296,1026,200
30,South Lawndale,34281,1257,9315,853,4203,503,2797,418,914,219,349,127,143,92,5112,489,3369,392,1023,227,614,183,106,78,24966,1264,13697,827,7599,685,3439,415,1790,292,869,206,11269,689,5496,513,2968,362,1659,273,1146,259
31,Lower West Side,22500,1041,4707,572,2167,331,1040,267,600,162,268,113,259,112,2540,359,1126,234,827,208,371,132,216,95,17793,999,10033,702,4120,529,2399,357,1721,276,1793,280,7760,533,2872,349,1645,264,1509,286,1734,279
32,Loop,18774,974,1524,437,536,215,102,117,27,40,103,108,304,146,988,352,59,74,37,60,64,62,828,334,17250,911,8826,694,140,54,298,148,1019,270,7369,690,8424,525,143,108,498,159,1114,258,6669,529
33,Near South Side,16045,929,1585,409,751,358,186,138,181,186,164,188,220,212,834,235,246,113,148,101,173,100,267,143,14460,962,6651,628,349,224,480,212,1146,346,4676,508,7809,605,337,229,737,286,1013,212,5722,561
34,Armour Square,9807,535,3546,491,1608,314,623,173,589,188,200,141,196,106,1938,273,1000,184,702,215,123,65,113,72,6261,591,2937,374,767,296,804,186,433,119,933,236,3324,347,997,207,996,220,518,145,813,198
35,Douglas,11628,521,2970,422,1199,256,298,121,373,149,196,81,332,143,1771,323,462,137,328,103,541,131,440,222,8658,519,3460,322,282,96,693,169,942,198,1543,243,5198,372,424,120,616,130,1769,245,2389,273
36,Oakland,3902,263,1497,291,432,128,247,100,66,46,90,55,29,28,1065,234,270,146,326,99,369,138,100,62,2405,288,822,162,110,62,177,78,313,107,222,87,1583,227,90,45,209,86,675,175,609,147
37,Fuller Park,1749,239,739,158,309,93,129,56,52,37,89,67,39,31,430,136,104,44,192,94,108,90,26,33,1010,242,460,150,129,81,172,85,125,64,34,31,550,141,104,49,157,65,177,78,112,55
38,Grand Boulevard,14734,673,3771,392,1305,249,410,137,437,155,428,151,30,44,2466,300,605,154,673,151,934,193,254,97,10963,662,4744,419,663,173,1054,200,1606,270,1421,239,6219,416,632,155,1307,215,2053,251,2227,264
39,Kenwood,12433,648,2028,302,724,192,226,121,72,50,201,118,225,113,1304,234,242,91,352,112,499,161,211,96,10405,629,4348,385,400,129,637,151,1016,215,2295,301,6057,463,466,142,744,179,1458,276,3389,385
40,Washington Park,6233,444,2249,323,680,166,289,112,174,71,196,82,21,36,1569,256,610,193,467,132,389,118,103,62,3984,455,1761,288,420,111,595,160,421,126,325,124,2223,276,264,90,579,137,898,175,482,138
41,Hyde Park,17318,721,2538,452,1105,345,132,90,105,71,162,93,706,316,1433,269,145,76,242,114,318,126,728,205,14780,607,6858,446,264,124,579,183,1185,242,4830,347,7922,407,189,110,518,156,1360,240,5855,361
42,Woodlawn,15242,712,4045,449,1343,258,368,125,468,152,354,136,153,73,2702,326,764,184,745,167,942,185,251,95,11197,707,5002,480,717,199,1194,250,1753,313,1338,247,6195,438,656,180,1363,247,2150,297,2026,254
43,South Shore,30831,1136,8043,679,2907,426,752,200,726,228,1051,251,378,149,5136,527,1331,269,1370,287,2079,338,356,137,22788,1157,9898,715,1091,253,2791,430,3681,443,2335,356,12890,787,988,266,2869,423,5004,534,4029,435
44,Chatham,22356,982,5361,685,1981,413,405,143,793,247,581,207,202,122,3380,461,931,229,917,272,1206,273,326,123,16995,914,6665,566,981,250,2069,331,2381,374,1234,254,10330,699,926,207,2179,350,4013,421,3212,376
45,Avalon Park,6954,490,1098,325,395,161,58,45,100,71,219,121,18,19,703,235,110,72,173,87,373,198,47,35,5856,475,2605,336,411,209,671,216,990,208,533,167,3251,285,158,88,730,167,1334,217,1029,188
46,South Chicago,18328,969,4695,569,1725,335,816,226,429,158,407,155,73,54,2970,387,1083,253,856,215,794,183,237,106,13633,930,6199,594,1668,373,1741,298,1872,320,918,214,7434,573,1304,259,1869,297,2724,362,1537,308
47,Burnside,2035,288,694,339,202,154,93,93,30,29,79,74,0,11,492,203,87,84,185,108,188,92,32,33,1341,251,673,164,57,40,220,101,293,107,103,86,668,140,156,96,149,59,309,100,54,50
48,Calumet Heights,10253,479,1151,326,499,200,160,93,146,87,187,118,6,29,652,181,152,97,256,107,151,69,93,76,9102,443,3781,335,367,117,917,221,1576,300,921,192,5321,362,449,155,740,176,2237,285,1895,243
49,Roseland,29377,1001,5286,618,2302,397,689,214,775,205,702,218,136,107,2984,373,747,174,974,222,1065,218,198,78,24091,1023,10576,614,1785,294,3473,396,3846,436,1472,240,13515,678,1686,255,3207,367,5357,464,3265,368
50,Pullman,4944,351,910,201,273,110,85,64,95,67,93,60,0,19,637,151,124,77,152,84,271,92,90,63,4034,376,1593,244,242,85,498,143,545,157,308,88,2441,241,197,73,468,145,1174,192,602,141
51,South Deering,10355,528,2584,489,947,245,353,156,373,156,203,102,18,36,1637,342,325,121,590,160,584,202,138,104,7771,581,3242,387,776,194,1211,257,950,221,305,108,4529,436,721,178,1294,235,1720,369,794,222
52,East Side,13997,699,2248,391,764,183,354,129,253,109,123,69,34,46,1484,268,740,196,414,142,250,131,80,68,11749,695,5955,442,1757,304,1986,287,1474,243,738,171,5794,414,1621,263,2164,284,1136,226,873,195
53,West Pullman,18581,867,3776,563,1262,302,484,220,363,154,369,126,46,55,2514,380,740,213,703,205,802,195,269,127,14805,808,6674,521,1298,242,2063,340,2571,356,742,180,8131,506,1289,234,2140,310,3016,370,1686,285
54,Riverdale,3079,315,1619,253,406,147,152,77,158,96,96,81,0,16,1213,176,323,117,360,118,442,138,88,63,1460,262,439,131,151,70,216,105,72,44,0,16,1021,216,220,96,247,116,404,132,150,104
55,Hegewisch,6503,554,896,237,350,118,145,89,127,74,38,35,40,40,546,187,133,109,148,97,205,114,60,50,5607,646,2666,373,435,154,882,290,819,237,530,169,2941,374,537,216,864,233,919,212,621,157
56,Garfield Ridge,23291,720,1471,299,578,170,178,82,180,101,118,67,102,76,893,203,280,108,288,100,267,119,58,58,21820,766,11013,553,2218,373,3619,427,3216,340,1960,281,10807,451,1808,266,3896,378,2848,330,2255,317
57,Archer Heights,7745,511,759,204,281,101,162,77,93,58,17,34,9,25,478,153,260,113,122,78,70,52,26,37,6986,550,3464,341,1213,245,1224,209,667,150,360,108,3522,307,1144,171,1195,224,851,179,332,103
58,Brighton Park,24098,974,5232,650,2260,352,1297,278,691,199,176,85,96,65,2972,407,1577,290,905,222,296,116,194,106,18866,1014,9954,619,4337,478,3192,373,1637,261,788,181,8912,564,3663,417,2648,300,1547,266,1054,218
59,McKinley Park,10320,553,1844,397,811,206,323,143,339,138,33,34,116,52,1033,248,422,171,439,149,105,77,67,52,8476,590,4368,377,1367,215,1509,275,905,175,587,148,4108,316,1280,229,1379,223,756,154,693,149
60,Bridgeport,21448,824,3456,462,1592,278,663,169,449,147,190,85,290,155,1864,299,695,162,604,152,419,171,146,77,17992,821,9127,492,1627,265,3016,332,2047,279,2437,307,8865,516,1785,268,2881,294,2005,265,2194,291
61,New City,22842,1021,6212,734,2742,500,1252,269,779,199,687,280,24,51,3470,389,1918,302,845,179,527,142,180,99,16630,928,8918,610,3560,419,2959,361,1591,240,808,167,7712,492,2754,326,2281,283,1942,273,735,159
62,West Elsdon,11410,559,1487,349,565,183,288,142,148,80,97,85,32,42,922,206,548,155,262,97,52,55,60,58,9923,627,4882,414,1614,287,1510,288,1119,258,639,170,5041,357,1768,288,1585,237,1041,213,647,180
63,Gage Park,21158,985,4249,582,1810,311,1061,241,527,165,131,70,91,92,2439,342,1391,275,671,169,279,113,98,79,16909,1030,8785,689,4508,549,2188,331,1444,250,645,177,8124,545,3940,437,2365,364,1246,212,573,158
64,Clearing,15296,609,1235,306,477,161,135,86,197,104,68,60,77,74,758,213,326,144,271,128,92,58,69,59,14061,642,6621,428,1243,250,2342,296,1815,261,1221,256,7440,412,1175,244,2672,316,2361,303,1232,221
65,West Lawn,19424,746,2967,600,1258,309,641,205,355,159,243,114,19,36,1709,359,984,259,418,173,250,114,57,61,16457,848,8435,584,2865,438,3003,461,1875,283,692,184,8022,505,2037,332,2998,353,1994,308,993,212
66,Chicago Lawn,30295,1190,7318,785,2694,402,973,225,1201,286,430,147,90,84,4624,506,1884,343,1453,276,1097,226,190,117,22977,1243,10750,739,3458,446,3600,426,2767,386,925,212,12227,751,3133,396,3699,450,3834,436,1561,293
67,West Englewood,20613,874,6162,589,2212,341,885,212,872,202,352,127,103,74,3950,388,1292,226,1543,237,1071,204,44,54,14451,852,6567,509,1608,277,2558,341,2081,287,320,102,7884,536,1628,234,2057,275,3243,342,956,197
68,Englewood,16292,839,6349,596,2160,328,863,211,778,179,444,151,75,62,4189,418,1577,295,1085,193,1387,243,140,73,9943,770,4193,468,968,202,1703,312,1270,267,252,104,5750,506,1227,234,1632,299,2481,315,410,114
69,Greater Grand Crossing,19996,854,4929,496,1735,306,536,158,650,182,437,139,112,103,3194,358,931,189,878,191,1182,240,203,92,15067,857,6546,559,796,205,1838,310,2785,401,1127,248,8521,587,964,199,1950,276,3468,377,2139,302
70,Ashburn,26379,913,2508,485,994,251,316,142,329,142,281,140,68,56,1514,306,466,166,545,176,427,159,76,60,23871,946,11523,639,2073,332,3583,433,3846,473,2021,344,12348,562,1733,307,3028,374,4583,438,3004,350
71,Auburn Gresham,30817,1101,6866,679,2276,365,646,188,857,243,696,198,77,59,4590,494,1066,218,1467,291,1766,302,291,112,23951,1116,9893,710,2062,331,3822,495,2983,388,1026,216,14058,723,1921,286,4147,438,5621,496,2369,322
