area_id,area_name,b19067001,b19067001_moe
1,Rogers Park,4349300,2201561
2,West Ridge,2644800,1052368
3,Uptown,4042800,1166468
4,Lincoln Square,898800,433685
5,North Center,1348300,678620
6,Lake View,3043600,1575164
7,Lincoln Park,706300,307140
8,Near North Side,2277500,1179732
9,Edison Park,353500,351810
10,Norwood Park,1276500,618604
11,Jefferson Park,666600,471700
12,Forest Glen,120300,145604
13,North Park,627200,655000
14,Albany Park,1377900,856656
15,Portage Park,2153900,739081
16,Irving Park,2139100,774599
17,Dunning,657700,366879
18,Montclare,307700,347285
19,Belmont Cragin,3185200,1191846
20,Hermosa,171600,132785
21,Avondale,1655600,744214
22,Logan Square,3680100,1164003
23,Humboldt Park,2952600,1070738
24,West Town,3404200,782826
25,Austin,10273100,2166057
26,West Garfield Park,2545600,917819
27,East Garfield Park,1525700,539556
28,Near West Side,1576300,609106
29,North Lawndale,2584200,675763
30,South Lawndale,6951900,1297504
31,Lower West Side,3908100,979233
32,Loop,585800,497658
33,Near South Side,603000,558467
34,Armour Square,1035800,540584
35,Douglas,963100,538792
36,Oakland,204200,105024
37,Fuller Park,318500,140670
38,Grand Boulevard,880500,307410
39,Kenwood,778200,488296
40,Washington Park,1080300,333204
41,Hyde Park,298200,228166
42,Woodlawn,1920500,689344
43,South Shore,3905000,2257732
44,Chatham,1970500,858111
45,Avalon Park,212600,133649
46,South Chicago,1602700,531314
47,Burnside,69200,76206
48,Calumet Heights,428000,290035
49,Roseland,2345200,625800
50,Pullman,522100,450434
51,South Deering,408500,303774
52,East Side,546900,366728
53,West Pullman,2061100,834662
54,Riverdale,460800,284350
55,Hegewisch,301500,376803
56,Garfield Ridge,931600,505802
57,Archer Heights,1017900,428168
58,Brighton Park,3238400,993887
59,McKinley Park,667700,305292
60,Bridgeport,1885800,809949
61,New City,7501000,1859817
62,West Elsdon,2041000,1281146
63,Gage Park,2270300,888228
64,Clearing,722800,503439
65,West Lawn,183400,179555
66,Chicago Lawn,3769700,1157171
67,West Englewood,2019200,740065
68,Englewood,3292600,974951
69,Greater Grand Crossing,3052900,1050947
70,Ashburn,789900,400745
71,Auburn Gresham,3584400,1138064
72,Beverly,764600,482532
73,Washington Heights,1447000,949198
74,Mount Greenwood,259600,262348
75,Morgan Park,717400,421465
76,O'Hare,214500,329927
77,Edgewater,3053800,1146385
