area_id,area_name,b25074001,b25074001_moe,b25074002,b25074002_moe,b25074003,b25074003_moe,b25074004,b25074004_moe,b25074005,b25074005_moe,b25074006,b25074006_moe,b25074007,b25074007_moe,b25074008,b25074008_moe,b25074009,b25074009_moe,b25074010,b25074010_moe,b25074011,b25074011_moe,b25074012,b25074012_moe,b25074013,b25074013_moe,b25074014,b25074014_moe,b25074015,b25074015_moe,b25074016,b25074016_moe,b25074017,b25074017_moe,b25074018,b25074018_moe,b25074019,b25074019_moe,b25074020,b25074020_moe,b25074021,b25074021_moe,b25074022,b25074022_moe,b25074023,b25074023_moe,b25074024,b25074024_moe,b25074025,b25074025_moe,b25074026,b25074026_moe,b25074027,b25074027_moe,b25074028,b25074028_moe,b25074029,b25074029_moe,b25074030,b25074030_moe,b25074031,b25074031_moe,b25074032,b25074032_moe,b25074033,b25074033_moe,b25074034,b25074034_moe,b25074035,b25074035_moe,b25074036,b25074036_moe,b25074037,b25074037_moe,b25074038,b25074038_moe,b25074039,b25074039_moe,b25074040,b25074040_moe,b25074041,b25074041_moe,b25074042,b25074042_moe,b25074043,b25074043_moe,b25074044,b25074044_moe,b25074045,b25074045_moe,b25074046,b25074046_moe,b25074047,b25074047_moe,b25074048,b25074048_moe,b25074049,b25074049_moe,b25074050,b25074050_moe
51,South Deering,2204,245,649,161,9,27,0,25,28,30,27,48,430,135,155,111,413,129,22,29,12,27,11,29,54,52,303,131,11,27,502,153,89,67,40,41,36,47,0,25,316,127,21,31,277,117,35,40,77,70,82,64,40,45,32,43,11,24,262,114,84,56,43,55,108,76,0,25,0,25,27,48,66,57,41,43,25,45,0,25,0,25,0,25,0,25,35,45,35,45,0,25,0,25,0,25,0,25,0,25
52,East Side,2195,247,371,129,0,29,0,29,0,29,0,29,252,102,119,82,571,163,20,43,5,26,0,29,8,30,524,160,14,32,509,140,18,32,37,51,72,64,102,69,271,114,9,31,216,99,27,33,100,74,0,29,43,44,21,44,25,46,323,110,193,92,52,65,13,27,24,47,0,29,41,49,134,86,103,76,0,29,0,29,0,29,0,29,31,53,71,64,30,51,0,29,0,29,0,29,0,29,41,48
53,West Pullman,3509,343,852,186,0,39,0,39,10,41,11,40,609,158,222,113,869,195,12,41,0,39,20,43,84,73,737,187,16,40,640,186,49,55,38,51,34,54,55,69,464,165,0,39,435,164,70,67,17,44,138,106,56,51,154,102,0,39,468,156,153,108,56,51,133,96,59,54,40,49,27,59,163,110,81,86,0,39,0,39,82,77,0,39,0,39,82,68,52,61,10,39,20,48,0,39,0,39,0,39
54,Riverdale,2023,176,711,165,73,67,16,27,55,56,64,62,314,113,189,99,592,142,97,59,40,40,151,102,40,41,264,93,0,16,359,123,75,59,72,61,40,51,32,41,140,90,0,16,195,84,75,57,53,59,0,16,21,30,46,49,0,16,95,64,74,59,0,16,21,26,0,16,0,16,0,16,71,70,71,70,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,961,226,216,145,0,19,0,19,0,19,0,19,117,105,99,97,49,45,0,19,12,24,0,19,0,19,37,41,0,19,244,140,0,19,16,27,17,29,84,85,111,102,16,27,173,114,21,35,78,79,0,19,16,27,0,19,58,75,187,154,93,103,0,19,39,63,45,71,0,19,10,23,30,36,14,25,16,28,0,19,0,19,0,19,0,19,62,65,62,65,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,1986,268,299,133,14,46,30,63,8,42,0,42,159,88,88,91,464,167,0,42,0,42,0,42,10,43,448,168,6,40,473,157,0,42,45,64,33,46,115,87,280,121,0,42,170,84,12,42,34,45,51,63,40,51,30,56,3,40,347,127,112,82,98,73,49,54,34,54,38,63,16,46,91,58,65,54,15,40,0,42,11,42,0,42,0,42,142,89,101,83,31,53,0,42,0,42,0,42,10,43
57,Archer Heights,1333,193,114,69,0,27,0,27,0,27,0,27,93,65,21,30,142,75,0,27,0,27,0,27,0,27,142,75,0,27,405,130,17,34,41,49,11,30,64,63,236,101,36,57,354,111,15,26,149,74,110,71,52,46,28,33,0,27,244,93,145,71,70,48,5,26,0,27,24,44,0,27,45,47,21,31,24,45,0,27,0,27,0,27,0,27,29,38,29,38,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,6265,397,655,162,0,43,0,43,0,43,0,43,534,160,121,69,1169,228,10,45,0,43,0,43,9,45,1082,219,68,72,1776,274,63,77,130,84,298,125,245,114,983,203,57,60,1309,238,313,113,314,124,424,145,167,95,84,69,7,44,1061,234,767,203,101,66,18,44,61,70,69,86,45,44,166,87,139,80,0,43,0,43,22,53,0,43,5,41,129,97,129,97,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,2268,227,261,100,0,25,0,25,6,24,0,25,203,87,52,55,463,137,0,25,4,23,0,25,0,25,436,132,23,42,455,128,0,25,19,38,49,45,67,46,320,114,0,25,450,136,93,63,164,74,94,59,99,70,0,25,0,25,410,117,192,86,151,78,35,49,28,39,0,25,4,23,162,78,144,72,0,25,0,25,0,25,0,25,18,36,67,50,56,48,0,25,0,25,0,25,0,25,11,26
60,Bridgeport,6408,374,811,171,0,37,0,37,15,44,0,37,523,129,273,121,1264,214,0,37,16,45,25,40,0,37,1149,208,74,49,1496,257,71,77,102,73,311,131,251,114,721,189,40,55,919,194,187,96,158,74,271,111,137,82,158,89,8,37,1086,202,662,167,265,98,113,74,23,40,23,43,0,37,544,150,416,133,77,65,0,37,0,37,0,37,51,50,288,107,247,101,12,39,0,37,12,40,0,37,17,39
61,New City,6550,395,1020,183,20,54,24,58,11,48,22,50,753,167,190,91,1432,235,11,48,0,47,4,46,83,70,1298,226,36,55,1878,254,66,62,262,106,255,107,374,126,898,193,23,51,1005,197,303,111,294,116,187,90,108,78,85,62,28,55,801,173,446,122,268,111,47,65,4,50,7,47,29,55,295,103,252,95,37,59,6,46,0,47,0,47,0,47,119,75,89,66,0,47,0,47,0,47,0,47,30,58
62,West Elsdon,1337,207,113,73,0,27,0,27,0,27,0,27,50,51,63,59,196,88,0,27,0,27,0,27,0,27,185,87,11,29,290,125,0,27,8,28,37,52,0,27,245,115,0,27,366,115,12,26,55,45,138,88,57,60,42,37,62,55,209,99,95,57,92,80,12,29,0,27,10,27,0,27,97,72,97,72,0,27,0,27,0,27,0,27,0,27,66,62,66,62,0,27,0,27,0,27,0,27,0,27
63,Gage Park,4103,316,478,148,0,41,0,41,29,45,0,41,337,133,112,76,843,182,0,41,0,41,0,41,0,41,833,181,10,43,1469,247,58,63,125,85,182,97,246,95,818,195,40,61,447,138,35,52,153,78,165,90,40,42,44,63,10,40,561,159,304,122,150,85,50,56,7,39,50,66,0,41,223,114,217,114,6,39,0,41,0,41,0,41,0,41,82,81,82,81,0,41,0,41,0,41,0,41,0,41
64,Clearing,2043,251,174,124,0,31,0,31,0,31,0,31,84,79,90,98,373,132,0,31,0,31,23,47,0,31,334,126,16,40,367,131,0,31,27,41,13,34,145,91,182,99,0,31,361,134,125,96,83,56,108,84,13,36,32,44,0,31,473,149,183,84,200,118,45,56,0,31,0,31,45,60,145,89,99,71,46,58,0,31,0,31,0,31,0,31,150,95,124,91,0,31,15,38,0,31,0,31,11,34
65,West Lawn,2043,287,232,108,0,34,0,34,0,34,0,34,136,100,96,74,345,137,0,34,0,34,0,34,0,34,338,137,7,32,681,203,0,34,50,64,40,46,77,66,494,193,20,45,295,117,32,47,60,60,20,47,77,76,68,54,38,40,216,94,40,50,82,67,30,47,34,53,13,38,17,34,128,74,77,66,30,40,10,36,0,34,0,34,11,34,146,86,146,86,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,8547,494,1721,273,8,48,0,49,0,49,32,69,1276,245,405,157,1877,291,31,57,28,65,16,54,78,88,1701,266,23,51,2203,318,105,75,74,68,208,97,337,146,1394,267,85,69,1141,248,131,92,314,135,277,120,111,85,277,117,31,58,1031,237,610,185,210,117,56,77,55,73,100,79,0,49,349,151,314,148,19,50,11,51,5,47,0,49,0,49,225,95,218,96,7,48,0,49,0,49,0,49,0,49
67,West Englewood,5480,346,1242,218,0,48,11,50,11,48,14,51,821,175,385,121,1507,231,24,52,46,61,19,52,51,60,1276,213,91,82,1360,226,20,48,98,88,151,95,189,99,853,174,49,60,733,168,52,59,200,95,121,78,66,70,263,108,31,53,447,133,136,77,111,76,32,56,121,88,29,52,18,51,119,71,81,65,7,47,14,50,17,54,0,48,0,48,72,63,33,50,14,51,0,48,0,48,0,48,25,55
68,Englewood,6899,383,2458,291,25,44,81,76,57,58,39,47,1605,235,651,170,1805,260,124,75,41,51,130,75,113,71,1321,223,76,58,1251,232,90,62,39,55,135,79,159,81,802,189,26,40,590,152,66,52,85,63,105,64,164,90,150,89,20,41,498,145,205,95,64,54,118,71,90,78,0,36,21,41,186,92,163,89,11,39,0,36,0,36,0,36,12,40,111,72,111,72,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,8147,412,2046,281,62,58,78,70,84,71,70,55,1218,216,534,165,1634,254,94,62,36,43,74,53,41,45,1349,239,40,50,2114,294,96,65,185,80,198,110,431,157,1147,225,57,52,825,201,195,112,324,135,90,69,47,62,169,76,0,38,889,202,450,141,176,83,214,118,33,47,16,45,0,38,408,146,358,139,13,42,20,49,0,38,0,38,17,41,231,101,231,101,0,38,0,38,0,38,0,38,0,38
70,Ashburn,1780,314,220,118,0,41,0,41,0,41,0,41,73,61,147,109,375,163,0,41,0,41,0,41,0,41,313,156,62,56,356,147,0,41,8,40,33,51,38,71,213,119,64,57,276,140,0,41,96,97,75,76,13,42,92,84,0,41,179,99,105,88,10,42,32,47,6,39,26,47,0,41,144,84,71,56,48,69,0,41,0,41,12,41,13,42,230,148,214,144,0,41,0,41,0,41,0,41,16,45
71,Auburn Gresham,9164,472,2073,310,5,45,63,72,65,62,54,55,1346,267,540,156,2019,307,38,51,80,76,55,62,77,69,1727,286,42,55,2347,336,71,66,24,53,194,102,311,120,1732,302,15,46,1337,251,239,135,193,96,413,139,181,106,290,137,21,46,884,189,400,139,228,103,188,94,37,64,22,53,9,45,375,139,268,121,35,58,17,49,9,47,0,46,46,68,129,72,129,72,0,46,0,46,0,46,0,46,0,46
72,Beverly,1409,178,154,74,0,29,0,29,0,29,0,29,102,69,52,57,158,85,0,29,0,29,0,29,0,29,152,85,6,28,209,102,11,32,0,29,48,64,22,35,128,80,0,29,291,128,20,34,198,112,0,29,12,32,61,69,0,29,313,124,99,73,136,91,18,31,16,35,28,39,16,36,154,95,120,89,9,30,0,29,0,29,0,29,25,48,130,87,125,87,0,29,0,29,0,29,0,29,5,28
73,Washington Heights,3054,345,292,129,0,33,0,33,10,37,0,33,241,120,41,50,757,226,0,33,16,38,0,33,0,33,694,221,47,45,783,192,66,73,49,61,152,101,54,49,441,163,21,37,588,172,58,66,128,92,143,101,116,90,93,76,50,53,344,146,185,107,62,69,22,38,11,36,3,32,61,69,59,49,47,49,4,32,0,33,0,33,0,33,8,34,231,107,151,89,53,63,0,33,13,37,0,33,14,38
74,Mount Greenwood,616,147,40,47,0,25,0,25,0,25,0,25,40,47,0,25,69,61,0,25,0,25,0,25,0,25,69,61,0,25,105,67,0,25,25,35,0,25,9,27,71,62,0,25,98,81,47,62,29,49,22,42,0,25,0,25,0,25,110,58,103,59,0,25,0,25,0,25,0,25,7,25,96,64,80,60,0,25,16,34,0,25,0,25,0,25,98,83,98,83,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,1958,277,307,119,0,31,0,31,0,31,9,33,204,104,94,58,321,116,9,31,18,36,0,31,24,37,235,103,35,37,477,176,7,31,19,36,38,53,23,33,334,160,56,67,273,113,27,50,10,32,125,90,60,58,51,57,0,31,210,98,137,88,43,42,0,31,0,31,23,36,7,32,227,104,201,95,26,50,0,31,0,31,0,31,0,31,143,91,128,87,0,31,15,37,0,31,0,31,0,31
76,O'Hare,3281,331,290,143,0,38,0,38,0,38,0,38,156,101,134,110,390,185,0,38,0,38,0,38,0,38,390,185,0,38,820,253,26,45,0,38,0,38,55,72,733,245,6,39,535,194,0,38,85,80,107,87,187,124,144,110,12,41,353,145,88,67,203,115,60,64,2,41,0,38,0,38,569,214,404,194,114,92,33,52,0,38,0,38,18,47,324,148,256,134,31,63,0,38,0,38,0,38,37,59
77,Edgewater,17747,672,3200,396,39,60,115,97,186,93,179,112,2017,335,664,205,3109,416,63,57,125,106,133,80,190,113,2588,384,10,49,3702,452,94,75,130,94,438,178,770,201,2255,365,15,49,2851,406,359,181,1126,274,583,195,376,137,393,147,14,50,2550,410,975,258,657,180,295,183,342,146,258,151,23,55,1242,244,932,225,171,84,75,67,23,53,29,54,12,52,1093,239,1004,233,89,81,0,48,0,48,0,48,0,48
