area_id,area_name,b17026001,b17026001_moe,b17026002,b17026002_moe,b17026003,b17026003_moe,b17026004,b17026004_moe,b17026005,b17026005_moe,b17026006,b17026006_moe,b17026007,b17026007_moe,b17026008,b17026008_moe,b17026009,b17026009_moe,b17026010,b17026010_moe,b17026011,b17026011_moe,b17026012,b17026012_moe,b17026013,b17026013_moe
1,Rogers Park,10091,605,727,238,649,200,813,221,520,186,613,187,225,101,201,107,313,137,1343,284,1085,250,865,196,2737,323
2,West Ridge,16321,613,823,243,868,251,999,245,972,264,872,250,728,217,398,175,611,185,2978,415,1894,315,1451,283,3727,410
3,Uptown,9232,572,615,205,766,237,276,116,338,138,332,140,260,141,173,113,104,91,966,270,782,193,667,178,3953,389
4,Lincoln Square,8394,466,345,160,210,119,146,85,315,138,352,131,342,139,132,76,117,76,984,222,1092,218,767,188,3592,351
5,North Center,7252,362,32,44,78,65,61,54,49,48,98,62,242,121,62,83,13,40,706,171,524,129,737,166,4650,303
6,Lake View,14864,634,291,151,186,103,161,107,308,150,201,106,299,119,81,77,147,89,763,179,823,176,1120,235,10484,548
7,Lincoln Park,10261,528,181,87,109,85,89,67,94,68,45,56,105,80,69,85,84,67,466,139,429,130,403,109,8187,503
8,Near North Side,15079,781,769,218,248,135,184,103,239,103,130,93,209,133,0,54,64,73,879,304,871,245,957,232,10529,655
9,Edison Park,2829,194,11,28,19,29,7,24,11,26,35,31,20,25,63,53,45,42,235,89,466,119,348,119,1569,185
10,Norwood Park,9614,389,111,73,111,76,129,86,164,95,189,118,227,119,118,77,117,62,1434,255,1342,236,1398,236,4274,377
11,Jefferson Park,6374,356,80,73,114,77,117,65,214,92,294,116,231,93,85,72,164,85,1066,214,1229,248,835,201,1945,277
12,Forest Glen,4867,213,162,93,23,39,78,58,34,38,134,79,78,88,87,63,59,56,330,114,497,136,406,125,2979,242
13,North Park,4250,254,132,91,80,64,187,93,277,126,84,58,295,130,76,80,102,80,690,165,659,150,337,121,1331,187
14,Albany Park,10842,482,554,187,608,186,672,196,651,191,635,187,693,195,304,132,482,174,2024,316,1264,241,722,185,2233,270
15,Portage Park,14935,511,722,219,476,170,394,155,589,163,525,167,505,165,269,123,308,112,2945,363,2403,316,1801,278,3998,387
16,Irving Park,12442,497,452,168,493,176,451,151,699,198,648,174,512,153,198,102,399,137,1957,286,1553,287,1246,243,3834,340
17,Dunning,10702,388,224,112,226,102,289,117,333,114,261,90,334,128,204,92,289,104,1862,266,1632,252,1535,243,3513,328
18,Montclare,2909,245,159,104,96,64,102,66,198,107,89,54,195,95,129,94,91,59,488,152,502,147,270,93,590,172
19,Belmont Cragin,16806,526,960,238,1184,272,1047,237,1115,249,1439,274,1214,233,542,160,650,190,3234,390,2471,313,1445,258,1505,258
20,Hermosa,5456,268,308,127,308,127,378,127,530,170,408,128,485,148,176,100,224,109,1104,202,645,163,433,138,457,141
21,Avondale,8793,441,407,148,393,142,451,162,510,168,622,178,564,168,217,113,340,131,2049,304,1150,232,672,182,1418,236
22,Logan Square,14728,559,934,206,903,218,888,216,857,193,677,168,788,197,243,106,365,118,2023,297,1347,254,1057,204,4646,353
23,Humboldt Park,11493,468,2030,310,972,219,672,176,977,229,902,213,856,198,238,120,284,117,2135,272,1270,240,395,130,762,181
