Detailed Occupation for the Full-time, Year-round Civilian Population
---------------------------------------------------------------------
Universe: Full-time, Year-round Civilian Employed Population 16 Years and Over

B24124001 Total:
B24124002  Chief executives
B24124003  General and operations managers
B24124004  Legislators
B24124005  Advertising and promotions managers
B24124006  Marketing and sales managers
B24124007  Public relations and fundraising managers
B24124008  Administrative services managers
B24124009  Computer and information systems managers
B24124010  Financial managers
B24124011  Compensation and benefits managers
B24124012  Human resources managers
B24124013  Training and development managers
B24124014  Industrial production managers
B24124015  Purchasing managers
B24124016  Transportation, storage, and distribution managers
B24124017  Farmers, ranchers, and other agricultural managers
B24124018  Construction managers
B24124019  Education administrators
B24124020  Architectural and engineering managers
B24124021  Food service managers
B24124022  Funeral service managers
B24124023  Gaming managers
B24124024  Lodging managers
B24124025  Medical and health services managers
B24124026  Natural sciences managers
B24124027  Postmasters and mail superintendents
B24124028  Property, real estate, and community association managers
B24124029  Social and community service managers
B24124030  Emergency management directors
B24124031  Managers, all other
B24124032  Agents and business managers of artists, performers, and athletes
B24124033  Buyers and purchasing agents, farm products
B24124034  Wholesale and retail buyers, except farm products
B24124035  Purchasing agents, except wholesale, retail, and farm products
B24124036  Claims adjusters, appraisers, examiners, and investigators
B24124037  Compliance officers
B24124038  Cost estimators
B24124039  Human resources workers
B24124040  Compensation, benefits, and job analysis specialists
B24124041  Training and development specialists
B24124042  Logisticians
B24124043  Management analysts
B24124044  Meeting, convention, and event planners
B24124045  Fundraisers
B24124046  Market research analysts and marketing specialists
B24124047  Business operations specialists, all other
B24124048  Accountants and auditors
B24124049  Appraisers and assessors of real estate
B24124050  Budget analysts
B24124051  Credit analysts
B24124052  Financial analysts
B24124053  Personal financial advisors
B24124054  Insurance underwriters
B24124055  Financial examiners
B24124056  Credit counselors and loan officers
B24124057  Tax examiners and collectors, and revenue agents
B24124058  Tax preparers
B24124059  Financial specialists, all other
B24124060  Computer and information research scientists
B24124061  Computer systems analysts
B24124062  Information security analysts
B24124063  Computer programmers
B24124064  Software developers, applications and systems software
B24124065  Web developers
B24124066  Computer support specialists
B24124067  Database administrators
B24124068  Network and computer systems administrators
B24124069  Computer network architects
B24124070  Computer occupations, all other
B24124071  Actuaries
B24124072  Mathematicians
B24124073  Operations research analysts
B24124074  Statisticians
B24124075  Miscellaneous mathematical science occupations
B24124076  Architects, except naval
B24124077  Surveyors, cartographers, and photogrammetrists
