area_id,area_name,b05002001,b05002001_moe,b05002002,b05002002_moe,b05002003,b05002003_moe,b05002004,b05002004_moe,b05002005,b05002005_moe,b05002006,b05002006_moe,b05002007,b05002007_moe,b05002008,b05002008_moe,b05002009,b05002009_moe,b05002010,b05002010_moe,b05002011,b05002011_moe,b05002012,b05002012_moe,b05002013,b05002013_moe,b05002014,b05002014_moe,b05002015,b05002015_moe
1,Rogers Park,57559,2198,40862,1773,26594,1547,13557,916,2088,323,6586,661,3525,467,1358,281,711,205,235,121,0,48,476,165,16697,1574,5318,652,11379,1448
2,West Ridge,73705,2596,40418,1867,31406,1685,7599,769,1869,383,2992,446,1662,349,1076,372,1413,520,184,116,48,68,1181,512,33287,2132,15769,1106,17518,1895
3,Uptown,54995,1710,41235,1555,23168,1318,17057,993,2633,360,8618,681,3880,500,1926,347,1010,272,484,203,0,48,526,178,13760,1183,6417,704,7343,971
4,Lincoln Square,38622,1335,28237,1114,17887,1079,9648,614,1925,309,4820,449,1718,282,1185,265,702,200,284,147,48,77,370,120,10385,1016,5154,653,5231,785
5,North Center,33418,1097,29603,1051,18991,971,10013,651,1747,309,5331,478,1773,285,1162,227,599,163,338,127,23,47,238,102,3815,501,2520,369,1295,313
6,Lake View,96539,1732,84969,1736,40614,1458,42780,1441,7671,660,22820,1098,7824,675,4465,517,1575,309,356,169,25,70,1194,260,11570,874,6013,596,5557,640
7,Lincoln Park,64631,1722,58029,1705,29418,1304,27711,1198,5625,651,14152,869,4779,473,3155,421,900,193,335,113,0,51,565,156,6602,660,3324,430,3278,513
8,Near North Side,80516,1818,66360,1794,34331,1566,30893,1399,6641,656,15806,1031,5651,705,2795,460,1136,360,178,144,0,54,958,333,14156,1176,6974,763,7182,902
9,Edison Park,11135,498,9685,627,8514,568,1016,260,186,74,529,219,91,66,210,112,155,84,60,53,23,40,72,58,1450,344,1170,282,280,179
10,Norwood Park,37429,1230,29119,1173,26139,1094,2545,398,610,249,1158,239,621,198,156,80,435,158,199,107,0,39,236,118,8310,823,5664,569,2646,539
11,Jefferson Park,26771,1244,19146,1221,16526,1111,2051,444,348,142,900,237,454,189,349,284,569,241,168,93,0,29,401,222,7625,901,4196,546,3429,654
12,Forest Glen,18542,646,15153,703,13231,717,1758,279,354,117,930,217,218,93,256,136,164,91,59,57,26,51,79,59,3389,412,2800,331,589,226
13,North Park,18739,1008,11467,800,8960,766,2261,347,448,153,850,185,660,206,303,133,246,104,82,67,0,27,164,82,7272,827,4532,607,2740,469
14,Albany Park,53897,2062,29049,1439,21966,1334,5750,543,1020,256,2443,360,1489,268,798,228,1333,432,1000,402,0,45,333,153,24848,1669,8918,947,15930,1572
15,Portage Park,63619,1847,43122,1755,36275,1647,4917,582,1172,277,1732,321,1005,222,1008,297,1930,450,1579,421,10,47,341,165,20497,1337,10968,934,9529,932
16,Irving Park,56513,1956,38503,1556,30197,1505,6964,607,1282,262,3332,378,1329,311,1021,241,1342,285,1050,263,0,47,292,126,18010,1360,7485,783,10525,1126
17,Dunning,42115,1249,27118,1245,23516,1150,2466,352,525,154,971,205,505,161,465,162,1136,285,618,207,0,40,518,208,14997,1051,8394,739,6603,788
18,Montclare,12401,838,8024,731,6604,629,988,300,60,49,401,160,496,229,31,32,432,161,368,153,0,23,64,65,4377,579,1938,343,2439,473
19,Belmont Cragin,77885,2548,47746,2095,39318,1910,4056,581,920,258,1230,316,1461,348,445,164,4372,578,3800,544,0,52,572,197,30139,1690,10122,856,20017,1527
20,Hermosa,25068,1269,16183,1035,12519,924,867,256,210,121,179,100,269,116,209,170,2797,556,2700,553,6,31,91,76,8885,957,3006,448,5879,863
21,Avondale,41542,1885,24994,1291,20443,1223,3184,420,516,156,1650,280,692,186,326,137,1367,364,1099,344,0,38,268,119,16548,1439,5139,615,11409,1346
22,Logan Square,73786,1997,57987,1699,37513,1559,16013,818,2632,344,8126,605,3046,360,2209,315,4461,515,3895,493,9,58,557,181,15799,1187,5295,562,10504,1071
23,Humboldt Park,54351,2209,44702,2127,33293,1912,7489,744,699,181,947,229,5049,568,794,377,3920,536,3508,490,35,64,377,198,9649,1076,3253,546,6396,1020
24,West Town,84087,2008,70576,1885,41908,1685,24920,1036,4317,465,12398,755,5101,488,3104,423,3748,502,2952,460,0,62,796,213,13511,979,5747,564,7764,810
25,Austin,98162,2739,94213,2703,73169,2620,20241,1075,537,167,1785,311,17446,973,473,266,803,233,574,202,0,61,229,125,3949,717,1545,312,2404,633
26,West Garfield Park,19377,1316,19329,1315,15489,1273,3771,426,32,47,403,197,3215,380,121,102,69,81,15,40,0,35,54,78,48,46,30,37,18,41
27,East Garfield Park,21316,1354,20865,1358,17402,1337,3392,367,85,53,675,209,2566,333,66,50,71,70,71,70,0,38,0,38,451,187,218,103,233,137
28,Near West Side,54151,1661,45784,1606,30129,1464,15010,847,1892,279,6185,604,5112,443,1821,300,645,201,203,104,0,52,442,176,8367,753,3160,408,5207,638
29,North Lawndale,36074,1850,35169,1834,28578,1751,6550,567,108,67,859,220,5408,505,175,96,41,49,16,42,0,43,25,49,905,280,313,113,592,217
30,South Lawndale,70557,2333,39626,1789,35328,1686,3621,515,333,171,785,248,1593,251,910,294,677,215,440,189,0,48,237,110,30931,1474,6663,580,24268,1455
31,Lower West Side,36577,1700,21100,1222,16751,1118,3732,457,348,121,1069,245,1459,324,856,213,617,241,379,215,0,42,238,109,15477,1088,4240,486,11237,1038
32,Loop,26363,1430,21180,1403,10473,928,10341,1050,1940,462,4795,632,1848,418,1758,705,366,170,11,30,14,38,341,164,5183,696,1969,414,3214,587
33,Near South Side,20245,1153,16305,1074,9428,825,6752,999,1039,274,3295,831,2073,463,345,124,125,78,33,37,0,24,92,71,3940,687,1722,402,2218,564
