area_id,area_name,b25038001,b25038001_moe,b25038002,b25038002_moe,b25038003,b25038003_moe,b25038004,b25038004_moe,b25038005,b25038005_moe,b25038006,b25038006_moe,b25038007,b25038007_moe,b25038008,b25038008_moe,b25038009,b25038009_moe,b25038010,b25038010_moe,b25038011,b25038011_moe,b25038012,b25038012_moe,b25038013,b25038013_moe,b25038014,b25038014_moe,b25038015,b25038015_moe
1,Rogers Park,23981,550,6995,461,271,97,4443,395,1168,221,543,149,367,134,203,101,16986,651,4066,482,11181,658,1363,271,245,119,113,73,18,54
2,West Ridge,24402,485,12314,533,299,124,5545,438,3148,362,1526,259,837,192,959,213,12088,626,2125,362,8405,602,958,222,418,144,132,115,50,59
3,Uptown,29441,501,9490,491,400,128,6419,432,1742,271,598,161,225,88,106,76,19951,640,4637,526,12388,690,2095,337,498,169,202,114,131,135
4,Lincoln Square,17622,376,7020,447,283,134,3700,360,1444,209,820,180,442,120,331,106,10602,509,2336,329,6871,473,839,219,476,167,38,63,42,43
5,North Center,14724,323,7758,369,450,125,4335,323,1328,199,719,151,388,123,538,141,6966,392,1805,241,4186,336,488,136,284,113,107,90,96,79
6,Lake View,52568,659,19687,707,974,228,12724,619,3007,315,1610,235,904,195,468,133,32881,782,9931,694,20193,770,1915,288,629,172,124,80,89,87
7,Lincoln Park,32194,546,14662,578,770,185,8444,475,2874,353,1311,226,837,167,426,114,17532,621,5735,517,10327,608,773,218,353,114,320,142,24,52
8,Near North Side,50758,883,22765,857,1112,267,13839,761,4182,419,2231,343,1144,228,257,143,27993,973,9481,832,16467,837,1251,258,510,171,255,123,29,60
9,Edison Park,4608,141,3676,182,151,82,1418,189,850,154,381,98,455,122,421,107,932,170,260,110,537,137,121,74,0,25,14,23,0,25
10,Norwood Park,14646,262,11624,364,194,85,3981,393,2920,345,1806,234,1301,209,1422,206,3022,325,329,128,2140,328,298,113,162,113,49,51,44,49
11,Jefferson Park,9943,274,6535,336,214,94,2339,295,1673,245,990,191,552,123,767,180,3408,328,525,166,2235,305,404,133,170,78,31,36,43,40
12,Forest Glen,6793,159,5964,202,176,85,2110,222,1572,219,915,156,524,113,667,132,829,185,186,89,537,162,61,62,13,34,18,30,14,33
13,North Park,6436,188,3405,243,50,48,1151,209,1061,167,659,158,263,86,221,86,3031,263,472,147,1981,241,478,159,55,46,45,42,0,27
14,Albany Park,16804,326,6138,382,375,119,2917,317,1330,216,838,185,388,120,290,103,10666,433,1932,317,7535,481,955,227,199,101,23,47,22,47
15,Portage Park,22505,401,12675,479,401,132,4260,386,3701,349,1616,246,1193,197,1504,229,9830,524,1512,284,6846,535,874,224,293,130,166,100,139,82
16,Irving Park,20177,401,9760,457,328,127,4343,364,2421,288,1151,206,900,193,617,141,10417,507,1890,300,7164,487,962,211,272,104,79,68,50,53
17,Dunning,15141,266,11475,366,327,125,4232,320,3389,308,1567,216,909,155,1051,164,3666,344,582,169,2577,327,327,119,139,88,25,46,16,41
18,Montclare,4425,173,2630,230,42,43,1379,212,450,144,304,119,171,95,284,96,1795,219,290,123,1120,190,234,112,116,77,24,25,11,23
19,Belmont Cragin,21570,412,10475,514,288,114,4230,413,3445,350,1142,214,598,142,772,155,11095,541,1466,268,8143,514,1013,236,290,118,137,93,46,61
20,Hermosa,7070,219,3110,282,66,49,1115,217,1085,205,532,141,202,96,110,58,3960,302,628,164,2677,292,466,143,165,95,0,29,24,33
21,Avondale,13801,329,5774,391,253,112,2375,302,1654,254,816,177,427,125,249,94,8027,430,1796,306,4823,433,1037,221,223,98,93,72,55,55
22,Logan Square,29492,477,11139,516,461,116,6209,386,2061,287,1263,226,672,154,473,130,18353,602,4159,373,11958,573,1475,244,514,159,172,96,75,74
23,Humboldt Park,16778,419,5910,422,117,83,2057,290,1350,239,1162,207,782,166,442,134,10868,499,1807,288,6847,484,1407,247,613,185,121,78,73,66
