area_id,area_name,b25009001,b25009001_moe,b25009002,b25009002_moe,b25009003,b25009003_moe,b25009004,b25009004_moe,b25009005,b25009005_moe,b25009006,b25009006_moe,b25009007,b25009007_moe,b25009008,b25009008_moe,b25009009,b25009009_moe,b25009010,b25009010_moe,b25009011,b25009011_moe,b25009012,b25009012_moe,b25009013,b25009013_moe,b25009014,b25009014_moe,b25009015,b25009015_moe,b25009016,b25009016_moe,b25009017,b25009017_moe
1,Rogers Park,23981,550,6995,461,2387,308,2364,305,1002,209,716,180,332,137,119,74,75,60,16986,651,8308,587,4013,438,1745,313,1340,295,846,225,455,195,279,123
2,West Ridge,24402,485,12314,533,3070,356,3648,355,1860,317,1818,288,1063,260,396,141,459,129,12088,626,3534,432,3160,427,1495,313,1736,356,1267,291,536,213,360,167
3,Uptown,29441,501,9490,491,4574,411,3428,342,820,212,446,134,157,118,18,49,47,63,19951,640,12120,626,4857,475,1571,321,884,228,278,116,152,108,89,97
4,Lincoln Square,17622,376,7020,447,1969,263,2386,292,1418,243,810,191,341,112,96,61,0,40,10602,509,5054,453,3364,349,1268,280,486,151,209,125,118,112,103,81
5,North Center,14724,323,7758,369,1954,256,2526,256,1373,206,1162,182,569,139,151,89,23,49,6966,392,3268,335,2612,277,611,150,384,128,80,68,11,43,0,43
6,Lake View,52568,659,19687,707,8506,574,6499,453,2430,290,1691,228,357,113,123,89,81,85,32881,782,18670,800,9901,622,3080,339,786,198,380,130,64,85,0,66
7,Lincoln Park,32194,546,14662,578,6005,474,4604,366,1602,223,1632,221,688,228,131,78,0,51,17532,621,10509,600,4572,436,1678,260,652,183,102,81,19,53,0,51
8,Near North Side,50758,883,22765,857,12228,766,8743,613,940,200,640,163,119,88,95,72,0,54,27993,973,19042,933,6938,679,923,233,677,217,327,179,46,64,40,61
9,Edison Park,4608,141,3676,182,1101,174,1256,174,380,111,564,122,278,95,72,50,25,30,932,170,390,117,424,144,73,82,24,28,0,25,0,25,21,37
10,Norwood Park,14646,262,11624,364,3178,336,3963,345,1892,266,1621,244,681,159,158,77,131,94,3022,325,1372,217,544,171,498,185,456,193,36,54,116,97,0,39
11,Jefferson Park,9943,274,6535,336,1814,262,1691,245,1183,216,935,204,602,166,233,100,77,55,3408,328,1483,246,736,201,463,164,448,161,126,81,100,82,52,71
12,Forest Glen,6793,159,5964,202,1196,191,2002,206,866,177,1178,187,586,135,125,58,11,34,829,185,505,168,88,56,56,58,72,63,67,60,41,55,0,29
13,North Park,6436,188,3405,243,659,131,1152,194,452,128,427,130,368,125,132,64,215,93,3031,263,1135,202,824,211,510,151,324,125,196,92,29,41,13,30
14,Albany Park,16804,326,6138,382,1409,222,1818,265,857,171,1038,206,586,152,205,96,225,113,10666,433,2696,351,2724,379,1640,283,1638,289,731,199,739,215,498,169
15,Portage Park,22505,401,12675,479,2833,304,3403,339,2495,309,1930,259,1207,241,436,152,371,124,9830,524,3408,394,2644,351,1611,300,1331,283,526,187,171,101,139,94
16,Irving Park,20177,401,9760,457,2303,278,2803,300,1909,276,1743,272,466,131,179,78,357,142,10417,507,3506,373,3067,361,1492,282,1235,254,550,178,258,151,309,147
17,Dunning,15141,266,11475,366,2600,277,3620,311,2155,298,1834,244,775,150,228,89,263,101,3666,344,1330,251,974,199,655,213,483,155,103,72,63,52,58,57
18,Montclare,4425,173,2630,230,601,154,763,194,483,139,485,149,161,73,53,39,84,64,1795,219,772,146,314,114,213,96,255,115,205,98,36,40,0,23
19,Belmont Cragin,21570,412,10475,514,1574,248,2323,297,1266,226,2294,327,1460,252,752,172,806,184,11095,541,2461,307,2214,323,1999,321,1902,343,1431,288,576,178,512,181
20,Hermosa,7070,219,3110,282,454,130,644,179,597,139,593,156,439,134,215,93,168,84,3960,302,853,179,613,163,890,203,725,179,584,164,214,110,81,62
21,Avondale,13801,329,5774,391,1414,249,1395,239,991,194,921,188,450,155,339,139,264,107,8027,430,2273,301,2232,314,1448,254,940,232,653,189,276,126,205,116
22,Logan Square,29492,477,11139,516,2974,311,3869,336,1782,247,1271,203,812,184,299,123,132,82,18353,602,6583,492,6220,446,2529,330,1756,284,701,181,361,135,203,100
23,Humboldt Park,16778,419,5910,422,1336,247,1377,240,1067,218,864,197,493,136,342,121,431,138,10868,499,2824,348,2951,351,1737,278,1485,278,936,228,449,153,486,160
24,West Town,37287,534,14909,572,4903,391,5533,427,2470,294,1324,228,408,131,142,83,129,84,22378,612,8993,531,7765,492,2908,349,1410,240,808,195,375,140,119,101
25,Austin,32428,573,12818,537,2476,311,3864,378,2390,298,1995,288,761,190,651,171,681,159,19610,673,6479,517,5033,480,3359,402,2273,340,1308,243,695,187,463,159
26,West Garfield Park,5714,265,1486,192,395,113,372,97,225,90,236,90,157,74,81,63,20,36,4228,294,1084,170,887,177,690,158,570,146,527,139,157,76,313,118
27,East Garfield Park,6896,277,1857,223,536,119,602,152,249,86,241,95,112,51,26,42,91,59,5039,306,1622,222,942,185,852,186,677,160,425,128,308,123,213,105
28,Near West Side,25665,497,10251,474,4598,394,3498,339,1329,220,665,146,78,61,78,93,5,52,15414,552,7737,493,4437,421,1731,234,903,185,388,129,97,80,121,89
29,North Lawndale,10852,381,2612,263,585,138,852,160,382,111,434,123,168,78,120,75,71,54,8240,399,2094,265,1628,244,1599,239,1246,218,711,149,518,148,444,138
