area_id,area_name,b25093001,b25093001_moe,b25093002,b25093002_moe,b25093003,b25093003_moe,b25093004,b25093004_moe,b25093005,b25093005_moe,b25093006,b25093006_moe,b25093007,b25093007_moe,b25093008,b25093008_moe,b25093009,b25093009_moe,b25093010,b25093010_moe,b25093011,b25093011_moe,b25093012,b25093012_moe,b25093013,b25093013_moe,b25093014,b25093014_moe,b25093015,b25093015_moe,b25093016,b25093016_moe,b25093017,b25093017_moe,b25093018,b25093018_moe,b25093019,b25093019_moe,b25093020,b25093020_moe,b25093021,b25093021_moe,b25093022,b25093022_moe,b25093023,b25093023_moe,b25093024,b25093024_moe,b25093025,b25093025_moe,b25093026,b25093026_moe,b25093027,b25093027_moe,b25093028,b25093028_moe,b25093029,b25093029_moe
1,Rogers Park,6995,461,67,67,41,65,0,48,16,51,0,48,10,48,0,48,1359,227,474,156,163,76,175,84,103,71,444,153,0,48,4783,418,1674,281,726,184,714,187,390,123,1242,231,37,52,786,174,272,105,79,55,60,59,16,52,359,136,0,48
2,West Ridge,12314,533,78,93,0,51,0,51,9,53,0,51,69,93,0,51,1200,242,342,127,144,89,126,73,100,78,464,173,24,54,7726,499,2401,323,1046,216,676,171,793,221,2782,386,28,55,3310,336,1424,244,270,104,261,102,180,90,1175,243,0,51
3,Uptown,9490,491,68,65,0,48,0,48,0,48,23,52,45,61,0,48,2185,304,783,177,478,147,239,121,174,92,484,152,27,54,6267,453,2180,309,1306,261,686,185,469,173,1589,278,37,54,970,152,399,109,157,79,108,67,55,60,251,103,0,48
4,Lincoln Square,7020,447,0,40,0,40,0,40,0,40,0,40,0,40,0,40,1544,248,418,118,438,147,214,94,131,80,343,141,0,40,4234,374,1541,219,568,148,449,141,547,159,1129,220,0,40,1242,172,601,145,149,68,121,62,67,49,304,100,0,40
5,North Center,7758,369,43,71,0,43,0,43,0,43,0,43,43,71,0,43,1519,208,449,116,385,116,268,94,103,56,314,122,0,43,4987,332,2162,244,645,141,405,121,433,139,1312,224,30,47,1209,187,402,97,98,66,120,80,113,78,471,143,5,42
6,Lake View,19687,707,132,90,51,70,3,66,7,66,5,66,66,88,0,66,5902,481,2322,306,1131,242,799,184,460,155,1156,234,34,84,11189,600,4851,416,1476,229,1281,225,905,199,2645,348,31,70,2464,270,977,186,219,91,301,132,164,97,768,172,35,75
7,Lincoln Park,14662,578,36,53,7,51,0,51,5,50,0,51,24,54,0,51,3401,341,1250,204,503,136,562,163,163,89,894,204,29,58,9160,487,4506,413,1143,206,816,177,514,136,2123,282,58,60,2065,240,878,161,105,83,285,110,128,76,645,149,24,55
8,Near North Side,22765,857,206,117,12,57,0,54,0,54,37,64,157,111,0,54,4254,455,1326,274,843,240,558,179,382,153,1048,255,97,107,12042,667,5443,502,1387,263,1334,289,766,195,2972,390,140,95,6263,449,2722,334,567,200,372,128,338,149,2210,310,54,73
9,Edison Park,3676,182,18,33,0,25,0,25,0,25,0,25,18,33,0,25,303,106,80,53,110,71,61,44,20,29,32,36,0,25,2328,174,1058,200,409,123,239,101,139,73,477,128,6,24,1027,123,485,104,64,40,62,43,119,70,289,97,8,25
10,Norwood Park,11624,364,23,42,0,39,0,39,10,41,0,39,13,41,0,39,809,203,150,79,125,83,90,56,93,79,351,141,0,39,7036,354,2924,306,876,194,651,173,667,164,1901,277,17,42,3756,237,1697,202,441,118,342,123,289,112,945,174,42,48
11,Jefferson Park,6535,336,87,80,9,32,0,29,0,29,0,29,78,79,0,29,662,172,179,92,114,56,121,67,41,60,207,101,0,29,3974,303,1453,215,508,135,441,139,271,123,1294,241,7,29,1812,199,684,158,230,109,130,60,243,113,525,147,0,29
12,Forest Glen,5964,202,0,29,0,29,0,29,0,29,0,29,0,29,0,29,262,101,50,43,61,63,42,39,33,51,76,65,0,29,3957,210,1460,199,607,153,455,119,283,116,1152,217,0,29,1745,151,807,123,154,68,144,64,54,40,560,123,26,35
13,North Park,3405,243,0,27,0,27,0,27,0,27,0,27,0,27,0,27,252,100,47,46,66,59,27,35,0,27,112,81,0,27,2198,217,846,154,309,97,146,66,141,73,736,183,20,30,955,138,368,102,135,65,33,31,97,60,322,103,0,27
14,Albany Park,6138,382,31,56,0,45,0,45,14,50,17,52,0,45,0,45,1066,196,355,114,159,85,140,77,100,69,312,127,0,45,4098,334,1346,211,506,159,564,159,387,132,1288,245,7,43,943,170,474,131,65,54,46,53,90,61,268,96,0,45
15,Portage Park,12675,479,75,76,5,47,9,48,5,47,35,72,21,51,0,47,1160,199,224,95,188,82,127,76,102,73,506,144,13,51,8275,462,2305,286,898,196,1061,224,659,174,3285,369,67,75,3165,295,1368,197,346,122,396,124,245,97,790,170,20,50
16,Irving Park,9760,457,24,52,24,52,0,47,0,47,0,47,0,47,0,47,1324,233,347,112,141,77,263,120,144,84,429,148,0,47,6287,413,1982,268,879,183,703,165,503,130,2169,294,51,69,2125,258,892,185,166,80,215,90,122,66,702,159,28,53
17,Dunning,11475,366,20,45,8,41,0,40,0,40,12,43,0,40,0,40,997,203,253,108,170,81,157,105,96,71,321,119,0,40,7020,380,2630,307,972,179,653,146,794,173,1836,267,135,94,3438,234,1437,184,425,114,286,104,299,99,957,159,34,44
18,Montclare,2630,230,42,48,0,23,0,23,0,23,0,23,42,48,0,23,419,148,65,45,49,44,72,71,60,55,173,98,0,23,1569,205,394,131,105,56,198,86,118,66,744,169,10,23,600,143,214,102,33,32,113,77,69,59,171,69,0,23
19,Belmont Cragin,10475,514,171,99,16,57,0,52,67,79,11,53,73,75,4,52,936,212,144,81,45,56,102,74,127,96,518,172,0,52,6947,462,1333,207,566,155,869,219,475,155,3641,391,63,68,2421,278,897,182,346,114,192,90,320,114,666,161,0,52
20,Hermosa,3110,282,24,40,0,29,0,29,9,31,0,29,15,37,0,29,180,84,11,33,67,63,36,37,0,29,66,50,0,29,2321,244,523,157,165,90,107,54,227,112,1291,218,8,27,585,161,156,74,54,51,15,36,65,58,295,116,0,29
21,Avondale,5774,391,15,41,0,38,0,38,0,38,0,38,15,41,0,38,990,208,217,90,45,46,123,80,114,92,483,158,8,39,3652,339,774,165,361,125,372,122,399,151,1719,267,27,45,1117,187,442,120,65,47,104,70,33,41,473,136,0,38
22,Logan Square,11139,516,103,82,4,57,13,57,0,57,13,59,64,79,9,58,2845,290,824,152,635,135,399,118,214,99,737,177,36,72,6618,429,2078,248,810,170,728,159,500,145,2471,310,31,59,1573,237,553,145,134,86,178,88,88,90,620,159,0,57
23,Humboldt Park,5910,422,33,71,0,51,0,51,0,51,0,51,33,71,0,51,603,158,51,57,108,93,28,62,75,63,320,116,21,59,3672,367,766,185,235,90,364,121,375,130,1875,291,57,70,1602,217,469,119,117,83,51,58,90,67,866,183,9,52
24,West Town,14909,572,101,86,9,63,46,80,9,63,0,62,37,66,0,62,4558,373,1657,222,855,176,545,161,412,128,1070,192,19,64,8553,469,3209,302,1220,206,926,178,678,166,2460,303,60,76,1697,243,513,140,78,63,161,90,187,103,718,171,40,69
25,Austin,12818,537,99,81,18,63,0,61,0,61,0,61,65,77,16,65,818,203,86,73,69,78,83,85,53,72,527,174,0,61,8096,468,2316,311,851,190,595,152,789,187,3502,366,43,65,3805,324,1148,204,312,116,276,104,220,103,1798,249,51,75
26,West Garfield Park,1486,192,5,34,0,35,0,35,0,35,0,35,5,34,0,35,107,72,15,42,0,35,14,39,32,48,27,45,19,45,745,145,223,85,83,47,86,54,35,46,318,104,0,35,629,124,227,79,42,47,42,44,41,41,277,86,0,35
27,East Garfield Park,1857,223,18,47,0,38,0,38,0,38,0,38,18,47,0,38,251,89,71,53,10,37,38,58,53,49,46,45,33,48,1102,185,238,89,62,51,101,61,91,72,547,122,63,64,486,102,117,54,23,39,25,44,26,41,295,82,0,38
28,Near West Side,10251,474,92,64,7,52,7,52,13,52,12,53,53,61,0,52,3800,339,1382,214,498,150,590,142,301,107,1016,206,13,53,5647,418,2162,284,863,181,972,211,435,129,1149,186,66,72,712,157,259,101,98,78,56,56,31,56,257,102,11,53
29,North Lawndale,2612,263,36,52,36,52,0,43,0,43,0,43,0,43,0,43,139,67,62,59,26,48,0,43,29,48,22,44,0,43,1526,223,401,124,148,75,141,73,175,97,637,138,24,44,911,152,243,77,104,64,93,57,25,44,446,116,0,43
30,South Lawndale,5915,415,99,83,30,54,0,48,0,48,0,48,69,78,0,48,479,145,115,85,87,67,40,75,27,52,210,103,0,48,3941,379,1070,200,436,135,257,94,292,128,1886,284,0,48,1396,214,454,119,152,89,63,56,112,73,579,148,36,63
31,Lower West Side,3286,312,35,48,0,42,0,42,0,42,0,42,35,48,0,42,303,96,49,49,26,42,41,50,34,48,153,79,0,42,2060,266,514,138,272,112,221,88,161,77,855,178,37,52,888,171,291,95,148,82,68,65,75,49,306,108,0,42
32,Loop,6257,474,68,49,7,30,19,38,10,32,0,30,27,40,5,28,1404,273,498,173,53,49,235,113,226,123,387,151,5,29,3808,448,1422,321,457,175,458,166,318,154,1120,254,33,44,977,209,338,119,117,69,29,41,78,77,396,153,19,38
33,Near South Side,5711,452,50,54,29,50,0,24,0,24,0,24,21,29,0,24,1665,307,302,117,204,104,260,137,233,118,666,219,0,24,3655,406,1035,259,541,174,378,142,536,224,1143,321,22,33,341,145,53,41,9,22,0,24,32,36,247,146,0,24
34,Armour Square,1884,236,12,30,0,27,0,27,0,27,0,27,12,30,0,27,180,86,50,46,18,29,0,27,0,27,112,76,0,27,1080,205,365,119,109,62,100,84,23,28,453,129,30,35,612,169,185,76,14,29,24,43,60,62,329,137,0,27
35,Douglas,1875,186,15,41,0,35,0,35,0,35,0,35,15,41,0,35,162,75,69,56,14,36,0,35,10,36,48,50,21,43,1187,178,306,108,199,74,207,75,83,52,392,118,0,35,511,119,111,54,68,52,13,39,0,35,306,106,13,37
36,Oakland,612,125,0,19,0,19,0,19,0,19,0,19,0,19,0,19,91,53,13,20,30,35,26,32,0,19,22,31,0,19,457,114,169,80,36,41,91,59,7,17,149,70,5,17,64,44,26,41,0,19,0,19,12,27,26,26,0,19
37,Fuller Park,378,83,19,30,0,16,19,30,0,16,0,16,0,16,0,16,14,14,9,16,0,16,0,16,0,16,5,13,0,16,201,70,35,27,13,19,3,12,6,14,140,66,4,14,144,55,13,16,6,15,12,13,9,17,104,48,0,16
