area_id,area_name,b25068001,b25068001_moe,b25068002,b25068002_moe,b25068003,b25068003_moe,b25068004,b25068004_moe,b25068005,b25068005_moe,b25068006,b25068006_moe,b25068007,b25068007_moe,b25068008,b25068008_moe,b25068009,b25068009_moe,b25068010,b25068010_moe,b25068011,b25068011_moe,b25068012,b25068012_moe,b25068013,b25068013_moe,b25068014,b25068014_moe,b25068015,b25068015_moe,b25068016,b25068016_moe,b25068017,b25068017_moe,b25068018,b25068018_moe,b25068019,b25068019_moe,b25068020,b25068020_moe,b25068021,b25068021_moe,b25068022,b25068022_moe,b25068023,b25068023_moe,b25068024,b25068024_moe,b25068025,b25068025_moe,b25068026,b25068026_moe,b25068027,b25068027_moe,b25068028,b25068028_moe,b25068029,b25068029_moe,b25068030,b25068030_moe,b25068031,b25068031_moe,b25068032,b25068032_moe,b25068033,b25068033_moe,b25068034,b25068034_moe,b25068035,b25068035_moe,b25068036,b25068036_moe,b25068037,b25068037_moe
11,Jefferson Park,3408,328,221,117,221,117,0,29,10,32,0,29,48,64,105,81,58,69,0,29,819,202,795,201,25,48,0,29,0,29,331,129,339,128,100,88,24,37,1642,277,1622,282,8,30,19,40,24,36,108,61,607,183,856,225,20,36,726,185,697,182,0,29,0,29,22,33,57,44,72,47,546,164,29,35
12,Forest Glen,829,185,116,88,116,88,0,29,0,29,6,29,88,82,0,29,22,45,0,29,254,117,254,117,0,29,0,29,0,29,60,53,186,110,8,29,0,29,318,115,302,113,0,29,0,29,0,29,0,29,98,61,204,99,16,31,141,77,79,60,0,29,0,29,0,29,0,29,0,29,79,60,62,54
13,North Park,3031,263,257,119,257,119,25,37,24,36,52,57,113,89,18,37,25,47,0,27,1401,204,1384,205,40,55,70,48,385,121,317,135,523,131,49,41,17,38,791,170,764,169,0,27,0,27,16,36,41,56,285,119,422,123,27,40,582,165,552,163,0,27,0,27,0,27,0,27,73,55,479,154,30,32
14,Albany Park,10666,433,877,226,877,226,33,58,18,50,83,64,625,199,59,72,59,67,0,45,3389,395,3389,395,82,75,54,63,132,90,1066,248,1705,303,350,159,0,45,4303,417,4264,416,0,45,39,75,116,107,557,182,1866,310,1686,277,39,48,2097,320,2055,317,0,45,23,53,57,77,199,116,409,150,1367,264,42,51
15,Portage Park,9830,524,1014,260,1014,260,0,47,0,47,47,79,516,180,283,152,168,122,0,47,2193,307,2169,305,0,47,0,47,76,66,795,202,1136,243,162,95,24,51,3812,437,3664,430,0,47,37,76,54,68,433,155,1303,250,1837,337,148,101,2811,374,2678,373,0,47,0,47,89,102,145,101,574,197,1870,314,133,79
16,Irving Park,10417,507,991,245,946,235,0,47,0,47,71,80,600,188,94,80,181,119,45,63,2785,340,2748,338,24,52,18,46,29,53,739,180,1583,270,355,145,37,57,4752,447,4564,441,0,47,15,52,44,77,364,132,1655,294,2486,337,188,94,1889,317,1784,311,0,47,0,47,0,47,86,79,350,161,1348,256,105,78
17,Dunning,3666,344,486,180,486,180,0,40,0,40,30,61,133,96,178,119,145,106,0,40,772,187,714,179,0,40,0,40,0,40,203,96,280,122,231,120,58,67,1497,254,1457,251,0,40,28,57,116,110,92,67,725,194,496,148,40,55,911,201,769,184,0,40,0,40,0,40,51,51,149,101,569,152,142,81
18,Montclare,1795,219,164,91,164,91,0,23,0,23,0,23,76,61,53,59,35,44,0,23,636,146,622,144,20,28,0,23,23,30,231,109,304,106,44,55,14,28,596,165,574,162,0,23,0,23,8,20,52,56,296,119,218,104,22,25,399,130,386,128,0,23,16,32,0,23,21,26,61,51,288,112,13,27
19,Belmont Cragin,11095,541,745,209,745,209,0,52,0,52,0,52,412,156,280,136,53,80,0,52,2016,296,1902,284,11,54,16,56,40,62,793,190,878,211,164,97,114,114,5414,465,5269,462,0,52,58,82,92,95,1044,240,2315,316,1760,314,145,97,2920,379,2771,371,0,52,0,52,61,63,172,97,511,171,2027,331,149,85
20,Hermosa,3960,302,54,58,54,58,0,29,0,29,0,29,23,35,31,55,0,29,0,29,734,163,722,163,0,29,24,47,0,29,236,92,426,141,36,47,12,33,1869,266,1862,266,39,54,0,29,39,45,394,148,811,189,579,166,7,29,1303,233,1284,232,0,29,0,29,15,34,93,67,292,116,884,208,19,34
21,Avondale,8027,430,420,160,420,160,0,38,18,48,0,38,242,127,132,91,28,46,0,38,1684,265,1642,264,0,38,13,42,71,72,616,165,672,175,270,105,42,46,3969,410,3901,410,8,39,13,42,82,88,631,197,1734,296,1433,266,68,59,1954,287,1879,288,0,38,4,38,0,38,238,117,497,164,1140,231,75,55
22,Logan Square,18353,602,1223,240,1203,239,0,57,28,65,69,78,787,201,225,128,94,70,20,61,4492,396,4470,396,204,98,157,85,229,105,981,202,1477,227,1422,235,22,60,8239,503,8115,499,111,91,32,64,162,102,1039,219,2552,328,4219,394,124,91,4399,404,4254,400,23,62,51,73,97,78,286,133,799,189,2998,338,145,81
23,Humboldt Park,10868,499,2048,334,1997,328,27,56,87,80,39,57,572,178,543,174,729,207,51,76,1218,212,1147,211,74,74,115,90,228,107,378,145,244,108,108,76,71,85,3845,379,3786,372,31,53,114,89,132,82,649,175,1511,270,1349,248,59,69,3757,394,3640,387,15,53,94,76,103,65,391,158,1054,234,1983,301,117,74
24,West Town,22378,612,995,213,940,206,32,68,112,114,11,63,206,97,298,126,281,118,55,82,5350,434,5256,430,298,125,395,154,328,141,498,156,1506,248,2231,281,94,89,10240,563,10117,562,81,92,122,103,108,82,951,227,2522,334,6333,451,123,84,5793,441,5617,438,51,78,130,99,169,94,383,136,770,171,4114,388,176,91
25,Austin,19610,673,1938,312,1938,312,127,109,37,70,371,152,855,215,250,120,298,144,0,61,3797,405,3756,400,92,95,287,121,349,129,1484,267,1219,257,325,140,41,73,7805,555,7614,552,61,79,101,88,334,126,1303,255,3163,405,2652,358,191,110,6070,480,5933,479,66,82,116,111,316,134,646,186,1517,278,3272,386,137,84
26,West Garfield Park,4228,294,588,138,588,138,27,48,34,46,167,80,226,91,0,35,134,93,0,35,385,101,361,97,89,59,20,38,48,50,127,59,38,47,39,43,24,41,1132,194,1064,186,51,47,0,35,55,56,216,83,381,120,361,119,68,57,2123,233,2084,232,23,47,66,62,68,54,194,76,439,127,1294,198,39,47
27,East Garfield Park,5039,306,536,131,536,131,68,59,92,67,95,68,89,60,118,71,74,65,0,38,673,142,647,139,77,49,134,67,98,53,122,65,154,78,62,57,26,46,1778,237,1778,237,74,59,50,51,105,64,330,121,634,167,585,135,0,38,2052,242,1976,237,77,69,68,54,187,101,152,76,362,111,1130,199,76,60
28,Near West Side,15414,552,1760,283,1760,283,77,73,58,64,187,96,241,98,163,100,1034,239,0,52,5701,424,5629,424,349,120,616,143,561,146,344,111,397,118,3362,358,72,63,5220,441,5056,432,88,73,184,91,389,132,368,114,480,130,3547,390,164,105,2733,285,2663,282,59,73,32,53,268,94,404,133,371,126,1529,229,70,62
29,North Lawndale,8240,399,327,122,327,122,25,57,33,57,0,43,159,90,70,69,40,59,0,43,968,180,968,180,93,63,119,73,214,97,275,109,170,87,97,62,0,43,2726,293,2645,291,78,60,113,74,149,85,460,128,1061,205,784,169,81,68,4219,349,4119,348,69,59,52,59,234,104,593,155,1005,188,2166,265,100,65
30,South Lawndale,10539,500,85,78,85,78,0,48,0,48,32,59,38,62,0,48,15,49,0,48,1084,196,1025,189,87,76,106,79,218,97,465,142,105,75,44,54,59,68,5986,465,5861,459,11,50,15,53,354,130,3060,355,1955,306,466,152,125,84,3384,361,3223,357,9,49,9,49,116,79,1011,218,1274,242,804,198,161,81
31,Lower West Side,8969,386,399,130,399,130,0,42,0,42,99,82,154,87,47,59,99,60,0,42,2059,281,1983,275,50,72,149,91,321,117,699,188,556,159,208,95,76,72,4438,359,4358,361,0,42,25,48,162,90,1982,276,1477,239,712,157,80,64,2073,281,1953,273,0,42,0,42,89,70,310,114,779,182,775,191,120,76
32,Loop,8300,652,1329,322,1314,320,51,53,58,98,167,119,78,114,21,44,939,265,15,36,4186,605,4031,600,11,31,0,30,110,41,12,33,123,86,3775,590,155,84,2499,518,2207,467,0,30,45,77,202,207,0,30,93,79,1867,393,292,250,286,144,271,141,0,30,0,30,0,30,0,30,0,30,271,141,15,35
33,Near South Side,5806,473,454,272,454,272,59,78,30,55,55,62,13,28,158,211,139,106,0,24,2677,448,2561,444,69,55,237,179,89,50,313,112,353,122,1500,414,116,108,2224,401,2132,376,54,72,66,59,54,66,129,117,151,86,1678,374,92,100,451,236,446,236,22,27,46,79,14,31,7,24,150,99,207,197,5,23
34,Armour Square,3475,227,72,59,67,58,31,55,16,26,16,31,0,27,4,26,0,27,5,26,1356,182,1332,180,386,111,342,116,294,107,86,54,118,72,106,65,24,46,1025,190,996,187,78,48,35,40,88,47,380,144,210,85,205,98,29,32,1022,199,841,175,62,53,26,33,3,26,183,85,221,112,346,120,181,111
35,Douglas,7148,281,984,175,984,175,63,55,75,61,37,41,277,108,510,131,22,48,0,35,3050,274,3050,274,239,91,416,110,217,78,179,78,1371,215,628,142,0,35,2331,243,2308,243,150,84,118,60,282,97,195,85,243,102,1320,205,23,41,783,150,769,149,51,49,30,38,106,66,83,66,59,50,440,121,14,34
36,Oakland,2131,173,74,50,74,50,44,42,18,27,0,19,0,19,12,25,0,19,0,19,766,143,744,142,80,51,132,63,170,74,226,95,105,72,31,23,22,20,820,163,805,162,80,69,96,54,96,70,90,59,255,98,188,88,15,28,471,127,471,127,0,19,30,34,24,32,72,53,113,66,232,105,0,19
37,Fuller Park,768,111,26,37,26,37,21,37,5,13,0,16,0,16,0,16,0,16,0,16,328,74,307,68,38,31,118,51,59,38,82,48,0,16,10,21,21,34,200,88,190,87,24,26,0,16,0,16,46,54,82,55,38,38,10,17,214,76,201,75,0,16,0,16,8,16,9,17,87,54,97,54,13,14
38,Grand Boulevard,7111,330,425,126,425,126,70,63,132,74,53,77,108,68,62,57,0,43,0,43,2280,239,2252,237,220,81,521,126,495,126,508,140,336,117,172,79,28,51,2102,248,2086,248,30,47,115,82,147,77,333,114,732,149,729,157,16,44,2304,249,2225,246,22,45,32,45,117,67,304,92,315,124,1435,212,79,70
39,Kenwood,6261,340,942,202,942,202,10,33,61,52,14,32,592,181,110,73,155,99,0,31,1939,242,1921,241,94,56,108,51,250,86,515,152,590,139,364,116,18,34,2379,283,2349,284,27,51,42,43,199,86,93,65,536,160,1452,234,30,41,1001,182,968,177,14,32,88,65,30,44,84,57,111,71,641,154,33,37
40,Washington Park,3309,216,126,68,121,66,4,26,0,27,34,40,59,53,12,32,12,31,5,26,670,123,670,123,82,70,154,90,42,35,258,98,119,66,15,28,0,27,1246,190,1233,192,103,66,67,55,160,74,232,89,435,122,236,96,13,26,1267,175,1242,175,24,41,44,45,64,48,141,70,252,86,717,151,25,31
41,Hyde Park,7870,371,1686,280,1686,280,23,51,0,38,65,70,851,204,680,177,67,65,0,38,3356,304,3339,304,58,54,59,47,57,72,494,145,1818,227,853,167,17,40,1934,264,1915,263,58,66,0,38,21,41,111,69,325,116,1400,223,19,40,894,163,833,152,0,38,0,38,0,38,24,40,67,65,742,142,61,65
42,Woodlawn,7775,366,680,164,668,162,29,40,125,75,62,51,313,130,101,71,38,57,12,39,2082,259,2082,259,138,65,305,91,295,94,358,125,753,182,233,130,0,36,2358,278,2285,272,45,53,49,52,89,63,342,115,824,164,936,194,73,56,2655,272,2472,262,17,38,96,65,341,116,236,96,377,122,1405,212,183,84
43,South Shore,16515,598,1800,331,1800,331,40,58,154,114,135,87,960,248,305,141,206,123,0,44,6148,500,6128,500,309,132,423,152,479,148,2383,331,2136,331,398,145,20,50,5612,501,5500,496,23,49,95,74,251,128,651,203,2524,363,1956,316,112,93,2955,388,2886,388,40,62,31,52,65,71,306,141,670,187,1774,313,69,69
44,Chatham,8903,460,421,180,421,180,15,39,9,38,52,90,169,106,130,111,46,65,0,37,3300,394,3300,394,58,72,81,64,100,70,1573,286,1245,269,243,142,0,37,3336,398,3247,391,61,74,68,63,96,62,494,161,1875,317,653,208,89,68,1846,303,1791,301,39,56,29,49,9,38,132,83,568,184,1014,231,55,63
45,Avalon Park,1259,207,36,52,36,52,0,19,0,19,5,14,31,52,0,19,0,19,0,19,301,116,289,115,0,19,0,19,0,19,210,105,35,35,44,50,12,23,543,153,512,152,0,19,0,19,0,19,97,68,176,97,239,114,31,30,379,136,317,131,0,19,0,19,0,19,8,21,22,38,287,129,62,61
46,South Chicago,6298,413,68,53,68,53,5,36,10,38,4,36,43,49,6,38,0,37,0,37,1452,269,1380,252,75,56,158,69,230,87,615,177,279,134,23,52,72,101,2396,307,2339,306,20,47,67,63,224,101,661,201,892,203,475,166,57,51,2382,286,2276,278,23,45,43,45,75,60,537,151,644,178,954,197,106,68
47,Burnside,476,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,164,58,164,58,27,30,81,49,56,38,0,11,0,11,0,11,0,11,99,75,99,75,0,11,25,38,0,11,43,59,20,19,11,20,0,11,213,99,205,101,0,11,0,11,0,11,47,52,44,47,114,69,8,14
48,Calumet Heights,1209,204,15,31,15,31,0,27,0,27,0,27,0,27,15,31,0,27,0,27,229,108,229,108,5,26,0,27,0,27,117,86,107,74,0,27,0,27,437,123,406,122,0,27,0,27,10,30,118,76,148,65,130,75,31,41,528,161,484,157,0,27,0,27,0,27,37,42,65,49,382,147,44,34
49,Roseland,6628,428,287,123,287,123,56,51,8,41,10,43,89,80,109,96,15,45,0,41,1003,214,1000,214,20,45,60,77,62,54,511,163,317,139,30,46,3,40,2460,320,2366,317,30,51,10,40,92,79,220,109,1185,238,829,206,94,66,2878,327,2736,321,10,43,47,48,55,48,105,76,766,204,1753,266,142,79
50,Pullman,1607,162,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,261,102,261,102,0,19,0,19,18,23,111,63,66,49,66,63,0,19,724,141,712,142,0,19,0,19,11,20,183,82,351,112,167,87,12,26,622,128,622,128,0,19,0,19,16,29,114,62,250,101,242,96,0,19
51,South Deering,2204,245,40,51,40,51,0,25,0,25,0,25,0,25,0,25,40,51,0,25,340,129,340,129,27,40,55,35,58,55,53,54,129,106,18,35,0,25,842,182,783,175,53,51,0,25,119,74,157,83,199,99,255,107,59,62,982,196,910,191,47,46,25,27,40,43,97,69,190,85,511,165,72,56
52,East Side,2195,247,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,221,106,187,98,0,29,0,29,35,62,74,57,78,68,0,29,34,47,914,199,866,189,0,29,0,29,55,43,408,133,365,140,38,46,48,56,1060,194,964,192,25,41,29,55,0,29,184,87,411,140,315,128,96,65
53,West Pullman,3509,343,34,48,34,48,0,39,0,39,0,39,0,39,34,48,0,39,0,39,347,124,337,122,24,42,42,48,64,57,121,67,86,94,0,39,10,40,1110,213,1110,213,8,38,12,43,137,86,216,120,336,132,401,145,0,39,2018,287,1934,290,0,39,39,47,74,66,89,65,327,139,1405,260,84,76
54,Riverdale,2023,176,144,102,144,102,33,42,49,59,45,72,0,16,17,29,0,16,0,16,222,99,222,99,47,44,86,64,49,46,29,49,0,16,11,22,0,16,737,182,737,182,169,94,154,101,173,96,113,79,43,52,85,61,0,16,920,158,884,154,122,86,142,75,134,73,105,57,58,53,323,132,36,54
55,Hegewisch,961,226,63,46,63,46,0,19,0,19,0,19,33,28,30,40,0,19,0,19,74,98,74,98,0,19,0,19,0,19,58,94,16,28,0,19,0,19,506,188,460,180,0,19,0,19,15,26,199,123,129,116,117,77,46,74,318,154,280,150,0,19,0,19,12,24,16,27,16,24,236,149,38,35
56,Garfield Ridge,1986,268,145,87,145,87,14,46,0,42,23,46,44,62,36,58,28,59,0,42,464,132,456,131,0,42,17,48,51,63,234,120,145,95,9,41,8,42,628,168,625,168,38,63,0,42,22,50,111,87,391,137,63,56,3,40,749,186,664,166,0,42,0,42,8,43,54,62,91,67,511,153,85,88
57,Archer Heights,1333,193,12,28,12,28,0,27,0,27,0,27,0,27,12,28,0,27,0,27,97,58,97,58,0,27,0,27,17,34,48,42,32,41,0,27,0,27,673,151,637,142,0,27,0,27,30,54,184,79,311,104,112,68,36,57,551,145,543,145,0,27,0,27,20,38,40,38,271,106,212,90,8,27
58,Brighton Park,6265,397,81,72,75,72,0,43,0,43,26,58,21,47,28,55,0,43,6,43,597,173,597,173,0,43,0,43,99,80,332,130,144,90,22,54,0,43,3302,351,3227,351,10,45,21,47,163,98,1290,233,1424,261,319,133,75,59,2285,304,2144,301,0,43,0,43,30,54,380,121,889,213,845,195,141,82
59,McKinley Park,2268,227,55,53,55,53,0,25,0,25,0,25,5,23,23,44,27,38,0,25,217,94,217,94,0,25,6,24,0,25,122,76,60,50,29,41,0,25,1095,199,1068,196,0,25,0,25,9,24,374,123,473,143,212,88,27,41,901,180,872,179,0,25,0,25,0,25,145,83,344,118,383,136,29,38
60,Bridgeport,6408,374,148,72,127,63,0,37,0,37,32,50,50,52,25,41,20,40,21,48,1291,231,1291,231,23,44,36,45,114,83,587,160,396,124,135,84,0,37,3229,330,3127,327,0,37,39,56,119,92,1076,208,1096,209,797,199,102,67,1740,247,1607,241,16,45,0,37,39,46,274,104,636,159,642,160,133,65
61,New City,6550,395,120,72,120,72,0,47,0,47,30,54,63,62,21,54,6,46,0,47,741,157,741,157,70,63,41,53,131,76,254,99,151,79,94,78,0,47,2863,319,2743,310,0,47,6,46,275,114,1162,213,925,193,375,138,120,77,2826,305,2687,301,0,47,26,58,71,58,630,158,996,181,964,189,139,77
62,West Elsdon,1337,207,25,46,25,46,0,27,0,27,0,27,25,46,0,27,0,27,0,27,209,105,171,93,0,27,0,27,0,27,86,63,42,58,43,51,38,54,528,149,528,149,0,27,12,28,4,26,61,45,234,105,217,104,0,27,575,163,489,158,0,27,25,44,0,27,3,26,104,70,357,138,86,58
63,Gage Park,4103,316,147,74,147,74,0,41,0,41,32,51,77,57,38,51,0,41,0,41,679,159,679,159,9,41,11,43,72,76,483,142,104,68,0,41,0,41,1921,273,1887,271,9,40,20,49,33,53,649,170,763,183,413,165,34,51,1356,239,1296,235,0,41,0,41,16,45,212,109,496,152,572,162,60,64
64,Clearing,2043,251,46,51,46,51,0,31,0,31,23,47,23,36,0,31,0,31,0,31,553,160,541,158,0,31,0,31,0,31,321,116,212,119,8,32,12,33,795,181,762,176,0,31,5,30,0,31,85,61,502,154,170,103,33,59,649,190,622,189,0,31,0,31,0,31,46,55,200,129,376,138,27,42
65,West Lawn,2043,287,13,37,13,37,0,34,0,34,0,34,0,34,0,34,13,37,0,34,419,144,399,140,0,34,0,34,0,34,80,66,131,92,188,101,20,45,753,199,697,200,0,34,0,34,7,34,104,69,266,131,320,150,56,52,858,211,771,206,0,34,0,34,6,33,100,104,93,70,572,173,87,57
66,Chicago Lawn,8547,494,311,122,311,122,0,49,0,49,17,49,235,112,59,67,0,49,0,49,2131,310,2112,307,50,67,31,67,136,87,993,216,804,206,98,86,19,57,2994,379,2947,375,31,57,12,48,185,110,555,169,1469,280,695,200,47,64,3111,365,3008,361,0,49,63,82,52,60,381,137,882,217,1630,270,103,64
67,West Englewood,5480,346,149,91,149,91,0,48,0,48,41,66,77,69,0,48,31,58,0,48,699,164,691,163,0,48,72,58,197,94,235,108,187,104,0,48,8,48,1424,228,1325,217,25,52,0,48,144,93,311,113,529,141,316,107,99,79,3208,298,2979,291,12,48,81,67,127,86,369,118,562,153,1828,243,229,88
68,Englewood,6899,383,361,119,344,116,99,77,40,55,45,53,108,59,52,53,0,36,17,43,1260,198,1251,197,167,96,212,94,242,104,393,124,172,84,65,67,9,38,1974,252,1860,242,45,53,47,57,180,88,538,138,743,163,307,103,114,81,3304,320,3080,311,76,56,58,59,191,81,433,132,814,177,1508,233,224,95
69,Greater Grand Crossing,8147,412,475,163,475,163,28,44,0,38,70,70,296,135,61,67,20,49,0,38,2213,288,2175,287,90,68,86,62,111,65,861,183,899,203,128,86,38,51,2777,332,2730,330,102,69,150,73,173,90,510,141,1130,253,665,172,47,53,2682,293,2598,289,115,64,89,73,160,78,302,119,562,144,1370,227,84,53
70,Ashburn,1780,314,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,159,113,159,113,0,41,0,41,0,41,52,59,107,105,0,41,0,41,515,192,459,180,0,41,0,41,0,41,63,73,263,140,133,93,56,82,1106,244,963,235,0,41,0,41,69,72,94,105,76,59,724,204,143,71
71,Auburn Gresham,9164,472,439,154,439,154,48,58,47,56,85,82,131,106,56,57,72,78,0,46,2208,284,2208,284,83,74,209,92,98,70,1134,214,577,173,107,93,0,46,3279,359,3217,356,28,52,65,73,61,60,308,116,1881,290,874,207,62,55,3238,356,3135,353,35,61,40,64,204,110,259,125,499,155,2098,310,103,75
72,Beverly,1409,178,23,35,23,35,0,29,0,29,0,29,11,32,12,32,0,29,0,29,598,143,598,143,0,29,0,29,10,32,161,103,360,141,67,58,0,29,401,140,401,140,0,29,0,29,11,32,27,39,158,86,205,105,0,29,387,115,335,111,0,29,0,29,14,34,11,32,73,59,237,98,52,52
73,Washington Heights,3054,345,100,100,100,100,0,33,0,33,0,33,88,99,12,35,0,33,0,33,539,173,539,173,0,33,0,33,10,36,248,122,249,129,32,63,0,33,1196,252,1144,248,10,37,45,60,61,66,255,110,458,168,315,144,52,42,1219,231,1070,225,0,33,0,33,11,34,83,55,237,129,739,186,149,89
74,Mount Greenwood,616,147,123,61,123,61,0,25,0,25,0,25,84,57,0,25,39,46,0,25,191,95,191,95,0,25,0,25,9,27,55,56,93,67,34,40,0,25,219,110,212,109,0,25,0,25,38,61,9,27,22,42,143,92,7,25,83,58,83,58,0,25,0,25,0,25,12,29,0,25,71,56,0,25
75,Morgan Park,1958,277,65,71,27,39,0,31,0,31,0,31,0,31,0,31,27,39,38,66,369,120,358,119,0,31,32,33,11,33,107,68,132,82,76,53,11,34,681,188,675,187,0,31,10,33,38,41,33,38,337,137,257,127,6,31,843,206,789,205,0,31,0,31,125,78,57,67,167,82,440,174,54,44
76,O'Hare,3281,331,91,79,91,79,0,38,0,38,0,38,10,40,28,49,53,73,0,38,1133,232,1104,230,0,38,11,40,0,38,65,75,727,219,301,155,29,59,1556,292,1556,292,0,38,0,38,15,43,69,81,511,164,961,250,0,38,501,215,435,209,0,38,9,40,0,38,0,38,0,38,426,208,66,61
77,Edgewater,17747,672,4193,500,4174,500,174,125,96,94,267,162,2622,409,835,227,180,134,19,51,8328,595,8273,594,246,102,349,142,391,139,1294,272,4099,432,1894,355,55,66,3582,415,3542,413,31,58,80,85,97,63,156,116,668,181,2510,352,40,51,1644,279,1606,276,0,48,9,49,17,54,54,59,161,114,1365,257,38,57
