area_id,area_name,b23025001,b23025001_moe,b23025002,b23025002_moe,b23025003,b23025003_moe,b23025004,b23025004_moe,b23025005,b23025005_moe,b23025006,b23025006_moe,b23025007,b23025007_moe
1,Rogers Park,47141,1660,33271,1287,33261,1287,30380,1247,2881,402,10,49,13870,1061
2,West Ridge,56255,1881,35098,1477,35098,1477,32006,1409,3092,496,0,51,21157,1300
3,Uptown,48942,1410,35284,1221,35252,1221,32104,1151,3148,485,32,67,13658,926
4,Lincoln Square,32805,1013,25472,869,25453,869,23356,825,2097,343,19,43,7333,649
5,North Center,27490,833,22095,760,22079,759,20929,740,1150,243,16,49,5395,492
6,Lake View,87172,1498,72420,1423,72391,1423,68957,1435,3434,410,29,72,14752,886
7,Lincoln Park,56260,1334,43583,1146,43583,1146,41372,1134,2211,307,0,51,12677,800
8,Near North Side,74967,1582,54998,1507,54998,1507,51159,1476,3839,552,0,54,19969,1049
9,Edison Park,9143,420,6354,401,6354,401,5943,391,411,130,0,25,2789,278
10,Norwood Park,30529,891,19832,815,19826,815,18045,822,1781,286,6,41,10697,602
11,Jefferson Park,21485,938,14767,805,14760,805,12930,710,1830,394,7,29,6718,555
12,Forest Glen,14512,467,9870,473,9870,473,9199,448,671,198,0,29,4642,350
13,North Park,15132,767,9326,632,9326,632,8401,601,925,232,0,27,5806,537
14,Albany Park,41969,1536,30371,1391,30371,1391,27319,1298,3052,491,0,45,11598,800
15,Portage Park,50617,1379,36328,1299,36286,1298,31700,1191,4586,559,42,56,14289,849
16,Irving Park,44477,1498,32547,1277,32512,1273,29259,1188,3253,442,35,66,11930,791
17,Dunning,35366,993,24019,947,24019,947,21611,901,2408,343,0,40,11347,628
18,Montclare,9753,606,6288,524,6288,524,5421,472,867,225,0,23,3465,419
19,Belmont Cragin,57340,1860,38847,1510,38847,1510,33159,1406,5688,636,0,52,18493,1066
20,Hermosa,18641,960,12902,802,12902,802,11208,731,1694,340,0,29,5739,592
21,Avondale,32859,1456,23591,1096,23591,1096,21415,1055,2176,358,0,38,9268,840
22,Logan Square,60603,1536,45109,1291,45103,1291,41415,1261,3688,420,6,57,15494,939
23,Humboldt Park,40301,1545,22120,1129,22120,1129,18299,1003,3821,519,0,51,18181,1152
24,West Town,72135,1613,56926,1380,56861,1379,53130,1298,3731,470,65,88,15209,956
