area_id,area_name,b09001001,b09001001_moe,b09001002,b09001002_moe,b09001003,b09001003_moe,b09001004,b09001004_moe,b09001005,b09001005_moe,b09001006,b09001006_moe,b09001007,b09001007_moe,b09001008,b09001008_moe,b09001009,b09001009_moe,b09001010,b09001010_moe
1,Rogers Park,11525,1019,11427,1017,2730,411,1532,287,626,199,1633,342,1442,291,1606,356,1858,353,98,84
2,West Ridge,19052,1409,19035,1409,3812,565,2084,377,1118,281,3291,458,3241,486,2978,398,2511,406,17,48
3,Uptown,6561,819,6547,819,1689,303,984,268,339,133,936,241,767,235,943,322,889,266,14,56
4,Lincoln Square,6331,689,6318,689,1963,309,882,186,312,127,1050,258,717,219,574,192,820,217,13,41
5,North Center,6243,549,6243,549,1961,267,1135,231,355,110,885,216,747,167,661,167,499,154,0,43
6,Lake View,9801,699,9789,699,3468,386,1432,264,823,186,1507,243,1084,202,807,207,668,174,12,67
7,Lincoln Park,8886,835,8841,835,2018,279,1223,217,430,136,1807,333,1395,289,1080,275,888,168,45,50
8,Near North Side,5892,725,5892,725,1763,403,654,180,284,125,937,278,907,290,871,256,476,155,0,54
9,Edison Park,2266,248,2266,248,142,56,217,82,97,56,502,125,426,114,502,114,380,128,0,25
10,Norwood Park,7436,703,7433,703,1334,277,976,288,449,159,1551,281,1479,255,868,240,776,197,3,34
11,Jefferson Park,5805,659,5801,660,963,267,785,196,262,94,850,190,942,173,1161,259,838,228,4,28
12,Forest Glen,4437,340,4437,340,737,174,456,132,312,109,879,164,686,162,649,178,718,159,0,29
13,North Park,4251,575,4237,572,796,209,333,110,211,82,469,151,722,210,954,214,752,187,14,38
14,Albany Park,13358,1089,13351,1089,2406,385,2125,386,749,201,2172,350,1746,320,2075,369,2078,375,7,40
15,Portage Park,14634,1080,14633,1080,2247,416,1574,305,793,198,2532,395,2538,405,2535,362,2414,361,1,45
16,Irving Park,13070,953,13007,949,2799,394,1787,294,863,236,1931,320,2342,388,1810,302,1475,297,63,64
17,Dunning,7795,583,7786,583,1310,258,829,180,475,137,1208,234,1213,210,1201,252,1550,282,9,33
18,Montclare,3016,482,3016,482,515,189,413,151,89,55,595,170,464,164,473,151,467,165,0,23
19,Belmont Cragin,23220,1412,23217,1412,4059,495,2409,382,1345,266,4029,491,3443,433,4277,540,3655,466,3,51
20,Hermosa,7269,672,7269,672,1150,244,860,233,452,149,1290,263,995,207,1151,234,1371,260,0,29
21,Avondale,9644,923,9643,923,1929,309,1442,297,566,165,1508,275,1114,240,1586,323,1498,352,1,37
22,Logan Square,14558,1006,14549,1006,3366,385,1862,299,909,209,2379,345,1967,304,1965,337,2101,325,9,55
23,Humboldt Park,16391,1369,16385,1369,2644,416,2218,391,1171,295,2539,390,2409,372,2318,344,3086,452,6,49
24,West Town,13070,1018,13050,1019,3498,382,1732,343,726,181,1828,319,1675,293,1961,279,1630,292,20,66
25,Austin,26416,1527,26401,1528,3893,488,2669,402,1164,253,4867,539,4370,503,4406,505,5032,502,15,68
26,West Garfield Park,6782,757,6763,756,1132,229,615,173,344,111,1200,242,1219,229,1077,227,1176,220,19,49
27,East Garfield Park,7443,809,7429,809,1143,266,783,190,395,131,1296,263,1190,258,1130,208,1492,306,14,44
