area_id,area_name,b25058001,b25058001_moe
1,Rogers Park,9327,191
2,West Ridge,12682,629
3,Uptown,8988,219
4,Lincoln Square,10350,314
5,North Center,15813,759
6,Lake View,40265,1032
7,Lincoln Park,25366,1017
8,Near North Side,26333,1824
9,Edison Park,3160,119
10,Norwood Park,7452,384
11,Jefferson Park,4992,200
12,Forest Glen,3303,213
13,North Park,3024,196
14,Albany Park,8651,239
15,Portage Park,11427,336
16,Irving Park,12769,385
17,Dunning,9542,900
18,Montclare,1556,109
19,Belmont Cragin,13252,349
20,Hermosa,4547,159
21,Avondale,7928,261
22,Logan Square,24233,851
23,Humboldt Park,10627,352
24,West Town,31313,868
25,Austin,17033,489
26,West Garfield Park,6943,228
27,East Garfield Park,8461,500
28,Near West Side,18663,578
29,North Lawndale,10530,459
30,South Lawndale,10117,230
31,Lower West Side,7107,241
32,Loop,7982,502
33,Near South Side,3007,351
34,Armour Square,2295,200
35,Douglas,6115,366
36,Oakland,1790,222
37,Fuller Park,914,288
38,Grand Boulevard,8668,653
39,Kenwood,5570,373
40,Washington Park,4357,283
41,Hyde Park,10900,329
42,Woodlawn,7695,456
43,South Shore,10657,306
44,Chatham,7052,656
45,Avalon Park,1614,131
46,South Chicago,6107,489
47,Burnside,411,138
48,Calumet Heights,3967,368
49,Roseland,11244,762
50,Pullman,2045,110
51,South Deering,2734,270
52,East Side,3565,264
53,West Pullman,6096,526
54,Riverdale,724,118
55,Hegewisch,1633,397
56,Garfield Ridge,6667,941
57,Archer Heights,3625,634
58,Brighton Park,6241,171
59,McKinley Park,3390,157
60,Bridgeport,6669,216
61,New City,10630,455
62,West Elsdon,3215,167
63,Gage Park,5355,254
64,Clearing,5396,473
65,West Lawn,5862,368
66,Chicago Lawn,7726,244
67,West Englewood,13009,732
68,Englewood,7366,443
69,Greater Grand Crossing,7854,423
70,Ashburn,7506,1103
71,Auburn Gresham,10875,490
72,Beverly,4775,1893
73,Washington Heights,5689,622
74,Mount Greenwood,2417,1216
75,Morgan Park,4713,461
76,O'Hare,3462,917
77,Edgewater,13760,393
