area_id,area_name,b14006001,b14006001_moe,b14006002,b14006002_moe,b14006003,b14006003_moe,b14006004,b14006004_moe,b14006005,b14006005_moe,b14006006,b14006006_moe,b14006007,b14006007_moe,b14006008,b14006008_moe,b14006009,b14006009_moe,b14006010,b14006010_moe,b14006011,b14006011_moe,b14006012,b14006012_moe,b14006013,b14006013_moe,b14006014,b14006014_moe,b14006015,b14006015_moe,b14006016,b14006016_moe,b14006017,b14006017_moe,b14006018,b14006018_moe,b14006019,b14006019_moe,b14006020,b14006020_moe,b14006021,b14006021_moe
1,Rogers Park,52363,1977,13999,1531,5608,883,271,133,293,152,572,225,664,234,1055,338,2319,578,434,148,8391,1025,38364,1678,9374,835,743,214,478,159,1353,294,1202,300,1646,344,2280,392,1672,314,28990,1323
2,West Ridge,68881,2391,13473,1933,5550,1101,359,177,247,169,1297,376,1265,387,995,314,1061,324,326,233,7923,1181,55408,2242,14264,1173,777,200,862,242,3334,532,2662,389,2470,472,3249,523,910,216,41144,1656
3,Uptown,51912,1634,13107,1269,2995,532,325,170,122,92,406,166,338,173,421,194,929,244,454,162,10112,1035,38805,1447,6597,786,394,141,182,119,877,241,791,312,1017,309,1576,292,1760,339,32208,1193
4,Lincoln Square,36172,1211,4409,833,1261,368,70,74,0,40,258,172,219,141,205,134,233,100,276,127,3148,597,31763,1148,5748,585,661,175,205,108,888,240,627,167,780,208,1396,274,1191,257,26015,951
5,North Center,31427,1038,2092,425,714,268,16,44,0,43,33,49,16,42,92,87,467,246,90,63,1378,300,29335,1027,5768,578,947,190,382,119,1091,258,824,173,634,179,775,191,1115,216,23567,785
6,Lake View,92885,1669,11153,989,5704,747,32,69,26,73,201,138,89,83,201,137,3336,624,1819,332,5449,638,81732,1700,13849,880,1321,239,601,164,1590,246,971,193,1006,232,2943,410,5417,558,67883,1536
7,Lincoln Park,59614,1623,7448,767,4006,582,38,63,36,62,109,104,93,65,131,88,2594,510,1005,231,3442,456,52166,1628,9804,895,1134,218,512,137,2076,476,1475,315,996,186,1103,219,2508,364,42362,1171
8,Near North Side,77179,1717,10373,1057,4747,808,55,81,104,111,430,268,640,279,303,144,1271,361,1944,424,5626,649,66806,1691,7466,761,551,180,247,102,654,190,631,254,703,239,1671,339,3009,437,59340,1531
9,Edison Park,10993,492,330,159,76,78,7,24,7,25,0,25,30,43,20,31,1,19,11,28,254,124,10663,484,2875,334,183,80,135,66,581,132,690,143,390,126,639,204,257,123,7788,368
10,Norwood Park,35588,1100,1907,456,474,224,21,49,27,55,143,118,47,59,75,69,120,86,41,76,1433,313,33681,1161,7516,657,637,209,500,166,1905,318,1338,279,1050,229,1650,332,436,159,26165,854
11,Jefferson Park,25715,1176,1829,436,517,252,15,38,26,46,109,79,191,105,86,73,65,53,25,38,1312,311,23886,1197,5939,697,357,122,210,85,1088,228,1116,251,1267,327,1594,357,307,117,17947,877
12,Forest Glen,17805,618,1163,373,335,201,24,48,0,29,114,100,52,57,48,53,49,48,48,79,828,247,16642,689,4580,409,427,133,298,93,927,174,784,189,1111,231,692,174,341,148,12062,475
13,North Park,17464,951,2075,496,735,288,19,35,36,44,48,46,136,92,102,76,349,197,45,42,1340,334,15389,991,4557,623,191,74,94,54,683,200,877,239,1074,261,1243,265,395,177,10832,653
14,Albany Park,50494,1944,10746,1520,4082,769,220,155,249,127,930,317,868,272,786,250,928,320,101,85,6664,959,39748,1937,10857,1007,977,252,459,166,1873,324,1786,299,2176,429,2605,517,981,231,28891,1429
15,Portage Park,61212,1752,8249,1271,3560,804,305,177,264,129,689,251,852,289,941,299,386,204,123,94,4689,614,52963,1840,12866,969,736,185,499,146,2572,431,2585,412,2515,392,3337,488,622,175,40097,1362
16,Irving Park,53351,1858,7578,1040,2491,540,204,118,159,121,638,251,442,187,406,153,479,179,163,125,5087,678,45773,1876,10580,866,868,204,601,189,2139,381,2159,314,1642,309,2034,341,1137,276,35193,1452
17,Dunning,40686,1219,3900,717,1005,308,80,67,7,40,177,97,289,137,215,104,201,103,36,43,2895,530,36786,1280,8069,648,365,113,564,161,1366,259,1403,252,1766,303,2044,315,561,170,28717,982
18,Montclare,11689,790,1540,448,410,189,7,19,11,24,172,99,94,70,44,41,82,54,0,23,1130,312,10149,865,2519,437,104,78,135,72,493,166,619,214,563,205,507,170,98,60,7630,597
19,Belmont Cragin,73509,2372,14522,1742,5769,963,291,140,489,189,1350,347,1594,396,1530,395,461,166,54,67,8753,991,58987,2424,16129,1160,885,220,816,212,3758,504,3593,484,3936,494,2825,369,316,165,42858,1743
20,Hermosa,23896,1196,4628,852,1712,431,77,68,243,109,434,156,404,160,361,172,166,145,27,40,2916,548,19268,1302,5440,616,363,145,272,107,1116,250,911,194,1604,304,1067,234,107,66,13828,1008
21,Avondale,39531,1809,6593,1197,2314,532,145,104,100,77,542,198,478,206,581,251,346,182,122,98,4279,799,32938,1733,7522,756,591,189,431,153,1251,267,1509,330,1472,295,1686,314,582,215,25416,1455
22,Logan Square,70045,1874,14192,1424,5500,776,272,138,372,149,1190,290,793,226,805,224,1583,397,485,153,8692,878,55853,1816,10871,830,893,190,525,167,1896,281,1651,309,2069,352,2233,346,1604,238,44982,1419
23,Humboldt Park,51471,2055,17131,1702,7133,1071,699,242,575,207,1703,346,1443,350,1662,405,974,293,77,84,9998,906,34340,1953,9223,911,583,188,385,134,1612,322,1881,310,2306,391,2066,390,390,138,25117,1459
24,West Town,80228,1908,13752,1286,5392,756,458,187,154,106,791,222,723,221,1024,263,1303,331,939,264,8360,801,66476,1766,11907,869,1034,221,379,120,1619,326,1624,287,1590,277,3261,443,2400,324,54569,1418
25,Austin,93246,2570,27997,2150,9769,1120,628,209,564,219,2430,433,2375,401,2668,432,1019,259,85,68,18228,1404,65249,2453,17286,1272,1089,267,781,200,3716,486,3383,452,4509,501,3281,458,527,168,47963,1783
26,West Garfield Park,18141,1225,7736,966,2947,531,266,119,284,120,804,219,746,182,570,175,277,126,0,35,4789,595,10405,1052,3151,539,111,68,88,60,854,203,733,193,912,234,427,165,26,39,7254,684
