area_id,area_name,b99257001,b99257001_moe,b99257002,b99257002_moe,b99257003,b99257003_moe
1,Rogers Park,23981,3,454,3,23527,3
2,West Ridge,24402,4,713,4,23689,4
3,Uptown,29441,3,711,3,28730,3
4,Lincoln Square,17622,3,296,3,17326,3
5,North Center,14724,4,177,4,14547,4
6,Lake View,52568,6,732,6,51836,6
7,Lincoln Park,32194,4,402,4,31792,4
8,Near North Side,50758,4,1082,4,49676,4
9,Edison Park,4608,2,118,2,4490,2
10,Norwood Park,14646,3,368,3,14278,3
11,Jefferson Park,9943,2,185,2,9758,2
12,Forest Glen,6793,2,214,2,6579,2
13,North Park,6436,2,263,2,6173,2
14,Albany Park,16804,3,402,3,16402,3
15,Portage Park,22505,4,845,4,21660,4
16,Irving Park,20177,4,605,4,19572,4
17,Dunning,15141,3,472,3,14669,3
18,Montclare,4425,1,152,1,4273,1
19,Belmont Cragin,21570,4,770,4,20800,4
20,Hermosa,7070,2,268,2,6802,2
21,Avondale,13801,3,227,3,13574,3
22,Logan Square,29492,5,547,5,28945,5
23,Humboldt Park,16778,4,694,4,16084,4
24,West Town,37287,6,678,6,36609,6
25,Austin,32428,5,764,5,31664,5
26,West Garfield Park,5714,3,177,3,5537,3
27,East Garfield Park,6896,3,301,3,6595,3
28,Near West Side,25665,4,562,4,25103,4
29,North Lawndale,10852,4,553,4,10299,4
30,South Lawndale,16454,4,586,4,15868,4
31,Lower West Side,12255,3,220,3,12035,3
32,Loop,14557,2,124,2,14433,2
33,Near South Side,11517,2,348,2,11169,2
34,Armour Square,5359,2,175,2,5184,2
35,Douglas,9023,3,264,3,8759,3
36,Oakland,2743,2,66,2,2677,2
37,Fuller Park,1146,1,24,1,1122,1
38,Grand Boulevard,9878,4,279,4,9599,4
39,Kenwood,9116,3,169,3,8947,3
40,Washington Park,4142,2,140,2,4002,2
41,Hyde Park,12539,3,187,3,12352,3
42,Woodlawn,10302,3,266,3,10036,3
43,South Shore,21700,4,497,4,21203,4
44,Chatham,14098,3,265,3,13833,3
45,Avalon Park,3871,1,119,1,3752,1
46,South Chicago,10770,3,489,3,10281,3
47,Burnside,1056,1,5,1,1051,1
48,Calumet Heights,5586,2,130,2,5456,2
49,Roseland,15524,4,499,4,15025,4
50,Pullman,2984,2,108,2,2876,2
51,South Deering,5332,2,207,2,5125,2
52,East Side,6900,2,137,2,6763,2
53,West Pullman,9375,3,304,3,9071,3
54,Riverdale,2322,1,42,1,2280,1
55,Hegewisch,3694,1,59,1,3635,1
56,Garfield Ridge,11952,3,285,3,11667,3
57,Archer Heights,3740,2,151,2,3589,2
58,Brighton Park,11572,3,325,3,11247,3
59,McKinley Park,5185,2,83,2,5102,2
60,Bridgeport,12140,3,256,3,11884,3
61,New City,11621,4,414,4,11207,4
62,West Elsdon,5027,2,71,2,4956,2
63,Gage Park,9405,3,180,3,9225,3
64,Clearing,8389,3,165,3,8224,3
65,West Lawn,9111,2,162,2,8949,2
66,Chicago Lawn,15416,3,556,3,14860,3
67,West Englewood,10364,4,396,4,9968,4
68,Englewood,9803,3,434,3,9369,3
69,Greater Grand Crossing,12605,3,339,3,12266,3
70,Ashburn,12780,3,229,3,12551,3
71,Auburn Gresham,17173,4,565,4,16608,4
72,Beverly,7705,3,154,3,7551,3
73,Washington Heights,9308,3,556,3,8752,3
74,Mount Greenwood,6589,2,191,2,6398,2
75,Morgan Park,8009,3,297,3,7712,3
76,O'Hare,6108,3,178,3,5930,3
77,Edgewater,29110,4,749,4,28361,4
