area_id,area_name,b25070001,b25070001_moe,b25070002,b25070002_moe,b25070003,b25070003_moe,b25070004,b25070004_moe,b25070005,b25070005_moe,b25070006,b25070006_moe,b25070007,b25070007_moe,b25070008,b25070008_moe,b25070009,b25070009_moe,b25070010,b25070010_moe,b25070011,b25070011_moe
1,Rogers Park,16986,651,499,179,1063,240,1800,333,2129,346,1729,306,1381,283,1212,256,1369,278,5029,498,775,224
2,West Ridge,12088,626,350,163,686,212,1152,261,1135,274,1116,260,803,238,960,266,1414,311,3765,465,707,211
3,Uptown,19951,640,538,182,1502,298,2519,372,2353,359,2686,390,1970,335,1311,286,1124,248,4986,539,962,242
4,Lincoln Square,10602,509,416,169,1111,226,1743,298,1609,264,1101,233,696,174,413,137,748,202,2521,356,244,102
5,North Center,6966,392,279,97,926,189,1535,250,1030,201,673,160,492,131,356,124,507,167,1001,211,167,95
6,Lake View,32881,782,1343,293,2628,345,5418,498,5164,457,4475,480,2758,371,1789,329,1860,294,6318,528,1128,268
7,Lincoln Park,17532,621,630,186,1770,321,2739,386,2756,387,2114,323,1104,223,625,172,1090,241,3946,424,758,193
8,Near North Side,27993,973,1478,336,2558,459,3185,433,3744,503,3406,494,2362,379,1572,299,1883,388,5491,642,2314,425
9,Edison Park,932,170,12,27,95,72,248,112,166,95,121,65,46,42,74,69,32,36,117,75,21,29
10,Norwood Park,3022,325,70,77,218,113,482,147,246,138,231,115,220,120,180,117,207,119,754,183,414,159
11,Jefferson Park,3408,328,77,73,306,112,613,182,418,149,328,124,243,111,239,122,304,118,698,187,182,93
12,Forest Glen,829,185,0,29,25,37,153,75,24,40,103,70,54,57,29,48,151,104,195,106,95,63
13,North Park,3031,263,159,87,316,127,331,134,274,112,417,129,265,95,177,113,289,135,639,176,164,90
14,Albany Park,10666,433,412,172,912,213,1513,281,1249,250,982,220,736,213,837,234,1087,248,2809,375,129,69
15,Portage Park,9830,524,422,173,870,224,1436,272,1073,238,917,225,930,234,568,186,905,237,2235,352,474,162
16,Irving Park,10417,507,237,116,855,196,1279,260,1156,234,1148,243,1188,252,680,184,870,232,2482,341,522,154
17,Dunning,3666,344,130,112,367,137,401,153,393,150,323,115,227,102,182,92,296,130,1013,217,334,121
18,Montclare,1795,219,120,87,108,60,103,82,213,110,235,109,129,73,141,74,125,74,524,136,97,70
19,Belmont Cragin,11095,541,201,107,624,178,970,219,1069,251,1326,272,943,228,648,189,1256,259,3529,430,529,176
20,Hermosa,3960,302,51,46,268,116,330,134,409,138,280,119,423,149,362,138,623,170,1133,218,81,50
21,Avondale,8027,430,123,71,642,186,1035,250,1066,231,1039,239,791,218,613,190,541,166,1836,291,341,122
22,Logan Square,18353,602,365,131,1964,291,2489,319,2566,296,2246,310,1483,248,975,203,1624,261,4171,402,470,137
23,Humboldt Park,10868,499,364,138,416,137,975,237,897,196,911,203,691,180,793,196,845,203,3890,417,1086,239
24,West Town,22378,612,798,173,1887,271,3309,346,3778,375,2616,327,1888,289,1318,242,1420,254,4384,412,980,204
25,Austin,19610,673,493,171,979,229,1513,279,1697,285,1553,272,1605,274,1215,263,1926,308,7367,584,1262,257
26,West Garfield Park,4228,294,62,50,129,72,268,94,345,111,447,130,229,100,283,102,435,133,1633,217,397,122
27,East Garfield Park,5039,306,139,78,199,86,367,118,340,108,435,131,417,120,239,105,533,162,1818,236,552,141
28,Near West Side,15414,552,695,173,1434,259,1676,271,1721,288,1666,272,1275,217,737,182,1274,239,3787,371,1149,229
29,North Lawndale,8240,399,108,66,496,143,513,143,674,162,548,147,494,132,578,158,667,163,3281,310,881,196
30,South Lawndale,10539,500,333,132,746,186,946,208,1192,224,1029,223,1132,228,794,191,1190,236,2695,340,482,144
31,Lower West Side,8969,386,238,108,849,199,1223,230,1134,215,841,193,782,178,486,141,875,206,2160,281,381,126
32,Loop,8300,652,616,273,587,201,1091,281,720,216,1097,402,704,272,520,243,394,148,1620,358,951,353
33,Near South Side,5806,473,234,101,487,193,565,255,766,230,541,231,514,231,561,279,351,149,1410,414,377,205
34,Armour Square,3475,227,144,68,269,98,322,108,345,110,471,123,345,109,209,98,323,120,636,173,411,147
35,Douglas,7148,281,219,101,549,157,723,167,799,169,993,186,694,151,487,133,450,133,1706,238,528,148
36,Oakland,2131,173,46,46,85,53,103,61,207,92,334,104,308,99,135,74,223,113,624,140,66,34
37,Fuller Park,768,111,0,16,23,26,25,26,80,55,75,52,57,48,83,50,142,77,193,70,90,62
38,Grand Boulevard,7111,330,147,86,350,110,669,168,781,168,866,165,722,155,520,151,568,145,2162,259,326,116
39,Kenwood,6261,340,147,69,466,144,514,177,652,165,759,170,436,141,317,125,554,150,2130,287,286,103
40,Washington Park,3309,216,163,91,144,70,185,81,242,89,287,97,270,92,140,71,264,94,1421,218,193,79
41,Hyde Park,7870,371,232,105,316,95,785,180,886,183,896,199,651,157,694,181,693,165,2315,278,402,129
42,Woodlawn,7775,366,162,85,509,147,584,153,642,155,613,141,880,192,571,152,606,168,2636,289,572,149
43,South Shore,16515,598,430,170,1035,254,1399,285,1646,308,1699,300,1637,317,1020,227,1266,265,5579,502,804,221
44,Chatham,8903,460,199,120,518,159,830,217,832,238,836,224,609,181,601,192,808,227,3190,377,480,174
45,Avalon Park,1259,207,34,57,22,38,123,91,110,76,129,92,38,28,101,89,43,37,451,149,208,100
46,South Chicago,6298,413,189,93,241,102,561,198,523,160,475,154,697,176,354,132,387,131,2330,303,541,169
47,Burnside,476,118,0,11,32,56,49,36,51,44,37,33,46,49,37,37,47,52,161,80,16,14
48,Calumet Heights,1209,204,21,33,34,57,178,82,88,65,154,71,16,30,91,86,86,56,437,144,104,57
49,Roseland,6628,428,133,93,277,119,565,176,498,167,580,166,511,165,458,163,754,197,2259,291,593,163
50,Pullman,1607,162,0,19,244,104,222,100,158,77,177,73,110,55,41,37,93,52,481,134,81,60
51,South Deering,2204,245,65,46,61,47,189,89,197,100,265,110,121,81,142,78,118,75,821,180,225,124
52,East Side,2195,247,85,76,166,81,140,79,194,104,85,65,177,91,263,119,99,65,706,176,280,122
53,West Pullman,3509,343,43,57,162,104,212,114,121,66,355,153,347,124,175,95,234,99,1595,266,265,115
54,Riverdale,2023,176,183,89,121,80,161,85,181,99,267,125,157,78,80,62,129,82,555,159,189,99
55,Hegewisch,961,226,41,56,114,108,35,42,122,88,56,67,145,115,58,94,28,34,179,106,183,127
56,Garfield Ridge,1986,268,52,61,117,80,135,87,253,110,141,76,210,102,119,89,92,70,744,189,123,93
57,Archer Heights,1333,193,31,41,93,58,103,57,284,97,126,73,116,73,98,62,69,54,356,115,57,58
58,Brighton Park,6265,397,80,71,450,160,891,214,545,155,740,195,504,160,466,160,616,163,1670,265,303,107
59,McKinley Park,2268,227,19,37,222,91,244,95,338,111,184,84,194,86,142,80,113,71,704,166,108,71
60,Bridgeport,6408,374,175,70,626,155,782,200,630,155,735,189,423,139,419,144,569,156,1586,256,463,144
