area_id,area_name,b13016001,b13016001_moe,b13016002,b13016002_moe,b13016003,b13016003_moe,b13016004,b13016004_moe,b13016005,b13016005_moe,b13016006,b13016006_moe,b13016007,b13016007_moe,b13016008,b13016008_moe,b13016009,b13016009_moe,b13016010,b13016010_moe,b13016011,b13016011_moe,b13016012,b13016012_moe,b13016013,b13016013_moe,b13016014,b13016014_moe,b13016015,b13016015_moe,b13016016,b13016016_moe,b13016017,b13016017_moe
1,Rogers Park,16991,1121,871,229,72,76,73,68,187,103,270,141,160,105,109,90,0,48,16120,1110,2209,405,3275,606,2605,395,2463,339,1787,333,1756,352,2025,332
2,West Ridge,17441,985,1284,309,41,69,252,141,393,187,298,149,194,118,85,88,21,53,16157,951,2009,374,1812,343,2444,416,2081,370,2539,343,2135,332,3137,419
3,Uptown,15948,836,655,197,44,70,101,90,46,57,236,111,171,117,53,62,4,48,15293,826,619,203,1871,385,3443,438,3036,406,2633,355,1655,283,2036,343
4,Lincoln Square,11854,647,623,160,14,43,42,49,171,99,205,87,146,76,45,50,0,40,11231,658,680,227,952,214,2541,351,2516,296,1761,283,1373,238,1408,267
5,North Center,10450,539,728,148,0,43,6,42,50,53,273,88,310,93,89,79,0,43,9722,539,406,146,988,283,2434,330,2139,272,1394,227,1169,196,1192,200
6,Lake View,36337,1274,1451,238,6,66,25,74,227,110,747,151,252,126,178,113,16,67,34886,1293,759,188,7614,772,12603,858,6072,528,3274,378,2451,329,2113,274
7,Lincoln Park,23062,991,843,173,21,57,29,65,87,72,267,102,339,112,86,69,14,51,22219,993,1481,276,5474,720,5808,567,3186,350,2359,302,1731,305,2180,282
8,Near North Side,26129,1160,832,248,0,54,23,59,200,154,315,155,204,111,90,83,0,54,25297,1157,960,235,3752,573,8809,773,4425,553,2412,350,1935,305,3004,462
9,Edison Park,2898,306,55,43,0,25,0,25,0,25,24,30,20,36,11,26,0,25,2843,312,319,126,408,154,342,122,274,97,314,90,426,128,760,143
10,Norwood Park,7888,536,508,170,0,39,87,80,123,88,139,75,118,92,41,76,0,39,7380,521,583,158,801,252,828,201,1011,240,1129,234,1304,246,1724,261
11,Jefferson Park,6407,524,350,140,7,29,100,77,105,94,40,53,59,56,39,39,0,29,6057,522,585,168,768,204,760,227,903,221,751,173,960,233,1330,260
12,Forest Glen,3919,320,280,98,0,29,24,46,74,65,10,33,106,63,55,44,11,31,3639,317,464,142,345,137,360,137,455,140,497,139,673,138,845,188
13,North Park,4535,472,310,123,0,27,20,35,66,68,121,86,83,63,9,28,11,28,4225,468,668,168,522,164,477,155,505,163,805,229,628,155,620,136
14,Albany Park,14519,823,810,213,45,61,81,67,320,140,208,126,126,84,30,50,0,45,13709,827,1860,338,1534,310,2368,401,2399,345,1894,294,1837,326,1817,294
15,Portage Park,17008,916,886,233,22,56,169,117,145,106,317,146,177,94,48,64,8,48,16122,933,1968,402,2018,348,2163,361,2052,329,2449,363,2486,353,2986,391
16,Irving Park,14771,745,853,203,48,67,163,96,178,96,226,108,196,101,42,63,0,47,13918,734,990,249,1750,333,2863,399,2333,353,2163,307,1954,314,1865,292
17,Dunning,10066,602,501,132,59,55,32,45,76,59,125,83,111,64,98,81,0,40,9565,607,1096,230,1236,274,1625,268,1292,247,1246,211,1366,256,1704,268
18,Montclare,3035,376,177,86,24,42,1,16,30,28,69,59,41,39,12,29,0,23,2858,369,302,137,432,139,549,174,270,121,364,133,442,147,499,148
19,Belmont Cragin,20433,1011,1333,270,98,79,404,157,281,124,330,136,178,110,32,68,10,54,19100,997,3004,450,2045,335,2671,412,2928,386,2323,352,2922,392,3207,367
20,Hermosa,6327,549,394,139,70,69,74,67,17,32,128,82,99,75,6,29,0,29,5933,537,1036,245,1016,286,807,216,690,164,868,178,903,198,613,155
21,Avondale,11465,835,594,169,111,87,17,38,198,102,116,81,113,77,39,50,0,38,10871,840,1189,359,1796,334,2208,380,1796,294,1490,264,1012,215,1380,286
22,Logan Square,23413,939,1210,207,27,69,187,108,180,85,469,120,253,110,81,75,13,57,22203,939,1945,321,2939,438,5446,499,4410,419,2747,336,2529,333,2187,286
23,Humboldt Park,15696,886,996,251,137,89,418,182,104,86,249,117,69,71,19,52,0,51,14700,856,2387,398,2001,313,2446,366,2133,322,1819,328,1669,288,2245,304
24,West Town,28997,1011,1504,237,55,80,168,102,213,93,515,136,393,125,147,89,13,65,27493,1005,1697,332,3692,486,7866,607,5812,474,3393,342,2425,306,2608,327
25,Austin,26617,1160,1411,318,185,107,334,131,539,231,241,132,52,74,40,67,20,67,25206,1138,4055,451,3422,454,3328,453,3455,424,2811,358,3286,378,4849,480
26,West Garfield Park,5259,496,468,153,92,67,204,98,102,74,29,44,9,38,32,48,0,35,4791,476,905,216,706,172,511,143,679,159,641,159,530,140,819,195
27,East Garfield Park,6419,530,541,199,145,121,118,74,94,63,82,60,6,38,96,76,0,38,5878,483,1087,263,705,181,807,196,689,157,811,169,903,207,876,177
28,Near West Side,18752,877,972,201,21,56,124,80,211,115,420,129,149,83,47,60,0,52,17780,887,2022,410,2994,435,3916,430,3568,400,2256,300,1482,241,1542,244
29,North Lawndale,10190,723,673,174,116,81,261,112,134,79,124,77,27,59,0,43,11,45,9517,699,1601,274,1475,271,1155,222,1320,220,1207,227,1041,210,1718,257
30,South Lawndale,17269,926,1285,235,104,88,360,126,367,135,359,137,75,75,20,57,0,48,15984,899,2861,398,2271,354,2360,355,2019,315,2065,305,2121,295,2287,321
