area_id,area_name,b99191001,b99191001_moe,b99191002,b99191002_moe,b99191003,b99191003_moe,b99191004,b99191004_moe,b99191005,b99191005_moe,b99191006,b99191006_moe,b99191007,b99191007_moe,b99191008,b99191008_moe
1,Rogers Park,47961,-1,37053,-1,1114,-1,150,-1,58,-1,93,-1,294,-1,9199,-1
2,West Ridge,57178,-1,43552,-1,1618,-1,157,-1,127,-1,132,-1,484,-1,11108,-1
3,Uptown,49323,-1,39935,-1,1273,-1,180,-1,184,-1,160,-1,494,-1,7097,-1
4,Lincoln Square,33118,-1,26738,-1,610,-1,194,-1,108,-1,117,-1,111,-1,5240,-1
5,North Center,27674,-1,23606,-1,390,-1,143,-1,16,-1,80,-1,86,-1,3353,-1
6,Lake View,87406,-1,72310,-1,1379,-1,665,-1,152,-1,222,-1,438,-1,12240,-1
7,Lincoln Park,56663,-1,45371,-1,1214,-1,464,-1,84,-1,249,-1,284,-1,8997,-1
8,Near North Side,75100,-1,59545,-1,1894,-1,589,-1,210,-1,413,-1,655,-1,11794,-1
9,Edison Park,9249,-1,6695,-1,178,-1,26,-1,23,-1,48,-1,107,-1,2172,-1
10,Norwood Park,30770,-1,22783,-1,766,-1,203,-1,56,-1,238,-1,349,-1,6375,-1
11,Jefferson Park,21805,-1,15494,-1,341,-1,75,-1,52,-1,89,-1,186,-1,5568,-1
12,Forest Glen,14823,-1,11035,-1,440,-1,79,-1,96,-1,81,-1,201,-1,2891,-1
13,North Park,15254,-1,11159,-1,424,-1,79,-1,20,-1,107,-1,120,-1,3345,-1
14,Albany Park,42619,-1,30021,-1,843,-1,105,-1,92,-1,93,-1,276,-1,11189,-1
15,Portage Park,51400,-1,35369,-1,1203,-1,189,-1,78,-1,147,-1,463,-1,13951,-1
16,Irving Park,44952,-1,34008,-1,1142,-1,240,-1,130,-1,103,-1,377,-1,8952,-1
17,Dunning,35878,-1,25779,-1,867,-1,137,-1,33,-1,211,-1,269,-1,8582,-1
18,Montclare,9852,-1,6692,-1,233,-1,28,-1,0,-1,13,-1,76,-1,2810,-1
19,Belmont Cragin,58320,-1,42900,-1,1187,-1,102,-1,87,-1,191,-1,626,-1,13227,-1
20,Hermosa,19170,-1,14310,-1,451,-1,11,-1,23,-1,36,-1,99,-1,4240,-1
21,Avondale,33396,-1,26011,-1,533,-1,61,-1,40,-1,91,-1,232,-1,6428,-1
22,Logan Square,61331,-1,50369,-1,1058,-1,177,-1,121,-1,71,-1,460,-1,9075,-1
23,Humboldt Park,41049,-1,26970,-1,2009,-1,129,-1,64,-1,106,-1,256,-1,11515,-1
24,West Town,72661,-1,57215,-1,1572,-1,323,-1,91,-1,150,-1,339,-1,12971,-1
25,Austin,76778,-1,49671,-1,3129,-1,138,-1,164,-1,266,-1,565,-1,22845,-1
26,West Garfield Park,13790,-1,8175,-1,784,-1,4,-1,12,-1,25,-1,103,-1,4687,-1
27,East Garfield Park,15365,-1,9362,-1,730,-1,45,-1,29,-1,44,-1,101,-1,5054,-1
28,Near West Side,47484,-1,35805,-1,1406,-1,300,-1,26,-1,153,-1,314,-1,9480,-1
29,North Lawndale,26212,-1,15811,-1,1107,-1,34,-1,34,-1,61,-1,145,-1,9020,-1
30,South Lawndale,54121,-1,37185,-1,6140,-1,39,-1,37,-1,66,-1,284,-1,10370,-1
31,Lower West Side,28610,-1,24599,-1,366,-1,24,-1,84,-1,42,-1,175,-1,3320,-1
32,Loop,24874,-1,20066,-1,592,-1,170,-1,47,-1,74,-1,152,-1,3773,-1
33,Near South Side,17941,-1,14223,-1,357,-1,108,-1,60,-1,50,-1,175,-1,2968,-1
34,Armour Square,11819,-1,9623,-1,392,-1,68,-1,4,-1,15,-1,129,-1,1588,-1
35,Douglas,16450,-1,12119,-1,819,-1,93,-1,3,-1,49,-1,180,-1,3187,-1
36,Oakland,4666,-1,3357,-1,225,-1,22,-1,34,-1,38,-1,18,-1,972,-1
37,Fuller Park,2290,-1,1523,-1,107,-1,9,-1,11,-1,40,-1,27,-1,573,-1
38,Grand Boulevard,17898,-1,12598,-1,751,-1,149,-1,70,-1,110,-1,175,-1,4045,-1
39,Kenwood,15085,-1,11678,-1,345,-1,128,-1,110,-1,58,-1,159,-1,2607,-1
40,Washington Park,8077,-1,5683,-1,321,-1,21,-1,4,-1,55,-1,125,-1,1868,-1
41,Hyde Park,23533,-1,19501,-1,689,-1,128,-1,41,-1,4,-1,190,-1,2980,-1
42,Woodlawn,19613,-1,13968,-1,1004,-1,60,-1,46,-1,63,-1,162,-1,4310,-1
43,South Shore,38616,-1,27092,-1,1254,-1,162,-1,190,-1,164,-1,451,-1,9303,-1
44,Chatham,26425,-1,17703,-1,1106,-1,189,-1,116,-1,113,-1,396,-1,6802,-1
45,Avalon Park,8143,-1,5925,-1,301,-1,25,-1,27,-1,39,-1,35,-1,1791,-1
46,South Chicago,22509,-1,15733,-1,898,-1,28,-1,64,-1,69,-1,287,-1,5430,-1
47,Burnside,2652,-1,1976,-1,113,-1,15,-1,21,-1,0,-1,0,-1,527,-1
48,Calumet Heights,11891,-1,8279,-1,350,-1,143,-1,78,-1,81,-1,110,-1,2850,-1
49,Roseland,36871,-1,24239,-1,1758,-1,173,-1,109,-1,138,-1,255,-1,10199,-1
50,Pullman,5773,-1,4047,-1,222,-1,36,-1,16,-1,32,-1,100,-1,1320,-1
51,South Deering,12771,-1,9068,-1,444,-1,35,-1,17,-1,63,-1,64,-1,3080,-1
52,East Side,17092,-1,12718,-1,543,-1,46,-1,20,-1,41,-1,92,-1,3632,-1
53,West Pullman,23613,-1,15468,-1,1148,-1,0,-1,92,-1,153,-1,227,-1,6525,-1
54,Riverdale,4278,-1,2855,-1,247,-1,27,-1,18,-1,60,-1,78,-1,993,-1
55,Hegewisch,7748,-1,5839,-1,392,-1,41,-1,2,-1,34,-1,19,-1,1421,-1
56,Garfield Ridge,27325,-1,21945,-1,915,-1,128,-1,32,-1,115,-1,194,-1,3996,-1
57,Archer Heights,9940,-1,8257,-1,167,-1,50,-1,0,-1,94,-1,18,-1,1354,-1
58,Brighton Park,32156,-1,25670,-1,919,-1,80,-1,66,-1,118,-1,109,-1,5194,-1
59,McKinley Park,12559,-1,10515,-1,347,-1,38,-1,14,-1,16,-1,80,-1,1549,-1
60,Bridgeport,27035,-1,22639,-1,605,-1,82,-1,42,-1,52,-1,234,-1,3381,-1
61,New City,30694,-1,24167,-1,777,-1,54,-1,61,-1,136,-1,256,-1,5243,-1
62,West Elsdon,14394,-1,11525,-1,347,-1,51,-1,50,-1,4,-1,170,-1,2247,-1
63,Gage Park,28799,-1,23616,-1,459,-1,11,-1,9,-1,65,-1,178,-1,4461,-1
64,Clearing,18037,-1,15307,-1,332,-1,84,-1,20,-1,90,-1,159,-1,2045,-1
65,West Lawn,24398,-1,19562,-1,704,-1,73,-1,18,-1,37,-1,138,-1,3866,-1
66,Chicago Lawn,39655,-1,30605,-1,1346,-1,29,-1,97,-1,75,-1,147,-1,7356,-1
67,West Englewood,27308,-1,20495,-1,1362,-1,54,-1,36,-1,81,-1,265,-1,5015,-1
68,Englewood,21754,-1,15102,-1,1440,-1,24,-1,70,-1,35,-1,88,-1,4995,-1
69,Greater Grand Crossing,25644,-1,16677,-1,1193,-1,87,-1,129,-1,107,-1,314,-1,7137,-1
70,Ashburn,33237,-1,25367,-1,1154,-1,166,-1,71,-1,162,-1,314,-1,6003,-1
71,Auburn Gresham,38983,-1,28102,-1,1585,-1,81,-1,42,-1,139,-1,234,-1,8800,-1
72,Beverly,16313,-1,12019,-1,626,-1,143,-1,48,-1,136,-1,109,-1,3232,-1
73,Washington Heights,21527,-1,13619,-1,855,-1,89,-1,75,-1,135,-1,278,-1,6476,-1
74,Mount Greenwood,14555,-1,11647,-1,381,-1,29,-1,22,-1,74,-1,96,-1,2306,-1
75,Morgan Park,18275,-1,12589,-1,776,-1,128,-1,70,-1,84,-1,241,-1,4387,-1
76,O'Hare,11312,-1,9635,-1,285,-1,7,-1,0,-1,11,-1,8,-1,1366,-1
77,Edgewater,49820,-1,40724,-1,1178,-1,298,-1,100,-1,260,-1,364,-1,6896,-1
