area_id,area_name,b16005001,b16005001_moe,b16005002,b16005002_moe,b16005003,b16005003_moe,b16005004,b16005004_moe,b16005005,b16005005_moe,b16005006,b16005006_moe,b16005007,b16005007_moe,b16005008,b16005008_moe,b16005009,b16005009_moe,b16005010,b16005010_moe,b16005011,b16005011_moe,b16005012,b16005012_moe,b16005013,b16005013_moe,b16005014,b16005014_moe,b16005015,b16005015_moe,b16005016,b16005016_moe,b16005017,b16005017_moe,b16005018,b16005018_moe,b16005019,b16005019_moe,b16005020,b16005020_moe,b16005021,b16005021_moe,b16005022,b16005022_moe,b16005023,b16005023_moe,b16005024,b16005024_moe,b16005025,b16005025_moe,b16005026,b16005026_moe,b16005027,b16005027_moe,b16005028,b16005028_moe,b16005029,b16005029_moe,b16005030,b16005030_moe,b16005031,b16005031_moe,b16005032,b16005032_moe,b16005033,b16005033_moe,b16005034,b16005034_moe,b16005035,b16005035_moe,b16005036,b16005036_moe,b16005037,b16005037_moe,b16005038,b16005038_moe,b16005039,b16005039_moe,b16005040,b16005040_moe,b16005041,b16005041_moe,b16005042,b16005042_moe,b16005043,b16005043_moe,b16005044,b16005044_moe,b16005045,b16005045_moe
1,Rogers Park,53292,1991,36795,1654,30552,1564,4193,635,3565,603,392,168,220,129,16,52,1140,257,1030,247,81,64,29,55,0,48,379,140,375,140,4,45,0,48,0,48,531,221,497,217,34,54,0,48,0,48,16497,1542,2778,613,7130,1089,2456,529,1433,347,1927,482,1314,445,3500,827,1513,429,788,278,896,401,303,153,1325,460,671,237,218,117,296,173,140,160,1764,389,1287,288,326,143,151,130,0,48
2,West Ridge,67808,2299,34932,1617,24568,1447,4326,790,3486,663,542,222,277,152,21,60,3221,832,2834,836,307,184,49,60,31,57,1297,480,1058,458,124,97,115,112,0,51,1520,441,1431,430,70,78,19,58,0,51,32876,2081,2581,472,7401,1290,2352,513,1649,389,2047,528,1353,533,12433,1426,5673,787,3807,658,2206,498,747,275,5363,902,2438,555,1500,388,1127,304,298,183,5098,1040,2302,593,1455,439,1106,366,235,162
3,Uptown,52308,1570,38597,1411,33592,1399,2880,519,2424,494,284,124,137,84,35,62,1191,263,1071,259,64,77,51,68,5,46,608,224,540,207,40,57,28,63,0,48,326,171,304,166,22,61,0,48,0,48,13711,1180,1891,351,3181,675,1053,320,765,242,1096,376,267,167,3187,499,1694,409,545,202,593,187,355,156,3383,583,1302,364,954,340,776,245,351,204,2069,576,1283,389,674,242,112,95,0,48
4,Lincoln Square,35777,1175,25456,993,21171,984,2269,449,1932,447,228,112,75,69,34,55,1341,274,1250,274,71,55,20,43,0,40,391,188,370,185,21,44,0,40,0,40,284,166,244,151,34,48,0,40,6,40,10321,1009,952,242,3597,748,940,278,1390,474,869,303,398,171,3108,536,1481,317,889,270,661,212,77,68,1893,459,1058,349,496,185,317,157,22,46,771,367,292,155,264,160,130,109,85,95
5,North Center,30322,978,26532,926,23811,918,1794,369,1456,343,259,119,79,60,0,43,676,214,530,149,125,129,21,46,0,43,173,154,154,152,9,44,10,44,0,43,78,78,78,78,0,43,0,43,0,43,3790,499,1008,249,1545,415,623,210,523,216,352,189,47,72,681,164,424,130,196,92,51,56,10,44,472,174,317,141,109,69,46,57,0,43,84,80,22,44,62,80,0,43,0,43
6,Lake View,91635,1609,80110,1626,72183,1645,3711,499,3151,451,354,129,195,155,11,67,2808,461,2657,456,49,70,102,84,0,66,948,276,878,273,44,71,22,68,4,66,460,189,456,190,0,66,4,66,0,66,11525,870,2820,416,2114,363,898,210,735,221,434,171,47,71,3265,480,2227,378,650,223,323,165,65,85,2270,438,1318,292,584,209,307,240,61,95,1056,327,480,198,439,231,125,90,12,68
7,Lincoln Park,61386,1662,54889,1648,49870,1627,2144,413,1790,384,138,81,168,90,48,65,2295,446,2099,431,152,99,32,55,12,55,275,102,210,85,30,62,35,62,0,51,305,172,253,165,28,64,24,56,0,51,6497,651,1992,291,824,237,438,169,242,127,126,97,18,52,2430,454,1822,356,457,200,120,89,31,67,973,244,721,205,189,130,49,61,14,54,278,138,234,126,42,82,2,53,0,51
8,Near North Side,78099,1717,64011,1723,58648,1748,1854,389,1493,332,221,150,140,109,0,54,2419,442,2203,424,132,82,81,73,3,54,650,213,585,208,46,76,19,60,0,54,440,169,399,166,32,60,9,55,0,54,14088,1165,3370,512,1701,504,1057,335,382,175,104,102,158,222,5125,735,4010,652,661,243,385,161,69,70,3054,560,1752,404,1035,331,197,132,70,110,838,280,563,212,164,103,111,96,0,54
9,Edison Park,10776,481,9326,604,8490,615,351,178,284,161,46,80,21,31,0,25,485,180,393,150,92,73,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,1450,344,443,153,72,56,64,55,8,25,0,25,0,25,679,243,311,134,182,103,186,131,0,25,220,148,159,110,48,60,6,25,7,25,36,47,9,27,0,25,0,25,27,38
10,Norwood Park,35117,1093,26807,1071,23178,1066,1666,436,1484,419,75,53,107,80,0,39,1506,402,1322,384,138,76,46,55,0,39,369,238,354,238,15,43,0,39,0,39,88,96,88,96,0,39,0,39,0,39,8310,823,914,259,1268,366,513,178,179,91,253,90,323,300,4829,738,1869,390,1780,382,1050,361,130,94,1040,286,554,188,268,137,122,88,96,81,259,144,128,86,94,73,37,64,0,39
11,Jefferson Park,25022,1127,17434,1113,13892,1002,2003,507,1924,503,78,59,0,29,1,28,925,268,747,250,85,55,93,71,0,29,308,146,231,133,65,62,12,33,0,29,306,336,257,276,9,31,40,67,0,29,7588,898,556,149,1221,367,334,129,365,155,432,228,90,135,4289,839,1525,396,1223,339,1315,392,226,143,1219,418,521,209,360,172,189,111,149,124,303,180,141,93,128,135,34,48,0,29
12,Forest Glen,17349,610,13983,685,11254,714,1162,298,1132,303,18,37,12,33,0,29,1073,269,957,256,60,48,56,62,0,29,272,156,254,155,18,35,0,29,0,29,222,169,174,158,48,69,0,29,0,29,3366,400,554,156,442,144,276,126,99,62,67,46,0,29,1250,291,645,188,390,152,176,95,39,59,841,245,287,144,316,151,215,165,23,45,279,157,149,106,65,76,65,63,0,29
13,North Park,17610,939,10389,765,7757,755,1233,401,1107,390,65,46,31,42,30,53,866,309,842,306,24,36,0,27,0,27,351,164,268,147,83,60,0,27,0,27,182,140,182,140,0,27,0,27,0,27,7221,820,416,129,1510,403,596,188,318,168,402,198,194,130,2112,471,916,292,629,208,505,201,62,51,2415,483,1054,322,757,211,516,162,88,65,768,496,411,401,176,88,82,77,99,101
