area_id,area_name,b16005001,b16005001_moe,b16005002,b16005002_moe,b16005003,b16005003_moe,b16005004,b16005004_moe,b16005005,b16005005_moe,b16005006,b16005006_moe,b16005007,b16005007_moe,b16005008,b16005008_moe,b16005009,b16005009_moe,b16005010,b16005010_moe,b16005011,b16005011_moe,b16005012,b16005012_moe,b16005013,b16005013_moe,b16005014,b16005014_moe,b16005015,b16005015_moe,b16005016,b16005016_moe,b16005017,b16005017_moe,b16005018,b16005018_moe,b16005019,b16005019_moe,b16005020,b16005020_moe,b16005021,b16005021_moe,b16005022,b16005022_moe,b16005023,b16005023_moe,b16005024,b16005024_moe,b16005025,b16005025_moe,b16005026,b16005026_moe,b16005027,b16005027_moe,b16005028,b16005028_moe,b16005029,b16005029_moe,b16005030,b16005030_moe,b16005031,b16005031_moe,b16005032,b16005032_moe,b16005033,b16005033_moe,b16005034,b16005034_moe,b16005035,b16005035_moe,b16005036,b16005036_moe,b16005037,b16005037_moe,b16005038,b16005038_moe,b16005039,b16005039_moe,b16005040,b16005040_moe,b16005041,b16005041_moe,b16005042,b16005042_moe,b16005043,b16005043_moe,b16005044,b16005044_moe,b16005045,b16005045_moe
14,Albany Park,49366,1858,24629,1265,14386,1035,8380,942,6520,764,1374,372,368,183,118,105,1065,277,914,239,32,53,95,102,24,52,494,185,395,167,83,72,16,49,0,45,304,164,257,152,47,75,0,45,0,45,24737,1662,815,268,15415,1563,2798,518,3491,533,5583,805,3543,776,3659,646,1512,309,1008,258,735,274,404,229,3686,751,1560,442,1077,343,811,284,238,148,1162,490,383,176,462,298,262,197,55,74
15,Portage Park,59798,1711,39343,1598,24016,1392,12385,1222,10700,1104,853,295,704,257,128,113,2279,340,2031,334,207,100,31,52,10,49,302,163,281,161,10,49,11,49,0,47,361,274,361,274,0,47,0,47,0,47,20455,1333,1174,261,8283,910,2837,513,2117,387,2129,407,1200,339,8831,921,2505,442,3006,492,2403,435,917,294,1700,564,763,282,675,322,244,115,18,54,467,203,186,113,148,125,116,101,17,54
16,Irving Park,51927,1822,33985,1459,23162,1260,8950,904,7592,849,730,206,573,211,55,74,1160,284,1059,269,86,78,15,46,0,47,453,185,390,180,30,51,33,58,0,47,260,162,260,162,0,47,0,47,0,47,17942,1355,1321,304,10937,1163,2443,434,3089,515,3742,667,1663,566,2748,476,1292,299,776,203,567,198,113,80,2193,551,1079,376,833,281,222,118,59,76,743,290,200,119,286,151,257,261,0,47
17,Dunning,39975,1178,24981,1197,17617,1102,4412,584,3990,570,299,129,123,97,0,40,2649,402,2211,355,342,142,96,86,0,40,177,107,146,95,31,62,0,40,0,40,126,127,117,119,9,39,0,40,0,40,14994,1051,720,185,2852,405,1065,228,715,221,799,180,273,103,10300,941,3376,559,2732,389,3472,505,720,213,888,294,618,242,157,106,113,71,0,40,234,119,138,76,26,42,50,69,20,42
18,Montclare,11473,771,7096,687,3815,565,2764,459,2260,426,280,113,179,98,45,64,469,191,391,171,53,53,25,40,0,23,37,63,37,63,0,23,0,23,0,23,11,23,11,23,0,23,0,23,0,23,4377,579,147,87,2374,433,977,250,391,146,784,245,222,106,1402,324,334,160,313,140,678,226,77,77,347,230,240,204,102,102,0,23,5,19,107,120,41,37,16,31,50,64,0,23
19,Belmont Cragin,71416,2315,41355,1893,13115,1226,26777,1615,21739,1503,2675,450,2186,404,177,101,1157,279,795,229,220,119,110,96,32,56,266,213,254,213,12,54,0,52,0,52,40,68,35,63,5,52,0,52,0,52,30061,1687,746,206,23442,1579,4824,635,4656,545,9682,964,4280,604,4807,630,767,218,1412,290,2080,360,548,199,844,335,461,223,303,169,80,78,0,52,222,195,33,59,126,151,63,83,0,52
20,Hermosa,23058,1119,14173,966,3255,559,10880,911,8336,804,1125,236,1128,278,291,134,38,40,17,36,21,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8885,957,116,74,8306,941,2125,406,1385,259,3022,520,1774,406,405,233,83,69,181,101,126,131,15,36,47,58,0,29,31,54,16,38,0,29,11,32,11,32,0,29,0,29,0,29
21,Avondale,38171,1732,21652,1175,11544,894,9433,984,7415,829,1414,381,555,229,49,50,516,166,356,144,115,78,45,56,0,38,131,93,124,92,7,38,0,38,0,38,28,54,28,54,0,38,0,38,0,38,16519,1436,1285,389,12577,1369,2428,442,2717,427,5307,880,2125,632,1820,358,282,115,344,168,908,235,286,129,794,331,320,165,302,180,166,159,6,38,43,48,28,41,15,45,0,38,0,38
22,Logan Square,68556,1822,52777,1568,37408,1394,14375,1122,9233,883,3044,483,1669,322,429,159,687,182,589,170,27,58,40,65,31,74,226,99,201,94,25,63,0,57,0,57,81,74,81,74,0,57,0,57,0,57,15779,1186,1985,366,12016,1112,2628,466,2188,419,5494,796,1706,360,1184,316,670,196,290,154,163,100,61,115,423,136,271,112,90,74,28,60,34,71,171,96,153,95,7,57,11,59,0,57
23,Humboldt Park,49489,1958,39966,1883,26817,1722,12787,1056,9836,895,1666,371,1004,221,281,122,272,218,234,179,38,65,0,51,0,51,61,77,61,77,0,51,0,51,0,51,29,57,29,57,0,51,0,51,0,51,9523,1055,436,155,8693,1041,2541,474,2126,360,2627,423,1399,437,218,126,90,70,56,87,61,71,11,54,93,75,63,63,30,54,0,51,0,51,83,107,81,108,0,51,2,50,0,51
24,West Town,78857,1836,65450,1747,50546,1532,12216,1071,8930,899,1931,409,964,230,391,155,2084,363,1760,334,180,107,133,80,11,63,503,201,456,197,42,72,5,62,0,62,101,81,88,80,13,64,0,62,0,62,13407,974,2049,347,6212,728,1716,416,1067,229,2395,415,1034,278,4064,560,1615,313,1029,264,1134,269,286,138,826,253,603,218,143,95,80,98,0,62,256,142,128,95,128,109,0,62,0,62
25,Austin,91600,2491,87651,2447,82690,2430,4545,694,3831,660,332,144,258,131,124,110,332,175,332,175,0,61,0,61,0,61,45,73,45,73,0,61,0,61,0,61,39,69,39,69,0,61,0,61,0,61,3949,717,328,155,2493,613,735,230,608,247,846,314,304,165,738,322,279,147,252,222,197,159,10,62,267,155,153,126,68,77,31,70,15,67,123,123,84,99,39,73,0,61,0,61
26,West Garfield Park,17630,1172,17582,1171,17375,1169,197,160,184,160,6,34,7,35,0,35,10,38,0,35,10,38,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,48,46,5,35,11,32,11,32,0,35,0,35,0,35,1,33,1,33,0,35,0,35,0,35,17,43,17,43,0,35,0,35,0,35,14,40,14,40,0,35,0,35,0,35
27,East Garfield Park,19390,1221,18939,1224,18437,1224,360,160,320,153,32,48,8,36,0,38,60,52,39,43,0,38,21,49,0,38,33,46,33,46,0,38,0,38,0,38,49,50,40,49,9,40,0,38,0,38,451,187,186,129,73,76,45,61,22,44,6,36,0,38,61,57,17,40,32,50,12,45,0,38,24,46,17,45,0,38,7,38,0,38,107,78,96,77,11,41,0,38,0,38
28,Near West Side,51247,1567,42900,1524,38101,1482,2486,449,1969,327,213,170,260,139,44,76,1525,312,1330,279,88,94,107,87,0,52,624,203,500,181,100,92,0,52,24,60,164,141,159,141,5,51,0,52,0,52,8347,752,1686,332,868,202,542,159,150,82,167,111,9,54,2227,400,1731,316,435,171,49,69,12,52,3280,538,1822,377,1068,285,390,241,0,52,286,138,146,81,123,96,17,57,0,52
29,North Lawndale,33011,1667,32106,1650,31222,1643,811,223,686,204,52,49,73,58,0,43,62,59,56,55,6,42,0,43,0,43,11,43,11,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,905,280,71,75,770,267,104,68,144,115,359,163,163,91,22,46,9,43,13,46,0,43,0,43,10,45,0,43,10,45,0,43,0,43,32,59,8,43,24,54,0,43,0,43
30,South Lawndale,64246,2092,33467,1578,12387,888,21012,1320,17545,1233,1888,351,1125,280,454,158,66,60,66,60,0,48,0,48,0,48,1,47,1,47,0,48,0,48,0,48,1,45,0,48,1,45,0,48,0,48,30779,1459,451,148,30114,1459,5461,601,6089,577,9638,742,8926,895,130,93,58,59,62,74,10,49,0,48,56,66,24,49,10,50,17,55,5,48,28,52,7,47,14,51,7,47,0,48
31,Lower West Side,33635,1543,18183,1094,7408,727,10401,894,8636,830,1008,246,620,191,137,102,198,96,188,95,10,41,0,42,0,42,111,107,108,108,0,42,3,40,0,42,65,77,65,77,0,42,0,42,0,42,15452,1087,596,245,14556,1063,2905,424,3072,388,5001,564,3578,595,175,90,129,73,15,43,31,65,0,42,55,66,10,46,23,47,22,41,0,42,70,79,17,49,53,75,0,42,0,42
32,Loop,25310,1356,20158,1341,18006,1253,883,339,810,334,65,91,8,32,0,30,692,288,686,288,6,29,0,30,0,30,505,250,258,156,94,101,153,187,0,30,72,67,60,66,12,33,0,30,0,30,5152,692,1102,331,483,227,254,196,97,100,103,93,29,43,1530,419,1311,401,203,122,16,38,0,30,1767,409,919,273,543,182,205,185,100,101,270,165,257,164,7,30,6,29,0,30
33,Near South Side,18927,1005,15021,956,12990,919,962,424,872,405,60,69,30,49,0,24,548,212,541,212,7,24,0,24,0,24,485,216,435,203,46,64,0,24,4,18,36,37,26,32,0,24,10,24,0,24,3906,666,568,213,267,167,197,127,63,62,7,25,0,24,1412,461,1113,390,299,217,0,24,0,24,1543,452,860,352,490,275,54,39,139,100,116,92,94,77,14,29,8,25,0,24
34,Armour Square,13167,800,5900,651,3807,511,242,150,242,150,0,27,0,27,0,27,81,50,81,50,0,27,0,27,0,27,1722,393,1425,383,166,90,110,74,21,33,48,57,44,53,4,26,0,27,0,27,7267,660,172,92,423,342,239,254,81,73,86,72,17,35,80,66,39,37,21,33,20,29,0,27,6504,622,823,267,994,254,2694,447,1993,342,88,68,87,68,1,25,0,27,0,27
35,Douglas,18116,846,14975,764,14075,776,345,125,268,105,58,58,19,38,0,35,316,153,237,116,79,77,0,35,0,35,101,60,90,57,0,35,11,37,0,35,138,104,129,104,0,35,9,35,0,35,3141,561,317,124,223,169,50,49,125,121,27,53,21,48,720,245,472,176,227,141,21,40,0,35,1542,416,679,284,631,232,160,87,72,69,339,204,304,201,33,49,2,33,0,35
36,Oakland,5752,460,5417,430,5268,446,117,72,60,57,49,48,8,20,0,19,32,33,21,31,11,18,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,335,155,38,36,46,49,0,19,46,49,0,19,0,19,33,36,21,30,12,27,0,19,0,19,37,59,18,30,0,19,19,35,0,19,181,132,114,90,40,45,27,37,0,19
37,Fuller Park,2717,483,2558,480,2538,480,17,20,17,20,0,16,0,16,0,16,3,13,0,16,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,159,102,11,21,70,83,3,13,0,16,14,25,53,64,0,16,0,16,0,16,0,16,0,16,11,19,0,16,11,19,0,16,0,16,67,106,34,54,0,16,33,53,0,16
38,Grand Boulevard,21209,1018,20616,990,20070,982,374,120,261,93,29,48,51,62,33,66,144,96,118,91,0,43,26,51,0,43,9,42,9,42,0,43,0,43,0,43,19,52,19,52,0,43,0,43,0,43,593,180,195,83,143,109,19,43,62,73,62,90,0,43,116,98,53,58,47,86,16,45,0,43,23,49,8,43,0,43,0,43,15,44,116,80,116,80,0,43,0,43,0,43
39,Kenwood,17013,854,14893,847,14108,855,370,177,354,176,6,31,10,32,0,31,226,100,160,75,0,31,66,83,0,31,78,74,78,74,0,31,0,31,0,31,111,78,103,75,8,32,0,31,0,31,2120,352,328,122,267,170,91,75,32,40,104,107,40,70,601,194,487,174,104,65,10,33,0,31,649,189,386,150,190,91,62,66,11,37,275,133,221,117,40,54,14,37,0,31
40,Washington Park,10154,751,10041,741,9830,736,186,99,101,63,43,45,42,62,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,25,44,25,44,0,27,0,27,0,27,113,69,30,33,33,51,14,29,13,33,5,27,1,25,12,36,0,27,12,36,0,27,0,27,22,32,13,31,9,28,0,27,0,27,16,34,16,34,0,27,0,27,0,27
41,Hyde Park,25305,1133,20813,1052,18883,976,682,244,554,212,80,63,48,60,0,38,769,208,668,200,58,59,43,53,0,38,407,124,396,122,11,40,0,38,0,38,72,60,72,60,0,38,0,38,0,38,4492,496,964,216,553,229,294,118,141,119,59,62,59,81,1174,255,865,197,305,132,4,37,0,38,1495,307,838,204,494,172,123,88,40,48,306,130,254,114,52,53,0,38,0,38
42,Woodlawn,22879,1126,21748,1114,20747,1117,461,140,273,109,67,47,121,71,0,36,248,99,193,91,25,44,22,42,8,39,233,98,229,98,4,36,0,36,0,36,59,57,59,57,0,36,0,36,0,36,1131,251,235,106,87,61,56,52,15,41,15,42,1,35,534,174,415,142,115,92,4,35,0,36,141,63,102,54,39,46,0,36,0,36,134,103,123,101,11,40,0,36,0,36
43,South Shore,44350,1825,42893,1798,41712,1818,622,206,482,191,63,73,76,67,1,43,352,252,167,90,40,61,145,231,0,44,38,53,11,45,27,52,0,44,0,44,169,117,164,113,5,46,0,44,0,44,1457,413,352,146,190,156,21,49,86,129,22,46,61,91,264,161,166,143,75,73,5,45,18,53,35,62,29,61,0,44,6,45,0,44,616,302,464,213,74,78,72,89,6,48
44,Chatham,30975,1500,30722,1504,30179,1519,252,142,132,72,68,71,52,70,0,37,117,75,101,71,16,45,0,37,0,37,8,37,8,37,0,37,0,37,0,37,166,133,166,133,0,37,0,37,0,37,253,131,92,68,1,35,1,35,0,37,0,37,0,37,25,38,24,40,1,35,0,37,0,37,11,42,0,37,11,42,0,37,0,37,124,113,102,107,22,49,0,37,0,37
45,Avalon Park,9262,687,9093,682,8855,669,146,98,114,90,16,27,16,28,0,19,55,65,55,65,0,19,0,19,0,19,37,66,37,66,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,169,92,52,36,0,19,0,19,0,19,0,19,0,19,36,57,24,41,12,24,0,19,0,19,21,37,0,19,21,37,0,19,0,19,60,67,27,34,33,39,0,19,0,19
46,South Chicago,27348,1400,23722,1286,19972,1278,3327,451,2770,427,277,125,280,108,0,37,316,190,198,125,102,121,16,38,0,37,1,42,1,42,0,37,0,37,0,37,106,93,75,83,31,55,0,37,0,37,3626,651,234,195,2450,480,629,187,488,154,838,186,495,209,324,198,198,134,67,63,59,97,0,37,25,53,10,38,15,43,0,37,0,37,593,359,225,114,308,302,60,71,0,37
47,Burnside,3314,625,3214,622,3204,622,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,18,10,18,0,11,0,11,0,11,100,88,46,57,0,11,0,11,0,11,0,11,0,11,12,19,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,42,62,17,32,18,36,7,15,0,11
48,Calumet Heights,13758,765,13003,754,12272,713,486,314,434,313,11,30,41,45,0,27,194,156,175,155,0,27,19,36,0,27,0,27,0,27,0,27,0,27,0,27,51,84,51,84,0,27,0,27,0,27,755,333,182,111,90,69,43,43,47,57,0,27,0,27,342,250,252,219,72,56,18,36,0,27,0,27,0,27,0,27,0,27,0,27,141,93,91,64,35,64,15,31,0,27
49,Roseland,42815,1529,42108,1531,41421,1532,531,196,387,171,99,81,32,48,13,45,149,88,128,80,21,54,0,41,0,41,7,42,7,42,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,707,213,468,184,28,53,22,47,6,42,0,41,0,41,122,78,93,72,29,51,0,41,0,41,48,68,7,42,41,68,0,41,0,41,41,51,26,48,8,43,7,42,0,41
50,Pullman,6641,518,6395,495,6168,488,227,99,157,84,70,57,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,246,135,23,25,193,130,8,20,54,46,83,90,48,41,5,17,0,19,0,19,5,17,0,19,25,38,6,18,6,19,7,20,6,20,0,19,0,19,0,19,0,19,0,19
51,South Deering,15574,938,13271,916,10982,853,2162,447,1821,401,224,121,117,75,0,25,99,69,99,69,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,28,49,28,49,0,25,0,25,0,25,2303,442,118,70,1936,426,651,243,478,175,466,145,341,181,212,103,160,96,32,36,18,31,2,19,0,25,0,25,0,25,0,25,0,25,37,56,37,56,0,25,0,25,0,25
52,East Side,21508,1225,14174,948,6418,775,7532,806,6456,762,766,212,256,105,54,58,191,87,168,84,23,33,0,29,0,29,33,58,33,58,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,7334,780,190,90,6505,768,2101,372,1753,313,1809,418,842,261,551,193,135,98,220,101,196,118,0,29,55,64,8,27,13,32,34,58,0,29,33,48,0,29,33,48,0,29,0,29
53,West Pullman,28726,1548,27849,1566,27130,1556,651,170,482,142,83,58,66,56,20,43,54,59,35,47,19,53,0,39,0,39,0,39,0,39,0,39,0,39,0,39,14,35,14,35,0,39,0,39,0,39,877,290,181,116,648,242,210,134,61,61,186,123,191,89,13,40,0,39,13,40,0,39,0,39,0,39,0,39,0,39,0,39,0,39,35,70,29,56,6,43,0,39,0,39
54,Riverdale,6236,660,6182,662,6035,668,147,107,108,75,39,48,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,54,41,0,16,54,41,27,23,27,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,9473,835,8361,836,6202,875,1960,447,1737,440,186,105,37,43,0,19,199,113,128,69,51,48,20,33,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,1112,308,89,65,769,267,424,203,125,65,134,95,86,78,142,97,42,44,78,76,22,38,0,19,17,30,0,19,17,30,0,19,0,19,95,111,36,42,15,27,44,54,0,19
56,Garfield Ridge,31922,1020,24298,998,17774,959,5265,590,4533,551,649,206,83,75,0,42,1038,248,888,233,80,60,70,69,0,42,111,97,93,89,7,40,11,44,0,42,110,92,110,92,0,42,0,42,0,42,7624,717,533,136,3538,483,1190,258,1050,228,871,208,427,171,2983,492,924,225,823,203,992,213,244,121,357,202,237,151,93,84,18,43,9,43,213,119,113,89,74,64,26,44,0,42
57,Archer Heights,11958,658,6365,559,2649,510,3278,417,2686,408,385,154,173,90,34,58,332,160,299,156,21,39,12,28,0,27,14,31,0,27,0,27,0,27,14,31,92,135,92,135,0,27,0,27,0,27,5593,563,166,90,4270,541,1062,235,1124,204,1380,258,704,201,1040,236,146,70,359,127,477,130,58,42,51,55,11,28,11,28,15,32,14,31,66,93,0,27,43,65,23,35,0,27
58,Brighton Park,39912,1657,20750,1234,5971,733,13925,1070,11421,1001,1696,424,548,169,260,121,233,109,233,109,0,43,0,43,0,43,580,180,456,161,90,73,34,49,0,43,41,80,12,45,29,63,0,43,0,43,19162,1178,399,141,16418,1138,3776,530,3553,456,5376,545,3713,514,495,231,92,70,204,108,78,58,121,162,1850,358,480,160,452,143,656,167,262,128,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,15157,841,9162,706,4423,599,4063,476,3444,425,443,154,151,84,25,46,96,58,96,58,0,25,0,25,0,25,490,149,405,140,49,55,36,37,0,25,90,92,77,90,13,30,0,25,0,25,5995,598,186,90,3862,530,906,212,1035,239,1347,294,574,184,157,97,109,77,38,40,10,26,0,25,1790,323,287,101,416,143,705,175,382,136,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,30800,1265,19749,1013,13530,843,3279,613,2771,556,347,122,100,73,61,106,438,151,421,151,12,38,0,37,5,36,2451,407,2070,392,258,97,101,63,22,42,51,67,23,47,28,43,0,37,0,37,11051,873,512,167,2550,515,720,221,905,237,701,203,224,118,511,174,250,122,182,91,59,66,20,48,7467,740,1401,281,2134,363,2521,375,1411,344,11,39,11,39,0,37,0,37,0,37
61,New City,37869,1701,25931,1511,18208,1414,7464,695,5874,608,862,211,531,175,197,118,106,75,106,75,0,47,0,47,0,47,117,67,66,57,38,65,13,48,0,47,36,75,36,75,0,47,0,47,0,47,11938,869,204,89,11079,860,2521,392,2333,316,3356,429,2869,455,227,111,109,81,38,55,78,69,2,46,340,92,136,86,124,62,71,68,9,50,88,73,41,64,47,59,0,47,0,47
62,West Elsdon,17491,974,9951,718,3594,578,6119,619,5234,586,642,197,188,111,55,60,222,101,206,97,10,29,0,27,6,24,8,28,8,28,0,27,0,27,0,27,8,27,8,27,0,27,0,27,0,27,7540,719,126,69,6071,702,1473,318,1662,310,1951,378,985,330,1084,351,493,249,195,84,213,92,183,96,210,114,74,53,79,53,48,42,9,30,49,68,37,47,12,35,0,27,0,27
63,Gage Park,36045,1597,17921,1063,4665,671,13177,927,11076,885,1482,303,398,160,221,138,50,43,35,45,15,38,0,41,0,41,18,43,10,41,8,41,0,41,0,41,11,43,11,43,0,41,0,41,0,41,18124,1218,221,100,17561,1214,3638,531,3921,456,5922,582,4080,675,100,70,34,41,10,40,45,53,11,41,219,141,73,88,60,61,55,61,31,49,23,42,1,39,0,41,15,39,7,38
64,Clearing,21062,871,16137,953,12059,903,3431,488,2854,477,392,186,165,85,20,33,537,193,439,163,87,67,11,33,0,31,13,36,13,36,0,31,0,31,0,31,97,109,97,109,0,31,0,31,0,31,4925,638,213,82,2937,507,872,236,1060,281,732,223,273,153,1593,373,544,170,210,100,379,152,460,228,153,229,124,185,28,54,1,30,0,31,29,39,17,39,12,32,0,31,0,31
