area_id,area_name,b992522001,b992522001_moe,b992522002,b992522002_moe,b992522003,b992522003_moe,b992522004,b992522004_moe,b992522005,b992522005_moe,b992522006,b992522006_moe,b992522007,b992522007_moe
1,Rogers Park,6995,-1,5901,-1,1839,-1,4062,-1,1094,-1,249,-1,845,-1
2,West Ridge,12314,-1,8193,-1,3236,-1,4957,-1,4121,-1,825,-1,3296,-1
3,Uptown,9490,-1,7956,-1,2156,-1,5800,-1,1534,-1,221,-1,1313,-1
4,Lincoln Square,7020,-1,5577,-1,1926,-1,3651,-1,1443,-1,411,-1,1032,-1
5,North Center,7758,-1,6338,-1,1861,-1,4477,-1,1420,-1,315,-1,1105,-1
6,Lake View,19687,-1,15973,-1,4311,-1,11662,-1,3714,-1,719,-1,2995,-1
7,Lincoln Park,14662,-1,11336,-1,4184,-1,7152,-1,3326,-1,1137,-1,2189,-1
8,Near North Side,22765,-1,15960,-1,5915,-1,10045,-1,6805,-1,2337,-1,4468,-1
9,Edison Park,3676,-1,2416,-1,877,-1,1539,-1,1260,-1,380,-1,880,-1
10,Norwood Park,11624,-1,7131,-1,2750,-1,4381,-1,4493,-1,1307,-1,3186,-1
11,Jefferson Park,6535,-1,4227,-1,1443,-1,2784,-1,2308,-1,542,-1,1766,-1
12,Forest Glen,5964,-1,3907,-1,1584,-1,2323,-1,2057,-1,646,-1,1411,-1
13,North Park,3405,-1,2461,-1,1061,-1,1400,-1,944,-1,247,-1,697,-1
14,Albany Park,6138,-1,4889,-1,1926,-1,2963,-1,1249,-1,391,-1,858,-1
15,Portage Park,12675,-1,8574,-1,3247,-1,5327,-1,4101,-1,1022,-1,3079,-1
16,Irving Park,9760,-1,7597,-1,2224,-1,5373,-1,2163,-1,597,-1,1566,-1
17,Dunning,11475,-1,7462,-1,2859,-1,4603,-1,4013,-1,1002,-1,3011,-1
18,Montclare,2630,-1,1878,-1,577,-1,1301,-1,752,-1,289,-1,463,-1
19,Belmont Cragin,10475,-1,8289,-1,2862,-1,5427,-1,2186,-1,533,-1,1653,-1
20,Hermosa,3110,-1,2520,-1,745,-1,1775,-1,590,-1,116,-1,474,-1
21,Avondale,5774,-1,4413,-1,1491,-1,2922,-1,1361,-1,384,-1,977,-1
22,Logan Square,11139,-1,9101,-1,3072,-1,6029,-1,2038,-1,366,-1,1672,-1
23,Humboldt Park,5910,-1,4607,-1,1819,-1,2788,-1,1303,-1,331,-1,972,-1
24,West Town,14909,-1,12417,-1,4041,-1,8376,-1,2492,-1,536,-1,1956,-1
25,Austin,12818,-1,9672,-1,3782,-1,5890,-1,3146,-1,871,-1,2275,-1
26,West Garfield Park,1486,-1,963,-1,452,-1,511,-1,523,-1,124,-1,399,-1
27,East Garfield Park,1857,-1,1334,-1,576,-1,758,-1,523,-1,227,-1,296,-1
28,Near West Side,10251,-1,8976,-1,2753,-1,6223,-1,1275,-1,281,-1,994,-1
29,North Lawndale,2612,-1,1920,-1,825,-1,1095,-1,692,-1,256,-1,436,-1
30,South Lawndale,5915,-1,3885,-1,1313,-1,2572,-1,2030,-1,455,-1,1575,-1
31,Lower West Side,3286,-1,2156,-1,606,-1,1550,-1,1130,-1,233,-1,897,-1
32,Loop,6257,-1,4805,-1,1310,-1,3495,-1,1452,-1,336,-1,1116,-1
33,Near South Side,5711,-1,5057,-1,1434,-1,3623,-1,654,-1,106,-1,548,-1
34,Armour Square,1884,-1,978,-1,392,-1,586,-1,906,-1,190,-1,716,-1
35,Douglas,1875,-1,1622,-1,573,-1,1049,-1,253,-1,93,-1,160,-1
36,Oakland,612,-1,517,-1,266,-1,251,-1,95,-1,12,-1,83,-1
37,Fuller Park,378,-1,224,-1,139,-1,85,-1,154,-1,54,-1,100,-1
38,Grand Boulevard,2767,-1,2260,-1,728,-1,1532,-1,507,-1,153,-1,354,-1
39,Kenwood,2855,-1,2150,-1,1027,-1,1123,-1,705,-1,225,-1,480,-1
40,Washington Park,833,-1,634,-1,241,-1,393,-1,199,-1,49,-1,150,-1
41,Hyde Park,4669,-1,3093,-1,1059,-1,2034,-1,1576,-1,361,-1,1215,-1
42,Woodlawn,2527,-1,1976,-1,665,-1,1311,-1,551,-1,211,-1,340,-1
43,South Shore,5185,-1,3758,-1,1642,-1,2116,-1,1427,-1,493,-1,934,-1
44,Chatham,5195,-1,3272,-1,1617,-1,1655,-1,1923,-1,596,-1,1327,-1
45,Avalon Park,2612,-1,1918,-1,680,-1,1238,-1,694,-1,248,-1,446,-1
46,South Chicago,4472,-1,3068,-1,1185,-1,1883,-1,1404,-1,452,-1,952,-1
47,Burnside,580,-1,407,-1,79,-1,328,-1,173,-1,84,-1,89,-1
48,Calumet Heights,4377,-1,2910,-1,1051,-1,1859,-1,1467,-1,586,-1,881,-1
49,Roseland,8896,-1,5806,-1,2199,-1,3607,-1,3090,-1,972,-1,2118,-1
50,Pullman,1377,-1,946,-1,433,-1,513,-1,431,-1,142,-1,289,-1
51,South Deering,3128,-1,2032,-1,759,-1,1273,-1,1096,-1,332,-1,764,-1
52,East Side,4705,-1,3007,-1,1158,-1,1849,-1,1698,-1,471,-1,1227,-1
