area_id,area_name,b07010001,b07010001_moe,b07010002,b07010002_moe,b07010003,b07010003_moe,b07010004,b07010004_moe,b07010005,b07010005_moe,b07010006,b07010006_moe,b07010007,b07010007_moe,b07010008,b07010008_moe,b07010009,b07010009_moe,b07010010,b07010010_moe,b07010011,b07010011_moe,b07010012,b07010012_moe,b07010013,b07010013_moe,b07010014,b07010014_moe,b07010015,b07010015_moe,b07010016,b07010016_moe,b07010017,b07010017_moe,b07010018,b07010018_moe,b07010019,b07010019_moe,b07010020,b07010020_moe,b07010021,b07010021_moe,b07010022,b07010022_moe,b07010023,b07010023_moe,b07010024,b07010024_moe,b07010025,b07010025_moe,b07010026,b07010026_moe,b07010027,b07010027_moe,b07010028,b07010028_moe,b07010029,b07010029_moe,b07010030,b07010030_moe,b07010031,b07010031_moe,b07010032,b07010032_moe,b07010033,b07010033_moe,b07010034,b07010034_moe,b07010035,b07010035_moe,b07010036,b07010036_moe,b07010037,b07010037_moe,b07010038,b07010038_moe,b07010039,b07010039_moe,b07010040,b07010040_moe,b07010041,b07010041_moe,b07010042,b07010042_moe,b07010043,b07010043_moe,b07010044,b07010044_moe,b07010045,b07010045_moe,b07010046,b07010046_moe,b07010047,b07010047_moe,b07010048,b07010048_moe,b07010049,b07010049_moe,b07010050,b07010050_moe,b07010051,b07010051_moe,b07010052,b07010052_moe,b07010053,b07010053_moe,b07010054,b07010054_moe,b07010055,b07010055_moe,b07010056,b07010056_moe,b07010057,b07010057_moe,b07010058,b07010058_moe,b07010059,b07010059_moe,b07010060,b07010060_moe,b07010061,b07010061_moe,b07010062,b07010062_moe,b07010063,b07010063_moe,b07010064,b07010064_moe,b07010065,b07010065_moe,b07010066,b07010066_moe
42,Woodlawn,19613,909,3891,474,15722,756,4896,480,1756,266,2449,307,1967,282,1722,291,1348,234,584,168,1000,223,15911,878,3079,430,12832,721,3838,436,1486,250,2013,278,1528,253,1449,252,1161,221,466,145,891,213,2967,487,596,215,2371,379,752,205,252,102,376,122,380,139,254,131,179,95,96,82,82,64,135,73,29,44,106,68,84,60,5,36,17,45,0,36,0,36,0,36,0,36,0,36,521,168,153,94,368,124,205,88,9,36,33,54,56,48,13,35,8,35,22,42,22,37,79,58,34,46,45,47,17,38,4,35,10,39,3,35,6,37,0,36,0,36,5,36
43,South Shore,38616,1516,6131,785,32485,1196,9554,711,4167,512,4879,549,3952,484,4250,472,2558,407,1154,271,1971,328,30529,1458,4717,667,25812,1161,7400,641,3269,453,3893,484,2825,394,3316,393,2312,389,1065,260,1732,302,7251,906,1192,404,6059,713,1986,378,828,247,852,237,1011,266,834,244,240,124,89,86,219,126,180,120,0,44,180,120,66,74,0,44,21,55,25,58,68,91,0,44,0,44,0,44,524,208,132,115,392,179,102,83,70,90,113,94,49,91,32,52,6,45,0,44,20,53,132,108,90,89,42,75,0,44,0,44,0,44,42,75,0,44,0,44,0,44,0,44
44,Chatham,26425,1174,4516,623,21909,917,5754,585,2642,384,3868,445,3034,432,2743,375,1968,311,597,171,1303,262,23417,1197,3978,605,19439,916,5057,558,2302,358,3476,420,2604,401,2318,343,1902,314,585,170,1195,249,2837,471,492,202,2345,391,659,181,340,143,374,157,405,162,381,166,66,56,12,40,108,96,57,66,19,45,38,60,38,60,0,37,0,37,0,37,0,37,0,37,0,37,0,37,114,92,27,54,87,83,0,37,0,37,18,39,25,54,44,71,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,8143,558,1491,322,6652,499,1236,252,925,223,974,213,984,238,771,193,588,174,430,127,744,195,7311,574,1322,320,5989,491,1120,236,805,220,815,181,864,215,749,191,528,164,406,122,702,192,761,219,160,91,601,215,82,52,92,83,159,138,120,90,22,38,60,55,24,41,42,56,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,71,64,9,22,62,62,34,52,28,43,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,22509,1160,5198,646,17311,841,4498,474,2542,355,3093,400,2240,327,2137,334,1301,285,698,187,802,211,19102,1169,4351,628,14751,821,3897,455,2106,322,2512,366,1902,297,1703,270,1202,279,677,184,752,207,2969,575,707,260,2262,433,549,175,373,152,507,166,247,126,434,214,99,82,21,48,32,50,81,97,21,49,60,79,19,47,0,37,0,37,41,74,0,37,0,37,0,37,0,37,315,190,103,95,212,156,33,47,54,79,57,75,50,59,0,37,0,37,0,37,18,45,42,65,16,43,26,47,0,37,9,38,17,45,0,37,0,37,0,37,0,37,0,37
47,Burnside,2652,368,597,269,2055,220,828,200,370,124,250,89,205,115,198,100,68,73,38,41,98,84,2369,300,478,232,1891,194,742,184,316,117,240,92,191,110,198,100,68,73,38,41,98,84,226,166,119,122,107,64,54,52,43,36,10,21,0,11,0,11,0,11,0,11,0,11,46,56,0,11,46,56,32,50,0,11,0,11,14,24,0,11,0,11,0,11,0,11,11,21,0,11,11,21,0,11,11,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,11891,587,1356,286,10535,533,2087,405,1356,263,1547,242,1272,228,1227,257,1271,245,498,156,1277,252,10819,549,1313,288,9506,488,1633,295,1160,239,1367,222,1231,224,1164,252,1224,243,466,152,1261,250,883,380,24,34,859,376,364,270,157,112,157,97,28,37,58,43,47,42,32,38,16,36,23,34,0,27,23,34,7,27,11,32,0,27,0,27,5,26,0,27,0,27,0,27,148,132,1,25,147,132,83,116,28,40,23,43,13,30,0,27,0,27,0,27,0,27,18,36,18,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,36871,1212,7580,705,29291,1048,7761,659,3783,407,5527,464,3958,428,3787,417,2319,327,717,166,1439,264,32485,1142,6508,668,25977,978,6687,615,3278,366,4891,440,3555,389,3451,404,2078,308,696,164,1341,255,3741,768,907,306,2834,587,861,243,433,185,561,189,391,178,336,148,152,84,21,44,79,76,111,91,21,47,90,88,53,66,0,41,37,71,0,41,0,41,0,41,0,41,0,41,495,193,137,97,358,145,155,105,64,66,38,50,12,44,0,41,89,77,0,41,0,41,39,47,7,42,32,45,5,40,8,42,0,41,0,41,0,41,0,41,0,41,19,45
50,Pullman,5773,392,729,160,5044,393,1222,245,708,150,820,162,448,119,842,182,591,132,113,49,300,100,5317,383,668,149,4649,381,1101,215,639,147,777,161,411,117,765,174,543,124,113,49,300,100,419,151,61,59,358,125,98,79,69,60,38,46,28,25,77,65,48,48,0,19,0,19,15,28,0,19,15,28,15,28,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,19,0,19,13,19,8,20,0,19,5,17,0,19,0,19,0,19,0,19,0,19,9,21,0,19,9,21,0,19,0,19,0,19,9,21,0,19,0,19,0,19,0,19
51,South Deering,12771,711,2959,494,9812,507,2758,351,1466,272,1876,276,1309,266,1108,212,655,188,349,134,291,131,10966,733,2567,473,8399,535,2118,290,1311,261,1634,260,1178,250,995,207,655,188,240,103,268,126,1631,440,311,145,1320,365,558,197,144,89,242,124,131,94,113,83,0,25,109,77,23,43,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,118,112,74,107,44,40,44,40,0,25,0,25,0,25,0,25,0,25,0,25,0,25,56,50,7,22,49,52,38,48,11,29,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,17092,863,3702,427,13390,677,2837,392,1489,278,2880,383,2057,315,1729,254,1025,204,550,160,823,222,15460,851,3310,423,12150,633,2485,345,1281,238,2630,365,1832,287,1656,250,962,199,481,146,823,222,1478,477,331,130,1147,422,318,213,196,153,233,126,208,153,73,65,50,47,69,61,0,29,49,47,0,29,49,47,15,31,12,31,0,29,9,31,0,29,13,32,0,29,0,29,96,64,52,58,44,38,19,32,0,29,17,35,8,30,0,29,0,29,0,29,0,29,9,28,9,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,23613,1133,5147,640,18466,879,5018,536,2463,362,3111,434,2566,355,2189,365,1752,320,496,165,871,202,20570,1100,4307,596,16263,847,4376,517,2165,339,2571,359,2296,337,2040,360,1602,303,453,161,760,188,2500,585,764,344,1736,394,553,170,231,107,381,198,211,110,107,93,150,111,43,56,60,60,95,95,0,39,95,95,20,54,0,39,31,61,21,48,0,39,0,39,0,39,23,50,433,229,76,63,357,205,69,70,67,66,113,136,38,58,42,70,0,39,0,39,28,58,15,44,0,39,15,44,0,39,0,39,15,44,0,39,0,39,0,39,0,39,0,39
54,Riverdale,4278,450,1103,261,3175,339,1401,290,570,146,489,164,252,115,290,114,81,69,56,49,36,42,3566,443,861,238,2705,325,1172,277,497,135,385,144,214,102,264,106,81,69,56,49,36,42,622,223,196,122,426,164,192,117,73,56,97,86,38,41,26,41,0,16,0,16,0,16,33,52,30,51,3,13,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,57,57,16,27,41,51,34,48,0,16,7,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,7748,743,1572,381,6176,575,1163,272,722,201,901,238,813,213,1065,264,408,147,222,94,882,247,6898,758,1477,378,5421,612,946,253,683,194,758,228,721,195,967,260,308,113,222,94,816,221,731,366,95,86,636,309,166,125,39,63,108,120,92,78,98,91,100,94,0,19,33,54,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,104,118,0,19,104,118,36,42,0,19,35,58,0,19,0,19,0,19,0,19,33,55,15,25,0,19,15,25,15,25,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,27325,846,3920,444,23405,707,3744,384,2426,336,3713,365,3382,382,3306,397,2772,318,1265,234,2797,313,25183,873,3453,417,21730,719,3468,379,2124,311,3426,355,3145,369,3110,391,2581,312,1181,225,2695,303,1719,406,332,192,1387,325,191,83,264,144,281,121,217,100,110,60,191,111,84,77,49,48,135,153,0,42,135,153,21,42,0,42,0,42,0,42,67,84,0,42,0,42,47,83,180,105,43,66,137,74,57,55,38,53,0,42,17,46,19,49,0,42,0,42,6,41,108,93,92,93,16,40,7,42,0,42,6,41,3,41,0,42,0,42,0,42,0,42
57,Archer Heights,9940,583,2038,278,7902,469,1527,230,921,180,2042,294,1388,226,1164,210,368,97,158,73,334,95,9006,614,1886,270,7120,501,1405,226,870,178,1757,266,1270,222,1015,204,335,93,158,73,310,85,851,247,143,75,708,210,114,68,51,48,260,117,111,68,133,73,15,32,0,27,24,45,7,27,0,27,7,27,0,27,0,27,0,27,7,27,0,27,0,27,0,27,0,27,54,64,9,30,45,61,0,27,0,27,11,30,0,27,16,35,18,36,0,27,0,27,22,44,0,27,22,44,8,28,0,27,14,34,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,32156,1308,8381,747,23775,1049,5431,536,3617,390,5495,529,4104,424,2639,354,1469,272,447,138,573,176,28247,1350,7587,702,20660,1044,4397,467,3069,360,4805,501,3615,398,2423,337,1395,264,384,120,572,176,3589,769,711,276,2878,631,943,278,517,175,638,199,477,183,197,125,59,68,46,82,1,42,90,79,0,43,90,79,70,74,9,43,0,43,0,43,1,40,0,43,10,45,0,43,151,107,19,52,132,88,21,49,22,64,37,60,12,46,18,52,15,47,7,42,0,43,79,75,64,68,15,47,0,43,0,43,15,47,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,12559,667,2352,342,10207,558,2398,316,1032,214,2506,330,1455,247,1465,251,617,137,233,107,501,139,11331,714,2176,333,9155,598,2138,298,952,212,2246,315,1323,238,1297,240,584,136,201,101,414,125,1048,250,130,103,918,233,229,110,73,55,202,96,132,64,161,85,33,31,32,39,56,51,102,64,9,26,93,63,10,23,6,24,46,52,0,25,0,25,0,25,0,25,31,34,36,30,1,22,35,32,15,28,1,22,12,29,0,25,7,25,0,25,0,25,0,25,42,47,36,47,6,26,6,26,0,25,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,27035,1050,4178,474,22857,921,5497,530,3084,386,4008,409,2993,367,2519,311,2034,275,841,196,1881,228,22914,1113,3521,442,19393,920,4497,457,2715,361,3387,380,2576,348,2084,277,1786,263,696,174,1652,220,2978,487,351,127,2627,442,722,256,203,106,500,153,350,134,323,131,211,85,145,95,173,89,318,149,27,44,291,146,55,55,122,96,26,54,24,47,19,42,14,42,0,37,31,50,351,167,43,53,308,161,138,103,5,36,46,61,22,41,58,67,23,51,0,37,16,38,474,173,236,132,238,123,85,64,39,53,49,66,21,47,35,65,0,37,0,37,9,36
61,New City,30694,1374,7453,720,23241,1028,6907,608,3606,392,5078,491,3311,363,2084,268,1064,199,394,116,797,166,26602,1362,6428,676,20174,1019,5995,584,2947,345,4236,459,2907,343,1974,262,959,191,389,115,767,163,3673,600,872,272,2801,474,816,230,569,194,800,211,376,144,105,68,105,80,0,47,30,53,102,73,15,51,87,71,17,47,0,47,32,66,28,54,5,45,0,47,5,46,0,47,267,114,113,79,154,85,54,62,90,69,10,48,0,47,0,47,0,47,0,47,0,47,50,92,25,61,25,61,25,61,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,14394,700,3345,498,11049,565,2714,390,1158,215,2385,333,1757,292,1435,231,884,191,283,110,433,140,12844,718,2972,457,9872,571,2305,360,1041,210,2061,310,1578,285,1401,229,789,178,264,107,433,140,1304,445,247,124,1057,384,375,193,90,77,315,154,140,96,33,28,95,64,9,27,0,27,10,31,0,27,10,31,0,27,0,27,0,27,0,27,0,27,0,27,10,31,0,27,120,110,84,93,36,36,17,31,0,27,0,27,19,40,0,27,0,27,0,27,0,27,116,97,42,58,74,82,17,34,27,50,9,26,20,41,1,22,0,27,0,27,0,27
63,Gage Park,28799,1300,8148,709,20651,1003,4644,484,3029,412,5442,572,3792,390,1952,319,1127,246,295,112,370,128,26070,1307,7303,693,18767,1012,4084,456,2606,367,4883,550,3540,383,1912,318,1111,243,261,104,370,128,2283,614,715,272,1568,410,417,151,386,184,516,227,193,96,22,44,0,41,34,58,0,41,63,63,1,38,62,62,39,61,0,41,9,40,0,41,14,43,0,41,0,41,0,41,135,82,24,50,111,70,33,44,10,38,0,41,48,55,4,38,16,47,0,41,0,41,248,163,105,78,143,123,71,88,27,57,34,53,11,41,0,41,0,41,0,41,0,41
64,Clearing,18037,730,2289,329,15748,723,2554,366,1221,220,3117,421,2130,291,2625,430,1859,311,740,183,1502,251,16385,772,2096,326,14289,753,2213,337,1124,212,2870,413,1859,277,2353,403,1750,295,684,173,1436,241,1333,381,158,77,1175,359,260,136,74,60,213,106,208,102,202,116,96,99,56,65,66,70,135,110,26,49,109,85,31,59,23,46,4,31,30,54,21,39,0,31,0,31,0,31,136,123,0,31,136,123,11,34,0,31,30,55,33,59,49,53,13,36,0,31,0,31,48,58,9,32,39,58,39,58,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,24398,944,6390,699,18008,751,3317,410,1777,307,3646,488,3188,370,3263,506,1106,246,644,193,1067,220,22564,946,5685,644,16879,756,3083,400,1573,275,3477,480,3042,365,3111,497,1013,239,590,188,990,209,1284,422,390,202,894,301,117,77,157,104,137,108,145,85,137,80,93,69,54,52,54,63,29,41,0,34,29,41,13,37,0,34,0,34,1,30,15,38,0,34,0,34,0,34,204,253,49,65,155,195,60,97,47,66,25,47,0,34,0,34,0,34,0,34,23,49,317,204,266,200,51,54,44,54,0,34,7,32,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,39655,1530,11214,919,28441,1143,7294,662,3622,452,6035,596,4350,485,3912,464,2081,355,490,147,657,165,35863,1543,10284,913,25579,1120,6318,613,3260,436,5250,542,4057,470,3575,450,2007,353,477,145,635,163,3670,656,903,276,2767,479,922,263,334,127,772,246,293,130,337,141,74,62,13,51,22,51,29,56,0,49,29,56,16,54,0,49,13,51,0,49,0,49,0,49,0,49,0,49,56,67,0,49,56,67,28,51,28,63,0,49,0,49,0,49,0,49,0,49,0,49,37,55,27,55,10,49,10,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,27308,1166,7579,719,19729,836,7055,576,2984,343,4184,397,2135,296,1906,272,750,177,217,121,498,132,23585,1130,6487,676,17098,810,5774,519,2642,327,3737,364,1893,283,1691,251,706,174,182,114,473,128,3240,588,995,272,2245,415,1082,249,314,110,401,166,221,106,155,101,36,61,11,50,25,55,25,51,12,46,13,52,11,53,0,48,2,47,0,48,0,48,0,48,0,48,0,48,443,231,85,81,358,178,188,152,28,57,29,66,21,50,60,67,8,48,24,60,0,48,15,52,0,48,15,52,0,48,0,48,15,52,0,48,0,48,0,48,0,48,0,48
68,Englewood,21754,1116,6289,640,15465,803,6170,533,2376,316,2753,332,1601,257,1223,231,758,189,118,74,466,154,18749,1060,5296,603,13453,753,5168,481,2076,296,2438,322,1417,246,1120,222,680,181,88,60,466,154,2824,512,947,254,1877,351,977,226,269,121,271,114,184,90,98,70,78,59,0,36,0,36,53,50,10,40,43,49,12,36,31,49,0,36,0,36,0,36,0,36,0,36,0,36,60,51,11,39,49,48,13,37,0,36,36,47,0,36,0,36,0,36,0,36,0,36,68,67,25,50,43,57,0,36,0,36,8,37,0,36,5,36,0,36,30,56,0,36
69,Greater Grand Crossing,25644,1109,5166,596,20478,872,5697,544,2475,327,4175,465,2625,356,2418,349,1532,261,421,139,1135,228,21971,1051,4297,540,17674,831,4758,489,2217,312,3453,418,2232,322,2188,334,1410,249,358,130,1058,223,3399,485,777,240,2622,381,872,210,215,98,695,195,369,141,230,114,119,86,45,54,77,66,87,75,35,54,52,62,37,52,0,38,4,37,0,38,0,38,3,40,8,42,0,38,187,107,57,56,130,87,30,46,43,62,23,52,24,52,0,38,0,38,10,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,33237,1219,6824,694,26413,977,4889,604,2373,389,3660,486,4024,451,3604,442,3108,503,1348,257,3407,426,31227,1268,6392,662,24835,1018,4639,585,2235,382,3418,477,3806,445,3346,419,2805,460,1248,243,3338,424,1792,507,318,179,1474,417,209,109,117,105,241,126,192,125,258,145,303,249,85,82,69,68,118,104,93,95,25,55,0,41,0,41,0,41,25,55,0,41,0,41,0,41,0,41,44,47,0,41,44,47,21,41,21,49,1,37,1,37,0,41,0,41,0,41,0,41,56,59,21,41,35,49,20,47,0,41,0,41,0,41,0,41,0,41,15,44,0,41
71,Auburn Gresham,38983,1398,8098,755,30885,1156,9382,779,4284,473,5932,564,3502,436,3529,419,2445,333,639,181,1172,216,34438,1413,7023,685,27415,1145,7969,700,3811,455,5315,534,3078,412,3194,412,2327,323,594,175,1127,212,4101,643,1006,308,3095,517,1234,351,403,173,573,183,381,143,309,129,108,85,42,64,45,65,73,62,20,49,53,60,34,52,19,54,0,46,0,46,0,46,0,46,0,46,0,46,342,136,37,58,305,130,136,84,51,72,44,71,35,52,26,50,10,47,3,46,0,46,29,52,12,46,17,52,9,46,0,46,0,46,8,46,0,46,0,46,0,46,0,46
72,Beverly,16313,631,2161,338,14152,525,2173,270,959,213,1227,207,1264,247,1856,248,1561,213,979,177,4133,323,15484,674,2060,328,13424,560,2043,261,922,208,1169,199,1207,240,1692,238,1517,210,934,174,3940,319,690,210,81,82,609,191,58,50,21,43,58,55,39,41,164,93,44,38,45,37,180,89,28,40,0,29,28,40,15,35,0,29,0,29,0,29,0,29,0,29,0,29,13,34,101,55,20,33,81,50,48,41,15,34,0,29,18,32,0,29,0,29,0,29,0,29,10,28,0,29,10,28,9,30,1,27,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,21527,919,3719,488,17808,771,4390,515,2343,372,3055,375,2232,311,2664,319,1361,241,725,191,1038,202,19954,940,3293,458,16661,799,3993,470,2121,348,2884,361,2138,321,2466,307,1326,239,725,191,1008,201,1329,413,298,136,1031,339,345,216,212,122,170,113,94,84,153,85,35,46,0,33,22,39,86,99,65,98,21,32,1,29,10,35,0,33,0,33,2,29,0,33,0,33,8,34,120,83,52,72,68,50,25,41,0,33,0,33,0,33,43,41,0,33,0,33,0,33,38,49,11,36,27,48,26,50,0,33,1,30,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,14555,615,2035,307,12520,557,1948,318,758,191,1200,191,1159,216,1497,294,1862,269,1094,198,3002,280,13638,611,1933,312,11705,567,1646,314,653,178,1154,188,1122,214,1451,292,1728,258,1021,194,2930,281,650,191,75,55,575,175,157,83,50,68,34,36,28,38,38,44,123,73,73,62,72,56,108,56,0,25,108,56,39,37,29,28,12,30,9,27,8,25,11,28,0,25,0,25,130,58,2,23,128,58,102,55,26,34,0,25,0,25,0,25,0,25,0,25,0,25,29,35,25,36,4,21,4,21,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,18275,825,2986,439,15289,713,3240,456,1439,295,1845,287,1814,355,1846,294,1898,320,822,151,2385,327,16983,807,2832,432,14151,699,2842,421,1309,279,1688,272,1710,348,1674,284,1853,322,726,144,2349,326,1104,286,110,76,994,272,358,161,114,74,136,85,91,61,147,86,45,37,67,48,36,43,66,56,0,31,66,56,14,31,16,39,11,29,0,31,25,49,0,31,0,31,0,31,121,76,43,49,78,64,26,41,0,31,10,34,13,37,0,31,0,31,29,53,0,31,1,27,1,27,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,11312,657,1776,364,9536,590,1091,287,559,208,2211,429,1724,376,1653,363,938,303,243,110,1117,285,9842,690,1613,354,8229,622,1019,283,451,190,1900,419,1509,366,1431,354,820,281,218,105,881,262,1025,316,127,99,898,286,29,47,83,82,187,102,170,131,173,101,85,87,16,46,155,113,92,89,0,38,92,89,0,38,25,44,34,50,0,38,0,38,33,71,0,38,0,38,211,126,0,38,211,126,42,65,0,38,51,58,17,46,11,41,0,38,9,38,81,90,142,146,36,68,106,105,1,35,0,38,39,74,28,58,38,71,0,38,0,38,0,38
77,Edgewater,49820,1408,5412,665,44408,1208,9183,784,4449,515,5580,572,5734,584,6212,584,4346,517,2745,417,6159,536,39784,1433,3744,533,36040,1265,6468,647,3566,478,4562,535,4544,539,5164,542,3816,487,2276,382,5644,505,6704,773,992,385,5712,632,1546,299,616,204,686,216,812,238,866,237,410,181,352,133,424,156,745,222,118,86,627,202,259,123,89,78,158,102,77,82,33,55,11,48,0,48,0,48,1836,360,218,119,1618,332,739,227,150,103,144,74,226,101,133,90,100,74,35,64,91,89,751,303,340,145,411,201,171,109,28,55,30,57,75,121,16,50,9,50,82,112,0,48
