area_id,area_name,b10060001,b10060001_moe,b10060002,b10060002_moe,b10060003,b10060003_moe,b10060004,b10060004_moe,b10060005,b10060005_moe,b10060006,b10060006_moe,b10060007,b10060007_moe,b10060008,b10060008_moe,b10060009,b10060009_moe,b10060010,b10060010_moe,b10060011,b10060011_moe,b10060012,b10060012_moe,b10060013,b10060013_moe,b10060014,b10060014_moe,b10060015,b10060015_moe,b10060016,b10060016_moe
65,West Lawn,1220,309,1127,298,175,100,167,99,8,32,952,287,93,89,0,34,0,34,0,34,93,89,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,3408,470,2238,392,812,213,569,169,243,106,1426,336,1142,288,500,219,390,199,110,84,642,199,28,64,0,49,0,49,0,49,28,64
67,West Englewood,1958,289,1307,224,636,164,403,132,233,102,671,158,651,192,392,155,171,100,221,120,259,117,0,48,0,48,0,48,0,48,0,48
68,Englewood,1636,289,727,203,428,149,264,121,164,84,299,120,909,207,410,139,318,126,92,66,499,156,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,1519,277,909,217,481,165,203,112,278,126,428,142,610,174,302,125,176,93,126,70,308,118,0,38,0,38,0,38,0,38,0,38
70,Ashburn,1724,346,1724,346,578,209,450,199,128,79,1146,281,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,2345,373,1652,305,848,219,389,157,459,147,804,214,693,228,201,110,115,90,86,69,492,185,0,46,0,46,0,46,0,46,0,46
72,Beverly,514,209,341,158,183,131,50,67,133,111,158,91,173,130,48,65,48,65,0,29,125,116,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,1255,227,1169,212,492,150,150,82,342,129,677,153,86,76,0,33,0,33,0,33,86,76,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,168,111,168,111,69,73,59,67,10,27,99,85,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,647,207,569,198,147,103,89,79,58,58,422,162,78,73,43,50,23,40,20,43,35,62,0,31,0,31,0,31,0,31,0,31
76,O'Hare,330,249,23,54,0,38,0,38,0,38,23,54,307,246,77,104,77,104,0,38,230,184,0,38,0,38,0,38,0,38,0,38
77,Edgewater,420,197,72,72,42,61,12,53,30,57,30,60,348,186,88,121,0,48,88,121,260,148,0,48,0,48,0,48,0,48,0,48
