area_id,area_name,b10060001,b10060001_moe,b10060002,b10060002_moe,b10060003,b10060003_moe,b10060004,b10060004_moe,b10060005,b10060005_moe,b10060006,b10060006_moe,b10060007,b10060007_moe,b10060008,b10060008_moe,b10060009,b10060009_moe,b10060010,b10060010_moe,b10060011,b10060011_moe,b10060012,b10060012_moe,b10060013,b10060013_moe,b10060014,b10060014_moe,b10060015,b10060015_moe,b10060016,b10060016_moe
1,Rogers Park,958,279,239,153,96,90,20,59,76,83,143,106,719,235,289,130,225,117,64,74,430,184,0,48,0,48,0,48,0,48,0,48
2,West Ridge,2274,525,608,250,89,87,64,79,25,64,519,229,1666,466,176,111,168,107,8,59,1490,463,0,51,0,51,0,51,0,51,0,51
3,Uptown,513,248,141,110,30,57,30,57,0,48,111,106,372,222,188,179,22,57,166,176,184,140,0,48,0,48,0,48,0,48,0,48
4,Lincoln Square,669,293,221,129,29,50,29,50,0,40,192,126,448,265,216,171,181,142,35,68,232,185,0,40,0,40,0,40,0,40,0,40
5,North Center,115,81,47,61,10,44,10,44,0,43,37,60,68,64,12,46,6,43,6,43,56,62,0,43,0,43,0,43,0,43,0,43
6,Lake View,172,123,68,83,0,66,0,66,0,66,68,83,104,111,8,67,0,66,8,67,96,111,0,66,0,66,0,66,0,66,0,66
7,Lincoln Park,82,69,31,63,23,60,23,60,0,51,8,54,51,61,27,55,18,55,9,51,24,55,0,51,0,51,0,51,0,51,0,51
8,Near North Side,291,109,85,74,31,61,0,54,31,61,54,68,189,99,53,74,28,63,25,67,136,83,17,60,17,60,0,54,17,60,0,54
9,Edison Park,136,91,94,63,18,26,18,26,0,25,76,58,42,67,42,67,21,37,21,37,0,25,0,25,0,25,0,25,0,25,0,25
10,Norwood Park,549,205,398,169,29,48,16,44,13,42,369,166,151,100,12,41,12,41,0,39,139,99,0,39,0,39,0,39,0,39,0,39
11,Jefferson Park,537,186,344,154,30,35,30,35,0,29,314,150,193,102,40,52,12,32,28,51,153,92,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,401,167,352,156,38,51,22,46,16,37,314,149,49,59,0,29,0,29,0,29,49,59,0,29,0,29,0,29,0,29,0,29
13,North Park,476,170,319,151,34,48,27,48,7,28,285,145,157,85,61,56,15,36,46,49,96,66,0,27,0,27,0,27,0,27,0,27
14,Albany Park,1917,424,538,223,115,100,79,90,36,57,423,169,1379,373,334,176,274,155,60,69,1045,308,0,45,0,45,0,45,0,45,0,45
15,Portage Park,2429,430,1584,329,439,190,272,145,167,112,1145,282,845,281,284,114,217,109,67,79,561,259,0,47,0,47,0,47,0,47,0,47
16,Irving Park,1588,361,710,244,184,135,117,102,67,99,526,210,878,270,174,128,151,126,23,52,704,240,0,47,0,47,0,47,0,47,0,47
17,Dunning,1436,297,1256,279,351,187,175,131,176,150,905,211,180,115,25,55,0,40,25,55,155,108,0,40,0,40,0,40,0,40,0,40
18,Montclare,439,173,332,132,132,92,102,83,30,36,200,98,107,112,54,61,31,52,23,38,53,61,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,3820,528,2326,409,550,181,420,155,130,92,1776,356,1494,351,423,174,367,162,56,80,1071,266,0,52,0,52,0,52,0,52,0,52
20,Hermosa,1038,275,303,143,0,29,0,29,0,29,303,143,735,242,262,149,228,145,34,48,473,175,0,29,0,29,0,29,0,29,0,29
21,Avondale,988,297,284,154,197,137,157,125,40,60,87,75,704,256,163,121,123,92,40,64,541,230,0,38,0,38,0,38,0,38,0,38
22,Logan Square,1733,362,594,233,369,200,281,155,88,94,225,124,1135,292,459,195,294,167,165,104,676,230,4,57,4,57,4,57,0,57,0,57
23,Humboldt Park,2563,371,944,237,581,202,281,137,300,145,363,134,1619,327,592,189,342,148,250,118,1027,272,0,51,0,51,0,51,0,51,0,51
24,West Town,1109,227,371,133,190,104,152,102,38,67,181,102,738,195,287,127,169,97,118,90,451,147,0,62,0,62,0,62,0,62,0,62
25,Austin,4989,581,2295,399,1274,291,591,230,683,189,1021,263,2694,429,1207,280,718,197,489,175,1487,320,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,1079,228,213,107,64,62,23,45,41,55,149,76,866,210,382,110,316,104,66,54,484,174,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,911,215,214,126,111,94,63,73,48,63,103,93,697,177,357,132,241,116,116,69,340,126,0,38,0,38,0,38,0,38,0,38
28,Near West Side,680,196,239,133,74,67,37,59,37,60,165,125,441,152,189,103,159,102,30,53,252,114,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,1699,264,306,137,110,73,62,62,48,49,196,123,1393,239,675,168,463,145,212,99,718,171,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,1862,350,860,228,398,186,351,178,47,56,462,156,1002,273,467,196,342,171,125,93,535,189,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,1086,282,300,168,117,95,96,83,21,46,183,117,786,254,205,116,153,108,52,56,581,215,0,42,0,42,0,42,0,42,0,42
32,Loop,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,107,76,62,67,54,67,0,24,54,67,8,25,45,40,14,23,8,24,6,23,31,35,0,24,0,24,0,24,0,24,0,24
34,Armour Square,466,198,86,85,16,29,5,26,11,30,70,83,380,175,47,38,24,34,23,32,333,173,0,27,0,27,0,27,0,27,0,27
35,Douglas,228,96,38,41,0,35,0,35,0,35,38,41,190,93,60,56,37,46,23,48,130,79,0,35,0,35,0,35,0,35,0,35
36,Oakland,138,72,10,22,10,22,0,19,10,22,0,19,128,74,63,50,44,44,19,25,65,57,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,98,56,46,39,26,32,26,32,0,16,20,19,27,26,4,13,4,13,0,16,23,25,25,39,0,16,0,16,0,16,25,39
38,Grand Boulevard,700,184,211,107,28,47,11,45,17,43,183,104,489,153,214,89,177,85,37,48,275,123,0,43,0,43,0,43,0,43,0,43
39,Kenwood,152,74,49,56,28,53,0,31,28,53,21,36,103,56,79,54,23,36,56,50,24,33,0,31,0,31,0,31,0,31,0,31
40,Washington Park,483,141,135,71,61,54,46,52,15,31,74,63,348,123,214,92,158,81,56,47,134,79,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,157,100,68,72,19,45,0,38,19,45,49,70,89,78,9,39,0,38,9,39,80,76,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,698,198,112,75,70,62,17,39,53,60,42,41,586,182,331,156,278,145,53,56,255,107,0,36,0,36,0,36,0,36,0,36
43,South Shore,1625,309,588,200,157,101,103,93,54,58,431,175,1037,243,442,149,301,122,141,93,595,193,0,44,0,44,0,44,0,44,0,44
44,Chatham,1204,294,666,197,460,174,237,121,223,130,206,90,538,216,238,142,189,138,49,55,300,157,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,303,149,266,141,76,74,25,31,51,70,190,126,37,37,19,33,19,33,0,19,18,24,0,19,0,19,0,19,0,19,0,19
46,South Chicago,1190,268,745,213,298,169,220,157,78,65,447,149,445,179,191,135,143,100,48,58,254,123,0,37,0,37,0,37,0,37,0,37
47,Burnside,242,148,208,142,164,135,90,103,74,62,44,43,34,40,0,11,0,11,0,11,34,40,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,536,173,454,155,247,132,95,74,152,118,207,83,82,81,68,77,29,43,39,66,14,29,0,27,0,27,0,27,0,27,0,27
49,Roseland,1958,293,1704,269,751,171,370,131,381,114,953,213,254,122,66,64,66,64,0,41,188,110,0,41,0,41,0,41,0,41,0,41
50,Pullman,348,122,332,119,151,82,41,53,110,62,181,89,16,29,16,29,16,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,565,189,448,173,118,70,49,40,69,60,330,156,117,82,51,54,51,54,0,25,66,85,0,25,0,25,0,25,0,25,0,25
52,East Side,739,215,570,183,165,83,95,60,70,55,405,161,169,108,72,65,64,63,8,30,97,89,0,29,0,29,0,29,0,29,0,29
53,West Pullman,1412,270,1190,240,421,150,286,131,135,74,769,202,222,127,148,101,128,100,20,48,74,85,0,39,0,39,0,39,0,39,0,39
54,Riverdale,270,119,249,114,110,77,99,74,11,23,139,91,21,37,0,16,0,16,0,16,21,37,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,154,109,154,109,49,48,11,22,38,43,105,96,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,998,251,843,241,322,142,209,117,113,86,521,194,155,119,0,42,0,42,0,42,155,119,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,525,205,417,195,78,69,78,69,0,27,339,170,108,72,47,55,11,28,36,47,61,54,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,1648,315,740,224,88,78,37,51,51,61,652,215,908,238,230,132,191,124,39,61,678,201,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,620,186,348,151,82,68,68,65,14,30,266,141,272,108,66,64,42,54,24,42,206,90,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,702,189,325,111,41,54,16,47,25,44,284,102,377,155,95,68,63,59,32,45,282,136,0,37,0,37,0,37,0,37,0,37
61,New City,1279,258,470,163,150,74,90,62,60,57,320,143,809,207,340,138,217,113,123,88,469,145,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,913,274,691,233,86,79,86,79,0,27,605,235,222,141,17,34,17,34,0,27,205,140,0,27,0,27,0,27,0,27,0,27
63,Gage Park,1862,372,1147,298,189,129,110,107,79,80,958,267,715,233,202,112,168,105,34,50,513,204,0,41,0,41,0,41,0,41,0,41
64,Clearing,252,115,156,86,51,47,16,32,35,40,105,75,93,80,47,62,47,62,0,31,46,53,3,30,0,31,0,31,0,31,3,30
