area_id,area_name,b19119001,b19119001_moe,b19119002,b19119002_moe,b19119003,b19119003_moe,b19119004,b19119004_moe,b19119005,b19119005_moe,b19119006,b19119006_moe,b19119007,b19119007_moe
1,Rogers Park,122309,18964,98650,102713,143231,76921,150666,104904,139380,61858,157943,139257,104229,305304
2,West Ridge,345481,33711,298890,68090,421547,126832,333196,59945,401082,154054,438897,266295,520956,368918
10,Norwood Park,160908,19277,125439,22125,191917,76111,270507,69444,202933,55263,220729,188041,225008,119914
11,Jefferson Park,167550,38959,106041,32425,161696,139180,192011,41372,168344,50224,230831,87911,339125,210784
13,North Park,126181,18219,105531,32177,131185,57018,129443,45349,123608,48343,133637,41159,255797,92671
14,Albany Park,330925,49576,327092,123643,302183,61669,285670,125386,536550,210174,309879,183051,540179,194848
15,Portage Park,233120,18865,217101,24797,232285,67787,254009,56416,224392,121440,272825,141225,279083,181890
16,Irving Park,293868,39942,283778,79890,237437,41909,304129,83869,372890,129818,306049,253645,558428,195494
17,Dunning,288123,26722,234229,39824,316580,70087,388998,90662,322305,68617,379793,237844,315628,107961
18,Montclare,110016,15369,95177,24943,131627,20837,112545,43398,122695,40714,110119,29701,160208,119735
19,Belmont Cragin,679905,45766,467125,81751,603304,73819,749278,131770,975929,181568,894119,269929,821619,284472
20,Hermosa,97127,20376,62104,39976,114762,47249,131917,46222,68219,26434,117682,23094,159464,70393
21,Avondale,159182,12786,137548,31089,161521,31313,170102,50894,164706,31594,196805,46722,129432,91905
22,Logan Square,193523,57295,193404,95587,180994,190840,261714,268229,209156,155387,162511,372268,410063,390055
23,Humboldt Park,323318,31400,246400,44644,313247,78652,390880,126834,348574,123532,474200,222861,507123,226388
24,West Town,58631,24576,53125,32799,83150,70038,128259,82032,26080,69021,52702,50018,29609,294858
25,Austin,388609,28523,355753,48873,367118,76459,515676,118762,542463,170969,434132,349995,666358,234719
26,West Garfield Park,32321,9780,32333,29791,30313,26143,69500,39018,24773,12110,80324,120245,70313,127097
28,Near West Side,36250,10279,28835,9973,69048,44672,36591,9164,33750,94059,10764,1675,121012,27199
29,North Lawndale,162379,40219,163825,50916,120149,68933,175543,142189,179861,62916,191931,205666,263011,272785
30,South Lawndale,451270,37262,349072,115192,445604,96081,454120,76787,480795,124803,724020,245215,713600,310951
31,Lower West Side,147539,13600,132560,26176,125864,38534,153921,34872,142671,79650,211219,124950,442473,306276
34,Armour Square,35700,14855,19000,6956,21450,35010,52132,19813,75446,71903,55417,17613,160781,48758
38,Grand Boulevard,51071,17767,62794,32756,36597,46370,52206,126589,23125,13455,62609,88891,3000,2854
40,Washington Park,23833,24892,45208,41421,4978,15387,76379,2836,5682,5919,34732,82813,43523,54971
42,Woodlawn,25000,15706,35114,17329,24375,31817,40921,55096,14861,584750,4766,16419,12969,14121
43,South Shore,43882,24350,44013,19585,62981,71583,40990,50903,26688,91531,57778,85480,61346,38618
44,Chatham,34079,9473,39677,16026,27009,11415,60729,59523,63056,101744,100288,124144,14958,24550
45,Avalon Park,55031,12163,44375,13598,63417,39475,96250,26448,71750,130660,56991,77117,4896,233479
46,South Chicago,169388,25080,149329,61048,239798,152016,143408,95935,312580,206690,208964,82714,206640,240514
48,Calumet Heights,60625,15344,56466,8638,96277,40115,56571,52449,47195,51655,52569,44918,114728,11618
49,Roseland,163884,26133,143329,30538,158145,55366,243233,163897,206466,125890,99881,281827,136591,200275
51,South Deering,77011,14674,69273,33289,73031,13748,104145,90865,60006,32499,94833,59500,84535,15926
52,East Side,178616,26730,139217,39488,225030,78094,218549,51553,147344,103741,152472,116486,274388,51606
53,West Pullman,209548,35404,203578,43753,221747,99419,199378,95716,193455,61974,292008,212593,219368,142538
54,Riverdale,36481,10187,33982,14958,32846,16037,77543,79700,42891,51356,43693,73429,59236,59777
56,Garfield Ridge,127019,17167,113993,21950,133616,111251,129111,58892,79654,50523,210271,184592,207877,241523
57,Archer Heights,131172,13010,126249,21126,110792,43346,123979,34716,185178,66417,252802,51415,313441,150307
58,Brighton Park,262662,23605,211404,35636,252979,57913,302672,86012,249150,77365,291231,128669,416504,158908
59,McKinley Park,176303,25491,148860,29940,189672,57498,168440,40707,249488,84327,197555,123913,271828,100368
60,Bridgeport,58689,5813,59471,22391,57000,40900,56875,39250,36719,34327,63173,28900,71000,26656
61,New City,432735,29583,395038,50262,397278,66701,491299,96154,508437,171977,424290,140300,537301,184552
62,West Elsdon,201893,30889,174858,72245,215688,66772,175604,61012,207933,198525,220023,207697,323862,155785
63,Gage Park,315166,36043,254273,59392,373351,74731,321045,49760,421892,77583,348675,110530,421687,70535
65,West Lawn,259690,25959,247074,51875,240365,113754,306659,75731,268026,50329,258240,49364,386290,134094
66,Chicago Lawn,325557,28211,274400,51321,324463,70835,344143,78730,312346,61408,364690,106158,552104,154175
67,West Englewood,278319,32754,285618,102284,248883,88793,226134,121546,408552,251645,305118,84074,344673,191242
68,Englewood,78027,21761,78964,38988,71801,47462,144466,144813,96169,36120,73182,2706,152138,86825
69,Greater Grand Crossing,57669,19044,59296,31026,59531,34522,64532,43421,88833,108970,54308,126766,29730,96868
70,Ashburn,370158,27499,318286,53048,395156,70137,426116,72970,380187,134639,382705,300380,527715,282674
71,Auburn Gresham,246799,29078,205160,34233,278643,82444,279520,90636,427965,148703,304186,201982,213792,119026
72,Beverly,350581,27757,307848,40024,318982,152007,358166,67604,407000,85741,483476,192397,495796,249618
75,Morgan Park,111674,23228,95058,15281,147877,37008,113971,37796,218791,160163,234264,215569,61023,95390
