area_id,area_name,b19057001,b19057001_moe,b19057002,b19057002_moe,b19057003,b19057003_moe
1,Rogers Park,23981,550,967,222,23014,575
2,West Ridge,24402,485,784,233,23618,517
3,Uptown,29441,501,1582,286,27859,550
4,Lincoln Square,17622,376,195,82,17427,379
5,North Center,14724,323,271,117,14453,338
6,Lake View,52568,659,833,206,51735,688
7,Lincoln Park,32194,546,399,135,31795,555
8,Near North Side,50758,883,841,219,49917,888
9,Edison Park,4608,141,49,39,4559,141
10,Norwood Park,14646,262,264,95,14382,282
11,Jefferson Park,9943,274,120,70,9823,278
12,Forest Glen,6793,159,39,38,6754,163
13,North Park,6436,188,118,66,6318,198
14,Albany Park,16804,326,369,132,16435,346
15,Portage Park,22505,401,627,160,21878,430
16,Irving Park,20177,401,829,215,19348,442
17,Dunning,15141,266,207,91,14934,274
18,Montclare,4425,173,102,67,4323,175
19,Belmont Cragin,21570,412,721,198,20849,447
20,Hermosa,7070,219,76,52,6994,221
21,Avondale,13801,329,506,173,13295,343
22,Logan Square,29492,477,879,174,28613,495
23,Humboldt Park,16778,419,903,196,15875,437
24,West Town,37287,534,1110,195,36177,559
25,Austin,32428,573,2565,334,29863,623
26,West Garfield Park,5714,265,648,139,5066,269
27,East Garfield Park,6896,277,480,120,6416,289
28,Near West Side,25665,497,645,153,25020,506
29,North Lawndale,10852,381,903,172,9949,392
30,South Lawndale,16454,435,1898,287,14556,468
31,Lower West Side,12255,332,1068,220,11187,368
32,Loop,14557,598,166,129,14391,609
33,Near South Side,11517,470,100,49,11417,473
34,Armour Square,5359,184,369,126,4990,207
35,Douglas,9023,275,284,97,8739,279
36,Oakland,2743,141,118,60,2625,151
37,Fuller Park,1146,113,227,71,919,118
38,Grand Boulevard,9878,323,450,122,9428,336
39,Kenwood,9116,306,272,98,8844,318
40,Washington Park,4142,214,501,126,3641,226
41,Hyde Park,12539,327,121,80,12418,326
42,Woodlawn,10302,343,578,143,9724,343
43,South Shore,21700,578,1288,264,20412,585
44,Chatham,14098,418,583,162,13515,419
45,Avalon Park,3871,220,116,64,3755,220
46,South Chicago,10770,408,577,140,10193,420
47,Burnside,1056,98,68,68,988,128
48,Calumet Heights,5586,174,181,102,5405,190
49,Roseland,15524,379,757,144,14767,394
50,Pullman,2984,134,188,89,2796,140
51,South Deering,5332,164,143,64,5189,168
52,East Side,6900,215,148,65,6752,221
53,West Pullman,9375,323,538,135,8837,342
54,Riverdale,2322,166,203,91,2119,179
55,Hegewisch,3694,195,132,111,3562,211
56,Garfield Ridge,11952,202,304,122,11648,231
57,Archer Heights,3740,135,277,98,3463,167
58,Brighton Park,11572,326,953,213,10619,385
59,McKinley Park,5185,166,275,107,4910,194
60,Bridgeport,12140,316,567,154,11573,338
61,New City,11621,370,1832,277,9789,389
62,West Elsdon,5027,151,327,119,4700,180
63,Gage Park,9405,238,587,161,8818,279
64,Clearing,8389,219,185,82,8204,232
65,West Lawn,9111,215,81,58,9030,217
66,Chicago Lawn,15416,427,827,194,14589,447
67,West Englewood,10364,339,554,137,9810,354
68,Englewood,9803,383,899,182,8904,390
69,Greater Grand Crossing,12605,368,775,181,11830,385
70,Ashburn,12780,230,350,151,12430,269
71,Auburn Gresham,17173,440,1056,217,16117,469
72,Beverly,7705,196,167,97,7538,213
73,Washington Heights,9308,303,292,101,9016,311
74,Mount Greenwood,6589,208,47,41,6542,211
75,Morgan Park,8009,269,177,80,7832,281
76,O'Hare,6108,207,38,56,6070,219
77,Edgewater,29110,543,1030,228,28080,572
