area_id,area_name,b25076001,b25076001_moe
1,Rogers Park,2099200,452138
2,West Ridge,2528200,146052
3,Uptown,2561700,176277
4,Lincoln Square,2773300,132622
5,North Center,5215700,233108
6,Lake View,10898700,411198
7,Lincoln Park,7628700,288097
8,Near North Side,5768800,251852
9,Edison Park,753800,51116
10,Norwood Park,1889600,72734
11,Jefferson Park,1375900,92940
12,Forest Glen,1309400,44860
13,North Park,951200,55049
14,Albany Park,2137600,138855
15,Portage Park,3040800,85346
16,Irving Park,3538200,129701
17,Dunning,2182300,64026
18,Montclare,351000,25558
19,Belmont Cragin,2970000,117244
20,Hermosa,1145600,154525
21,Avondale,2283100,127344
22,Logan Square,7480900,287654
23,Humboldt Park,2159600,251924
24,West Town,9433000,339859
25,Austin,3313400,220092
26,West Garfield Park,1447200,189961
27,East Garfield Park,1631800,234385
28,Near West Side,4830100,446343
29,North Lawndale,1927300,181079
30,South Lawndale,2292700,152707
31,Lower West Side,1951800,271423
32,Loop,1320000,130794
33,Near South Side,803700,72205
34,Armour Square,704600,120505
35,Douglas,1533400,443995
36,Oakland,364000,386354
37,Fuller Park,154400,20404
38,Grand Boulevard,1839700,268334
39,Kenwood,1450000,176958
40,Washington Park,738700,162405
41,Hyde Park,2143900,222248
42,Woodlawn,1344500,278179
43,South Shore,1987100,307456
44,Chatham,1052400,97421
45,Avalon Park,253000,27273
46,South Chicago,839700,110541
47,Burnside,102100,13711
48,Calumet Heights,655300,55885
49,Roseland,1354000,81130
50,Pullman,312000,32466
51,South Deering,379200,34027
52,East Side,578000,37078
53,West Pullman,726000,48757
54,Riverdale,125300,80755
55,Hegewisch,231000,19862
56,Garfield Ridge,1652000,98996
57,Archer Heights,809700,70995
58,Brighton Park,1354900,90807
59,McKinley Park,763500,99867
60,Bridgeport,2099900,227129
61,New City,1784800,168952
62,West Elsdon,564700,47943
63,Gage Park,1074700,92271
64,Clearing,1122800,154984
65,West Lawn,847500,41306
66,Chicago Lawn,1117500,89479
67,West Englewood,1379700,134311
68,Englewood,953300,127183
69,Greater Grand Crossing,1144900,107442
70,Ashburn,1142000,51753
71,Auburn Gresham,1459200,92382
72,Beverly,1643700,64715
73,Washington Heights,895900,60340
74,Mount Greenwood,794300,29463
75,Morgan Park,882200,52066
76,O'Hare,428000,74891
77,Edgewater,3069000,135739
