area_id,area_name,b25096001,b25096001_moe,b25096002,b25096002_moe,b25096003,b25096003_moe,b25096004,b25096004_moe,b25096005,b25096005_moe,b25096006,b25096006_moe,b25096007,b25096007_moe,b25096008,b25096008_moe,b25096009,b25096009_moe,b25096010,b25096010_moe,b25096011,b25096011_moe,b25096012,b25096012_moe,b25096013,b25096013_moe,b25096014,b25096014_moe,b25096015,b25096015_moe,b25096016,b25096016_moe,b25096017,b25096017_moe
1,Rogers Park,6995,461,5901,436,49,50,282,105,478,151,1580,275,2068,296,905,180,539,158,1094,214,81,59,83,63,137,87,121,65,328,130,254,100,90,81
2,West Ridge,12314,533,8193,513,126,69,504,147,1012,209,933,221,1946,323,2922,344,750,202,4121,373,229,92,516,133,668,180,539,151,896,202,1044,215,229,105
3,Uptown,9490,491,7956,480,71,58,251,121,636,179,999,202,2466,320,2838,306,695,168,1534,237,32,65,6,46,231,108,181,89,555,173,348,126,181,80
4,Lincoln Square,7020,447,5577,432,50,46,143,115,116,68,443,145,1349,226,1941,274,1535,212,1443,221,27,43,38,45,89,60,177,103,440,130,401,119,271,101
5,North Center,7758,369,6338,354,40,74,43,62,35,51,120,66,652,140,2048,235,3400,295,1420,209,29,47,41,47,25,46,135,72,184,74,459,132,547,143
6,Lake View,19687,707,15973,688,83,77,45,74,689,244,1081,249,3147,334,5582,433,5346,384,3714,340,17,67,170,96,218,121,410,135,731,172,1250,216,918,171
7,Lincoln Park,14662,578,11336,548,8,51,68,83,113,77,350,137,1545,273,3398,321,5854,416,3326,314,27,54,39,60,78,59,136,90,608,164,696,158,1742,246
8,Near North Side,22765,857,15960,799,156,102,43,74,285,149,951,253,3443,442,5162,494,5920,519,6805,542,92,81,30,62,109,76,546,177,942,219,1405,268,3681,428
9,Edison Park,3676,182,2416,196,12,28,10,27,59,44,236,99,519,162,1214,173,366,91,1260,166,51,45,11,28,17,32,103,56,328,104,576,125,174,73
10,Norwood Park,11624,364,7131,382,90,59,185,108,128,78,502,158,1649,262,3761,339,816,169,4493,352,151,74,66,59,290,123,327,113,1844,252,1649,230,166,92
11,Jefferson Park,6535,336,4227,320,52,47,16,38,302,132,237,96,1452,246,1849,273,319,122,2308,243,85,59,22,38,157,86,191,85,996,191,707,159,150,107
12,Forest Glen,5964,202,3907,232,25,38,27,35,33,42,97,71,486,134,1755,229,1484,217,2057,204,15,33,0,29,23,38,48,46,298,92,1151,176,522,139
13,North Park,3405,243,2461,243,87,65,41,41,51,42,80,59,648,167,1220,190,334,95,944,163,22,29,30,31,30,33,146,70,247,82,369,107,100,76
14,Albany Park,6138,382,4889,383,93,79,161,79,247,99,594,157,1670,258,1570,255,554,135,1249,203,90,69,30,52,28,47,141,78,417,125,371,115,172,90
15,Portage Park,12675,479,8574,471,39,51,147,80,460,156,790,180,3144,341,3427,355,567,175,4101,350,167,77,127,81,127,76,642,160,1680,224,1226,206,132,88
16,Irving Park,9760,457,7597,452,117,80,67,57,508,154,745,183,2124,299,2649,315,1387,233,2163,262,78,58,41,51,148,66,287,95,577,159,785,168,247,94
17,Dunning,11475,366,7462,386,162,79,66,59,363,120,1147,196,3087,306,2442,303,195,79,4013,307,85,52,114,58,213,80,799,169,1501,201,1189,186,112,99
18,Montclare,2630,230,1878,228,40,39,37,35,193,90,339,120,637,165,576,170,56,44,752,159,63,78,18,26,61,41,171,90,309,110,105,49,25,31
19,Belmont Cragin,10475,514,8289,484,118,78,225,120,973,212,1519,266,2978,348,2350,320,126,91,2186,275,94,80,68,72,202,78,444,124,777,164,559,151,42,72
20,Hermosa,3110,282,2520,263,19,32,35,38,181,83,322,115,894,178,938,187,131,84,590,156,54,71,36,34,66,43,184,108,132,59,108,67,10,29
21,Avondale,5774,391,4413,369,35,45,97,74,191,88,401,119,1137,216,2322,326,230,98,1361,204,21,44,13,40,181,94,184,84,396,112,471,138,95,63
22,Logan Square,11139,516,9101,475,46,65,62,65,281,111,429,122,1854,245,3990,365,2439,251,2038,268,47,65,53,64,104,74,247,109,261,90,794,172,532,150
23,Humboldt Park,5910,422,4607,397,63,62,535,150,779,189,734,172,1258,240,957,199,281,125,1303,213,87,71,179,85,161,93,288,115,307,107,242,97,39,67
