area_id,area_name,b25045001,b25045001_moe,b25045002,b25045002_moe,b25045003,b25045003_moe,b25045004,b25045004_moe,b25045005,b25045005_moe,b25045006,b25045006_moe,b25045007,b25045007_moe,b25045008,b25045008_moe,b25045009,b25045009_moe,b25045010,b25045010_moe,b25045011,b25045011_moe,b25045012,b25045012_moe,b25045013,b25045013_moe,b25045014,b25045014_moe,b25045015,b25045015_moe,b25045016,b25045016_moe,b25045017,b25045017_moe,b25045018,b25045018_moe,b25045019,b25045019_moe
1,Rogers Park,23981,550,6995,461,748,177,113,67,453,137,182,102,6247,442,1313,227,4330,398,604,157,16986,651,7063,519,2302,323,3762,435,999,215,9923,607,4360,463,4997,512,566,142
2,West Ridge,24402,485,12314,533,1406,262,27,56,535,176,844,199,10908,522,1251,252,7191,484,2466,296,12088,626,2955,386,863,236,1360,284,732,180,9133,618,3053,449,5225,515,855,242
3,Uptown,29441,501,9490,491,1722,279,475,165,944,207,303,113,7768,462,1778,263,5323,422,667,131,19951,640,10823,602,3488,385,5275,516,2060,324,9128,590,4237,448,4205,463,686,219
4,Lincoln Square,17622,376,7020,447,508,148,79,57,242,117,187,80,6512,427,1465,247,3992,354,1055,161,10602,509,3174,357,1410,254,1405,264,359,125,7428,505,3464,384,3503,391,461,178
5,North Center,14724,323,7758,369,338,100,21,46,166,72,151,74,7420,368,1541,213,4821,332,1058,175,6966,392,1448,231,687,155,485,151,276,102,5518,376,3341,319,2016,271,161,73
6,Lake View,52568,659,19687,707,3174,365,904,189,1679,302,591,148,16513,669,5130,455,9510,543,1873,246,32881,782,15589,741,9304,600,4560,505,1725,263,17292,751,12461,672,4182,429,649,160
7,Lincoln Park,32194,546,14662,578,1476,231,400,126,742,170,334,110,13186,563,3037,329,8418,471,1731,223,17532,621,8323,560,5517,464,1833,329,973,195,9209,577,6571,503,2275,338,363,128
8,Near North Side,50758,883,22765,857,5965,562,1149,293,3059,407,1757,265,16800,809,3311,396,8983,620,4506,422,27993,973,16022,862,9372,711,4763,532,1887,305,11971,858,7383,740,3722,490,866,210
9,Edison Park,4608,141,3676,182,217,79,12,29,24,29,181,74,3459,185,309,107,2304,174,846,118,932,170,307,129,77,62,173,110,57,42,625,144,274,108,285,113,66,44
10,Norwood Park,14646,262,11624,364,801,163,0,39,139,67,662,150,10823,369,832,205,6897,354,3094,222,3022,325,753,165,27,44,110,73,616,154,2269,321,815,241,1167,248,287,109
11,Jefferson Park,9943,274,6535,336,733,178,12,33,140,85,581,156,5802,330,737,185,3834,304,1231,168,3408,328,711,166,178,119,273,123,260,88,2697,322,903,241,1491,258,303,107
12,Forest Glen,6793,159,5964,202,322,104,0,29,39,41,283,101,5642,212,262,101,3918,211,1462,154,829,185,154,98,94,88,20,31,40,45,675,156,260,105,369,132,46,50
13,North Park,6436,188,3405,243,179,76,13,32,55,53,111,57,3226,237,239,99,2143,214,844,129,3031,263,964,214,118,76,262,128,584,170,2067,257,759,174,1010,180,298,106
14,Albany Park,16804,326,6138,382,513,137,85,60,279,102,149,80,5625,383,1012,196,3819,330,794,155,10666,433,3567,369,1072,237,1759,283,736,154,7099,456,2933,379,3813,400,353,143
15,Portage Park,22505,401,12675,479,982,175,5,47,234,98,743,170,11693,474,1230,203,8041,460,2422,263,9830,524,2211,327,546,184,1090,230,575,188,7619,531,2402,377,4592,464,625,170
16,Irving Park,20177,401,9760,457,632,137,78,78,173,72,381,109,9128,459,1270,227,6114,412,1744,252,10417,507,2902,364,1052,246,1454,269,396,128,7515,504,3421,393,3740,397,354,121
17,Dunning,15141,266,11475,366,777,149,40,62,177,70,560,123,10698,372,977,204,6843,382,2878,223,3666,344,582,162,23,45,286,131,273,106,3084,331,1092,223,1821,287,171,86
18,Montclare,4425,173,2630,230,184,70,28,31,42,38,114,56,2446,234,433,151,1527,200,486,133,1795,219,569,148,70,67,261,105,238,94,1226,211,380,127,688,180,158,70
19,Belmont Cragin,21570,412,10475,514,753,181,8,52,275,125,470,132,9722,504,1099,229,6672,453,1951,255,11095,541,2492,342,686,202,1267,250,539,151,8603,546,3136,400,5053,483,414,139
20,Hermosa,7070,219,3110,282,266,125,9,28,56,66,201,106,2844,275,195,88,2265,241,384,131,3960,302,1015,203,257,106,515,152,243,101,2945,297,1035,199,1762,279,148,78
21,Avondale,13801,329,5774,391,545,152,82,66,161,80,302,113,5229,374,923,202,3491,331,815,166,8027,430,1890,300,711,188,841,199,338,137,6137,445,2724,352,3038,374,375,124
22,Logan Square,29492,477,11139,516,790,171,124,71,370,127,296,114,10349,502,2824,295,6248,418,1277,216,18353,602,5761,461,2635,323,2477,327,649,145,12592,590,7090,467,5020,454,482,145
23,Humboldt Park,16778,419,5910,422,694,170,30,61,280,109,384,131,5216,415,606,163,3392,349,1218,199,10868,499,4347,411,1140,240,2435,323,772,192,6521,487,2441,328,3722,420,358,126
24,West Town,37287,534,14909,572,1460,243,220,102,618,168,622,164,13449,554,4439,370,7935,455,1075,192,22378,612,7017,503,3388,360,2402,314,1227,233,15361,629,9046,514,5701,454,614,154
25,Austin,32428,573,12818,537,1527,254,49,73,525,149,953,208,11291,526,868,208,7571,461,2852,283,19610,673,8723,573,2301,334,5108,492,1314,227,10887,640,3309,414,6176,530,1402,248
26,West Garfield Park,5714,265,1486,192,261,87,5,34,116,60,140,62,1225,191,107,72,629,146,489,113,4228,294,2214,246,638,150,1201,186,375,102,2014,247,622,159,1202,188,190,82
27,East Garfield Park,6896,277,1857,223,236,85,0,38,84,54,152,71,1621,212,269,93,1018,180,334,85,5039,306,2363,268,677,162,1196,188,490,117,2676,277,673,165,1779,252,224,73
28,Near West Side,25665,497,10251,474,753,179,246,96,404,147,103,71,9498,472,3646,320,5243,408,609,147,15414,552,6508,449,2796,347,2303,297,1409,201,8906,541,4977,452,3390,362,539,126
29,North Lawndale,10852,381,2612,263,430,107,0,43,204,82,226,77,2182,252,175,73,1322,214,685,139,8240,399,4501,364,1258,228,2414,305,829,158,3739,349,1060,210,2329,290,350,107
30,South Lawndale,16454,435,5915,415,635,157,40,57,243,108,352,117,5280,411,538,158,3698,369,1044,187,10539,500,2849,341,734,178,1747,287,368,116,7690,492,3270,356,4028,406,392,132
31,Lower West Side,12255,332,3286,312,428,110,68,56,124,67,236,81,2858,293,270,89,1936,256,652,156,8969,386,3228,348,1287,225,1356,230,585,169,5741,385,2664,311,2783,320,294,117
32,Loop,14557,598,6257,474,1818,311,425,143,1104,256,289,112,4439,435,1047,240,2704,390,688,185,8300,652,4448,561,3004,471,1202,357,242,103,3852,533,2387,432,1246,335,219,81
33,Near South Side,11517,470,5711,452,657,246,316,161,328,228,13,25,5054,455,1399,268,3327,384,328,145,5806,473,2030,398,631,273,714,203,685,212,3776,564,1913,457,1434,317,429,240
34,Armour Square,5359,184,1884,236,341,116,4,26,46,38,291,111,1543,231,188,87,1034,202,321,150,3475,227,1886,212,146,78,642,162,1098,172,1589,210,569,157,843,176,177,76
35,Douglas,9023,275,1875,186,259,95,68,60,59,56,132,66,1616,180,109,61,1128,172,379,105,7148,281,3038,277,926,178,1117,202,995,153,4110,283,1438,221,2141,234,531,107
36,Oakland,2743,141,612,125,19,20,14,22,5,17,0,19,593,125,77,52,452,114,64,44,2131,173,1154,170,192,102,649,141,313,99,977,166,367,123,464,132,146,56
37,Fuller Park,1146,113,378,83,125,48,5,13,58,35,62,34,253,77,28,30,143,63,82,43,768,111,478,94,32,45,224,82,222,69,290,95,63,47,170,80,57,36
38,Grand Boulevard,9878,323,2767,261,315,102,3,42,157,82,155,70,2452,256,417,117,1711,223,324,104,7111,330,3702,285,654,159,1607,205,1441,165,3409,322,1053,210,1847,263,509,119
