area_id,area_name,b06009001,b06009001_moe,b06009002,b06009002_moe,b06009003,b06009003_moe,b06009004,b06009004_moe,b06009005,b06009005_moe,b06009006,b06009006_moe,b06009007,b06009007_moe,b06009008,b06009008_moe,b06009009,b06009009_moe,b06009010,b06009010_moe,b06009011,b06009011_moe,b06009012,b06009012_moe,b06009013,b06009013_moe,b06009014,b06009014_moe,b06009015,b06009015_moe,b06009016,b06009016_moe,b06009017,b06009017_moe,b06009018,b06009018_moe,b06009019,b06009019_moe,b06009020,b06009020_moe,b06009021,b06009021_moe,b06009022,b06009022_moe,b06009023,b06009023_moe,b06009024,b06009024_moe,b06009025,b06009025_moe,b06009026,b06009026_moe,b06009027,b06009027_moe,b06009028,b06009028_moe,b06009029,b06009029_moe,b06009030,b06009030_moe
1,Rogers Park,37621,1332,6832,851,6738,671,8856,710,8846,669,6349,542,13472,881,1253,271,2616,398,4425,534,2981,378,2197,352,10237,743,847,258,1146,263,1833,306,3636,408,2775,374,490,172,12,49,101,90,84,82,208,110,85,79,13422,1131,4720,750,2875,491,2514,414,2021,361,1292,319
2,West Ridge,48008,1521,9963,1032,9825,844,11042,804,11191,906,5987,557,13911,958,1038,244,3128,475,3776,476,3824,510,2145,339,5950,555,438,177,713,184,1384,299,1552,243,1863,290,784,249,112,80,101,82,225,171,273,150,73,77,27363,1632,8375,1009,5883,687,5657,634,5542,772,1906,348
3,Uptown,43905,1298,5194,648,6927,739,8953,811,13535,801,9296,635,15598,952,1235,307,3194,532,3725,461,4667,528,2777,354,15297,936,734,218,1242,267,2621,381,6267,561,4433,492,865,260,282,179,93,77,212,137,133,87,145,83,12145,1010,2943,506,2398,447,2395,557,2468,416,1941,326
4,Lincoln Square,30006,909,4017,544,3776,498,5898,584,10084,661,6231,556,11350,783,942,226,1388,286,2633,407,4310,487,2077,290,8868,579,218,94,474,141,1162,259,4038,412,2976,331,623,190,192,130,41,53,119,82,233,110,38,45,9165,836,2665,500,1873,401,1984,351,1503,303,1140,264
5,North Center,24963,744,1134,263,3087,399,3734,377,10623,590,6385,504,12077,671,393,152,1613,249,2285,305,4957,451,2829,351,8782,556,241,145,314,126,715,159,4682,421,2830,325,551,155,79,59,93,76,178,97,105,60,96,57,3553,455,421,146,1067,260,556,147,879,200,630,156
6,Lake View,72670,1436,1881,324,4394,487,9934,717,33713,1298,22748,991,26295,1115,429,150,1914,304,4390,498,12182,810,7380,578,34989,1294,408,146,1155,277,3741,454,18004,1012,11681,711,1176,270,139,148,144,91,230,127,340,140,323,136,10210,760,905,226,1181,248,1573,274,3187,449,3364,445
7,Lincoln Park,44220,1165,1607,277,1818,314,4447,486,18733,947,17615,874,17502,885,706,187,899,212,2305,374,7691,652,5901,504,20953,1026,384,132,457,185,1493,259,9494,695,9125,688,607,155,165,90,86,88,45,57,175,82,136,77,5158,524,352,137,376,132,604,166,1373,253,2453,363
8,Near North Side,66874,1503,1662,337,4160,566,9871,827,28166,1347,23015,1108,26244,1247,826,226,1990,366,4887,580,10610,842,7931,693,26794,1297,320,136,1077,283,3371,525,12816,962,9210,744,705,267,83,113,54,95,143,123,212,150,213,140,13131,1078,433,203,1039,331,1470,306,4528,682,5661,664
9,Edison Park,8242,341,611,165,1566,269,2601,293,2270,303,1194,206,5817,394,280,120,1148,234,1898,245,1623,265,868,176,970,257,11,26,83,58,385,175,336,140,155,75,109,68,21,31,0,25,36,42,10,27,42,53,1346,321,299,137,335,126,282,177,301,153,129,74
10,Norwood Park,27459,769,3151,400,7519,590,8230,631,5755,524,2804,363,17368,799,1335,254,4744,450,5672,502,3791,438,1826,301,2154,326,150,72,482,150,459,159,598,177,465,137,371,140,87,59,13,39,101,75,116,98,54,49,7566,717,1579,301,2280,425,1998,417,1250,253,459,150
11,Jefferson Park,18827,791,2530,417,5265,535,5515,564,3814,481,1703,293,10067,739,1061,282,2885,411,3337,482,1935,301,849,209,1649,304,133,88,472,160,401,137,408,145,235,114,296,121,0,29,107,81,134,83,39,38,16,38,6815,742,1336,304,1801,360,1643,357,1432,367,603,194
12,Forest Glen,12767,394,626,173,2121,291,2814,322,3926,346,3280,361,7740,480,223,103,1074,187,1768,264,2608,323,2067,279,1599,259,53,64,237,125,239,98,527,142,543,139,164,91,0,29,24,48,10,31,39,37,91,70,3264,392,350,123,786,228,797,192,752,179,579,167
13,North Park,12674,678,1821,349,2199,340,3304,397,3048,371,2302,303,4326,476,250,117,780,236,1350,292,1103,210,843,188,1822,295,99,71,266,117,359,138,521,152,577,151,151,88,40,57,0,27,37,41,32,33,42,44,6375,732,1432,331,1153,260,1558,290,1392,287,840,228
14,Albany Park,34748,1285,11423,1088,6755,681,7367,771,5666,589,3537,424,8667,713,1066,263,2163,342,2606,376,1684,283,1148,226,4603,472,338,144,492,162,898,229,1473,254,1402,260,972,369,459,261,198,112,171,109,112,85,32,49,20506,1323,9560,1041,3902,568,3692,623,2397,426,955,307
15,Portage Park,43619,1140,8422,747,13408,823,11896,789,6451,560,3442,439,19454,1032,2178,391,6225,612,6218,629,3319,403,1514,259,3868,456,421,154,1055,260,1090,232,773,181,529,150,1688,425,751,321,307,186,488,196,80,74,62,55,18609,1166,5072,599,5821,632,4100,562,2279,394,1337,314
16,Irving Park,38872,1296,8705,957,8415,773,9096,730,8575,668,4081,432,16076,930,2300,462,3515,462,4411,486,3937,443,1913,295,5982,524,341,170,905,240,1201,230,2097,324,1438,232,1186,267,399,184,320,115,342,137,107,84,18,50,15628,1188,5665,815,3675,536,3142,489,2434,438,712,183
17,Dunning,30515,866,4929,510,10018,684,8254,650,4762,515,2552,322,14133,831,1601,262,4871,498,4460,484,1947,284,1254,221,1960,296,283,94,509,145,512,165,355,122,301,113,939,258,204,93,349,162,238,117,86,68,62,82,13483,902,2841,429,4289,547,3044,425,2374,426,935,213
18,Montclare,8352,537,1965,340,2605,357,2263,373,1060,260,459,164,3418,505,512,179,1329,285,1041,282,430,144,106,68,721,200,124,69,192,96,187,98,88,57,130,77,357,151,134,121,130,83,78,53,15,28,0,23,3856,507,1195,271,954,250,957,235,527,207,223,105
19,Belmont Cragin,46082,1380,17206,1085,14293,939,9671,737,3552,432,1360,276,12568,927,2558,413,4546,586,3844,443,1235,254,385,134,3125,453,920,262,738,183,809,217,377,138,281,158,3997,522,1652,341,1071,247,1043,244,155,98,76,73,26392,1376,12076,987,7938,786,3975,520,1785,326,618,189
20,Hermosa,14747,812,6138,655,4476,557,3055,399,906,213,172,77,3921,448,923,265,1196,249,1269,260,400,138,133,68,633,214,80,74,194,114,196,99,153,99,10,32,2523,476,1326,353,644,205,517,179,36,41,0,29,7670,809,3809,541,2442,476,1073,237,317,123,29,40
21,Avondale,26905,1156,6637,781,8954,860,5598,543,3968,437,1748,292,8586,707,926,242,2445,400,2564,382,1811,286,840,192,2805,378,254,121,351,165,577,164,1051,235,572,158,1246,350,485,220,423,183,267,122,61,67,10,40,14268,1160,4972,696,5735,756,2190,389,1045,248,326,111
22,Logan Square,51108,1282,7589,683,11821,923,9070,723,15224,759,7404,489,19101,918,1666,319,3724,440,4816,521,6080,487,2815,309,13808,711,526,147,857,235,1891,288,6879,522,3655,346,4276,505,1585,286,1543,321,579,160,429,171,140,82,13923,1024,3812,536,5697,719,1784,329,1836,316,794,165
23,Humboldt Park,31709,1217,11231,857,9627,753,7432,678,2461,388,958,221,13923,924,2899,433,4798,558,4597,551,1172,240,457,153,6400,578,2559,391,1589,316,1169,236,777,220,306,117,3393,480,1557,348,930,210,694,204,146,90,66,60,7993,784,4216,577,2310,381,972,206,366,171,129,88
24,West Town,62284,1384,8055,762,7364,634,9719,643,23312,977,13834,777,24948,1069,1624,312,3346,448,5136,471,9631,659,5211,485,21867,933,917,239,1001,219,2433,333,10773,679,6743,545,3410,478,1505,328,572,180,729,213,451,162,153,99,12059,853,4009,541,2445,393,1421,260,2457,336,1727,308
25,Austin,61288,1618,14973,1013,21543,1173,17983,941,4771,499,2018,304,37936,1466,6624,728,14001,985,12836,841,3319,431,1156,228,19002,1001,6886,624,6484,612,4137,439,935,193,560,158,756,226,299,160,98,83,272,132,41,67,46,77,3594,645,1164,332,960,292,738,212,476,189,256,130
26,West Garfield Park,10231,672,2508,332,4031,449,2972,345,501,139,219,95,6858,581,1374,270,2753,384,2311,313,347,118,73,51,3315,356,1119,193,1273,241,654,154,137,77,132,81,15,40,15,40,0,35,0,35,0,35,0,35,43,46,0,35,5,34,7,33,17,43,14,40
27,East Garfield Park,11527,679,2454,323,3839,463,3577,439,1120,224,537,140,8079,616,1428,250,2924,434,2770,389,762,192,195,77,3002,337,1002,163,834,184,743,180,219,89,204,88,30,39,11,39,3,37,7,38,0,38,9,39,416,173,13,45,78,71,57,60,139,82,129,72
28,Near West Side,37589,1141,3593,393,4408,538,6492,637,12201,763,10895,680,17580,851,1479,260,2977,449,4071,479,5269,520,3784,393,12787,722,1560,238,1109,221,1692,283,4535,472,3891,415,394,163,56,65,86,113,16,50,77,67,159,101,6828,681,498,179,236,104,713,279,2320,413,3061,395
29,North Lawndale,19318,952,5327,535,6811,615,5269,499,1289,248,622,138,12394,822,2458,343,4763,524,3763,427,953,215,457,120,6071,525,2468,361,1713,269,1430,253,311,122,149,73,41,49,5,42,17,42,19,45,0,43,0,43,812,251,396,203,318,159,57,50,25,54,16,45
30,South Lawndale,39881,1343,21873,1109,10275,707,5413,492,1704,308,616,205,10734,705,3695,396,3511,386,2574,329,793,229,161,82,2632,382,859,184,763,176,468,141,255,122,287,171,462,152,228,114,90,77,101,73,38,59,5,47,26053,1160,17091,1017,5911,568,2270,339,618,174,163,97
31,Lower West Side,22500,1041,9158,792,5471,549,3869,478,2731,405,1271,238,6354,537,804,199,1367,244,2130,358,1480,269,573,138,2611,354,606,200,341,121,550,168,695,166,419,125,453,182,187,104,98,68,89,74,66,73,13,40,13082,923,7561,727,3665,494,1100,256,490,204,266,108
32,Loop,19406,993,604,180,1098,286,2405,411,7936,764,7363,688,7366,665,328,140,485,161,1164,297,3091,542,2298,394,7638,857,95,88,355,175,889,274,3203,561,3096,491,285,148,0,30,14,38,0,30,129,98,142,109,4117,602,181,107,244,132,352,166,1513,340,1827,378
33,Near South Side,16211,931,1203,377,1584,394,2528,527,4937,557,5959,766,6609,593,619,245,928,332,1212,260,1988,358,1862,331,5972,867,301,134,471,229,839,468,2001,415,2360,519,95,61,18,29,0,24,0,24,27,34,50,46,3535,616,265,220,185,120,477,189,921,309,1687,416
