area_id,area_name,b23024001,b23024001_moe,b23024002,b23024002_moe,b23024003,b23024003_moe,b23024004,b23024004_moe,b23024005,b23024005_moe,b23024006,b23024006_moe,b23024007,b23024007_moe,b23024008,b23024008_moe,b23024009,b23024009_moe,b23024010,b23024010_moe,b23024011,b23024011_moe,b23024012,b23024012_moe,b23024013,b23024013_moe,b23024014,b23024014_moe,b23024015,b23024015_moe,b23024016,b23024016_moe,b23024017,b23024017_moe,b23024018,b23024018_moe,b23024019,b23024019_moe,b23024020,b23024020_moe,b23024021,b23024021_moe,b23024022,b23024022_moe,b23024023,b23024023_moe,b23024024,b23024024_moe,b23024025,b23024025_moe,b23024026,b23024026_moe,b23024027,b23024027_moe,b23024028,b23024028_moe,b23024029,b23024029_moe,b23024030,b23024030_moe,b23024031,b23024031_moe
1,Rogers Park,39046,1427,9325,1014,1234,290,310,135,0,48,310,135,146,102,164,93,924,257,8091,978,4854,631,0,48,4854,631,3853,558,1001,261,3237,649,29721,1297,1622,347,1041,246,0,48,1041,246,900,209,141,99,581,186,28099,1259,25163,1158,10,49,25153,1158,23866,1138,1287,262,2936,467
2,West Ridge,43240,1666,7394,1008,782,238,146,89,0,51,146,89,127,88,19,52,636,221,6612,972,3647,570,0,51,3647,570,2982,508,665,247,2965,627,35846,1613,2605,425,1195,262,0,51,1195,262,949,219,246,142,1410,292,33241,1584,27545,1399,0,51,27545,1399,25858,1356,1687,363,5696,712
3,Uptown,41272,1357,9122,996,2073,403,429,163,0,48,429,163,140,99,289,126,1644,375,7049,886,4039,589,0,48,4039,589,2875,477,1164,323,3010,534,32150,1164,1289,297,754,214,0,48,754,214,754,214,0,48,535,179,30861,1156,28731,1100,32,67,28699,1102,27297,1068,1402,303,2130,380
4,Lincoln Square,28011,882,2900,481,632,227,234,166,0,40,234,166,124,100,110,135,398,161,2268,393,1591,323,0,40,1591,323,1081,241,510,195,677,195,25111,899,1066,264,385,150,0,40,385,150,306,135,79,74,681,223,24045,874,22176,824,19,43,22157,824,20970,787,1187,242,1869,291
5,North Center,24449,806,1628,347,222,137,76,78,0,43,76,78,11,42,65,78,146,122,1406,313,990,240,0,43,990,240,725,219,265,112,416,181,22821,789,613,169,345,110,0,43,345,110,329,108,16,48,268,127,22208,777,20151,721,16,49,20135,721,19391,706,744,180,2057,309
6,Lake View,79408,1468,9278,860,892,236,384,163,0,66,384,163,190,127,194,114,508,168,8386,818,5281,602,0,66,5281,602,4270,537,1011,257,3105,518,70130,1461,2183,343,1373,260,0,66,1373,260,1272,252,101,87,810,220,67947,1437,63514,1409,29,72,63485,1409,61546,1405,1939,292,4433,480
7,Lincoln Park,47658,1201,5965,653,736,194,122,78,0,51,122,78,78,61,44,67,614,184,5229,628,3019,429,0,51,3019,429,2354,396,665,170,2210,421,41693,1156,814,202,503,165,0,51,503,165,475,164,28,53,311,116,40879,1141,37311,1071,0,51,37311,1071,36174,1072,1137,213,3568,393
8,Near North Side,60050,1527,7433,777,609,200,124,78,0,54,124,78,55,67,69,67,485,192,6824,765,3560,552,0,54,3560,552,2209,422,1351,344,3264,540,52617,1528,1332,277,561,163,0,54,561,163,540,161,21,56,771,223,51285,1539,45714,1462,0,54,45714,1462,43638,1448,2076,395,5571,580
9,Edison Park,7078,402,187,118,46,37,25,30,0,25,25,30,19,31,6,24,21,31,141,102,111,95,0,25,111,95,111,95,0,25,30,29,6891,380,432,155,145,72,0,25,145,72,125,70,20,27,287,125,6459,368,5808,384,0,25,5808,384,5459,376,349,120,651,177
10,Norwood Park,21979,917,1117,318,213,119,10,37,0,39,10,37,9,40,1,36,203,119,904,277,504,175,0,39,504,175,252,108,252,119,400,156,20862,929,1440,296,878,241,0,39,878,241,726,233,152,78,562,150,19422,911,17087,830,6,41,17081,830,15897,825,1184,254,2335,387
