area_id,area_name,b21100001,b21100001_moe,b21100002,b21100002_moe,b21100003,b21100003_moe,b21100004,b21100004_moe,b21100005,b21100005_moe,b21100006,b21100006_moe,b21100007,b21100007_moe,b21100008,b21100008_moe,b21100009,b21100009_moe
39,Kenwood,808,225,706,188,102,64,9,32,14,31,9,33,22,38,40,55,8,33
40,Washington Park,503,130,416,121,87,54,0,27,36,44,18,30,0,27,12,32,21,32
41,Hyde Park,1097,231,1002,221,95,65,6,38,20,42,32,46,5,37,32,52,0,38
42,Woodlawn,1281,273,1009,245,272,109,37,44,76,77,13,40,23,39,76,57,47,67
43,South Shore,2732,373,2497,361,235,103,44,57,64,61,17,50,0,44,74,69,36,61
44,Chatham,2246,338,2143,334,103,71,12,37,40,62,18,45,14,37,19,41,0,37
45,Avalon Park,567,148,468,127,99,77,0,19,26,31,17,26,13,24,0,19,43,65
46,South Chicago,1360,242,1151,228,209,122,9,37,118,107,33,52,0,37,37,48,12,39
47,Burnside,171,78,171,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,921,199,860,195,61,42,15,32,22,32,11,30,0,27,13,26,0,27
49,Roseland,2873,343,2533,330,340,127,29,50,46,49,108,87,32,48,55,61,70,77
50,Pullman,411,108,398,108,13,25,0,19,0,19,0,19,13,25,0,19,0,19
51,South Deering,661,184,569,172,92,63,6,22,0,25,14,30,38,47,0,25,34,41
52,East Side,869,170,705,152,164,84,27,34,38,35,45,51,0,29,19,32,35,52
53,West Pullman,2129,299,1768,283,361,155,0,39,48,67,56,57,88,96,125,81,44,54
54,Riverdale,247,115,247,115,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,576,147,556,148,20,26,16,27,0,19,0,19,0,19,4,18,0,19
56,Garfield Ridge,1922,263,1757,252,165,77,11,41,81,71,9,41,10,44,32,47,22,44
57,Archer Heights,300,106,300,106,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,647,162,593,157,54,55,10,46,14,45,0,43,10,43,0,43,20,51
59,McKinley Park,524,133,412,123,112,62,17,33,31,29,0,25,0,25,64,52,0,25
60,Bridgeport,1202,197,1063,188,139,64,0,37,44,41,33,40,40,50,0,37,22,41
61,New City,921,192,757,171,164,96,5,46,51,66,16,53,37,57,7,47,48,59
62,West Elsdon,569,195,482,152,87,118,53,73,34,51,0,27,0,27,0,27,0,27
63,Gage Park,522,153,426,130,96,71,0,41,30,51,0,41,27,45,8,39,31,56
64,Clearing,1046,195,902,176,144,88,47,67,25,41,40,55,21,37,11,33,0,31
65,West Lawn,976,200,826,190,150,79,55,59,45,43,13,37,0,34,28,45,9,35
66,Chicago Lawn,1349,249,1215,236,134,92,8,48,58,72,46,65,9,52,13,51,0,49
67,West Englewood,1559,255,1399,228,160,94,48,57,16,47,12,52,40,76,9,48,35,62
68,Englewood,1245,239,1046,220,199,98,27,44,39,51,33,62,37,49,63,62,0,36
69,Greater Grand Crossing,1751,261,1501,238,250,119,0,38,109,82,31,62,0,38,45,55,65,62
70,Ashburn,2200,305,1932,292,268,107,33,45,60,57,32,49,43,50,35,54,65,59
71,Auburn Gresham,2690,372,2315,320,375,156,0,46,57,58,66,56,30,53,117,129,105,77
72,Beverly,1235,180,1058,155,177,81,8,31,66,49,0,29,12,33,16,37,75,57
73,Washington Heights,1940,289,1682,271,258,103,69,77,58,43,14,32,46,49,63,51,8,34
74,Mount Greenwood,1101,183,984,169,117,81,0,25,53,65,16,30,0,25,13,29,35,48
75,Morgan Park,1666,270,1463,268,203,75,13,36,123,61,18,29,0,31,15,32,34,37
76,O'Hare,605,187,562,191,43,52,15,43,12,42,16,45,0,38,0,38,0,38
77,Edgewater,1958,315,1789,303,169,87,16,51,56,64,66,69,10,50,21,50,0,48
