area_id,area_name,b11004001,b11004001_moe,b11004002,b11004002_moe,b11004003,b11004003_moe,b11004004,b11004004_moe,b11004005,b11004005_moe,b11004006,b11004006_moe,b11004007,b11004007_moe,b11004008,b11004008_moe,b11004009,b11004009_moe,b11004010,b11004010_moe,b11004011,b11004011_moe,b11004012,b11004012_moe,b11004013,b11004013_moe,b11004014,b11004014_moe,b11004015,b11004015_moe,b11004016,b11004016_moe,b11004017,b11004017_moe,b11004018,b11004018_moe,b11004019,b11004019_moe,b11004020,b11004020_moe
51,South Deering,3868,216,1848,221,711,153,44,44,250,108,417,112,1137,184,2020,219,202,87,59,45,0,25,0,25,59,45,143,74,1818,215,1230,198,180,97,268,127,782,164,588,140
52,East Side,5310,276,3447,282,1843,253,235,99,647,171,961,200,1604,212,1863,268,437,150,334,143,139,101,20,42,175,99,103,61,1426,235,965,200,120,75,404,132,441,145,461,135
53,West Pullman,6773,352,2636,307,977,248,109,73,298,142,570,170,1659,217,4137,341,668,163,364,128,96,67,37,54,231,106,304,108,3469,318,2232,273,351,141,636,156,1245,242,1237,228
54,Riverdale,1712,176,177,77,64,52,0,16,18,30,46,44,113,54,1535,187,256,117,136,87,22,33,21,36,93,83,120,76,1279,191,1079,169,133,72,393,123,553,143,200,101
55,Hegewisch,2528,263,1544,257,711,176,125,98,232,135,354,121,833,217,984,223,327,156,138,106,23,26,0,19,115,102,189,107,657,200,512,202,158,120,41,39,313,151,145,73
56,Garfield Ridge,8491,282,6352,320,2971,258,536,143,755,173,1680,241,3381,280,2139,277,695,176,329,140,91,70,45,58,193,120,366,131,1444,225,633,169,152,85,111,85,370,128,811,169
57,Archer Heights,2987,176,1973,203,1213,177,347,118,395,110,471,122,760,135,1014,182,389,119,185,88,127,79,21,33,37,40,204,80,625,134,457,118,79,63,130,66,248,89,168,75
58,Brighton Park,9369,385,6050,406,4490,364,795,187,1346,243,2349,297,1560,236,3319,332,1283,244,771,197,343,134,138,89,290,119,512,150,2036,285,1406,248,382,137,321,125,703,178,630,154
59,McKinley Park,3760,236,2494,230,1489,206,294,98,412,120,783,174,1005,163,1266,201,393,124,241,114,131,87,44,48,66,53,152,71,873,179,592,151,188,84,107,70,297,112,281,97
60,Bridgeport,7506,381,4992,351,2321,259,510,120,378,122,1433,226,2671,260,2514,279,817,166,370,108,39,47,98,72,233,93,447,133,1697,239,1049,203,254,96,204,89,591,161,648,150
61,New City,8925,385,4718,349,3116,300,590,149,1031,202,1495,210,1602,218,4207,350,1445,235,712,173,268,102,141,87,303,123,733,171,2762,278,2059,260,399,133,716,168,944,183,703,149
62,West Elsdon,4075,196,2714,236,1539,220,227,96,440,138,872,180,1175,191,1361,210,468,141,349,132,61,64,158,92,130,85,119,62,893,185,492,145,97,60,183,97,212,97,401,122
63,Gage Park,7786,291,5344,352,3814,325,663,170,1353,235,1798,263,1530,218,2442,307,903,202,552,162,171,100,127,74,254,114,351,124,1539,244,1137,220,120,73,457,158,560,144,402,120
64,Clearing,5806,286,3793,288,1720,250,346,118,335,108,1039,227,2073,254,2013,286,775,202,542,184,127,91,265,151,150,105,233,85,1238,209,639,160,96,68,179,107,364,121,599,156
65,West Lawn,7238,304,4947,308,3211,282,329,136,1220,221,1662,245,1736,237,2291,303,851,209,415,165,229,136,83,72,103,75,436,147,1440,248,915,206,140,82,261,119,514,168,525,147
66,Chicago Lawn,11626,462,5416,425,3486,355,662,180,936,220,1888,270,1930,274,6210,462,1255,248,787,195,246,117,191,100,350,134,468,161,4955,418,3765,381,799,208,1259,258,1707,280,1190,227
67,West Englewood,7445,359,2253,249,845,169,101,73,325,116,419,126,1408,199,5192,336,842,173,417,127,180,105,93,59,144,75,425,126,4350,309,2920,275,370,103,828,164,1722,244,1430,192
68,Englewood,6230,367,1363,209,493,126,101,74,173,89,219,84,870,185,4867,348,519,150,279,115,66,61,97,79,116,71,240,98,4348,335,3017,300,570,152,804,170,1643,242,1331,210
69,Greater Grand Crossing,7182,406,1644,223,609,144,162,84,43,48,404,125,1035,188,5538,400,860,204,465,158,115,83,63,66,287,125,395,131,4678,372,3277,317,616,159,834,176,1827,263,1401,216
70,Ashburn,10042,362,6559,424,3808,352,570,177,1001,213,2237,303,2751,321,3483,384,788,196,336,144,38,43,175,113,123,87,452,144,2695,349,1626,289,178,105,491,174,957,229,1069,242
71,Auburn Gresham,11249,469,3536,366,1378,244,226,103,254,105,898,197,2158,286,7713,457,949,210,588,189,128,97,63,69,397,143,361,111,6764,446,4348,369,728,185,1360,242,2260,299,2416,308
72,Beverly,5272,243,4088,247,2077,191,467,125,564,129,1046,164,2011,187,1184,198,303,106,235,98,0,29,49,66,186,78,68,50,881,174,403,131,84,72,66,57,253,106,478,120
73,Washington Heights,6172,325,2516,277,986,193,209,94,232,106,545,144,1530,206,3656,316,612,180,161,87,86,77,13,39,62,45,451,164,3044,282,1741,230,296,129,300,116,1145,217,1303,220
74,Mount Greenwood,4638,243,3767,247,2135,213,525,152,370,118,1240,204,1632,183,871,199,331,146,136,99,12,29,0,25,124,99,195,110,540,144,229,111,39,33,23,42,167,95,311,98
75,Morgan Park,5201,320,3033,252,1488,221,280,113,296,101,912,186,1545,195,2168,304,272,140,92,62,30,49,9,33,53,47,180,127,1896,295,1084,245,161,77,216,93,707,219,812,172
76,O'Hare,3444,325,2598,333,1214,272,719,206,265,183,230,102,1384,287,846,216,393,149,43,74,0,38,43,74,0,38,350,144,453,171,203,127,45,61,0,38,158,121,250,122
77,Edgewater,9549,575,6736,516,2504,342,1135,242,322,136,1047,239,4232,409,2813,367,935,228,371,168,158,114,45,86,168,109,564,158,1878,306,1004,235,241,107,93,84,670,205,874,211
