area_id,area_name,b11004001,b11004001_moe,b11004002,b11004002_moe,b11004003,b11004003_moe,b11004004,b11004004_moe,b11004005,b11004005_moe,b11004006,b11004006_moe,b11004007,b11004007_moe,b11004008,b11004008_moe,b11004009,b11004009_moe,b11004010,b11004010_moe,b11004011,b11004011_moe,b11004012,b11004012_moe,b11004013,b11004013_moe,b11004014,b11004014_moe,b11004015,b11004015_moe,b11004016,b11004016_moe,b11004017,b11004017_moe,b11004018,b11004018_moe,b11004019,b11004019_moe,b11004020,b11004020_moe
1,Rogers Park,10091,605,6200,531,3310,406,1431,281,829,223,1050,246,2890,343,3891,444,1284,291,652,187,226,113,114,83,312,135,632,233,2607,360,1858,314,321,129,560,185,977,243,749,185
2,West Ridge,16321,613,12078,623,6587,510,1818,344,1734,300,3035,404,5491,468,4243,467,1214,279,698,230,204,127,185,136,309,133,516,169,3029,399,1634,312,348,140,177,91,1109,271,1395,263
3,Uptown,9232,572,6145,487,2156,312,1034,232,389,164,733,202,3989,397,3087,413,994,246,303,134,62,71,14,49,227,120,691,221,2093,358,1330,270,316,138,256,137,758,210,763,234
4,Lincoln Square,8394,466,6684,435,2933,327,1421,237,519,170,993,214,3751,330,1710,300,484,193,206,123,36,46,96,102,74,75,278,145,1226,227,639,179,119,84,55,71,465,154,587,170
5,North Center,7252,362,6063,334,2941,250,1609,205,507,137,825,161,3122,293,1189,207,321,110,107,66,40,57,0,43,67,52,214,94,868,178,361,119,77,70,8,43,276,103,507,137
6,Lake View,14864,634,12649,591,5105,357,3028,304,936,192,1141,181,7544,498,2215,317,768,194,288,144,80,82,106,121,102,87,480,145,1447,268,669,213,190,137,11,69,468,176,778,170
7,Lincoln Park,10261,528,8914,522,4033,349,1602,221,699,153,1732,289,4881,416,1347,218,354,125,184,93,31,61,10,52,143,85,170,91,993,180,646,144,175,85,82,73,389,118,347,111
8,Near North Side,15079,781,12697,740,2182,318,1192,255,206,92,784,213,10515,713,2382,364,582,198,98,92,34,60,0,54,64,88,484,186,1800,300,1033,221,162,122,345,145,526,185,767,216
9,Edison Park,2829,194,2266,186,952,113,107,54,223,83,622,129,1314,168,563,149,214,101,24,25,5,24,0,25,19,26,190,98,349,124,155,89,10,23,0,25,145,88,194,85
10,Norwood Park,9614,389,7522,401,3013,282,824,209,746,209,1443,206,4509,322,2092,318,594,169,219,121,128,94,7,39,84,85,375,112,1498,273,567,175,120,105,122,100,325,125,931,213
11,Jefferson Park,6374,356,4846,355,2236,283,581,171,579,159,1076,205,2610,302,1528,275,548,175,226,122,48,68,120,93,58,53,322,126,980,218,479,161,136,111,37,43,306,115,501,155
12,Forest Glen,4867,213,4268,237,1962,194,428,115,435,126,1099,182,2306,213,599,156,187,101,123,93,47,77,0,29,76,57,64,43,412,125,223,99,55,59,22,45,146,73,189,74
13,North Park,4250,254,3236,266,1637,232,512,137,273,97,852,184,1599,210,1014,207,409,149,140,72,23,31,16,35,101,64,269,128,605,155,289,105,45,43,74,51,170,80,316,122
14,Albany Park,10842,482,7230,432,4293,348,1261,248,1292,254,1740,262,2937,359,3612,398,1711,312,887,241,366,159,234,130,287,132,824,214,1901,294,1257,257,178,113,246,126,833,215,644,161
15,Portage Park,14935,511,10374,510,4952,389,1105,223,1081,196,2766,355,5422,428,4561,445,902,192,450,150,176,97,75,78,199,100,452,136,3659,417,2085,342,317,162,526,176,1242,267,1574,278
16,Irving Park,12442,497,8528,499,4579,396,1781,270,912,213,1886,267,3949,367,3914,411,1384,276,680,205,210,115,177,104,293,145,704,192,2530,336,1395,264,323,133,284,144,788,196,1135,216
17,Dunning,10702,388,7769,396,3188,304,814,188,656,154,1718,249,4581,348,2933,346,846,212,413,153,166,107,56,67,191,98,433,144,2087,283,817,188,163,97,124,75,530,150,1270,214
18,Montclare,2909,245,2047,242,987,188,195,85,288,111,504,146,1060,216,862,187,294,118,150,86,55,64,0,23,95,61,144,78,568,155,358,119,85,55,89,67,184,99,210,108
19,Belmont Cragin,16806,526,9774,531,6220,490,1010,225,1866,293,3344,398,3554,366,7032,541,2452,363,1512,311,431,155,554,206,527,180,940,214,4580,460,3123,397,651,187,862,224,1610,295,1457,262
20,Hermosa,5456,268,3318,303,1988,265,376,145,621,173,991,203,1330,222,2138,279,632,164,324,119,64,62,103,74,157,76,308,121,1506,257,1040,210,241,111,335,129,464,136,466,155
21,Avondale,8793,441,5615,417,3243,339,1031,195,803,196,1409,265,2372,299,3178,367,1064,234,395,151,208,120,53,58,134,87,669,189,2114,300,1309,263,348,144,257,127,704,199,805,182
22,Logan Square,14728,559,9602,519,4709,390,1840,255,1230,244,1639,246,4893,406,5126,417,1543,258,822,196,273,125,163,103,386,138,721,174,3583,362,2357,308,643,172,489,150,1225,228,1226,223
23,Humboldt Park,11493,468,4847,425,2578,330,483,148,795,193,1300,232,2269,315,6646,473,1457,263,870,213,213,109,329,142,328,130,587,172,5189,449,3612,375,578,173,1175,252,1859,301,1577,265
24,West Town,15867,600,10842,528,4651,370,2557,277,643,151,1451,235,6191,442,5025,424,1411,247,582,158,194,101,112,91,276,112,829,199,3614,362,2158,289,296,115,562,168,1300,229,1456,242
25,Austin,22153,667,7961,507,3597,377,542,156,709,187,2346,322,4364,389,14192,672,2213,325,1204,237,254,117,328,145,622,169,1009,227,11979,641,7823,550,1282,264,2066,315,4475,432,4156,413
26,West Garfield Park,4060,269,807,153,370,99,61,48,73,57,236,80,437,114,3253,268,453,138,312,118,11,38,135,84,166,84,141,78,2800,254,2137,230,322,114,614,141,1201,190,663,141
27,East Garfield Park,4480,287,1173,192,591,139,116,59,131,79,344,106,582,143,3307,274,455,136,295,105,60,55,97,69,138,79,160,86,2852,267,2226,253,336,129,739,168,1151,205,626,135
28,Near West Side,9977,505,6298,416,2279,267,1492,224,95,62,692,164,4019,361,3679,358,692,180,358,140,96,89,85,86,177,96,334,122,2987,319,1978,253,286,115,472,136,1220,201,1009,218
29,North Lawndale,7738,394,1859,232,894,168,213,73,294,105,387,119,965,172,5879,377,687,164,429,132,148,78,43,51,238,107,258,101,5192,365,3805,316,496,133,1157,210,2152,258,1387,221
30,South Lawndale,13134,474,7628,468,5076,413,975,230,1535,268,2566,313,2552,313,5506,440,1867,290,1030,222,397,132,284,121,349,146,837,192,3639,365,2461,312,771,175,653,171,1037,216,1178,225
31,Lower West Side,7273,405,3843,369,2319,305,519,155,711,162,1089,219,1524,248,3430,337,1228,220,711,173,216,97,278,114,217,98,517,145,2202,285,1428,235,351,124,294,114,783,175,774,161
32,Loop,4775,482,4171,461,863,242,633,216,134,106,96,74,3308,431,604,209,131,99,0,30,0,30,0,30,0,30,131,99,473,183,205,136,155,123,35,59,15,35,268,126
33,Near South Side,3892,405,2843,376,1167,264,734,231,158,84,275,141,1676,270,1049,272,253,123,152,91,13,30,0,24,139,90,101,83,796,246,450,158,206,132,68,81,176,100,346,164
34,Armour Square,3330,239,2289,257,844,158,152,71,206,86,486,149,1445,218,1041,191,268,89,77,52,41,37,9,29,27,42,191,81,773,185,441,146,41,50,83,69,317,126,332,143
35,Douglas,3423,283,1248,191,436,130,185,81,83,59,168,88,812,166,2175,242,330,118,173,96,27,41,0,35,146,93,157,76,1845,220,1209,169,293,104,284,89,632,152,636,147
36,Oakland,1632,157,523,125,283,105,91,48,0,19,192,94,240,72,1109,169,73,48,37,35,14,27,0,19,23,29,36,32,1036,167,801,140,292,112,124,78,385,125,235,91
37,Fuller Park,562,105,161,66,106,60,41,32,10,19,55,48,55,33,401,98,74,48,41,46,12,25,3,13,26,41,33,22,327,92,250,89,32,38,60,51,158,72,77,39
38,Grand Boulevard,4782,311,1422,218,677,159,278,107,146,79,253,100,745,168,3360,294,417,132,279,114,5,42,45,70,229,100,138,81,2943,284,2073,261,538,144,430,123,1105,219,870,160
39,Kenwood,3732,339,1806,250,876,181,367,115,144,62,365,140,930,176,1926,255,262,100,81,65,23,34,25,49,33,48,181,79,1664,237,1102,190,219,98,230,100,653,155,562,157
40,Washington Park,2542,214,409,112,166,78,24,36,30,28,112,70,243,79,2133,208,275,98,162,79,49,45,26,33,87,60,113,64,1858,196,1472,178,309,105,364,106,799,154,386,110
41,Hyde Park,4578,322,3213,254,1427,203,554,135,164,87,709,164,1786,194,1365,234,176,80,58,45,21,41,7,38,30,40,118,75,1189,229,741,188,182,116,75,74,484,136,448,145
42,Woodlawn,4984,327,1510,242,673,165,212,91,247,106,214,92,837,173,3474,313,406,133,143,78,43,48,14,41,86,68,263,114,3068,292,2049,248,386,127,521,142,1142,206,1019,199
43,South Shore,9813,568,2905,353,1147,237,333,140,90,67,724,186,1758,272,6908,519,1074,229,538,164,210,104,64,69,264,126,536,166,5834,490,4280,436,1072,252,1053,242,2155,334,1554,287
44,Chatham,7688,453,2503,299,935,214,115,83,171,102,649,181,1568,242,5185,433,727,187,288,129,79,74,15,44,194,106,439,139,4458,409,3038,357,588,183,833,220,1617,285,1420,235
45,Avalon Park,2377,235,1000,159,383,120,22,26,96,65,265,110,617,131,1377,199,318,133,158,103,0,19,0,19,158,103,160,83,1059,187,560,145,50,42,132,73,378,126,499,140
46,South Chicago,6687,408,2732,342,1205,227,138,82,387,143,680,179,1527,272,3955,393,872,196,445,146,17,38,86,61,342,139,427,133,3083,346,2030,296,391,157,561,160,1078,201,1053,219
47,Burnside,747,106,301,74,89,65,0,11,8,15,81,61,212,73,446,122,123,60,62,43,28,31,0,11,34,33,61,54,323,110,232,98,23,31,123,72,86,65,91,68
48,Calumet Heights,3763,223,1939,237,703,179,207,113,117,61,379,118,1236,180,1824,260,209,107,93,54,15,37,4,27,74,53,116,96,1615,248,880,195,164,90,98,63,618,167,735,170
49,Roseland,10321,431,4166,349,1663,270,132,73,555,184,976,215,2503,268,6155,403,935,206,519,172,176,118,35,55,308,127,416,114,5220,388,3125,328,429,143,632,161,2064,273,2095,262
50,Pullman,1828,180,600,121,220,84,56,42,71,53,93,53,380,89,1228,179,188,95,147,87,100,74,0,19,47,51,41,30,1040,184,540,143,155,85,131,84,254,90,500,125
