area_id,area_name,b99192001,b99192001_moe,b99192002,b99192002_moe,b99192003,b99192003_moe,b99192004,b99192004_moe,b99192005,b99192005_moe,b99192006,b99192006_moe,b99192007,b99192007_moe,b99192008,b99192008_moe
1,Rogers Park,23981,-1,17358,-1,669,-1,437,-1,225,-1,605,-1,1188,-1,3499,-1
2,West Ridge,24402,-1,16566,-1,600,-1,638,-1,443,-1,735,-1,1221,-1,4199,-1
3,Uptown,29441,-1,23418,-1,858,-1,384,-1,305,-1,542,-1,944,-1,2990,-1
4,Lincoln Square,17622,-1,13659,-1,322,-1,323,-1,381,-1,411,-1,455,-1,2071,-1
5,North Center,14724,-1,12087,-1,220,-1,162,-1,307,-1,248,-1,344,-1,1356,-1
6,Lake View,52568,-1,42315,-1,822,-1,1058,-1,646,-1,1187,-1,1627,-1,4913,-1
7,Lincoln Park,32194,-1,25355,-1,615,-1,539,-1,434,-1,748,-1,973,-1,3530,-1
8,Near North Side,50758,-1,39493,-1,1180,-1,972,-1,205,-1,827,-1,1316,-1,6765,-1
9,Edison Park,4608,-1,3099,-1,100,-1,94,-1,68,-1,145,-1,159,-1,943,-1
10,Norwood Park,14646,-1,9936,-1,366,-1,303,-1,232,-1,448,-1,692,-1,2669,-1
11,Jefferson Park,9943,-1,6463,-1,197,-1,187,-1,218,-1,210,-1,568,-1,2100,-1
12,Forest Glen,6793,-1,4379,-1,214,-1,181,-1,261,-1,244,-1,268,-1,1246,-1
13,North Park,6436,-1,4329,-1,133,-1,119,-1,206,-1,258,-1,372,-1,1019,-1
14,Albany Park,16804,-1,10298,-1,261,-1,334,-1,459,-1,597,-1,1885,-1,2970,-1
15,Portage Park,22505,-1,13481,-1,534,-1,379,-1,433,-1,959,-1,1327,-1,5392,-1
16,Irving Park,20177,-1,13785,-1,510,-1,387,-1,458,-1,869,-1,1258,-1,2910,-1
17,Dunning,15141,-1,9179,-1,445,-1,390,-1,516,-1,541,-1,757,-1,3313,-1
18,Montclare,4425,-1,2553,-1,97,-1,74,-1,80,-1,171,-1,284,-1,1166,-1
19,Belmont Cragin,21570,-1,13299,-1,394,-1,519,-1,565,-1,1118,-1,2009,-1,3666,-1
20,Hermosa,7070,-1,4213,-1,125,-1,147,-1,370,-1,317,-1,621,-1,1277,-1
21,Avondale,13801,-1,9478,-1,234,-1,207,-1,264,-1,907,-1,885,-1,1826,-1
22,Logan Square,29492,-1,22858,-1,392,-1,455,-1,452,-1,747,-1,1834,-1,2754,-1
23,Humboldt Park,16778,-1,8789,-1,650,-1,335,-1,205,-1,571,-1,1047,-1,5181,-1
24,West Town,37287,-1,27989,-1,638,-1,713,-1,476,-1,891,-1,2000,-1,4580,-1
25,Austin,32428,-1,17524,-1,911,-1,657,-1,656,-1,1146,-1,2126,-1,9408,-1
26,West Garfield Park,5714,-1,2554,-1,197,-1,83,-1,92,-1,201,-1,357,-1,2230,-1
27,East Garfield Park,6896,-1,3246,-1,230,-1,73,-1,111,-1,142,-1,343,-1,2751,-1
28,Near West Side,25665,-1,18443,-1,758,-1,465,-1,212,-1,595,-1,788,-1,4404,-1
29,North Lawndale,10852,-1,4860,-1,329,-1,157,-1,173,-1,293,-1,607,-1,4433,-1
30,South Lawndale,16454,-1,11018,-1,358,-1,338,-1,456,-1,737,-1,1349,-1,2198,-1
31,Lower West Side,12255,-1,9980,-1,167,-1,171,-1,180,-1,256,-1,719,-1,782,-1
32,Loop,14557,-1,11749,-1,267,-1,325,-1,217,-1,211,-1,251,-1,1537,-1
33,Near South Side,11517,-1,8766,-1,225,-1,247,-1,120,-1,220,-1,390,-1,1549,-1
34,Armour Square,5359,-1,4102,-1,150,-1,166,-1,23,-1,167,-1,241,-1,510,-1
35,Douglas,9023,-1,6541,-1,401,-1,208,-1,74,-1,380,-1,191,-1,1228,-1
36,Oakland,2743,-1,1916,-1,78,-1,34,-1,86,-1,45,-1,56,-1,528,-1
37,Fuller Park,1146,-1,737,-1,43,-1,9,-1,62,-1,43,-1,52,-1,200,-1
38,Grand Boulevard,9878,-1,6519,-1,291,-1,263,-1,168,-1,314,-1,631,-1,1692,-1
39,Kenwood,9116,-1,6667,-1,217,-1,298,-1,113,-1,258,-1,331,-1,1232,-1
40,Washington Park,4142,-1,2558,-1,151,-1,62,-1,99,-1,173,-1,404,-1,695,-1
41,Hyde Park,12539,-1,10240,-1,291,-1,192,-1,192,-1,173,-1,396,-1,1055,-1
42,Woodlawn,10302,-1,7098,-1,300,-1,157,-1,167,-1,213,-1,579,-1,1788,-1
43,South Shore,21700,-1,14033,-1,536,-1,428,-1,564,-1,549,-1,1200,-1,4390,-1
44,Chatham,14098,-1,8189,-1,547,-1,256,-1,343,-1,432,-1,927,-1,3404,-1
45,Avalon Park,3871,-1,2377,-1,147,-1,90,-1,88,-1,239,-1,276,-1,654,-1
46,South Chicago,10770,-1,6682,-1,301,-1,151,-1,219,-1,423,-1,688,-1,2306,-1
47,Burnside,1056,-1,679,-1,28,-1,53,-1,76,-1,74,-1,38,-1,108,-1
48,Calumet Heights,5586,-1,3333,-1,148,-1,201,-1,287,-1,196,-1,390,-1,1031,-1
49,Roseland,15524,-1,8728,-1,499,-1,382,-1,531,-1,709,-1,1054,-1,3621,-1
50,Pullman,2984,-1,1851,-1,83,-1,66,-1,90,-1,140,-1,143,-1,611,-1
51,South Deering,5332,-1,3037,-1,188,-1,134,-1,176,-1,157,-1,450,-1,1190,-1
52,East Side,6900,-1,4506,-1,263,-1,138,-1,176,-1,166,-1,414,-1,1237,-1
53,West Pullman,9375,-1,5032,-1,376,-1,317,-1,339,-1,542,-1,911,-1,1858,-1
54,Riverdale,2322,-1,1382,-1,107,-1,14,-1,30,-1,41,-1,179,-1,569,-1
55,Hegewisch,3694,-1,2526,-1,147,-1,56,-1,12,-1,94,-1,161,-1,698,-1
56,Garfield Ridge,11952,-1,8971,-1,455,-1,204,-1,249,-1,275,-1,463,-1,1335,-1
57,Archer Heights,3740,-1,2727,-1,33,-1,86,-1,124,-1,169,-1,184,-1,417,-1
58,Brighton Park,11572,-1,8103,-1,262,-1,297,-1,319,-1,428,-1,961,-1,1202,-1
59,McKinley Park,5185,-1,4042,-1,137,-1,156,-1,116,-1,83,-1,236,-1,415,-1
60,Bridgeport,12140,-1,9416,-1,285,-1,281,-1,145,-1,436,-1,635,-1,942,-1
61,New City,11621,-1,8221,-1,97,-1,234,-1,316,-1,521,-1,837,-1,1395,-1
62,West Elsdon,5027,-1,3398,-1,160,-1,122,-1,134,-1,254,-1,389,-1,570,-1
63,Gage Park,9405,-1,6676,-1,184,-1,169,-1,212,-1,414,-1,655,-1,1095,-1
64,Clearing,8389,-1,6596,-1,204,-1,231,-1,148,-1,217,-1,252,-1,741,-1
65,West Lawn,9111,-1,6221,-1,300,-1,182,-1,274,-1,226,-1,434,-1,1474,-1
66,Chicago Lawn,15416,-1,9988,-1,608,-1,287,-1,288,-1,546,-1,1024,-1,2675,-1
67,West Englewood,10364,-1,6595,-1,380,-1,217,-1,337,-1,413,-1,745,-1,1677,-1
68,Englewood,9803,-1,5898,-1,451,-1,107,-1,254,-1,158,-1,533,-1,2402,-1
69,Greater Grand Crossing,12605,-1,7148,-1,407,-1,220,-1,193,-1,537,-1,1261,-1,2839,-1
70,Ashburn,12780,-1,8551,-1,413,-1,306,-1,325,-1,468,-1,772,-1,1945,-1
71,Auburn Gresham,17173,-1,10614,-1,640,-1,183,-1,266,-1,724,-1,1009,-1,3737,-1
