area_id,area_name,b17021001,b17021001_moe,b17021002,b17021002_moe,b17021003,b17021003_moe,b17021004,b17021004_moe,b17021005,b17021005_moe,b17021006,b17021006_moe,b17021007,b17021007_moe,b17021008,b17021008_moe,b17021009,b17021009_moe,b17021010,b17021010_moe,b17021011,b17021011_moe,b17021012,b17021012_moe,b17021013,b17021013_moe,b17021014,b17021014_moe,b17021015,b17021015_moe,b17021016,b17021016_moe,b17021017,b17021017_moe,b17021018,b17021018_moe,b17021019,b17021019_moe,b17021020,b17021020_moe,b17021021,b17021021_moe,b17021022,b17021022_moe,b17021023,b17021023_moe,b17021024,b17021024_moe,b17021025,b17021025_moe,b17021026,b17021026_moe,b17021027,b17021027_moe,b17021028,b17021028_moe,b17021029,b17021029_moe,b17021030,b17021030_moe,b17021031,b17021031_moe,b17021032,b17021032_moe,b17021033,b17021033_moe,b17021034,b17021034_moe,b17021035,b17021035_moe
1,Rogers Park,55080,2108,14833,1651,8941,1566,3776,1073,3694,1048,82,93,5165,1297,964,642,530,341,434,353,4201,1135,4087,1131,114,93,5892,780,3467,435,2592,385,875,214,2425,562,40247,1797,26688,1891,17675,1791,17514,1757,161,159,9013,1255,3412,801,3143,744,269,143,5601,1027,5280,988,321,141,13559,929,10423,630,8103,556,2320,337,3136,541
2,West Ridge,72693,2583,14484,2107,11619,2092,7326,1796,7314,1796,12,54,4293,1196,1044,726,807,612,237,156,3249,984,3202,978,47,74,2865,595,1496,269,1216,253,280,119,1369,473,58209,2408,50145,2538,38453,2416,38418,2412,35,62,11692,1701,4610,1280,4065,1143,545,297,7082,1155,6849,1134,233,118,8064,738,6585,531,5388,496,1197,286,1479,401
3,Uptown,53601,1705,13483,1321,5671,1118,2463,791,2332,787,131,126,3208,816,667,420,640,411,27,54,2541,714,2473,710,68,66,7812,781,5414,511,4874,484,540,161,2398,573,40118,1523,21491,1622,15543,1466,15543,1466,0,48,5948,1004,2207,598,2031,558,176,119,3741,859,3596,847,145,91,18627,936,14795,671,11820,643,2975,356,3832,511
4,Lincoln Square,38135,1328,4633,923,2707,875,1696,790,1647,788,49,56,1011,399,184,196,107,177,77,93,827,356,778,345,49,59,1926,362,1212,264,969,244,243,107,714,230,33502,1241,23155,1381,18833,1298,18793,1294,40,50,4322,953,1643,706,1551,689,92,80,2679,635,2605,627,74,63,10347,680,8016,476,6054,461,1962,286,2331,395
5,North Center,33388,1095,2125,429,539,194,233,129,225,128,8,44,306,153,68,65,26,48,42,58,238,145,218,149,20,48,1586,387,936,195,603,154,333,128,650,271,31263,1085,21867,1182,18755,1116,18591,1103,164,120,3112,591,1024,388,907,356,117,76,2088,471,1991,448,97,71,9396,664,6536,380,4619,353,1917,260,2860,437
6,Lake View,96353,1728,11256,998,1955,528,780,340,731,338,49,76,1175,415,277,195,239,191,38,74,898,374,840,370,58,82,9301,868,5351,496,3628,419,1723,293,3950,583,85097,1765,39627,1770,34420,1667,34325,1658,95,112,5207,903,1961,528,1688,470,273,135,3246,748,2833,580,413,302,45470,1399,32353,860,23548,841,8805,552,13117,908
7,Lincoln Park,61618,1651,7529,780,1270,427,312,226,312,226,0,51,958,376,251,237,230,236,21,53,707,294,664,283,43,57,6259,669,3585,386,2618,347,967,195,2674,469,54089,1661,28759,1700,25818,1678,25774,1674,44,74,2941,574,761,278,656,239,105,74,2180,501,1951,429,229,126,25330,1095,18348,663,13896,674,4452,417,6982,730
8,Near North Side,78942,1806,10677,1094,3970,870,883,403,811,400,72,92,3087,771,298,209,282,207,16,59,2789,741,2765,735,24,78,6707,722,5331,586,4750,575,581,188,1376,376,68265,1786,33290,1840,29040,1761,28999,1755,41,75,4250,849,1365,535,1213,467,152,156,2885,652,2805,639,80,82,34975,1326,30348,1067,26520,1069,3828,486,4627,617
9,Edison Park,11135,498,330,159,163,130,136,124,136,124,0,25,27,41,0,25,0,25,0,25,27,41,23,42,4,23,167,92,116,54,116,54,0,25,51,75,10805,489,8807,583,7212,595,7185,592,27,46,1595,438,561,252,553,250,8,27,1034,388,991,368,43,54,1998,274,1663,199,1375,193,288,113,335,134
10,Norwood Park,36911,1212,1938,472,1229,435,796,383,744,383,52,52,433,215,37,54,0,39,37,54,396,211,371,206,25,47,709,193,441,134,401,128,40,52,268,127,34973,1273,29908,1455,23696,1460,23656,1459,40,53,6212,1062,2056,667,2016,666,40,52,4156,829,4079,820,77,60,5065,460,4591,377,4149,377,442,175,474,194
