area_id,area_name,c27016001,c27016001_moe,c27016002,c27016002_moe,c27016003,c27016003_moe,c27016004,c27016004_moe,c27016005,c27016005_moe,c27016006,c27016006_moe,c27016007,c27016007_moe,c27016008,c27016008_moe,c27016009,c27016009_moe,c27016010,c27016010_moe,c27016011,c27016011_moe,c27016012,c27016012_moe,c27016013,c27016013_moe,c27016014,c27016014_moe,c27016015,c27016015_moe,c27016016,c27016016_moe,c27016017,c27016017_moe,c27016018,c27016018_moe,c27016019,c27016019_moe,c27016020,c27016020_moe,c27016021,c27016021_moe,c27016022,c27016022_moe,c27016023,c27016023_moe,c27016024,c27016024_moe,c27016025,c27016025_moe,c27016026,c27016026_moe,c27016027,c27016027_moe,c27016028,c27016028_moe,c27016029,c27016029_moe,c27016030,c27016030_moe,c27016031,c27016031_moe,c27016032,c27016032_moe,c27016033,c27016033_moe,c27016034,c27016034_moe,c27016035,c27016035_moe,c27016036,c27016036_moe,c27016037,c27016037_moe,c27016038,c27016038_moe,c27016039,c27016039_moe,c27016040,c27016040_moe,c27016041,c27016041_moe
25,Austin,97022,2734,41125,2534,14163,1339,12979,1316,1184,312,23074,1477,13221,1018,9853,917,3888,450,3805,447,83,76,13759,1674,4043,700,3769,672,274,152,8031,1031,5320,754,2711,486,1685,302,1615,285,70,83,26463,1933,5703,722,5214,687,489,180,17819,1353,12332,997,5487,762,2941,362,2936,361,5,61,15675,1330,2140,397,2042,397,98,105,11628,995,9519,827,2109,476,1907,315,1858,310,49,85
26,West Garfield Park,19268,1306,11086,1215,4593,701,4254,651,339,230,5756,650,3727,474,2029,396,737,159,726,159,11,34,2659,594,953,307,914,301,39,69,1437,364,996,265,441,183,269,106,269,106,0,35,4307,710,972,278,910,282,62,70,2800,495,2091,382,709,208,535,137,535,137,0,35,1216,350,155,110,155,110,0,35,929,270,763,230,166,97,132,89,132,89,0,35
27,East Garfield Park,20893,1331,11523,1268,4761,707,4617,693,144,118,5798,686,3857,503,1941,424,964,176,952,170,12,44,2790,684,1030,451,1030,451,0,38,1507,333,948,232,559,207,253,86,253,86,0,38,4390,763,1283,328,1267,327,16,45,2825,496,2164,374,661,222,282,90,282,90,0,38,2190,453,250,105,250,105,0,38,1671,354,1376,307,295,121,269,103,269,103,0,38
28,Near West Side,51501,1583,15592,1291,3473,672,3224,656,249,162,10420,908,7605,739,2815,522,1699,214,1673,211,26,61,3751,608,646,233,576,227,70,70,2643,442,1983,344,660,226,462,135,462,135,0,52,8372,872,1612,311,1543,308,69,75,6279,665,5306,574,973,264,481,134,467,132,14,55,23786,1129,2211,355,2183,347,28,63,20712,940,20070,922,642,195,863,200,863,200,0,52
29,North Lawndale,35476,1831,20714,1616,8610,953,8092,934,518,207,10813,887,7001,666,3812,520,1291,207,1287,207,4,42,4084,784,1344,414,1303,405,41,63,2198,445,1425,293,773,250,542,158,542,158,0,43,7566,1083,1896,460,1749,439,147,110,4807,718,3209,504,1598,419,863,210,835,206,28,48,3112,591,349,188,305,174,44,82,2461,469,2057,391,404,185,302,98,302,98,0,43
30,South Lawndale,62083,2251,31235,2143,12312,1183,11933,1154,379,213,17226,1217,5887,662,11339,1019,1697,309,1589,300,108,87,12390,1511,3874,636,3536,597,338,224,7950,980,3429,530,4521,725,566,167,538,166,28,56,13901,1524,2745,523,2580,503,165,154,10148,1141,5581,753,4567,711,1008,222,919,206,89,83,4557,916,602,301,602,301,0,48,3529,676,2485,524,1044,333,426,153,426,153,0,48
31,Lower West Side,36565,1701,14409,1353,4817,700,4673,693,144,125,8645,787,3204,450,5441,634,947,200,947,200,0,42,7627,1239,2041,470,1953,457,88,81,5017,868,2290,485,2727,646,569,172,482,152,87,77,10292,1211,1890,391,1752,372,138,101,7619,913,4572,629,3047,623,783,215,783,215,0,42,4237,634,459,179,459,179,0,42,3385,510,2940,472,445,183,393,168,393,168,0,42
32,Loop,23559,1213,3717,684,62,64,35,46,27,53,3512,681,3114,681,398,160,143,93,143,93,0,30,895,314,46,63,46,63,0,30,644,239,491,217,153,102,205,142,205,142,0,30,2745,516,132,125,132,125,0,30,2140,421,1866,398,274,105,473,189,463,187,10,33,16202,1220,1289,388,1142,346,147,197,13708,1035,13144,1014,564,209,1205,252,1205,252,0,30
33,Near South Side,20058,1152,3230,757,536,298,536,298,0,24,2136,521,1811,518,325,125,558,214,558,214,0,24,825,316,59,57,53,57,6,23,523,275,213,91,310,238,243,105,243,105,0,24,3547,746,343,212,325,210,18,35,2656,615,2210,520,446,204,548,262,548,262,0,24,12456,1125,1603,345,1603,345,0,24,10469,877,10174,880,295,141,384,151,346,131,38,64
34,Armour Square,13710,850,6890,765,1213,320,976,281,237,169,3636,568,1284,286,2352,476,2041,333,1992,325,49,59,1445,451,360,186,298,170,62,80,841,282,401,151,440,197,244,90,244,90,0,27,2999,667,540,253,528,253,12,32,2182,472,1340,374,842,311,277,110,277,110,0,27,2376,507,246,128,246,128,0,27,1801,405,1505,324,296,158,329,143,329,143,0,27
35,Douglas,16603,758,6426,700,1571,295,1467,283,104,91,3858,531,2682,442,1176,256,997,164,997,164,0,35,1860,404,423,168,423,168,0,35,1173,265,813,213,360,155,264,88,264,88,0,35,3414,463,586,152,582,152,4,34,2294,350,1852,300,442,178,534,132,534,132,0,35,4903,521,464,158,451,158,13,35,3832,437,3413,396,419,158,607,155,607,155,0,35
36,Oakland,6233,462,3349,501,1111,236,1111,236,0,19,1802,337,1156,201,646,253,436,106,423,101,13,25,553,189,185,89,185,89,0,19,321,116,230,90,91,69,47,47,47,47,0,19,863,282,171,92,142,84,29,40,607,208,517,201,90,59,85,43,85,43,0,19,1468,344,361,148,342,143,19,36,998,210,888,194,110,74,109,76,109,76,0,19
37,Fuller Park,2924,543,1687,506,501,321,495,320,6,15,877,264,529,239,348,108,309,80,303,79,6,14,516,297,164,99,164,99,0,16,314,208,227,147,87,75,38,30,38,30,0,16,610,252,145,86,102,72,43,47,353,157,247,120,106,87,112,53,112,53,0,16,111,78,31,31,31,31,0,16,68,51,68,51,0,16,12,18,12,18,0,16
38,Grand Boulevard,22730,1148,9417,1016,3176,595,2940,591,236,150,4798,547,3008,411,1790,331,1443,191,1432,191,11,43,2514,572,650,279,650,279,0,43,1416,378,922,243,494,263,448,130,448,130,0,43,5854,823,1539,377,1371,345,168,145,3695,502,2799,407,896,249,620,141,610,140,10,44,4945,604,643,187,625,183,18,45,3978,464,3527,436,451,154,324,108,324,108,0,43
39,Kenwood,17917,908,5980,753,1916,450,1796,438,120,98,3452,451,2498,416,954,209,612,186,607,186,5,31,1637,373,258,133,238,130,20,35,924,245,692,195,232,126,455,142,455,142,0,31,3888,566,456,174,447,174,9,33,2862,447,2343,379,519,185,570,160,570,160,0,31,6412,674,1064,233,1024,225,40,54,4393,492,4073,474,320,158,955,184,955,184,0,31
40,Washington Park,11078,835,6389,765,2721,433,2571,428,150,109,3207,405,2150,308,1057,234,461,132,447,132,14,33,1181,409,364,195,359,195,5,26,610,261,362,155,248,126,207,83,207,83,0,27,2164,446,466,156,428,151,38,49,1502,351,1130,281,372,156,196,77,196,77,0,27,1344,319,145,90,145,90,0,27,1061,240,958,238,103,64,138,85,138,85,0,27
41,Hyde Park,23930,984,6132,817,902,304,839,302,63,74,4801,636,3924,579,877,233,429,125,402,119,27,39,1733,335,118,99,118,99,0,38,1431,267,1182,238,249,114,184,89,154,80,30,58,5546,623,732,200,698,194,34,65,4163,465,3641,443,522,174,651,173,642,172,9,39,10519,753,1717,288,1717,288,0,38,6761,532,6495,521,266,119,2041,250,2028,250,13,42
42,Woodlawn,23405,1243,10881,1166,3628,643,3366,635,262,152,6068,683,3827,506,2241,367,1185,201,1078,184,107,99,2997,567,792,248,782,247,10,38,1676,355,1115,264,561,200,529,157,529,157,0,36,4747,674,825,235,821,235,4,36,3389,485,2552,380,837,230,533,152,533,152,0,36,4780,639,699,228,699,228,0,36,3570,482,3168,424,402,175,511,141,511,141,0,36
