area_id,area_name,b09005001,b09005001_moe,b09005002,b09005002_moe,b09005003,b09005003_moe,b09005004,b09005004_moe,b09005005,b09005005_moe,b09005006,b09005006_moe
56,Garfield Ridge,7850,574,7846,574,6022,535,539,253,1285,470,4,41
57,Archer Heights,4035,434,4035,434,2655,426,434,220,946,289,0,27
58,Brighton Park,14577,987,14411,991,9754,891,1464,455,3193,655,166,126
59,McKinley Park,4574,530,4574,530,3188,484,396,203,990,294,0,25
60,Bridgeport,6898,682,6890,682,4035,510,867,308,1988,444,8,37
61,New City,13788,1028,13640,1022,7184,777,1366,377,5090,763,148,152
62,West Elsdon,5430,688,5430,688,3518,662,772,336,1140,404,0,27
63,Gage Park,13070,911,13021,911,9122,877,1211,416,2688,625,49,85
64,Clearing,5539,550,5526,550,3268,518,1126,441,1132,323,13,34
65,West Lawn,10281,761,10260,763,7721,743,749,300,1790,450,21,46
66,Chicago Lawn,18679,1338,18567,1320,7867,931,1774,539,8926,1094,112,196
67,West Englewood,10021,883,9943,883,2137,460,762,242,7044,780,78,98
68,Englewood,8748,836,8640,836,967,269,668,323,7005,796,108,93
69,Greater Grand Crossing,9152,864,9084,864,1059,288,772,297,7253,819,68,80
70,Ashburn,11603,909,11566,909,7667,861,658,308,3241,673,37,67
71,Auburn Gresham,13326,1048,13243,1047,2716,552,1007,381,9520,972,83,78
72,Beverly,5821,397,5819,397,4746,397,320,146,753,267,2,27
73,Washington Heights,5679,590,5640,590,1877,436,282,166,3481,501,39,66
74,Mount Greenwood,4633,423,4633,423,4094,411,244,186,295,151,0,25
75,Morgan Park,5425,654,5386,653,2908,425,208,147,2270,563,39,56
76,O'Hare,2559,723,2559,723,2129,709,140,212,290,190,0,38
77,Edgewater,6501,752,6473,749,4141,597,613,323,1719,448,28,65
