area_id,area_name,b09005001,b09005001_moe,b09005002,b09005002_moe,b09005003,b09005003_moe,b09005004,b09005004_moe,b09005005,b09005005_moe,b09005006,b09005006_moe
1,Rogers Park,11411,1016,11399,1016,6507,897,1151,360,3741,741,12,51
2,West Ridge,19035,1409,19008,1415,14595,1305,1461,622,2952,624,27,77
3,Uptown,6547,819,6488,819,3944,728,368,152,2176,473,59,74
4,Lincoln Square,6318,689,6280,688,4979,643,455,320,846,289,38,59
5,North Center,6243,549,6193,548,5554,530,206,128,433,148,50,70
6,Lake View,9789,699,9775,699,8386,664,462,255,927,272,14,69
7,Lincoln Park,8841,835,8784,835,7555,821,223,105,1006,258,57,90
8,Near North Side,5878,724,5871,724,3433,548,129,113,2309,554,7,55
9,Edison Park,2266,248,2266,248,1971,230,23,25,272,154,0,25
10,Norwood Park,7433,703,7433,703,6005,663,324,193,1104,388,0,39
11,Jefferson Park,5801,660,5750,656,4452,639,467,267,831,293,51,64
12,Forest Glen,4437,340,4437,340,3899,353,212,140,326,173,0,29
13,North Park,4237,572,4237,572,3343,543,308,197,586,224,0,27
14,Albany Park,13335,1088,13335,1088,9150,865,1802,622,2383,557,0,45
15,Portage Park,14633,1080,14612,1082,9501,828,717,270,4394,875,21,55
16,Irving Park,13007,949,12983,949,8778,814,1569,538,2636,577,24,54
17,Dunning,7786,583,7779,583,5835,569,606,232,1338,324,7,40
18,Montclare,3016,482,2941,482,2023,398,246,169,672,234,75,91
19,Belmont Cragin,23217,1412,23204,1412,13206,1117,3041,712,6957,1083,13,54
20,Hermosa,7251,670,7251,670,4378,636,610,246,2263,504,0,29
21,Avondale,9643,923,9643,923,6638,812,645,259,2360,539,0,38
22,Logan Square,14549,1006,14483,1006,8929,866,1495,382,4059,577,66,72
23,Humboldt Park,16324,1369,16209,1369,5541,813,1745,473,8923,1222,115,134
24,West Town,13050,1019,13050,1019,7808,757,1042,400,4200,653,0,62
25,Austin,26401,1528,26248,1530,7195,872,2128,507,16925,1380,153,110
26,West Garfield Park,6763,756,6757,756,752,255,729,352,5276,687,6,34
27,East Garfield Park,7429,809,7364,800,1238,324,640,269,5486,765,65,99
28,Near West Side,7968,810,7959,810,3227,424,771,419,3961,595,9,52
29,North Lawndale,12329,1067,12329,1067,2092,451,797,294,9440,967,0,43
30,South Lawndale,19656,1272,19567,1270,11620,1093,2271,543,5676,828,89,103
31,Lower West Side,9212,826,9207,825,4849,707,1533,441,2825,524,5,41
32,Loop,1529,402,1529,402,1272,378,0,30,257,171,0,30
33,Near South Side,2559,372,2541,376,1731,363,158,95,652,229,18,35
34,Armour Square,2343,429,2343,429,1379,261,89,60,875,346,0,27
35,Douglas,3036,364,3034,364,626,191,185,107,2223,308,2,33
36,Oakland,1855,235,1840,236,534,213,51,50,1255,254,15,28
37,Fuller Park,841,325,841,325,156,88,47,47,638,316,0,16
38,Grand Boulevard,6230,711,6019,682,1370,348,436,198,4213,635,211,185
39,Kenwood,3693,495,3673,493,1332,260,130,113,2211,435,20,44
40,Washington Park,3751,476,3724,482,377,171,209,97,3138,454,27,51
41,Hyde Park,3515,445,3455,442,2384,367,65,50,1006,280,60,73
42,Woodlawn,5983,733,5983,733,1281,359,223,134,4479,655,0,36
43,South Shore,11148,1089,11088,1088,1938,438,799,265,8351,1008,60,81
44,Chatham,8265,926,8167,921,1846,479,388,177,5933,868,98,99
45,Avalon Park,1916,357,1854,353,708,236,152,98,994,284,62,73
46,South Chicago,8279,829,8240,827,3031,604,1019,371,4190,652,39,56
47,Burnside,1048,411,1048,411,253,225,85,71,710,372,0,11
48,Calumet Heights,3012,422,3012,422,1288,332,129,80,1595,395,0,27
49,Roseland,10942,899,10863,897,3547,684,842,281,6474,785,79,71
50,Pullman,1701,360,1688,360,422,187,213,128,1053,336,13,25
51,South Deering,4481,642,4481,642,1694,440,126,122,2661,521,0,25
52,East Side,7575,886,7569,887,4277,725,619,282,2673,678,6,29
53,West Pullman,8955,989,8796,1016,2694,858,669,248,5433,746,159,159
54,Riverdale,2993,455,2993,455,209,176,272,195,2512,494,0,16
55,Hegewisch,2921,560,2805,566,1547,485,358,305,900,403,116,142
