area_id,area_name,b25017001,b25017001_moe,b25017002,b25017002_moe,b25017003,b25017003_moe,b25017004,b25017004_moe,b25017005,b25017005_moe,b25017006,b25017006_moe,b25017007,b25017007_moe,b25017008,b25017008_moe,b25017009,b25017009_moe,b25017010,b25017010_moe
1,Rogers Park,27912,242,3743,473,1297,241,5496,507,6732,560,5512,496,2583,392,1070,219,673,171,806,179
2,West Ridge,27639,218,664,217,655,189,3376,418,5581,527,6983,555,5937,546,1800,307,1086,216,1557,278
3,Uptown,32444,292,5951,556,2600,339,7400,590,7037,510,4192,453,2924,386,1034,229,517,137,789,197
4,Lincoln Square,19499,250,1264,301,572,136,2739,329,5247,451,4123,429,2777,312,1265,220,640,146,872,156
5,North Center,16442,185,295,135,379,125,1496,226,3772,345,3562,322,3185,326,1256,202,997,206,1500,200
6,Lake View,57951,375,5451,597,5536,513,12934,753,12394,690,9275,586,5829,450,2702,331,1604,231,2226,268
7,Lincoln Park,35919,325,3290,446,2994,355,8243,584,6672,552,4851,437,3532,353,2197,279,1158,200,2982,341
8,Near North Side,61054,474,8152,805,8744,748,18231,968,11927,814,6255,583,3872,439,1724,342,756,207,1393,276
9,Edison Park,4935,79,85,76,8,24,377,123,631,163,1249,194,973,161,532,128,478,123,602,131
10,Norwood Park,15620,126,225,135,428,166,722,169,1886,274,3655,356,3879,373,2126,299,1335,230,1364,227
11,Jefferson Park,10952,111,259,130,151,69,924,221,2255,301,2882,318,1909,260,984,222,771,173,817,166
12,Forest Glen,7134,94,98,90,45,53,197,101,469,126,1433,214,1667,219,1299,198,828,181,1098,196
13,North Park,6970,128,264,121,81,52,987,176,983,203,1616,239,1307,210,705,167,466,124,561,131
14,Albany Park,18213,181,894,235,331,107,2009,337,4510,423,4645,444,3001,364,1475,255,569,141,779,161
15,Portage Park,24837,196,1523,322,290,110,1570,278,4292,412,6269,506,4829,435,2563,332,1536,249,1965,261
16,Irving Park,22525,210,1316,290,364,106,2164,304,4983,454,5791,476,3476,372,1603,251,1024,193,1804,241
17,Dunning,16145,141,859,237,98,54,798,178,2459,303,3947,354,3426,307,2067,263,1248,235,1243,190
18,Montclare,4848,82,408,166,86,63,548,144,869,192,950,188,779,174,512,154,316,120,380,131
19,Belmont Cragin,24148,153,1170,264,282,120,1932,296,4969,452,6790,518,4324,431,1683,270,1155,224,1843,246
20,Hermosa,7922,110,162,94,77,57,551,155,1431,252,2453,286,1741,248,621,162,379,136,507,135
21,Avondale,15282,213,496,168,271,126,1007,216,3272,360,4748,420,3389,384,836,191,458,130,805,166
22,Logan Square,32764,309,1520,270,687,137,3324,330,6835,470,8576,527,6879,473,2153,281,1326,222,1464,207
23,Humboldt Park,20482,256,3265,399,469,151,908,199,3008,370,4784,410,4857,421,1597,272,328,117,1266,234
24,West Town,41319,404,1046,218,2281,302,6668,466,10552,600,8902,560,6348,467,2499,316,1175,202,1848,253
25,Austin,38606,336,2711,368,433,138,3209,382,6326,496,9823,586,8791,586,3111,361,1843,272,2359,285
26,West Garfield Park,8018,159,1028,172,188,76,371,108,932,168,2025,236,2102,244,902,177,232,87,238,83
27,East Garfield Park,8974,163,839,162,211,97,680,144,1522,228,2027,239,1994,254,991,198,297,106,413,106
28,Near West Side,29058,344,2213,336,3813,381,8190,508,6174,443,4297,392,2232,266,830,179,527,136,782,186
29,North Lawndale,15066,214,707,179,226,84,785,171,2741,293,4455,344,4087,356,1135,203,573,131,357,110
30,South Lawndale,20747,245,437,137,420,123,1190,223,8382,484,5273,451,3199,340,638,150,458,118,750,181
31,Lower West Side,14323,209,491,149,529,133,1941,271,5043,388,2777,307,1937,270,601,153,412,128,592,151
32,Loop,17582,400,2016,411,2850,517,5835,613,3827,479,1702,335,731,220,383,236,182,114,56,44
33,Near South Side,13642,270,718,327,2341,460,4576,527,2907,504,1707,346,783,313,342,122,177,89,91,69
34,Armour Square,5739,143,130,83,551,143,1059,186,1583,218,1233,214,604,155,210,99,185,88,184,75
35,Douglas,10766,196,1055,193,949,175,3211,285,2857,288,1020,180,635,133,370,107,235,91,434,130
36,Oakland,3077,119,74,50,238,80,741,145,1034,170,511,135,251,94,73,49,86,54,69,47
37,Fuller Park,1562,57,26,37,280,76,155,59,252,104,334,94,265,76,126,63,27,25,97,59
38,Grand Boulevard,12233,256,456,135,436,121,2145,246,2577,279,2925,292,1665,244,889,171,523,137,617,143
39,Kenwood,10635,181,1077,237,486,126,2176,289,2966,329,1698,233,845,186,297,97,350,107,740,151
40,Washington Park,5627,162,142,72,85,44,655,127,1511,175,1496,189,1134,184,323,92,156,75,125,62
41,Hyde Park,14824,193,1976,303,986,189,2757,324,3063,312,2011,273,1545,228,1031,178,588,126,867,162
42,Woodlawn,13994,192,720,167,579,142,2079,265,2680,285,3294,315,2723,298,1215,213,347,117,357,110
43,South Shore,28629,277,2481,381,929,214,4652,468,6303,541,6446,526,4452,452,1534,261,942,197,890,184
44,Chatham,17044,198,663,217,230,133,2397,366,3771,398,3770,395,3342,349,1139,216,816,176,916,224
45,Avalon Park,4406,107,59,67,80,73,258,104,369,123,1100,218,1110,194,814,201,273,115,343,127
46,South Chicago,14460,200,246,130,277,141,1353,265,2747,323,3626,391,3682,372,1190,247,548,142,791,178
47,Burnside,1264,54,0,11,76,51,102,59,149,82,236,83,369,112,195,90,44,38,93,68
48,Calumet Heights,6151,78,15,31,40,69,166,92,561,149,1610,219,1833,242,781,179,705,176,440,138
49,Roseland,18311,200,360,143,157,95,789,189,1952,295,5355,425,4166,378,2286,295,1598,248,1648,249
50,Pullman,3518,63,22,27,0,19,239,102,876,155,1111,173,888,155,266,95,54,38,62,38
51,South Deering,5912,81,63,62,73,60,278,104,879,198,1923,248,1672,229,529,141,339,120,156,77
52,East Side,7876,92,9,32,0,29,247,107,1164,208,2430,242,2160,246,807,157,582,158,477,130
53,West Pullman,11697,139,51,52,74,50,253,123,1163,232,3236,335,3289,368,1854,271,1020,212,757,177
54,Riverdale,3344,51,144,102,0,16,162,88,1213,219,997,209,376,120,267,136,91,71,94,69
55,Hegewisch,4045,123,46,45,17,28,135,121,685,197,1418,267,625,186,462,153,277,129,380,162
