area_id,area_name,c27010001,c27010001_moe,c27010002,c27010002_moe,c27010003,c27010003_moe,c27010004,c27010004_moe,c27010005,c27010005_moe,c27010006,c27010006_moe,c27010007,c27010007_moe,c27010008,c27010008_moe,c27010009,c27010009_moe,c27010010,c27010010_moe,c27010011,c27010011_moe,c27010012,c27010012_moe,c27010013,c27010013_moe,c27010014,c27010014_moe,c27010015,c27010015_moe,c27010016,c27010016_moe,c27010017,c27010017_moe,c27010018,c27010018_moe,c27010019,c27010019_moe,c27010020,c27010020_moe,c27010021,c27010021_moe
1,Rogers Park,56493,2171,11436,1017,3856,616,6620,912,205,121,755,265,20250,1329,11164,993,1892,374,100,72,7094,841,21120,1073,11622,839,2754,532,376,126,6368,742,3687,419,152,89,2127,369,1285,249,123,88
2,West Ridge,72744,2584,19036,1409,8009,1032,9286,1195,541,307,1200,409,16986,1310,7525,935,2150,454,382,185,6929,914,27931,1105,15240,938,3858,593,480,173,8353,901,8791,702,211,111,4134,544,3754,378,692,364
3,Uptown,53670,1701,6561,819,3469,642,2571,557,144,109,377,211,18916,1108,13101,879,1175,273,116,86,4524,721,23099,1055,13072,767,3768,636,436,150,5823,725,5094,519,183,95,3152,478,1563,253,196,145
4,Lincoln Square,38116,1327,6318,689,3781,461,2173,645,163,104,201,133,12994,796,9630,706,481,166,44,45,2839,487,15465,781,10581,668,1218,300,299,141,3367,500,3339,388,84,54,1701,351,1504,244,50,57
5,North Center,33402,1096,6243,549,5774,526,339,165,80,63,50,70,11889,728,10078,682,136,87,69,54,1606,371,12769,633,10845,589,427,169,188,80,1309,284,2501,296,60,61,1174,277,1252,181,15,43
6,Lake View,96425,1729,9801,699,8512,655,1112,327,65,79,112,91,50997,1551,44506,1492,365,173,245,126,5881,675,29099,1035,24465,968,1297,271,440,146,2897,399,6528,467,208,111,2845,360,3425,396,50,74
7,Lincoln Park,64028,1704,8871,835,8260,832,447,209,97,83,67,71,30215,1269,27597,1214,220,99,114,87,2284,405,20423,859,17926,844,1019,270,341,120,1137,272,4519,386,204,86,1752,260,2563,308,0,51
8,Near North Side,80315,1814,5892,725,3868,580,1785,514,47,76,192,152,33162,1456,29504,1413,645,166,83,77,2930,502,29028,1193,24944,1138,1343,288,316,114,2425,438,12233,679,365,138,3868,452,7836,607,164,119
9,Edison Park,11135,498,2266,248,2111,266,128,114,27,50,0,25,2067,303,1517,316,42,50,69,67,439,177,5135,318,4307,285,245,128,148,87,435,248,1667,153,30,31,317,111,1303,171,17,34
10,Norwood Park,36933,1214,7436,703,5723,583,1277,401,95,94,341,352,6637,686,4564,538,453,169,31,50,1589,424,15920,683,13309,623,739,204,299,129,1573,310,6940,348,122,81,1743,279,5067,335,8,39
11,Jefferson Park,26760,1243,5802,660,3769,442,1566,432,68,55,399,388,5989,625,3741,520,388,175,113,76,1747,374,11263,634,8179,606,761,217,252,112,2071,430,3706,402,101,81,1344,272,2120,317,141,101
12,Forest Glen,18542,646,4437,340,3789,356,530,229,53,83,65,81,3059,380,2462,344,159,108,43,48,395,146,7973,350,7001,401,284,114,160,89,528,219,3073,204,79,63,1157,216,1837,234,0,29
13,North Park,18562,1003,4251,575,2786,479,1263,374,49,50,153,107,4474,538,2863,431,211,94,105,106,1295,328,6893,502,4599,418,850,275,119,75,1325,293,2944,333,171,72,1433,302,1290,229,50,50
14,Albany Park,53540,2062,13353,1089,3705,646,8755,1025,117,87,776,262,17132,1096,7407,634,1355,298,92,92,8278,986,19338,907,9817,710,1674,350,202,108,7645,772,3717,420,337,221,1893,334,1326,247,161,129
15,Portage Park,63461,1849,14634,1080,6145,658,6985,979,793,294,711,274,15159,968,8013,770,2067,413,402,143,4677,584,26697,1011,17446,945,2605,453,608,188,6038,704,6971,510,254,121,3002,408,3534,383,181,111
16,Irving Park,56160,1945,13007,949,5938,599,5744,850,280,148,1045,326,16342,1048,8527,730,1479,310,114,80,6222,813,22170,999,14205,862,1692,318,345,117,5928,698,4641,454,144,83,2414,343,1924,291,159,131
17,Dunning,41997,1248,7791,583,4384,517,2381,448,376,154,650,219,10079,769,5721,587,963,255,114,90,3281,494,17769,745,11857,704,1246,300,280,110,4386,531,6358,355,131,66,2248,267,3756,356,223,120
18,Montclare,12279,836,3016,482,1266,356,1482,345,48,56,220,128,3065,419,1429,284,493,200,49,54,1094,297,4513,450,2637,365,466,204,83,72,1327,291,1685,271,11,24,809,196,792,212,73,63
19,Belmont Cragin,77642,2549,23220,1412,6579,807,14576,1309,515,207,1550,455,20783,1220,7966,753,3339,498,220,135,9258,941,27913,1148,14012,928,3625,557,397,144,9879,879,5726,491,263,128,3077,373,2091,301,295,127
20,Hermosa,25068,1269,7269,672,1780,360,5048,691,102,64,339,163,6642,640,2418,414,1118,288,74,81,3032,484,9292,581,4783,498,1255,287,112,72,3142,469,1865,325,46,61,1229,275,491,150,99,89
21,Avondale,41526,1885,9644,923,3433,575,4894,780,197,133,1120,294,14306,1059,5807,602,1387,312,85,76,7027,884,14360,877,7586,649,1358,320,153,80,5263,650,3216,425,104,71,1893,331,971,223,248,138
22,Logan Square,73495,1997,14551,1006,6007,659,6589,753,285,146,1670,476,29223,1228,18253,981,2289,366,181,85,8500,877,25143,993,14524,823,3240,414,416,135,6963,683,4578,447,243,120,2700,363,1264,226,371,184
23,Humboldt Park,54341,2208,16385,1369,3328,620,11334,1252,536,249,1187,342,15356,982,5070,604,4016,509,310,143,5960,692,18353,953,7016,673,5121,572,421,140,5795,646,4247,415,94,81,3112,372,1017,219,24,55
24,West Town,83695,2001,13062,1018,6680,618,5342,766,521,203,519,238,38048,1350,28121,1149,1954,388,179,101,7794,760,27634,1036,18809,889,2723,387,558,169,5544,589,4951,447,320,132,2891,364,1633,256,107,94
25,Austin,97389,2742,26416,1527,6927,808,16999,1371,439,178,2051,389,23798,1224,6985,640,7046,662,210,118,9557,876,36754,1268,16663,844,8332,753,1156,233,10603,818,10421,561,384,139,6659,521,3171,339,207,113
26,West Garfield Park,19358,1315,6763,756,1182,337,4847,667,276,174,458,247,4720,508,1003,219,1827,294,201,190,1689,325,6202,523,2187,308,2137,283,222,108,1656,290,1673,227,44,54,1067,185,551,134,11,34
27,East Garfield Park,21012,1341,7443,809,1532,442,5542,723,154,132,215,150,5052,530,1335,254,2013,326,60,49,1644,370,6749,528,2640,353,2061,306,236,103,1812,329,1768,214,34,55,1300,196,422,110,12,44
28,Near West Side,53295,1645,8001,812,3931,497,3385,643,269,139,416,183,24496,1157,20042,1075,1422,235,388,158,2644,414,17293,864,12266,685,2126,333,355,131,2546,454,3505,319,212,100,2092,257,1161,191,40,64
29,North Lawndale,35623,1845,12346,1068,2248,469,8942,962,406,193,750,244,8997,751,2111,335,3461,398,89,63,3336,493,11282,727,4145,439,3611,421,275,88,3251,480,2998,327,152,74,2068,282,746,139,32,47
30,South Lawndale,62390,2266,19708,1273,2562,534,15918,1214,270,165,958,349,19654,1193,4256,568,3351,424,182,97,11865,1016,19331,905,6707,609,2785,394,233,97,9606,751,3697,421,93,72,2461,348,918,200,225,114
31,Lower West Side,36577,1700,9219,825,1666,350,7071,804,107,68,375,173,12805,951,5144,577,1206,258,74,51,6381,738,11861,771,4815,510,1602,332,165,78,5279,606,2692,361,141,92,1679,283,785,182,87,77
32,Loop,25786,1427,1529,402,1319,357,36,62,0,30,174,202,13219,1183,12036,1124,217,169,69,59,897,245,9012,753,7861,765,367,207,82,56,702,249,2026,275,24,37,530,179,1462,242,10,33
33,Near South Side,20076,1151,2559,372,2140,414,391,225,4,17,24,35,7427,885,6285,846,335,183,45,61,762,269,8357,685,7218,694,421,178,104,80,614,180,1733,316,38,40,1058,308,599,152,38,64
34,Armour Square,13710,850,2359,429,749,298,1249,323,50,46,311,173,3256,447,1499,290,251,118,50,52,1456,333,5204,515,1772,305,865,240,93,77,2474,376,2891,345,0,27,2019,285,823,280,49,59
35,Douglas,18357,845,3051,364,1039,236,1775,315,116,87,121,90,6657,632,4693,562,737,164,69,60,1158,260,6247,424,3677,351,944,198,258,101,1368,246,2402,220,113,60,1225,185,1064,162,0,35
36,Oakland,6260,469,1855,235,700,216,1092,268,0,19,63,48,1490,255,539,165,519,146,16,21,416,172,2238,278,1116,226,560,142,41,40,521,147,677,130,9,21,447,127,208,86,13,25
37,Fuller Park,2924,543,841,325,150,88,586,320,56,46,49,47,633,195,244,100,157,98,9,16,223,98,979,169,268,111,374,126,19,21,318,90,471,99,8,11,284,84,173,70,6,14
38,Grand Boulevard,22964,1171,6231,711,1855,375,3631,629,323,174,422,200,5571,526,2542,348,1305,230,107,80,1617,343,8327,508,4271,398,1636,243,406,126,2014,287,2835,246,67,76,1804,208,943,157,21,44
39,Kenwood,17937,907,3694,495,1523,276,1797,418,185,150,189,111,4951,521,3231,419,782,211,63,57,875,228,6700,497,4435,446,901,213,214,93,1150,240,2592,276,98,62,1070,248,1419,199,5,31
40,Washington Park,11141,835,3759,477,432,149,2992,455,142,114,193,114,2750,353,620,156,1249,227,69,49,812,197,3630,335,1298,231,1289,217,75,49,968,205,1002,184,40,52,626,162,322,88,14,33
41,Hyde Park,26427,1183,3546,446,2390,355,955,288,97,73,104,90,10708,897,9454,864,303,118,68,59,883,226,8868,571,6902,522,645,190,222,105,1099,235,3305,277,184,87,647,156,2395,267,79,62
42,Woodlawn,24291,1269,5987,734,1616,328,3970,672,125,77,276,153,6667,546,3309,417,1565,307,124,74,1669,317,8879,598,3887,404,2097,301,480,156,2415,360,2758,290,47,55,1654,228,950,169,107,99
43,South Shore,46965,2020,11162,1090,3397,587,6516,939,461,216,788,297,11000,915,3995,518,2525,435,277,166,4203,599,19237,965,9536,759,4054,509,790,212,4857,552,5566,430,251,113,3056,356,2226,297,33,55
44,Chatham,33244,1627,8279,926,2569,491,5175,843,49,58,486,215,6977,660,2530,406,1864,357,97,79,2486,444,12875,788,6946,578,2681,393,431,142,2817,497,5113,383,139,77,2166,324,2691,308,117,109
45,Avalon Park,9617,760,1916,357,739,182,953,301,126,107,98,111,1837,378,884,267,384,150,35,39,534,221,3997,368,2322,311,575,180,118,76,982,283,1867,191,49,46,662,146,1120,169,36,37
46,South Chicago,29402,1591,8280,829,1667,388,5933,774,214,147,466,196,6563,688,1954,387,2145,385,182,134,2282,405,10741,724,4770,549,2692,381,353,124,2926,447,3818,340,102,74,1651,291,1920,252,145,87
47,Burnside,3508,686,1048,411,172,109,811,421,11,17,54,55,892,269,213,93,225,82,20,29,434,204,1118,180,525,148,181,95,115,64,297,142,450,70,0,11,245,68,205,62,0,11
48,Calumet Heights,14382,814,3012,422,1261,308,1512,365,120,96,119,82,2251,334,906,226,585,183,56,58,704,223,5799,411,3696,361,726,193,297,117,1080,272,3320,224,65,46,881,215,2374,261,0,27
49,Roseland,45004,1655,10951,899,4064,626,6026,709,515,236,346,141,9628,730,3540,523,2671,359,115,72,3302,458,16904,787,8273,575,3282,376,707,190,4642,551,7521,375,221,83,3210,354,4040,331,50,55
50,Pullman,7262,584,1701,360,575,253,1093,293,11,23,22,30,1652,275,621,163,457,126,58,46,516,178,2810,256,1543,179,603,137,37,34,627,170,1099,148,57,60,585,130,457,124,0,19
51,South Deering,16438,1030,4481,642,1651,524,2491,475,142,78,197,143,3652,500,1667,357,676,198,47,59,1262,275,6291,424,2821,375,1302,247,246,108,1922,380,2014,239,109,76,785,181,1001,176,119,124
52,East Side,23517,1386,7575,886,2508,464,4539,841,139,88,389,195,5359,663,2114,410,999,292,30,42,2216,406,8088,567,4760,452,866,196,212,90,2250,383,2495,311,32,39,902,206,1517,239,44,61
53,West Pullman,30810,1644,8955,989,2272,683,6071,892,203,99,409,259,6914,683,2163,345,2418,428,65,54,2268,448,10919,657,5563,529,2034,322,555,152,2767,453,4022,330,113,62,1605,260,2274,279,30,41
54,Riverdale,6820,725,3007,456,268,177,2238,488,205,203,296,241,1503,244,277,150,706,199,74,65,446,163,1803,249,415,156,892,187,31,36,465,190,507,105,0,16,251,98,256,113,0,16
55,Hegewisch,10155,927,2922,560,1337,428,1264,440,25,39,296,269,1971,379,946,242,345,167,35,42,645,234,3837,513,2798,481,387,194,65,76,587,205,1425,275,0,19,316,128,1109,259,0,19
56,Garfield Ridge,33848,1075,7851,574,5481,509,1843,515,126,88,401,278,7083,593,4659,528,719,209,67,66,1638,334,13911,632,10563,586,930,223,327,123,2091,345,5003,335,163,85,1485,227,3320,294,35,46
57,Archer Heights,13434,778,4036,434,1298,251,2349,403,227,114,162,96,3573,413,1485,279,327,123,46,41,1715,289,4590,344,2321,308,621,139,136,76,1512,276,1235,197,10,29,615,157,584,127,26,33
58,Brighton Park,44098,1805,14577,987,3066,531,9809,872,501,222,1201,416,12073,880,3756,523,1788,335,127,79,6402,722,14695,795,6127,558,1937,328,321,138,6310,629,2753,320,127,91,1399,242,941,181,286,133
