area_id,area_name,b25064001,b25064001_moe
1,Rogers Park,10273,207
2,West Ridge,13814,644
3,Uptown,9666,226
4,Lincoln Square,11383,294
5,North Center,17470,623
6,Lake View,43617,1098
7,Lincoln Park,25130,886
8,Near North Side,27506,1391
9,Edison Park,1959,132
10,Norwood Park,8102,528
11,Jefferson Park,5738,365
12,Forest Glen,3828,376
13,North Park,3464,217
14,Albany Park,9950,306
15,Portage Park,13725,474
16,Irving Park,14763,410
17,Dunning,10904,764
18,Montclare,1771,122
19,Belmont Cragin,15614,574
20,Hermosa,5539,181
21,Avondale,9420,306
22,Logan Square,27771,875
23,Humboldt Park,13954,468
24,West Town,35814,792
25,Austin,21398,623
26,West Garfield Park,9231,485
27,East Garfield Park,11013,594
28,Near West Side,21302,658
29,North Lawndale,13944,513
30,South Lawndale,12912,311
31,Lower West Side,8765,240
32,Loop,8350,477
33,Near South Side,3149,352
34,Armour Square,2882,307
35,Douglas,6755,688
36,Oakland,2072,270
37,Fuller Park,1265,256
38,Grand Boulevard,10396,749
39,Kenwood,6174,345
40,Washington Park,5204,292
41,Hyde Park,11654,344
42,Woodlawn,9114,527
43,South Shore,12589,304
44,Chatham,8499,451
45,Avalon Park,2031,339
46,South Chicago,7805,376
47,Burnside,624,121
48,Calumet Heights,5004,491
49,Roseland,14701,1018
50,Pullman,2690,130
51,South Deering,3603,482
52,East Side,4720,330
53,West Pullman,8372,872
54,Riverdale,757,85
55,Hegewisch,1970,418
56,Garfield Ridge,9568,992
57,Archer Heights,4390,391
58,Brighton Park,7833,212
59,McKinley Park,4483,194
60,Bridgeport,8334,212
61,New City,13867,680
62,West Elsdon,3994,271
63,Gage Park,6483,362
64,Clearing,6227,340
65,West Lawn,7063,474
66,Chicago Lawn,9413,348
67,West Englewood,17915,1244
68,Englewood,9467,616
69,Greater Grand Crossing,9502,407
70,Ashburn,9690,1584
71,Auburn Gresham,13771,660
72,Beverly,5774,1519
73,Washington Heights,7472,849
74,Mount Greenwood,2980,2267
75,Morgan Park,5592,329
76,O'Hare,3874,822
77,Edgewater,14854,431
