area_id,area_name,b03002001,b03002001_moe,b03002002,b03002002_moe,b03002003,b03002003_moe,b03002004,b03002004_moe,b03002005,b03002005_moe,b03002006,b03002006_moe,b03002007,b03002007_moe,b03002008,b03002008_moe,b03002009,b03002009_moe,b03002010,b03002010_moe,b03002011,b03002011_moe,b03002012,b03002012_moe,b03002013,b03002013_moe,b03002014,b03002014_moe,b03002015,b03002015_moe,b03002016,b03002016_moe,b03002017,b03002017_moe,b03002018,b03002018_moe,b03002019,b03002019_moe,b03002020,b03002020_moe,b03002021,b03002021_moe
1,Rogers Park,57559,2198,43279,1874,21819,1231,15662,1442,8,48,3876,993,0,48,227,144,1687,382,87,88,1600,372,14280,1604,8101,1280,757,386,110,130,60,72,14,51,4875,1167,363,147,144,93,219,119
2,West Ridge,73705,2596,58445,2363,31779,1838,7683,1383,134,116,17078,2016,8,68,205,177,1558,489,267,180,1291,456,15260,2093,8750,1676,627,473,130,188,57,84,0,51,5202,1285,494,287,226,194,268,216
3,Uptown,54995,1710,47985,1606,28769,1232,11062,1183,192,115,6402,763,0,48,139,111,1421,478,23,51,1398,479,7010,1028,3892,763,274,186,57,101,23,57,0,48,2493,711,271,114,139,80,132,94
4,Lincoln Square,38622,1335,31139,1264,24332,1175,1764,517,134,117,4015,721,48,77,36,48,810,241,10,43,800,239,7483,1192,3469,696,134,149,108,134,12,42,0,40,3524,1083,236,131,98,90,138,101
5,North Center,33418,1097,29042,1060,26348,1042,473,165,51,51,1392,341,0,43,47,54,731,302,13,43,718,301,4376,706,3381,657,83,115,30,63,8,43,0,43,729,306,145,86,72,74,73,60
6,Lake View,96539,1732,89271,1752,77037,1763,3567,591,147,157,6661,796,28,79,101,94,1730,363,79,90,1651,358,7268,773,5667,699,71,89,74,81,49,102,4,66,1306,325,97,86,59,75,38,77
7,Lincoln Park,64631,1722,60393,1666,52663,1667,2731,444,117,103,3712,536,0,51,148,127,1022,264,15,55,1007,264,4238,663,3196,577,71,95,37,65,16,52,0,51,865,300,53,65,39,64,14,51
8,Near North Side,80516,1818,76025,1755,57777,1600,7625,884,225,164,8731,963,0,54,356,204,1311,369,113,113,1198,354,4491,765,3171,658,54,91,0,54,49,77,0,54,1149,495,68,85,68,85,0,54
9,Edison Park,11135,498,10635,545,10265,576,0,25,0,25,242,176,0,25,0,25,128,94,33,43,95,83,500,208,372,183,0,25,0,25,0,25,0,25,60,46,68,104,68,104,0,25
10,Norwood Park,37429,1230,32494,1052,30115,1063,311,208,7,39,1706,534,0,39,30,48,325,159,0,39,325,159,4935,857,2798,679,21,50,64,133,55,74,0,39,1442,581,555,328,331,255,224,210
11,Jefferson Park,26771,1244,21428,1199,18075,1180,369,291,20,39,2518,745,0,29,18,31,428,174,12,32,416,173,5343,842,3419,633,0,29,54,78,19,41,0,29,1627,618,224,175,95,82,129,156
12,Forest Glen,18542,646,16134,699,13354,701,300,210,0,29,2207,391,43,75,5,29,225,126,18,38,207,130,2408,518,1052,343,0,29,21,40,62,100,0,29,1051,418,222,159,123,140,99,86
13,North Park,18739,1008,15311,957,9358,836,314,142,27,41,5178,742,0,27,49,63,385,189,90,70,295,174,3428,784,1304,387,0,27,15,34,83,90,0,27,1937,681,89,102,89,102,0,27
14,Albany Park,53897,2062,25640,1405,15844,1064,2177,608,18,51,6710,1072,46,79,244,182,601,206,80,81,521,183,28257,2131,6932,1070,151,96,105,108,23,55,0,45,19682,2161,1364,416,816,360,548,341
15,Portage Park,63619,1847,37231,1485,32429,1376,811,392,36,60,2715,679,40,76,64,74,1136,394,67,68,1069,390,26388,1818,9085,1283,73,79,139,174,163,151,0,47,15685,1675,1243,352,1004,329,239,127
16,Irving Park,56513,1956,31064,1309,24229,1179,1668,449,137,134,4004,772,0,47,235,292,791,242,61,99,730,227,25449,1956,12982,1692,103,82,13,49,53,73,0,47,11786,1713,512,197,420,186,92,78
17,Dunning,42115,1249,32409,1159,29975,1171,426,256,80,97,1617,447,50,85,10,41,251,160,93,132,158,99,9706,941,5690,829,24,43,6,40,48,66,7,40,3663,838,268,145,196,123,72,69
18,Montclare,12401,838,5993,569,4780,524,524,153,8,20,552,317,0,23,77,72,52,41,0,23,52,41,6408,829,3014,632,58,58,34,52,0,23,12,26,3208,657,82,64,59,59,23,28
19,Belmont Cragin,77885,2548,17910,1472,11897,997,3822,954,8,53,993,353,0,52,548,537,642,439,58,87,584,433,59975,2572,19264,1976,384,236,163,165,131,146,13,54,38896,2547,1124,365,913,340,211,152
20,Hermosa,25068,1269,2456,460,1974,418,196,147,0,29,111,79,0,29,93,78,82,56,15,36,67,53,22612,1359,7265,1037,122,101,33,49,0,29,37,69,14753,1431,402,169,278,152,124,74
21,Avondale,41542,1885,14365,968,11010,824,1110,420,83,86,1289,446,0,38,114,85,759,298,31,62,728,294,27177,2097,19561,1951,328,221,202,268,22,41,0,38,6725,1313,339,159,230,145,109,76
